Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,Compound formula,mz_y,rt_y,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
426,476.1245,17.39,427925313.3017189,437182728.672748,467969484.7374704,438385487.7890756,453325756.12445873,417849580.7912176,431666196.9022381,424977395.5302567,492940861.3010943,418009243.01983935,C18H23F2N5O4S2,476.1245,17.39,1.0,0.955,1/1,444957754.1250943,3.541557305318909,437088655.50892925,7.261693835115728,0.9823149534012778,0.9823149534012778
427,613.2143,7.2,29382120.16625312,29733066.9771299,29663598.298111163,28079024.00252635,30882064.563429832,28895718.222847197,28536150.203189507,26751598.675588697,28076550.940243363,32292723.906816512,C28H36O15,613.2143,7.2,1.07,0.033,1/1,29547974.801490076,3.389715167794417,28910548.38973706,7.117388065231924,0.9784274077653243,0.9144181380984339
428,271.1445,5.13,473170946.7019735,472313705.6258147,436177268.7342895,495760405.7795184,561190994.3217604,730030865.6133299,650105286.9711262,773673387.6218171,727940427.2799298,781838193.9078745,C16H18N2O2,271.1445,5.13,1.15,0.239,1/1,487722664.23267126,9.489532820417491,732717632.2788155,7.139077673198009,1.5023243453973831,1.3063689959977245
429,468.1606,4.82,11563270.502140151,10727450.369224042,13893688.449263342,12000296.625930728,14271029.969372556,13359617.101643812,12036516.926374204,17804623.640847377,19650467.399009597,19883099.5670368,C24H23ClFN5O2,468.1606,4.82,0.87,0.015,1/1,12491147.183186162,12.238218899653157,16546864.926982362,21.966588874391192,1.3246873713293075,1.52262916244748
430,959.5238,9.56,9437212.58026358,8716892.566509753,8520287.649043754,8361440.445306188,8163077.136957399,7985842.734739499,8859223.947221728,6825575.455970181,7492130.259706223,8028376.81528038,C48H78O19,959.5238,9.56,1.0,0.978,1/1,8639782.075616134,5.672744315054105,7838229.842583601,9.559186600967749,0.9072254107780408,0.9072254107780408
431,412.3216,9.67,799611626.7539666,610502054.3397847,312869853.8580156,653410891.5542794,599956728.688602,695034240.8245804,509200532.4332531,761199481.0096915,697429098.1715765,559648272.1089737,C27H41NO2,412.3216,9.67,0.83,0.006,1/1,595270231.0389297,29.71346998710991,644502324.9096149,16.361630640456955,1.0827054525887512,1.304464400709339
432,213.1026,4.18,688647163.9635546,529355527.1640454,481593140.3973919,629381313.480625,718904935.462237,904794691.5262222,890218310.5727023,896031919.1216824,895042243.0241216,905401373.6440716,C13H12N2O,213.1026,4.18,0.93,0.037,1/1,609576416.0935708,16.691919168994954,898297707.57776,0.7335442835113458,1.4736424898693423,1.584561817063809
433,361.1652,8.63,8215060.090694389,8698287.361581076,8970458.06257111,8504236.060944306,7353756.156073149,8976780.066131843,8820081.727304874,8601588.737581257,7850829.435572877,6672584.492931701,C20H24O6,361.1652,8.63,0.97,0.751,1/1,8348359.546372807,7.434231827743069,8184372.891904511,11.596001107416315,0.9803570206149608,1.0106773408401657
434,432.0224,6.08,279970457.1549501,342266492.5434915,237716795.51326516,387566934.6640656,381383072.3455942,266318149.43098745,56864286.9277509,402394644.0795965,434214880.17334014,486665918.8131456,C15H15FIN3O3,432.0224,6.08,0.97,0.09,1/1,325780750.4442733,20.031467544893058,329291575.8849641,52.44608865141098,1.010776650971253,1.0420377845064464
435,421.2743,32.0,73620461.04208168,63368585.86907976,87390177.27486247,80313094.54415241,109754644.65253814,66859985.69383432,70957361.45041366,68025263.22452438,72182496.07964034,94378460.16489851,C28H36O3,421.2743,32.0,0.94,0.396,1/1,82889392.6765429,21.031409549888572,74480713.32266225,15.210345502321253,0.8985554232892788,0.9559100247758286
436,363.1458,4.39,787124738.1008599,752295528.0475769,778800766.3264406,800764469.8385801,844352045.1091734,726463177.853403,746868574.2830129,709738802.261634,718586702.3929925,786009516.582757,C17H19FN4O4,363.1458,4.39,0.54,0.001,1/2,792667509.4845262,4.273402789537847,737533354.6747599,4.118783473092568,0.9304447903439108,1.7230459080442793
437,633.2536,8.13,81948714.60798343,81080885.24817541,45005967.35064144,81430849.53947003,75752208.76778677,74954692.10488652,57318810.94211526,89347510.01073194,88257320.51589221,73353914.32785916,C34H34F2N4O6,633.2536,8.13,0.88,0.294,1/1,73043725.10281141,21.729545744591565,76646449.58029702,17.053447115206325,1.0493228469990359,1.1924123261352682
438,546.1429,19.93,311661342.54683006,270620992.0131035,276010071.65077627,269278816.54011244,279154979.9928143,260342120.32194117,283069965.745439,267123556.49500665,305743603.2111672,297811043.25994754,C25H22F3N5O4S,546.1429,19.93,1.05,0.455,1/1,281345240.54872733,6.189410224013119,282818057.80670035,6.85150692992935,1.005234910870006,0.9573665817809581
439,329.0901,25.78,349329054.8256828,485154128.55564153,398452045.1790111,440748780.2204439,455771885.20874107,531777666.13255054,420808899.58963954,567304588.8827657,452526095.6550653,266666587.8788943,C18H11F3N2O,329.0901,25.78,1.04,0.37,1/1,425891178.79790413,12.446911614684547,447816767.627783,26.159603187156765,1.051481669312252,1.0110400666463961
440,563.3466,3.44,20261488.18530685,20067025.404218324,20964892.98554579,19403701.60791797,21211570.1008441,22782999.836174674,23031507.606520988,10291046.29989403,20174039.90511164,18943091.36711144,C30H42N8O3,563.3466,3.44,1.09,0.018,1/1,20381735.65676661,3.5539328887640123,19044537.002962552,27.256627132844002,0.9343923070967651,0.8572406487126285
441,609.2975,0.41,36057001.71110393,35356357.99226883,30919467.889355578,38956155.07860619,38013475.58184359,27767086.107870705,28187841.638864428,29385024.083580557,31450766.980509225,34490901.417795286,C37H40N2O6,609.2975,0.41,0.91,0.096,1/1,35860491.65063562,8.698969784628394,30256324.04572404,9.140307679729986,0.843723068286147,0.9271682069078537
442,192.077,3.51,2560384.0770520726,2417267.3322615526,2576892.2444038093,2105650.677688864,2890355.943064733,414833892.6330463,432873612.3120653,484059118.0009788,411668686.9183713,395040510.1432251,C9H9N3O2,192.077,3.51,1.05,0.539,1/1,2510110.054894206,11.334522034400242,427695164.00153744,8.008081280894201,170.38900870805188,162.27524638862081
443,401.3059,33.26,15558462.287284538,15643550.107042857,14632735.560072904,15550061.89455928,21002081.401740205,14082279.432597626,13941763.29484972,13582259.298750635,14925062.975688942,16309980.146751529,C26H40O3,401.3059,33.26,0.95,0.433,1/1,16477378.250139957,15.55446981195929,14568269.029727692,7.489386800445141,0.8841375617267238,0.9306711176070777
444,359.2223,14.09,46483956.85287226,44924140.9781023,44728750.13125562,55155525.50245322,47116157.251937725,46438282.20581073,48306473.01315546,45995402.32920212,51712727.843623966,45433729.53570643,C22H30O4,359.2223,14.09,1.0,0.962,1/1,47681706.143324226,9.016703269497771,47577322.98549974,5.361562126285987,0.9978108342534824,0.9978108342534824
445,560.2081,24.06,492814540.8010559,571460556.0599875,431495052.212191,574224727.7976053,562936513.0568608,249606496.6494776,93222816.81628042,454857868.5485461,581793523.7610039,582366200.536297,C28H37N3O3S3,560.2081,24.06,0.92,0.054,1/1,526586277.9855401,11.930396072878354,392369381.262321,54.92185157325936,0.7451188868105966,0.8099118334897788
446,435.2035,8.01,1168486515.2071185,1142264386.2508662,892894381.3218062,1179110584.8746903,1145715046.9098735,1473106433.1705754,1441286098.8547957,1339123273.636428,1192639673.3731122,957458517.30901,C24H26N4O4,435.2035,8.01,1.05,0.081,1/1,1105694182.912871,10.848731502392752,1280722799.2687843,16.492505101292352,1.1582974922548777,1.103140468814169
447,486.9446,30.96,110071.59520445316,139120.9750330242,75478.0138407852,112784.61831541389,86822.55759464578,98684.78076957371,91473.94156516,144093.9636343426,38794.757447987984,115134.00203373298,C16H14Br2N4O4,486.9446,30.96,0.95,0.612,1/1,104855.55199766444,23.614374437057414,97636.28909015944,39.55452607950296,0.9311503990969805,0.9801583148389269
448,168.034,1.01,4830492.870283817,5440822.866436278,4794573.358848043,6000624.646372052,5292578.381148045,3315556.3054675525,5789321.587399885,4023120.6633692095,4304522.29285257,4353571.158528327,C5H5N5S,168.034,1.01,0.93,0.534,1/1,5271818.424617647,9.401914571568017,4357218.401523509,20.688474791651768,0.8265114711039252,0.8887220119397045
449,126.0551,0.58,16327365.240955075,11457623.87561518,29014247.64060572,16666661.685646668,18556416.44734341,14680615.631390234,16213714.89149658,17860715.414375074,14039013.27823744,16740812.42118083,C6H7NO2,126.0551,0.58,0.97,0.589,1/1,18404462.97803321,35.23209958403585,15906974.327336032,9.738937390585663,0.864299835660618,0.8910307584130083
450,459.0061,11.48,83583824.42953981,75876483.4937111,75128617.95068201,90037287.96939044,76205185.3957511,103502444.20363228,93437941.37219772,100310582.20503318,100434810.75855972,70323135.90505713,C17H15BrClFN4O3,459.0061,11.48,1.08,0.091,1/1,80166279.84781489,8.098235601216805,93601782.888896,14.448929526990328,1.1675954412077827,1.081106890007206
451,465.1014,26.17,87374903.69732231,116467395.06062046,89101537.05128314,84760029.60244042,84756484.98374768,90365868.93153957,89323934.37376532,85897932.80628923,88078342.89313383,92053816.23629396,C21H16F4N4O2S,465.1014,26.17,0.95,0.511,1/1,92492070.0790828,14.627056836939452,89143979.04820439,2.610699062764579,0.9638013180155259,1.014527703174238
452,377.1615,3.56,155939874.01270398,154176374.73873085,186248896.7396552,154526852.4739285,179074027.3228854,139189254.4846326,116206203.87144138,140449412.34587556,168051080.02777952,148795279.26598808,C21H20N4O3,377.1615,3.56,0.97,0.588,1/1,165993205.05758077,9.301637956185813,142538245.99914342,13.120460955891689,0.8586992819959037,0.8852569917483544
453,542.2177,4.23,65354887.00303274,65202594.67530443,73347668.75156257,74022763.51026402,67837431.32679039,26710602.68032196,35004300.72615854,28514217.532548744,30506236.59333523,29771725.778677203,C27H32ClN5O5,542.2177,4.23,0.55,0.0,1/2,69153069.05339083,6.1806454125704695,30101416.662208337,10.283460084607707,0.43528677865284643,0.7914305066415389
454,524.0375,6.77,255158229.9409839,257574641.65816763,256531530.3532839,253317402.77219376,242487632.64435396,256213292.2982641,278023236.3642795,247299121.93300927,240310323.9620996,249526793.72706068,C19H17N5O7S3,524.0375,6.77,1.12,0.002,1/1,253013887.4737966,2.409530526690438,254274553.65694267,5.678566682778801,1.004982596788394,0.8973058899896375
455,392.2588,32.02,1023770285.4707384,1044276273.8317494,921395281.5344684,1058463700.2238376,1156915671.7955792,1006689260.0961812,999168343.8993348,1000593950.5530148,1013340784.7049776,1093239089.379989,C26H33NO2,392.2588,32.02,0.94,0.275,1/1,1040964242.5712745,8.088047284661066,1022606285.7266995,3.8999668077692444,0.9823644693123855,1.0450685843748784
456,248.0504,1.93,198661357.19253263,198337000.9254052,195345781.68914968,202841957.4442595,212381105.83334023,170267843.51301473,159370028.78460884,165080273.25626,167887828.63615546,170572296.9709035,C8H10FN3O3S,248.0504,1.93,0.86,0.093,1/1,201513440.61693746,3.2929804373045406,166635654.23218852,2.773957653324315,0.8269207935809647,0.9615358064894939
457,587.2879,5.68,251888781.58573693,238034572.62669083,206597300.7803323,255299289.9727487,234294873.685226,284933880.75075805,259532183.87064177,277575849.9150804,263125710.5698405,245917307.4265238,C33H38N4O6,587.2879,5.68,0.99,0.712,1/1,237222963.73014694,8.133193909330016,266216986.5065689,5.775678399557327,1.122222664789755,1.1335582472623789
458,433.1941,27.77,495273246.4977151,428343143.6162825,447083542.2942394,445192382.5420588,496971631.06601465,372649705.1200183,358197323.9119114,380001976.626809,406036956.288532,480890337.4661461,C23H26F2N2O4,433.1941,27.77,0.84,0.06,1/1,462572789.20326215,6.807391701450888,399555259.8826834,12.18043299735819,0.863767323129576,1.0282944322971144
460,522.32,3.8,40691129.77573864,30454121.54147644,35910789.490740195,37016631.89785078,42993890.43336297,42819800.38003781,46525037.979248986,38312678.98895858,37630146.22003532,37887214.596232295,C28H39N7O3,522.32,3.8,0.99,0.876,1/1,37413312.627833806,12.869424805529148,40634975.6329026,9.644738670287685,1.0861100709556528,1.0970808797531846
462,448.2466,4.72,112510347.66880558,109033746.62195195,129214136.69465648,122340552.12609786,128509850.57505275,124395994.57149775,120278977.07343282,126983356.05422528,129399545.55711164,120732691.79520889,C24H29N7O2,448.2466,4.72,1.07,0.085,1/1,120321726.73731294,7.646981222548689,124358113.01029527,3.1682185257817026,1.033546611924832,0.9659314130138617
463,136.062,0.68,136840034.22202745,135381137.26399836,136397043.32572478,131478780.32622012,134619568.61883008,67654785.26405872,65756306.4364278,58438683.05057256,71452369.1166081,71902458.66426829,C5H5N5,136.062,0.68,0.96,0.07,1/1,134943312.75136015,1.5724612762969998,67040920.50638709,8.139995649944334,0.49680802360257276,0.5175083579193467
464,608.2283,24.89,61108622.14413494,77099644.55219917,94565852.31808089,82470913.69668183,93055334.26037478,84966020.22407253,68424432.01154388,89686867.56226696,68072736.67657685,42832530.37536052,C35H28F3N5O2,608.2283,24.89,1.05,0.126,1/1,81660073.39429434,16.658774820171228,70796517.36996415,25.974721844537118,0.8669661246583054,0.8256820234841004
465,344.1864,4.68,1526395152.692938,1529764120.9955826,1640366213.589318,1583864248.0071578,1686919040.1257057,1562189831.4911184,1538784901.4482274,1601571513.471104,1502196779.805372,1497452465.789548,C20H25NO4,344.1864,4.68,0.74,0.443,1/1,1593461755.0821404,4.3909025936931165,1540439098.401074,2.81533761167875,0.9667248639561272,1.3063849512920638
466,343.1227,31.55,8115789.681962561,5780231.307378568,6372768.7890077215,6533632.125623168,8225175.702782014,3484574.102871636,3494910.3915001284,3611097.602729985,4207038.852270368,6188408.82828904,C12H22O11,343.1227,31.55,0.9,0.308,1/1,7005519.521350806,15.709435023757253,4197205.955532231,27.449818188515053,0.5991284361909714,0.6656982624344127
467,384.1746,6.22,1922767732.881554,1993223829.3379583,2130406136.1680024,2005760820.699987,2032372571.1639223,1219035072.1072972,955337329.833398,1468591608.2773542,1634031966.421953,1735377834.5991623,C21H25N3O2S,384.1746,6.22,0.74,0.005,1/1,2016906218.0502846,3.732470250925009,1402474762.2478328,22.615287843809355,0.6953594320332781,0.9396749081530785
468,358.1681,3.9,245537576.47054857,249037909.5444286,270812349.9175944,239659542.57803768,278371523.36646986,241531319.42422727,245694073.70697585,260448821.64933303,237184579.7705509,243952631.7029044,C18H20FN5O2,358.1681,3.9,1.02,0.794,1/1,256683780.3754158,6.584139529946737,245762285.2507983,3.584692984985315,0.9574515572871642,0.9386779973403571
469,416.1894,4.88,67984177.51689793,85062793.60374147,101746998.1016613,101465762.3725044,125678864.3135394,189884.4316480434,122889.95910294056,5777605.435186602,45401055.20030767,29587743.068426527,C26H26ClN3,416.1894,4.88,0.82,0.104,1/1,96387719.18166889,22.29666458125884,16215835.618934358,125.45163442403262,0.16823549469379187,0.2051652374314535
470,311.1391,21.38,248786007.6261976,217020874.15343896,212522043.7272726,222116663.0556499,214403476.70000505,232713138.9669229,241997382.96439564,234040182.8637229,218683006.91340983,233520055.65295303,C18H18N2O3,311.1391,21.38,1.04,0.573,1/1,222969813.05251282,6.671567250983841,232190753.4722809,3.6295492121277966,1.0413551067453082,1.001302987255104
471,468.2152,16.42,7331965.433374801,7287153.14927648,8053703.325557552,8666230.520241898,7312841.74750228,127224263.94623306,130393509.50694266,123889983.52279308,138587796.474981,122412523.75788724,C22H30FN3O7,468.2152,16.42,1.11,0.279,1/1,7730378.835190602,7.9476722599812195,128501615.44176741,5.0024138157740765,16.622938950520275,14.975620676144391
473,305.2478,25.52,18667818.951572035,21819722.61258101,16214637.231038982,18911679.845765013,18345650.465661317,20989289.375298973,22078199.78939008,21315244.91331248,21337419.22855843,20972957.385551386,C20H32O2,305.2478,25.52,0.92,0.415,1/1,18791901.82132367,10.6558039727849,21338622.13842227,2.1000693200877616,1.135522223419067,1.2342632863250727
474,199.0869,3.54,472697419.8645941,471663067.9619888,547460384.4333315,486629140.2622076,531718961.88204616,241325.0455909425,496841.0783103816,684752.4129207272,433348.44512143225,75661.59083379188,C12H10N2O,199.0869,3.54,1.07,0.077,1/1,502033794.8808336,7.017795038888846,386385.7145554551,60.83666098018343,0.0007696408458860233,0.0007192905101738535
475,318.1605,16.59,950837057.0030006,916874581.3320698,650742199.0141705,886080179.2264132,944465544.8895222,985347219.318063,696494675.6786044,1098837894.5214,1169975847.018221,861087712.2071673,C20H19N3O,318.1605,16.59,1.08,0.097,1/1,869799912.2930353,14.38368517629379,962348669.7486912,19.66111641416361,1.1064023531707097,1.0244466233062126
476,196.0893,4.69,377122003.5141021,394036150.1828384,448128851.5812386,378918508.2485875,434075289.8686709,254650796.9781685,171058759.66497228,299541285.48043835,321258648.04204965,362799126.98576313,C11H14ClN,196.0893,4.69,1.07,0.01,1/1,406456160.6790875,8.040765389284232,281861723.4302784,25.970374461069667,0.6934615604284539,0.6480949162882746
477,283.1081,20.71,385748312.07475126,338690685.4165566,335119450.3743117,391179903.8553765,334135805.2391446,357203209.0848521,357484322.3341078,349998453.6875379,403995177.3726612,379798627.36872274,C16H14N2O3,283.1081,20.71,1.06,0.538,1/1,356974831.3920281,8.084470795712335,369695957.9695763,6.0054292448098545,1.0356359201233936,0.9770150189843335
478,361.2741,32.54,1334612.6475984685,1449261.7239800792,1716841.2790789744,1698385.8584566282,2994616.8320234884,2356702.692677566,1755035.9052889417,2419443.1419898644,2829713.3287366647,5214175.86360959,C23H36O3,361.2741,32.54,1.0,0.99,1/1,1838743.6682275278,36.243072571219926,2915014.1864605253,46.01327405313331,1.585329285876197,1.585329285876197
479,378.9846,4.66,202753499.00669348,202847735.0775216,228219055.02532744,203297003.8295586,227194731.98538363,145793756.76251256,115630757.15312517,160250398.51155266,170107910.52019626,185485971.5337653,C13H18Br2N2O,378.9846,4.66,1.05,0.127,1/1,212862404.98489696,6.369135965557246,155453758.8962304,17.076800991447406,0.7303016185843628,0.6955253510327265
480,428.1573,3.6,68159383.05338003,63553523.95164102,70856715.72076619,61065529.19693008,73881188.98407194,61090651.10443015,63018028.16676468,58613020.9818738,61857050.89626567,66595607.755795054,C20H21N5O6,428.1573,3.6,1.05,0.401,1/1,67503268.18135785,7.747324534003086,62234871.78102587,4.6983333734635595,0.921953461776434,0.8780509159775561
481,479.0273,29.01,281993857.56773126,260306892.1538049,289754471.15067947,273488145.05756825,306100751.82686013,280194062.5436917,256636441.43058127,308196104.7692848,305416270.76787186,314950825.2807685,C21H17Cl3N4OS,479.0273,29.01,1.05,0.396,1/1,282328823.5513288,6.092496123852379,293078740.95843965,8.275886206978665,1.0380758764616766,0.9886436918682634
482,545.2394,8.52,47180272.71377797,48485667.21763568,52236079.66390273,49195101.59079325,47724600.44549047,45096731.20679353,46627775.2810533,47494753.73674065,44236582.141745605,43666323.38838622,C29H36O10,545.2394,8.52,0.93,0.21,1/1,48964344.32632002,4.0469691872496485,45424433.15094386,3.540104624964333,0.9277043076124,0.9975315135617203
483,417.3371,34.29,46942560.76582203,44337329.94887606,39247410.891064666,43815033.12421843,63621336.87216644,39662176.156080805,42505872.14039719,40822780.29098386,40635138.293875456,43302609.13113746,C27H44O3,417.3371,34.29,0.9,0.222,1/1,47592734.320429526,19.706491841703908,41385715.20249496,3.5798829696451033,0.8695805314285092,0.9662005904761213
484,366.1023,3.97,34697696.88415588,29246347.580095865,29040765.621886183,32026705.621456623,37533775.67529526,38071452.22158983,32131016.09942878,36953153.1074602,35179293.98840871,31847572.83364687,C17H17ClFN3O3,366.1023,3.97,1.04,0.381,1/1,32509058.27657796,11.191228826814278,34836497.65010688,8.031903304145343,1.0715935648989803,1.030378427787481
485,358.1567,3.6,52021769.05532584,43523648.1006863,40970672.41155772,33096873.49912696,49440276.80826366,64550106.47791075,61998472.48359788,58806203.726651184,57652362.10592307,59269373.545339584,C19H20FN3O3,358.1567,3.6,1.06,0.109,1/1,43810647.9749921,17.006454597317866,60455303.66788449,4.614595984323238,1.379922609279677,1.3018137823393179
486,515.1369,31.53,1657239408.8727322,1364779100.3085558,1483215941.6107924,1455007873.344601,1878597006.855064,2971279.7209099084,3459075.1283529364,2862407.842679452,4586195.348115475,4288649.795953745,C25H21F3N4O3S,515.1369,31.53,0.94,0.534,1/1,1567767866.198349,12.98177353294597,3633521.5672023026,21.319813197041064,0.002317640031756207,0.0024655745018683055
488,412.2713,4.09,238938021.4581757,255629573.99337792,262110657.8439008,254484475.34846503,286885933.3831689,277078615.4468893,213460017.56078863,280874410.5868277,257181413.77393556,232634417.00813463,C23H33N5O2,412.2713,4.09,1.01,0.758,1/1,259609732.40541768,6.72622131903249,252245774.87531513,11.472038816818356,0.9716345089921257,0.9620143653387383
489,413.1977,4.45,311716063.58781064,325945893.264541,365587221.3168341,323818445.976634,356374176.0696264,298642954.35311687,291723564.0747076,295690017.5495129,287378592.1776896,298032966.6901825,C25H24N4O2,413.1977,4.45,1.01,0.794,1/1,336688360.0430892,6.84950153875049,294293618.9690419,1.6052665163154445,0.8740831400627522,0.8654288515472794
490,348.1599,26.66,353120865.1403992,162703491.85349306,24724772.09480787,147493623.2598765,73753852.76073013,986720011.76508,877276839.810207,998987585.5267708,788619063.638184,357004052.5401867,C22H21NO3,348.1599,26.66,1.03,0.2,1/1,152359321.02186137,82.30846429367011,801721510.6560857,32.81129945928693,5.262044391370385,5.10878096249552
491,521.1688,26.24,486002712.7623508,452067204.8351228,511008396.1170106,499636233.0254456,498943611.78946,462831682.7468906,462931951.6055993,454699873.9662285,458238380.0578399,481013039.8439425,C27H28N4O3S2,521.1688,26.24,0.97,0.336,1/1,489531631.70587796,4.644746573467964,463942985.6441002,2.186525039672204,0.9477283092563219,0.9770394940786824
492,462.1587,7.92,77048833.11524563,73141144.30416147,53714297.03169214,75013163.28139009,72686332.92426106,93501776.5518416,86245505.26845503,86093743.05609034,72946796.66422269,55558202.65915147,C26H24ClN3O3,462.1587,7.92,1.09,0.047,1/1,70320754.13135009,13.427145312321779,78869204.83995225,19.010308264874368,1.1215636950171888,1.0289575183643933
494,430.1702,30.1,1256022065.801878,1410838402.6001165,1557326256.382001,1460270451.2535155,1684011134.0218358,1259372601.3198102,1084205430.041443,1355727290.9770384,1485424910.3876214,1548142269.690076,C24H23N5OS,430.1702,30.1,1.01,0.781,1/1,1473693662.0118694,10.875068960050632,1346574500.4831977,13.715185362641833,0.9137411221846946,0.9046941803808858
495,285.1059,17.53,848906733.6098676,807920013.4634169,835488406.9240797,831002574.9567355,825167747.5598186,761314808.8217494,755330632.1522663,805341735.2989808,906939586.546574,827567996.3631957,C16H16N2OS,285.1059,17.53,0.99,0.881,1/1,829697095.3027837,1.8068941399836205,811298951.8365532,7.567690935007132,0.9778254695956041,0.9877024945410143
496,331.0574,25.63,451733175.20147794,519614018.85832185,460240014.5147874,460282308.9706375,475268287.8152965,432427901.05686367,452387491.16146433,430400694.8975068,441865329.8582566,432286201.05193895,C16H14N2O2S2,331.0574,25.63,0.95,0.218,1/1,473427561.0721043,5.740064282023479,437873523.605206,2.1157383767218674,0.9249007865397949,0.9735797753050474
497,263.0819,13.51,72997857.39831175,73008358.58278817,73121342.79414813,88036488.92247294,72207809.77538946,75149611.48793276,77637052.1945029,74373428.48969217,95590878.1243893,68110815.17794096,C16H10N2O2,263.0819,13.51,1.07,0.595,1/1,75874371.49462208,8.973521601106162,78172357.09489162,13.240050039687931,1.0302867167793597,0.9628847820367847
498,323.1031,13.13,182525425.02931464,180732856.3342659,181706998.18182164,212311055.003518,185389222.52880847,176698755.0421093,183257482.7303254,166036713.96544355,186358889.9686756,157897957.60063502,C18H14N2O4,323.1031,13.13,1.05,0.355,1/1,188533111.41554573,7.11030840627251,174049959.8614378,6.848957988907969,0.923179798787781,0.8792188559883628
499,411.1757,5.16,775921311.0071129,843652139.4217578,809640654.7505622,791109719.8724657,828223459.1259644,1265818277.079299,1341434950.0243833,1210141346.7298486,1102433644.5158997,1071274219.9162714,C18H21F3N6O2,411.1757,5.16,1.3,0.023,1/1,809709456.8355726,3.372319155285846,1198220487.6531405,9.378478135585455,1.4798153554188547,1.1383195041683498
500,600.1922,31.71,545899.8592023011,526475.5427761555,459564.2601571772,311787.25720140856,609443.9769974222,394632.0863645491,415136.867796201,527307.3168647494,293486.18574963446,609109.2222337858,C31H29N5O6S,600.1922,31.71,0.9,0.209,1/1,490634.17926689296,23.105750247027995,447934.33580178395,27.35309962108402,0.9129701001896948,1.0144112224329942
501,394.2354,9.04,253449851.56121767,262858684.35741863,254686053.9617418,277113557.11269844,271482889.7237405,256721705.95376965,259395245.75671437,253485194.450127,247056163.1870851,230094404.0192968,C21H27N7O,394.2354,9.04,0.96,0.483,1/1,263918207.34336343,3.916144051058226,249350542.67339858,4.695738013784233,0.9448023506350511,0.984169115244845
502,361.0511,27.45,243269680.4263076,183294756.7489069,191558214.8238823,194690589.84604752,237765705.65580323,198059269.68620175,198618037.6705317,195958826.9611362,193197991.1818004,249601660.15188164,C18H14Cl2N2O2,361.0511,27.45,0.91,0.361,1/1,210115789.5001895,13.38827697202892,207087157.13031036,11.522381544689079,0.9855858887279082,1.0830614161845145
503,353.1138,27.31,808172375.9588037,663440468.3661011,679645821.4936677,677827186.9387132,760747806.2453247,628422300.4231746,645904187.5392787,622543871.4234202,624255330.1859264,680048101.6849048,C19H16N2O5,353.1138,27.31,0.97,0.686,1/1,717966731.8005221,8.814503410975899,640234758.2513411,3.765741464031917,0.8917331819062922,0.9193125586662807
504,326.1424,10.02,1200036854.590442,1210670819.0057096,1092883291.7041929,1329471190.080758,1214650712.338848,1006659.6311183,518710.4238868526,1097935.401762455,1320526.8706685104,1479645.2541096632,C19H20ClN3,326.1424,10.02,0.76,0.009,1/1,1209542573.5439901,6.93073283888703,1084695.5163091563,33.817096963016155,0.0008967815933348846,0.0011799757807037954
505,342.1818,13.53,277800518.01803166,270931109.3255032,290885849.5597642,323835593.9162026,290606511.5163639,314690293.5938569,325021468.4108705,303779637.0443905,329911890.5638849,278220672.77725494,C19H23N3O3,342.1818,13.53,1.05,0.44,1/1,290811916.4671731,6.994827330786486,310324792.47805154,6.627987297224737,1.0670979244864647,1.0162837376061569
506,521.2669,31.26,682773833.774952,589868024.6046219,680419870.8661208,652816970.7709626,772258439.7766311,532748917.00493807,521831657.4739636,558859985.4271317,571605320.9843099,628942824.5882444,C31H32N6O2,521.2669,31.26,0.86,0.048,1/1,675627427.9586576,9.730100227654786,562797741.0957175,7.459227228204014,0.8330001385470037,0.9686048122639578
507,455.2485,21.56,333697963.3639727,321423190.9120096,197487615.2673168,307050472.0638158,309988216.886464,32011024.04309997,8915510.34374489,106778704.99987796,190184854.87020212,326997251.85330135,C25H34N4O2S,455.2485,21.56,1.11,0.323,1/1,293929491.6987158,18.687608389846602,132977469.22204526,97.4627948166307,0.45241281660279975,0.4075791140565763
508,309.0905,31.4,572123923.9880282,515825098.028791,544322739.6677153,537357945.8227838,582647559.2270072,574558890.7532377,522300441.71637,580766835.8894613,606360664.7433097,627485905.42693,C17H13ClN4,309.0905,31.4,1.11,0.133,1/1,550455453.346865,4.9035744105024754,582294547.7058618,6.80624357922065,1.0578413642110538,0.9530102380279764
