id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height
388,3.264E6,23.9913,231.14901,231.14999,1,10,0,0.739,3.25,0.00075,0.0543,0,23.8903,24.0896,231.14945,8.368E6,2.163E7,2.163E7,3.23E6,23.986,231.14909,231.14923,0.1874,23.8903,24.0881,ESTIMATED,231.14916,9.64E6,2.132E7,1.0666,1.0333,2.132E7,3.264E6,23.9856,231.14888,231.1499,0.1929,23.8933,24.0883,ESTIMATED,231.14914,1.037E7,2.053E7,1.1117,1.0558,2.053E7,3.163E6,24.0241,231.14913,231.14932,0.2095,23.8929,24.0892,ESTIMATED,231.14922,8.699E6,2.083E7,0.496,0.748,2.083E7,3.068E6,24.0026,231.14923,231.1502,0.1805,23.8932,24.0872,ESTIMATED,231.14989,8.818E6,1.991E7,0.7729,0.8864,1.991E7,3.216E6,23.9787,231.14913,231.14928,0.1824,23.8904,24.0875,ESTIMATED,231.1492,8.691E6,2.163E7,1.2325,1.1163,2.163E7,3.018E6,23.9699,231.14901,231.14999,0.1881,23.8911,24.0885,ESTIMATED,231.14921,8.481E6,1.933E7,1.5069,1.2534,1.933E7,3.045E6,23.9955,231.14916,231.15018,0.1858,23.8933,24.0886,ESTIMATED,231.14955,8.368E6,1.991E7,0.9103,0.9551,1.991E7,3.118E6,23.9956,231.14901,231.15,0.1837,23.8923,24.0881,ESTIMATED,231.14974,9.811E6,2.056E7,0.8954,0.9477,2.056E7,3.144E6,23.9805,231.1489,231.1499,0.1931,23.8905,24.0868,ESTIMATED,231.14969,9.559E6,2.058E7,1.1806,1.0903,2.058E7,3.145E6,23.9939,231.14897,231.14994,0.1796,23.8929,24.0896,ESTIMATED,231.14973,8.831E6,2.092E7,0.9467,0.9734,2.092E7
389,2.92E6,23.9821,560.20818,560.20896,0.4,4,0,0.907,0.43,0.00024,0.0375,0,23.9353,24.159,560.20852,5.848E4,2.854E7,2.854E7,8.965E5,23.9374,560.20838,560.20916,0.036,23.9374,24.1332,ESTIMATED,560.20872,1.395E5,1.944E7,,,1.944E7,2.848E6,24.0589,560.20799,560.20862,0.0984,23.9618,24.1584,ESTIMATED,560.20824,9.745E5,2.854E7,1.3723,1.0546,2.854E7,1.189E5,23.9353,560.2081,560.20927,0.0173,23.9353,24.135,ESTIMATED,560.20892,7.465E4,3.565E6,,,3.565E6,2.879E4,23.9392,560.20678,560.20974,0.0317,23.9357,24.1345,ESTIMATED,560.2081,5.848E4,3.668E5,52.2515,28.3215,3.668E5,3.823E5,23.9365,560.2082,560.20912,0.0218,23.9365,24.1347,ESTIMATED,560.20882,1.141E5,1.155E7,,,1.155E7,2.685E6,23.9966,560.20818,560.20896,0.1119,23.936,24.1326,ESTIMATED,560.20856,9.827E5,2.625E7,1.7426,1.5421,2.625E7,5.042E4,23.9357,560.20784,560.20941,0.025,23.9357,24.1267,ESTIMATED,560.20889,6.11E4,1.107E6,,,1.107E6,2.775E6,24.0214,560.20807,560.20875,0.1037,23.9621,24.159,ESTIMATED,560.20843,8.038E5,2.817E7,1.682,1.5275,2.817E7,2.92E6,24.0371,560.20782,560.20857,0.1,23.9602,24.1581,ESTIMATED,560.20819,1.364E6,2.843E7,1.3289,1.2899,2.843E7,2.731E6,24.0228,560.20785,560.2086,0.1013,23.9608,24.1574,ESTIMATED,560.2083,7.214E5,2.779E7,1.5073,1.5238,2.779E7
390,3.082E3,24.288,369.07306,369.07416,0.8,8,0,0.893,0.86,0.00032,0.0199,0,24.1961,24.386,369.07366,4.359E3,3.608E4,3.608E4,2.678E3,24.2985,369.07219,369.07432,0.0926,24.2311,24.3682,ESTIMATED,369.07367,4.776E3,2.975E4,1.0339,1.0169,2.975E4,3.082E3,24.2864,369.07305,369.07388,0.099,24.1993,24.3585,ESTIMATED,369.07346,4.584E3,3.472E4,0.8714,0.9132,3.472E4,2.811E3,24.2825,369.07314,369.07457,0.0945,24.2302,24.3667,ESTIMATED,369.07386,7.361E3,2.954E4,1.6098,1.3049,2.954E4,2.058E3,24.2866,369.07208,369.07414,0.0735,24.2498,24.3466,ESTIMATED,369.0738,6.029E3,3.249E4,1.6313,1.3157,3.249E4,2.979E3,24.2809,369.07203,369.07442,0.1114,24.2329,24.3852,ESTIMATED,369.07371,5.057E3,3.027E4,2.1713,1.5856,3.027E4,2.876E3,24.2787,369.07306,369.07416,0.0841,24.2309,24.386,ESTIMATED,369.07364,4.359E3,3.33E4,2.1184,1.6241,3.33E4,2.809E3,24.2807,369.07205,369.07464,0.0952,24.2316,24.3715,ESTIMATED,369.07384,5.303E3,3.482E4,1.5727,1.4265,3.482E4,2.626E3,24.2785,369.07282,369.07399,0.0836,24.2319,24.3621,ESTIMATED,369.07356,6.244E3,3.003E4,1.7917,1.3958,3.003E4,2.887E3,24.3132,369.07311,369.07422,0.094,24.1961,24.3525,ESTIMATED,369.07349,4.48E3,3.429E4,0.3443,0.6676,3.429E4,2.872E3,24.2942,369.07311,369.07407,0.0882,24.2318,24.3535,ESTIMATED,369.07354,6.278E3,3.608E4,0.9495,0.9748,3.608E4
391,5.452E5,24.4935,444.10052,444.10104,1,10,0,0.876,1.13,0.0005,0.0196,0,24.4303,24.63,444.10083,1.997E5,4.891E6,4.891E6,5.2E5,24.494,444.10052,444.10127,0.1201,24.4317,24.6283,ESTIMATED,444.10093,2.473E5,4.614E6,1.9389,2.3006,4.614E6,5.416E5,24.4948,444.10039,444.10085,0.1165,24.432,24.6278,ESTIMATED,444.10061,2.913E5,4.887E6,1.8469,1.6434,4.887E6,5.421E5,24.5017,444.10072,444.10123,0.1153,24.4303,24.6275,ESTIMATED,444.10103,3.363E5,4.788E6,1.6579,1.4085,4.788E6,5.452E5,24.5021,444.10079,444.10129,0.1153,24.4321,24.6279,ESTIMATED,444.10102,3.222E5,4.759E6,1.6014,1.4761,4.759E6,5.292E5,24.4932,444.10062,444.10116,0.1114,24.433,24.6278,ESTIMATED,444.10099,3.292E5,4.891E6,2.0652,1.8333,4.891E6,5.23E5,24.4935,444.10052,444.10104,0.1106,24.4313,24.63,ESTIMATED,444.10082,2.34E5,4.891E6,1.931,1.5686,4.891E6,5.338E5,24.4828,444.10074,444.10119,0.1186,24.4331,24.6292,ESTIMATED,444.10103,3.225E5,4.587E6,2.6877,2.1612,4.587E6,5.285E5,24.4983,444.10036,444.10096,0.1237,24.4324,24.6294,ESTIMATED,444.10072,2.259E5,4.83E6,1.6509,1.5295,4.83E6,5.195E5,24.4923,444.10018,444.10082,0.1176,24.4332,24.6274,ESTIMATED,444.10053,2.314E5,4.687E6,1.9157,1.6208,4.687E6,5.252E5,24.4825,444.10028,444.1009,0.1246,24.4306,24.6286,ESTIMATED,444.10064,1.997E5,4.751E6,2.276,1.8691,4.751E6
392,3.937E6,24.5238,517.2249,517.22817,0.4,4,0,0.846,1.14,0.00059,0.0955,0,24.3901,24.5962,517.22566,5.033E3,4.433E7,4.433E7,3.191E6,24.5471,517.22473,517.22832,0.0818,24.3901,24.5857,ESTIMATED,517.22538,3.993E4,4.433E7,0.5264,0.7283,4.433E7,4.779E4,24.5962,517.22423,517.22791,0.0123,24.4948,24.5962,ESTIMATED,517.22478,7.092E3,2.821E6,,0.5,2.821E6,3.937E6,24.4738,517.22505,517.22835,0.0891,24.3914,24.5891,ESTIMATED,517.22553,1.397E6,4.128E7,1.4946,1.2637,4.128E7,2.528E6,24.4114,517.22535,517.22586,0.0727,24.3989,24.4858,ESTIMATED,517.22561,1.214E7,4.126E7,5.9723,3.4861,4.126E7,3.748E6,24.5141,517.22481,517.22572,0.0859,24.3924,24.5882,ESTIMATED,517.22548,2.096E5,4.309E7,1.0535,0.9607,4.309E7,9.853E5,24.5949,517.2249,517.22817,0.0241,24.4488,24.5949,ESTIMATED,517.22575,2.161E4,3.481E7,,0.5,3.481E7,3.793E6,24.4516,517.22535,517.22862,0.0897,24.3923,24.589,ESTIMATED,517.22596,9.005E5,4.077E7,1.5894,1.4752,4.077E7,4.063E5,24.5945,517.22477,517.22807,0.0155,24.4534,24.5945,ESTIMATED,517.22616,8.024E3,2.045E7,,0.5,2.045E7,2.354E5,24.5957,517.22438,517.22784,0.0161,24.4645,24.5957,ESTIMATED,517.2253,6.245E3,1.176E7,,0.5,1.176E7,2.09E2,24.4584,517.22474,517.22801,0.0069,24.4411,24.4618,ESTIMATED,517.22664,5.033E3,2.042E4,0.1985,0.5993,2.042E4
393,8.169E6,24.5279,561.19518,561.19584,0.5,5,0,0.896,0.64,0.00036,0.0397,0,24.4714,24.6794,561.19552,4.164E5,9.18E7,9.18E7,7.066E6,24.5128,561.19529,561.19599,0.1013,24.4718,24.6712,ESTIMATED,561.19564,7.908E5,8.679E7,2.1036,1.7423,8.679E7,7.831E6,24.5962,561.19487,561.19559,0.0897,24.4808,24.6784,ESTIMATED,561.19518,8.196E5,8.461E7,1.1617,0.9798,8.461E7,3.818E6,24.4738,561.19548,561.19619,0.0428,24.4738,24.6683,ESTIMATED,561.19581,4.516E5,8.166E7,,,8.166E7,1.33E6,24.473,561.19541,561.19618,0.0233,24.473,24.6705,ESTIMATED,561.19578,4.164E5,4.144E7,,,4.144E7,5.985E6,24.4901,561.19545,561.1962,0.1044,24.4714,24.6705,ESTIMATED,561.19575,6.795E5,9.18E7,4.8849,3.3759,9.18E7,8.127E6,24.5571,561.19518,561.19584,0.0887,24.48,24.6794,ESTIMATED,561.19547,2.395E6,8.69E7,1.1869,1.1992,8.69E7,2.558E6,24.4734,561.19545,561.19619,0.0303,24.4734,24.6683,ESTIMATED,561.19581,4.245E5,6.82E7,,,6.82E7,8.147E6,24.5666,561.19504,561.19569,0.0891,24.4811,24.6785,ESTIMATED,561.19536,3.87E6,8.766E7,1.3383,1.1627,8.766E7,8.169E6,24.5799,561.19485,561.19542,0.0912,24.4819,24.6784,ESTIMATED,561.19511,3.009E6,8.597E7,1.105,1.0618,8.597E7,8.058E6,24.5565,561.19493,561.19554,0.091,24.4825,24.6767,ESTIMATED,561.19525,3.53E6,8.484E7,1.4165,1.2486,8.484E7
394,2.565E6,24.7471,517.23481,517.23975,0.2,2,0,0.924,0.1,0.00005,0.0218,0,24.6101,24.8146,517.2381,2.134E5,3.181E7,3.181E7,,,,,,,,UNKNOWN,,,,,,,,,,,,,,UNKNOWN,,,,,,,2.386E6,24.7645,517.2378,517.24033,0.08,24.6683,24.8146,ESTIMATED,517.2381,5.621E5,3.072E7,0.7185,0.8165,3.072E7,2.565E6,24.7038,517.23481,517.23975,0.0779,24.6101,24.778,ESTIMATED,517.2381,4.008E5,3.181E7,1.3189,0.996,3.181E7,1.702E6,24.7946,517.23778,517.23991,1.5444,24.7071,24.8133,ESTIMATED,517.23804,8.439E5,3.044E7,0.2855,0.6238,3.044E7,,,,,,,,UNKNOWN,,,,,,,2.281E6,24.7256,517.23478,517.23975,0.0812,24.6327,24.7791,ESTIMATED,517.23816,2.134E5,3.063E7,0.9016,0.8918,3.063E7,,,,,,,,UNKNOWN,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,UNKNOWN,,,,,,
395,3.904E6,24.8555,308.25782,308.25939,0.4,4,0,0.717,3.29,0.00101,0.0927,0,24.7167,24.9186,308.25886,5.543E3,4.646E7,4.646E7,3.45E6,24.8592,308.25793,308.25941,0.0792,24.7213,24.918,ESTIMATED,308.25821,7.318E4,4.4E7,0.8825,0.8769,4.4E7,6.908E4,24.914,308.25767,308.2592,0.0096,24.8102,24.914,ESTIMATED,308.25903,9.501E3,4.519E6,,0.5,4.519E6,3.904E6,24.7927,308.25796,308.25952,0.078,24.7213,24.9186,ESTIMATED,308.25828,1.243E6,4.646E7,1.5871,1.3077,4.646E7,3.181E6,24.7359,308.25812,308.25959,0.0789,24.7167,24.9111,ESTIMATED,308.2592,3.868E5,4.481E7,4.8438,3.379,4.481E7,3.881E6,24.8384,308.25796,308.25942,0.0803,24.7212,24.9185,ESTIMATED,308.25812,2.864E5,4.632E7,1.1309,0.9893,4.632E7,1.27E6,24.9113,308.25782,308.25939,0.032,24.7487,24.9113,ESTIMATED,308.25923,5.543E3,3.985E7,,0.5,3.985E7,3.66E6,24.7664,308.2581,308.25962,0.093,24.7223,24.9178,ESTIMATED,308.25913,5.898E5,4.33E7,2.1439,1.7672,4.33E7,5.521E5,24.9114,308.25779,308.25931,0.016,24.7683,24.9114,ESTIMATED,308.25922,5.769E3,2.789E7,,0.5,2.789E7,3.94E5,24.9133,308.25814,308.25915,0.014,24.7863,24.9133,ESTIMATED,308.25905,1.421E4,2.135E7,,0.5,2.135E7,7.42E5,24.9119,308.25774,308.25959,0.0181,24.7762,24.9119,ESTIMATED,308.2591,8.755E3,3.38E7,,0.5,3.38E7
396,4.403E6,24.8191,720.43567,720.4366,0.3,3,0,0.893,0.77,0.00055,0.0085,0,24.7385,24.9987,720.43621,5.015E5,4.785E7,4.785E7,3.021E6,24.812,720.43571,720.43686,0.1497,24.7961,24.936,ESTIMATED,720.43646,1.177E6,4.657E7,5.8183,3.9218,4.657E7,4.098E6,24.8426,720.43104,720.43631,0.0905,24.8004,24.9979,ESTIMATED,720.43547,7.595E5,4.595E7,2.5562,1.9775,4.595E7,5.376E5,24.8115,720.43571,720.43672,0.0407,24.8083,24.8241,ESTIMATED,720.43651,3.95E7,4.629E7,4.017,2.5085,4.629E7,3.744E6,24.7876,720.43611,720.43712,0.0892,24.7391,24.9371,ESTIMATED,720.43669,6.129E5,4.162E7,1.9421,1.6536,4.162E7,5.708E5,24.7977,720.43571,720.43673,0.0694,24.7915,24.8071,ESTIMATED,720.43653,4.379E7,4.721E7,1.4976,1.2488,4.721E7,4.387E6,24.8343,720.43567,720.4366,0.0896,24.7385,24.937,ESTIMATED,720.43617,1.476E6,4.731E7,1.2122,1.0905,4.731E7,3.976E6,24.7949,720.43618,720.4371,0.0935,24.7385,24.9347,ESTIMATED,720.43676,7.914E5,4.277E7,1.6449,1.4834,4.277E7,3.841E6,24.834,720.43532,720.43634,0.0852,24.8016,24.9987,ESTIMATED,720.43602,5.621E5,4.685E7,3.0191,2.2817,4.685E7,3.857E6,24.8383,720.43518,720.43602,0.0988,24.8028,24.9969,ESTIMATED,720.43564,5.015E5,4.785E7,2.7355,2.0639,4.785E7,4.403E6,24.8379,720.43533,720.43639,0.0861,24.7401,24.9373,ESTIMATED,720.43587,1.537E6,4.656E7,1.1388,1.1024,4.656E7
397,4.459E5,24.8804,608.22798,608.22996,0.2,2,0,0.848,0.94,0.00057,0.0339,0,24.7915,25.0039,608.22945,5.112E3,4.643E6,4.643E6,4.459E5,24.888,608.22933,608.23008,0.0949,24.7929,24.9885,ESTIMATED,608.22968,3.479E5,4.518E6,1.1355,0.9843,4.518E6,5.424E4,24.8069,608.22832,608.23033,0.0257,24.8069,24.9756,ESTIMATED,608.22914,1.026E4,1.598E6,,,1.598E6,4.419E4,24.9683,608.2294,608.22994,0.0725,24.9649,24.9786,ESTIMATED,608.22993,4.166E6,4.388E6,2.995,1.9975,4.388E6,1.311E5,24.9998,608.22909,608.23014,0.0328,24.8542,25.0032,ESTIMATED,608.22985,5.112E3,3.815E6,0.0514,0.5214,3.815E6,4.096E5,24.9219,608.22588,608.23059,0.1111,24.7915,24.9884,ESTIMATED,608.22912,6.684E4,4.041E6,0.7013,0.8111,4.041E6,2.34E5,24.8053,608.22798,608.22996,0.0485,24.8053,25.0036,ESTIMATED,608.22943,4.184E4,4.294E6,,,4.294E6,2.722E5,24.9905,608.22839,608.23033,0.0959,24.8206,25.0039,ESTIMATED,608.22986,9.548E3,4.643E6,0.1583,0.5672,4.643E6,1.523E5,24.8114,608.22831,608.23012,0.0322,24.8081,25.002,ESTIMATED,608.22932,3.849E4,3.526E6,27.2522,18.0619,3.526E6,9.798E4,24.806,608.22725,608.22993,0.0291,24.806,25.0035,ESTIMATED,608.229,3.371E4,2.562E6,,,2.562E6,1.502E5,24.8057,608.22763,608.23038,0.0327,24.8057,25.0027,ESTIMATED,608.2292,2.582E4,3.487E6,,,3.487E6
398,2.265E6,25.5012,566.29196,566.29282,0.1,1,0,0.944,0,0,0,0,25.3054,25.5358,566.29233,8.408E3,3.317E7,3.317E7,1.58E6,25.5123,566.29142,566.29347,0.0806,25.388,25.5346,ESTIMATED,566.29241,8.408E3,3.287E7,0.4433,0.6929,3.287E7,1.13E4,25.5346,566.29151,566.29263,0.0085,25.4771,25.5346,ESTIMATED,566.29195,1.217E4,9.027E5,,0.5,9.027E5,2.168E6,25.4688,566.29226,566.29329,0.0665,25.3428,25.5335,ESTIMATED,566.29249,8.495E3,3.176E7,1.2978,1.0339,3.176E7,2.07E6,25.4361,566.28896,566.29407,0.0689,25.3054,25.4788,ESTIMATED,566.29263,1.311E4,3.317E7,0.7131,0.8149,3.317E7,1.004E5,25.5006,566.29235,566.29263,0.0063,25.4974,25.5037,ESTIMATED,566.29235,3.17E7,3.17E7,0.997,0.9985,3.17E7,2.682E5,25.5336,566.29196,566.29282,0.0126,25.4373,25.5336,ESTIMATED,566.29233,1.02E4,1.677E7,,0.5,1.677E7,2.265E6,25.454,566.29203,566.29347,0.0769,25.3371,25.5335,ESTIMATED,566.29256,3.906E4,3.267E7,1.2934,1.1548,3.267E7,1.283E5,25.5358,566.29096,566.29263,0.0096,25.4574,25.5358,ESTIMATED,566.29214,2.294E4,9.787E6,,0.5,9.787E6,5.316E4,25.5352,566.29132,566.29263,0.0083,25.4611,25.5352,ESTIMATED,566.29206,1.673E4,4.493E6,,0.5,4.493E6,,,,,,,,UNKNOWN,,,,,,
399,3.876E6,25.4367,379.16613,379.16646,1,10,0,0.876,1.35,0.00051,0.0225,0,25.3601,25.5597,379.16628,1.605E6,3.294E7,3.294E7,2.965E6,25.4413,379.16453,379.16662,0.1197,25.3605,25.5597,ESTIMATED,379.16629,1.781E6,2.516E7,1.3408,1.25,2.516E7,3.451E6,25.4362,379.16597,379.16625,0.1249,25.3614,25.5574,ESTIMATED,379.16608,3.012E6,2.862E7,1.6351,1.3099,2.862E7,2.797E6,25.4371,379.16468,379.1667,0.108,25.3605,25.5578,ESTIMATED,379.16644,1.954E6,2.548E7,1.4882,1.4385,2.548E7,2.59E6,25.4299,379.1664,379.16672,0.1132,25.3607,25.5592,ESTIMATED,379.16656,2.298E6,2.269E7,1.8281,1.4346,2.269E7,2.939E6,25.4432,379.16459,379.1666,0.1248,25.3604,25.5594,ESTIMATED,379.1662,1.605E6,2.509E7,1.2802,1.2171,2.509E7,3.228E6,25.4405,379.16613,379.16646,0.1297,25.362,25.5591,ESTIMATED,379.16628,2.476E6,2.684E7,1.4729,1.2547,2.684E7,2.708E6,25.4319,379.16636,379.16666,0.1125,25.3624,25.5581,ESTIMATED,379.16653,1.931E6,2.447E7,1.6948,1.5067,2.447E7,3.876E6,25.426,379.16606,379.16639,0.1199,25.3601,25.5579,ESTIMATED,379.16621,3.26E6,3.294E7,1.9409,1.5004,3.294E7,3.249E6,25.4485,379.16592,379.16626,0.1358,25.3605,25.5579,ESTIMATED,379.16605,2.331E6,2.699E7,1.2016,1.1418,2.699E7,3.208E6,25.4321,379.16602,379.16631,0.1255,25.3634,25.5573,ESTIMATED,379.16613,2.297E6,2.707E7,1.752,1.4432,2.707E7
400,8.169E4,25.4807,330.05888,330.05967,1,10,0,0.869,1.43,0.00047,0.0479,0,25.3901,25.5898,330.05916,6.183E4,7.309E5,7.309E5,5.275E4,25.4769,330.05765,330.06047,0.1248,25.3914,25.5871,ESTIMATED,330.0591,8.702E4,4.496E5,1.2927,1.1445,4.496E5,5.547E4,25.5024,330.05862,330.05926,0.1301,25.391,25.5867,ESTIMATED,330.05898,1.009E5,4.517E5,0.7557,0.8778,4.517E5,5.677E4,25.4782,330.05776,330.05993,0.1436,25.3916,25.5888,ESTIMATED,330.05929,6.183E4,5.006E5,1.1372,1.1383,5.006E5,5.636E4,25.4545,330.05909,330.05969,0.1159,25.3914,25.5856,ESTIMATED,330.05944,7.21E4,5.151E5,1.9948,1.538,5.151E5,5.369E4,25.4815,330.05743,330.05998,0.1067,25.3914,25.5868,ESTIMATED,330.05919,9.426E4,4.854E5,1.1331,1.0835,4.854E5,5.68E4,25.495,330.05888,330.05967,0.1178,25.3924,25.5877,ESTIMATED,330.05913,1.164E5,5.047E5,0.9031,0.9515,5.047E5,5.563E4,25.4818,330.05883,330.05962,0.1203,25.3933,25.5868,ESTIMATED,330.05937,6.359E4,5.085E5,1.107,1.094,5.085E5,8.169E4,25.4795,330.05874,330.05953,0.0978,25.3901,25.5893,ESTIMATED,330.05907,1.352E5,7.309E5,1.2284,1.1142,7.309E5,5.661E4,25.4802,330.05865,330.05971,0.1288,25.3906,25.5898,ESTIMATED,330.05897,8.421E4,4.508E5,1.247,1.1119,4.508E5,5.755E4,25.4767,330.05878,330.05969,0.1177,25.3901,25.586,ESTIMATED,330.05904,1.102E5,5.587E5,1.7511,1.1306,5.587E5
401,1.299E6,25.5127,325.21651,325.21684,1,10,0,0.856,1.37,0.00044,0.0304,0,25.4205,25.6196,325.21672,1.148E6,1.119E7,1.119E7,9.875E5,25.5091,325.21668,325.21698,0.1184,25.4212,25.6175,ESTIMATED,325.2168,1.322E6,8.461E6,1.6726,1.1166,8.461E6,1.066E6,25.5249,325.21637,325.21668,0.1192,25.4236,25.6192,ESTIMATED,325.21651,1.471E6,9.051E6,1.0708,0.9653,9.051E6,9.881E5,25.5244,325.21666,325.21705,0.1169,25.4216,25.6173,ESTIMATED,325.21688,1.504E6,8.719E6,0.8647,0.9522,8.719E6,1.014E6,25.5092,325.21679,325.21713,0.1161,25.4205,25.6192,ESTIMATED,325.21693,1.38E6,8.745E6,1.8191,1.1199,8.745E6,9.949E5,25.5257,325.2167,325.21702,0.1179,25.4212,25.6191,ESTIMATED,325.21686,1.313E6,8.469E6,1.109,0.9472,8.469E6,1.045E6,25.5078,325.21651,325.21684,0.1304,25.4218,25.6184,ESTIMATED,325.21667,1.267E6,9.22E6,1.3242,1.1429,9.22E6,9.845E5,25.5182,325.21676,325.21705,0.1146,25.4255,25.6196,ESTIMATED,325.21689,1.346E6,8.534E6,1.1627,1.0467,8.534E6,1.299E6,25.4953,325.2165,325.21677,0.1108,25.4228,25.6176,ESTIMATED,325.21662,1.738E6,1.119E7,1.7225,1.3437,1.119E7,1.028E6,25.5063,325.21632,325.21664,0.1192,25.423,25.6185,ESTIMATED,325.21649,1.148E6,8.868E6,1.3894,1.1736,8.868E6,1.051E6,25.506,325.21636,325.21669,0.113,25.4225,25.6172,ESTIMATED,325.21655,1.243E6,9.364E6,1.4318,1.166,9.364E6
