id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height
587,5.805E5,17.2588,307.22631,307.22789,1,10,0,0.747,4.54,0.00139,0.0168,0,16.9774,17.36,307.22722,5.885E3,3.8E6,3.8E6,4.634E5,17.2512,307.22603,307.2281,0.162,17.0097,17.3571,ESTIMATED,307.22735,1.722E4,2.954E6,0.7234,0.8083,2.954E6,4.783E5,17.2658,307.22631,307.22789,0.177,16.9851,17.3598,ESTIMATED,307.22721,7.209E3,2.888E6,0.5862,0.7495,2.888E6,5.805E5,17.2609,307.22618,307.22796,0.1601,16.9916,17.357,ESTIMATED,307.22664,1.005E4,3.8E6,0.5915,0.7799,3.8E6,4.88E5,17.2588,307.22621,307.22774,0.1649,16.9774,17.3593,ESTIMATED,307.22754,9.573E3,3.135E6,0.6162,0.7701,3.135E6,4.628E5,17.268,307.22596,307.22805,0.1581,17.009,17.3591,ESTIMATED,307.22677,9.951E3,2.919E6,0.569,0.7423,2.919E6,4.751E5,17.258,307.22628,307.22782,0.1882,16.9955,17.3588,ESTIMATED,307.22746,9.307E3,2.98E6,0.6378,0.7723,2.98E6,4.813E5,17.2517,307.22614,307.22797,0.1766,16.9935,17.3578,ESTIMATED,307.22712,1.259E4,3.074E6,0.7762,0.8188,3.074E6,4.635E5,17.252,307.2263,307.22799,0.1584,16.9785,17.359,ESTIMATED,307.22655,5.885E3,2.941E6,0.7173,0.8127,2.941E6,4.672E5,17.2661,307.22662,307.22819,0.1606,17.018,17.36,ESTIMATED,307.22794,8.919E3,2.996E6,0.6067,0.7549,2.996E6,4.737E5,17.2552,307.22628,307.22778,0.1658,16.9823,17.3599,ESTIMATED,307.2276,1.093E4,3.01E6,0.699,0.7826,3.01E6
588,2.904E6,17.3687,476.123,476.12606,1,10,0,0.856,1.89,0.0009,0.0401,0,17.1907,17.5898,476.12364,2.68E5,1.838E7,1.838E7,2.599E6,17.3902,476.12341,476.12415,0.1568,17.1919,17.5897,ESTIMATED,476.12388,3.107E5,1.547E7,1.0244,1.0237,1.547E7,2.528E6,17.3631,476.123,476.12606,0.1882,17.1915,17.5871,ESTIMATED,476.12353,3.411E5,1.564E7,1.1398,1.0647,1.564E7,2.904E6,17.3636,476.12323,476.12405,0.1506,17.1931,17.589,ESTIMATED,476.12377,4.195E5,1.838E7,1.349,1.2461,1.838E7,2.516E6,17.3658,476.12282,476.12578,0.1518,17.193,17.5865,ESTIMATED,476.12341,2.68E5,1.519E7,0.9972,1.0237,1.519E7,2.578E6,17.3891,476.12334,476.12411,0.156,17.1922,17.5898,ESTIMATED,476.12385,3.449E5,1.533E7,1.0375,1.0473,1.533E7,2.546E6,17.3621,476.12292,476.12602,0.1605,17.1925,17.5884,ESTIMATED,476.12342,3.215E5,1.508E7,1.1421,1.0487,1.508E7,2.647E6,17.3578,476.12283,476.12357,0.1491,17.1926,17.5884,ESTIMATED,476.12326,2.803E5,1.629E7,1.1863,1.1005,1.629E7,2.512E6,17.3657,476.12307,476.12401,0.1626,17.1907,17.5854,ESTIMATED,476.12371,3.545E5,1.49E7,1.1747,1.1212,1.49E7,2.507E6,17.38,476.1234,476.12658,0.1613,17.1927,17.5894,ESTIMATED,476.12416,3.458E5,1.444E7,1.1348,1.0814,1.444E7,2.501E6,17.3501,476.12287,476.12592,0.1551,17.1933,17.5891,ESTIMATED,476.12339,2.776E5,1.538E7,1.4291,1.109,1.538E7
589,1.265E6,17.4166,324.01886,324.01932,1,10,0,0.853,1.36,0.00044,0.0668,0,17.2805,17.679,324.01923,1.804E5,6.257E6,6.257E6,1.118E6,17.4454,324.01918,324.01957,0.1928,17.281,17.6789,ESTIMATED,324.01941,2.742E5,5.48E6,1.1655,1.2072,5.48E6,1.08E6,17.4191,324.01886,324.01932,0.2114,17.282,17.6777,ESTIMATED,324.01918,1.999E5,5.169E6,1.5171,1.3955,5.169E6,1.265E6,17.4421,324.01914,324.01955,0.2088,17.2805,17.6772,ESTIMATED,324.01936,3.041E5,6.257E6,1.1395,1.18,6.257E6,1.057E6,17.3984,324.01879,324.01917,0.1979,17.2814,17.677,ESTIMATED,324.01899,1.911E5,5.321E6,1.899,1.6046,5.321E6,1.118E6,17.4089,324.01915,324.01956,0.2171,17.2814,17.6779,ESTIMATED,324.0194,2.841E5,5.293E6,1.8631,1.5332,5.293E6,1.085E6,17.4015,324.01864,324.01927,0.2232,17.2807,17.678,ESTIMATED,324.01911,2.085E5,5.195E6,1.8682,1.5891,5.195E6,1.094E6,17.3956,324.01876,324.01919,0.2067,17.2808,17.6767,ESTIMATED,324.01903,1.804E5,5.414E6,2.1989,1.6699,5.414E6,1.077E6,17.4089,324.01904,324.01948,0.2146,17.2816,17.677,ESTIMATED,324.01931,2.329E5,5.144E6,1.7664,1.552,5.144E6,1.099E6,17.4563,324.01913,324.01955,0.2145,17.2828,17.6772,ESTIMATED,324.01943,2.466E5,5.174E6,1.0695,1.1686,5.174E6,1.051E6,17.3895,324.0187,324.01917,0.2057,17.2811,17.679,ESTIMATED,324.01905,2.114E5,5.081E6,2.1848,1.7877,5.081E6
590,1.174E6,17.4408,354.07893,354.07952,1,10,0,0.858,1.34,0.00048,0.0342,0,17.3001,17.6998,354.0794,1.121E5,7.143E6,7.143E6,1.011E6,17.4454,354.07937,354.07996,0.1693,17.301,17.6982,ESTIMATED,354.07961,1.333E5,5.682E6,1.1124,1.2721,5.682E6,1.098E6,17.4355,354.07893,354.07952,0.1656,17.3015,17.6971,ESTIMATED,354.07935,1.355E5,6.179E6,1.2815,1.3058,6.179E6,1.174E6,17.4453,354.07931,354.08009,0.1606,17.3002,17.699,ESTIMATED,354.07954,1.121E5,7.143E6,1.1279,1.1907,7.143E6,1.053E6,17.4251,354.07883,354.07937,0.1684,17.3008,17.697,ESTIMATED,354.07914,1.606E5,5.945E6,1.4459,1.4889,5.945E6,1.063E6,17.4516,354.07936,354.0799,0.1668,17.3015,17.6998,ESTIMATED,354.07959,1.243E5,5.836E6,1.134,1.2141,5.836E6,1.09E6,17.4479,354.07894,354.07944,0.1675,17.3001,17.6975,ESTIMATED,354.07926,1.589E5,6.084E6,1.157,1.2219,6.084E6,9.723E5,17.4302,354.07888,354.07931,0.1664,17.3001,17.6968,ESTIMATED,354.07917,1.672E5,5.573E6,1.3754,1.4355,5.573E6,1.045E6,17.422,354.07924,354.07983,0.1754,17.3015,17.6993,ESTIMATED,354.07949,1.195E5,5.716E6,1.418,1.5081,5.716E6,1.042E6,17.4563,354.0794,354.07996,0.1758,17.3029,17.6996,ESTIMATED,354.07962,1.29E5,5.677E6,1.0662,1.1377,5.677E6,1.074E6,17.4484,354.07872,354.07935,0.1784,17.3006,17.6986,ESTIMATED,354.07919,1.423E5,6.099E6,1.1181,1.2198,6.099E6
591,1.865E5,17.3209,389.08949,389.09174,0.1,1,0,0.944,0,0,0,0,17.3001,17.5929,389.09103,1.636E4,4.202E6,4.202E6,1.832E5,17.301,389.08947,389.09185,0.0305,17.301,17.4834,ESTIMATED,389.09136,8.425E4,4.202E6,,,4.202E6,1.373E5,17.3015,389.08949,389.09174,0.0323,17.3015,17.5137,ESTIMATED,389.09107,5.112E4,3.203E6,,,3.203E6,1.826E5,17.3002,389.08925,389.09161,0.0317,17.3002,17.5795,ESTIMATED,389.09083,1.636E4,3.995E6,,,3.995E6,1.243E5,17.3008,389.09069,389.09161,0.0314,17.3008,17.5238,ESTIMATED,389.09085,2.33E4,2.987E6,,,2.987E6,1.865E5,17.3015,389.08927,389.09188,0.0351,17.3015,17.5929,ESTIMATED,389.09101,1.762E4,3.96E6,,,3.96E6,1.374E5,17.3001,389.08938,389.09168,0.0312,17.3001,17.541,ESTIMATED,389.09096,1.861E4,3.126E6,,,3.126E6,9.557E4,17.3001,389.09075,389.09107,0.0301,17.3001,17.3483,ESTIMATED,389.09087,1.163E6,3.268E6,,,3.268E6,1.41E5,17.3015,389.08919,389.09171,0.0305,17.3015,17.5791,ESTIMATED,389.09082,1.934E4,3.182E6,,,3.182E6,1.771E5,17.3029,389.08936,389.09208,0.0304,17.3029,17.5827,ESTIMATED,389.09143,1.973E4,3.967E6,,,3.967E6,4.824E3,17.4999,389.08885,389.09152,0.0576,17.4775,17.567,ESTIMATED,389.09106,3.372E4,7.864E4,2.9911,1.9955,7.864E4
592,5.081E6,17.5391,285.10575,285.10601,1,10,0,0.858,1.35,0.00038,0.035,0,17.3308,17.7296,285.10593,8.855E5,2.57E7,2.57E7,4.471E6,17.5306,285.10597,285.10623,0.2249,17.3312,17.7273,ESTIMATED,285.10611,8.855E5,2.014E7,1.1717,1.0007,2.014E7,4.936E6,17.5424,285.10575,285.10601,0.2094,17.3308,17.7296,ESTIMATED,285.1059,1.296E6,2.318E7,1.0389,0.93,2.318E7,5.081E6,17.5385,285.10589,285.10618,0.1953,17.3332,17.7273,ESTIMATED,285.10606,1.195E6,2.57E7,1.0547,0.9619,2.57E7,4.838E6,17.5395,285.10561,285.10584,0.2209,17.3332,17.7275,ESTIMATED,285.10573,1.606E6,2.16E7,0.9207,0.9473,2.16E7,4.573E6,17.5392,285.10591,285.10619,0.2004,17.3316,17.7283,ESTIMATED,285.10608,9.595E5,2.272E7,0.9697,0.9657,2.272E7,4.811E6,17.5219,285.10569,285.10594,0.2133,17.3325,17.7271,ESTIMATED,285.10583,1.363E6,2.265E7,1.3527,0.9836,2.265E7,5.018E6,17.5505,285.10562,285.10588,0.2029,17.3319,17.7276,ESTIMATED,285.10576,1.161E6,2.411E7,1.0887,0.9133,2.411E7,4.689E6,17.5569,285.10588,285.10612,0.2108,17.3316,17.728,ESTIMATED,285.10601,1.326E6,2.181E7,0.8486,0.8771,2.181E7,4.436E6,17.5484,285.10599,285.10621,0.226,17.3332,17.7288,ESTIMATED,285.10611,1.008E6,2.068E7,1.0357,0.9272,2.068E7,4.799E6,17.5228,285.10566,285.1059,0.2131,17.3332,17.7285,ESTIMATED,285.10577,1.52E6,2.191E7,1.3538,1.0242,2.191E7
593,7.404E6,17.5473,429.14676,429.14927,0.4,4,0,0.868,1.09,0.00047,0.0397,0,17.3527,17.8783,429.14719,1.949E5,4.367E7,4.367E7,6.317E6,17.5368,429.14713,429.14764,0.1802,17.3538,17.7501,ESTIMATED,429.14744,1.168E6,3.393E7,1.2569,1.1069,3.393E7,7.123E6,17.5424,429.14676,429.14927,0.1721,17.3532,17.7524,ESTIMATED,429.14713,9.809E5,3.862E7,1.2598,1.112,3.862E7,7.404E6,17.5385,429.14702,429.14757,0.1678,17.3537,17.7494,ESTIMATED,429.14736,1.111E6,4.367E7,1.2125,1.1055,4.367E7,6.916E6,17.5426,429.14658,429.14903,0.1816,17.3527,17.7515,ESTIMATED,429.14693,1.098E6,3.681E7,1.2361,1.1002,3.681E7,5.694E6,17.536,429.14702,429.14938,0.1652,17.4809,17.8774,ESTIMATED,429.14739,2.007E5,3.755E7,3.3143,2.5033,3.755E7,6.012E6,17.5441,429.1466,429.14724,0.2019,17.4802,17.878,ESTIMATED,429.14704,2.158E5,3.727E7,2.9617,2.1784,3.727E7,6.674E6,17.5758,429.14655,429.14903,0.1754,17.4807,17.8783,ESTIMATED,429.14692,2.304E5,4.148E7,1.6769,1.4898,4.148E7,5.831E6,17.5537,429.14692,429.14745,0.1721,17.4801,17.8774,ESTIMATED,429.14729,1.949E5,3.782E7,2.2368,1.8128,3.782E7,5.8E6,17.5484,429.14716,429.14762,0.1812,17.4302,17.719,ESTIMATED,429.14744,3.935E6,3.424E7,1.4141,1.2211,3.424E7,6.801E6,17.5544,429.14662,429.1492,0.1893,17.3534,17.7519,ESTIMATED,429.147,1.13E6,3.615E7,0.9955,1.0254,3.615E7
594,1.158E6,17.5561,366.0291,366.03117,0.4,4,0,0.864,1.17,0.00043,0.0121,0,17.3621,17.8888,366.02979,1.699E4,6.729E6,6.729E6,8.744E5,17.5616,366.0294,366.03149,0.1655,17.4928,17.8716,ESTIMATED,366.02961,2.806E4,6.007E6,2.3795,1.9322,6.007E6,9.976E5,17.5584,366.0291,366.03117,0.1739,17.3631,17.7589,ESTIMATED,366.02966,2.049E5,5.5E6,1.0954,1.0566,5.5E6,1.158E6,17.548,366.02922,366.02982,0.1627,17.3636,17.7589,ESTIMATED,366.02956,2.181E5,6.729E6,1.2211,1.1386,6.729E6,9.845E5,17.5332,366.02902,366.03108,0.1816,17.3625,17.759,ESTIMATED,366.03016,1.929E5,5.663E6,1.4023,1.1833,5.663E6,8.88E5,17.5551,366.02926,366.03135,0.1594,17.4906,17.8872,ESTIMATED,366.02958,4.392E4,5.706E6,2.7333,2.114,5.706E6,1.006E6,17.5599,366.02907,366.03105,0.174,17.3621,17.7578,ESTIMATED,366.02953,1.967E5,5.632E6,1.0969,1.0381,5.632E6,8.639E5,17.56,366.02901,366.0314,0.1465,17.4902,17.888,ESTIMATED,366.02987,4.513E4,5.845E6,2.5359,1.9233,5.845E6,9.715E5,17.5632,366.02925,366.02971,0.1637,17.3623,17.7604,ESTIMATED,366.02948,1.876E5,5.431E6,1.1152,1.0419,5.431E6,8.52E5,17.5671,366.02937,366.03162,0.1888,17.4917,17.8888,ESTIMATED,366.03001,1.699E4,5.645E6,2.3172,1.8663,5.645E6,9.828E5,17.5544,366.02908,366.03109,0.1649,17.3632,17.7586,ESTIMATED,366.03047,2.146E5,5.562E6,1.1039,1.0588,5.562E6
595,1.439E7,17.7896,318.24199,318.24397,0.1,1,4,0.944,0,0,0,0,17.548,18.0684,318.24296,9.335E3,8.987E7,8.987E7,5.216E6,17.5492,318.24253,318.2442,0.0641,17.5492,17.9447,ESTIMATED,318.24281,1.373E5,7.153E7,,,7.153E7,1.017E7,17.9029,318.24199,318.24397,0.1467,17.5488,17.9439,ESTIMATED,318.24277,1.151E4,7.619E7,0.2611,0.6149,7.619E7,1.439E7,17.7335,318.24244,318.24407,0.1515,17.548,17.9458,ESTIMATED,318.24269,1.551E6,8.987E7,0.9034,0.9997,8.987E7,7.367E6,17.9282,318.24207,318.24386,0.1068,17.6029,17.944,ESTIMATED,318.24327,1.347E4,7.82E7,0.1075,0.5496,7.82E7,1.225E7,17.6586,318.24245,318.24412,0.1684,17.5487,17.946,ESTIMATED,318.2427,4.91E5,8.001E7,1.4063,1.3538,8.001E7,8.794E6,17.9063,318.24203,318.24409,0.124,17.5953,17.9448,ESTIMATED,318.24287,3.298E4,7.889E7,0.2857,0.6232,7.889E7,3.702E6,17.9424,318.24223,318.24395,0.0509,17.6432,17.9456,ESTIMATED,318.24287,9.335E3,6.362E7,0.0294,0.5123,6.362E7,1.134E7,17.747,318.24222,318.2441,0.2312,17.6707,18.0684,ESTIMATED,318.24266,3.091E5,8.124E7,2.186,1.7575,8.124E7,8.986E6,17.605,318.24258,318.24424,0.1339,17.5484,17.7353,ESTIMATED,318.24329,1.23E7,7.288E7,2.4877,1.6528,7.288E7,8.963E6,17.9231,318.24222,318.24389,0.1421,17.5796,17.9453,ESTIMATED,318.24364,1.229E4,7.405E7,0.1377,0.561,7.405E7
596,1.28E7,17.8309,318.24233,318.24397,0.5,5,1,0.743,3.27,0.00104,0.0775,0,17.6704,18.1277,318.24313,3.888E4,8.987E7,8.987E7,1.613E5,17.7306,318.24235,318.24422,0.0283,17.7306,18.1277,ESTIMATED,318.24354,8.813E4,2.711E6,,,2.711E6,1.28E7,17.9029,318.24233,318.24397,0.1583,17.6706,18.0683,ESTIMATED,318.2428,6.959E5,7.619E7,0.9042,0.9573,7.619E7,6.696E6,17.7335,318.24226,318.24426,0.0668,17.7304,18.1267,ESTIMATED,318.24273,1.892E5,8.987E7,45.0895,27.6889,8.987E7,1.267E7,17.9282,318.24223,318.24386,0.1609,17.6704,18.0669,ESTIMATED,318.24342,1.904E5,7.82E7,1.0614,0.9358,7.82E7,2.577E6,17.7283,318.24236,318.24415,0.039,17.7283,18.1253,ESTIMATED,318.2428,1.143E5,5.061E7,,,5.061E7,1.269E7,17.9063,318.24229,318.24389,0.1512,17.6715,18.0678,ESTIMATED,318.24293,3.198E5,7.889E7,1.1815,1.0175,7.889E7,1.142E7,17.9803,318.2422,318.24395,0.1583,17.6733,18.0682,ESTIMATED,318.24264,3.888E4,7.749E7,0.6262,0.7738,7.749E7,8.563E6,17.747,318.24222,318.2441,0.1279,17.7311,18.1255,ESTIMATED,318.24267,2.012E5,8.124E7,10.49,6.5345,8.124E7,6.072E5,17.7288,318.24259,318.24442,0.0321,17.7288,18.0462,ESTIMATED,318.24405,8.179E4,1.349E7,,,1.349E7,1.267E7,17.9231,318.24231,318.2439,0.1632,17.6719,18.0695,ESTIMATED,318.24368,4.148E5,7.405E7,0.8848,0.9034,7.405E7
597,4.773E7,18.055,493.26286,493.2646,0.3,3,0,0.908,0.18,0.00009,0.1226,0,17.7304,18.1375,493.2643,1.237E4,2.727E8,2.727E8,4.768E7,17.8716,493.26428,493.26493,0.2089,17.7403,18.1371,ESTIMATED,493.26463,1.589E7,2.27E8,2.2231,1.5111,2.27E8,5.949E6,18.1271,493.26286,493.2646,0.0311,17.8715,18.1271,ESTIMATED,493.26432,1.645E4,1.561E8,,0.5,1.561E8,3.773E7,18.0487,493.26382,493.26494,0.1467,17.7304,18.1267,ESTIMATED,493.26458,2.929E4,2.727E8,0.6112,0.7577,2.727E8,1.625E6,18.1273,493.26216,493.2646,0.0173,17.9024,18.1273,ESTIMATED,493.2639,1.414E4,5.865E7,,0.5,5.865E7,4.236E7,17.9943,493.26394,493.26484,0.1878,17.7411,18.1375,ESTIMATED,493.26454,3.456E5,2.402E8,1.192,1.007,2.402E8,2.696E6,18.1276,493.2626,493.2646,0.0214,17.9158,18.1276,ESTIMATED,493.26414,7.73E4,8.698E7,,0.5,8.698E7,3.272E5,18.1278,493.26349,493.2646,0.0211,17.952,18.1278,ESTIMATED,493.26382,1.357E4,1.014E7,,0.5,1.014E7,2.698E7,18.0805,493.26349,493.2647,0.1191,17.7572,18.1255,ESTIMATED,493.26445,1.237E4,2.262E8,0.3676,0.6539,2.262E8,4.773E7,17.9191,493.26418,493.26488,0.1983,17.7419,18.1374,ESTIMATED,493.26461,2.92E6,2.341E8,1.905,1.3281,2.341E8,2.92E6,18.126,493.26308,493.2646,0.0227,17.8853,18.126,ESTIMATED,493.26404,1.564E4,9.269E7,,0.5,9.269E7
598,1.52E7,18.068,494.26513,494.26838,0.4,4,0,0.727,3.33,0.00165,0.1771,0,17.7501,18.1575,494.2669,1.059E4,8.898E7,8.898E7,1.52E7,17.8716,494.26549,494.2687,0.1931,17.7501,18.1498,ESTIMATED,494.26642,3.874E6,7.462E7,2.0743,1.6364,7.462E7,3.74E6,18.1514,494.26513,494.26838,0.0841,17.884,18.1575,ESTIMATED,494.26626,1.246E4,7.237E7,0.0627,0.5267,7.237E7,1.332E7,18.0487,494.2653,494.26927,0.1659,17.7526,18.1478,ESTIMATED,494.26593,1.882E4,8.898E7,0.779,0.8007,8.898E7,1.353E6,18.152,494.26529,494.26814,0.025,17.9345,18.1551,ESTIMATED,494.26763,1.593E4,4.024E7,0.0477,0.5175,4.024E7,1.398E7,17.9883,494.2654,494.26873,0.1989,17.7509,18.1497,ESTIMATED,494.26601,1.308E5,7.698E7,1.4112,1.1025,7.698E7,1.933E6,18.1553,494.26504,494.26855,0.0329,17.9032,18.1553,ESTIMATED,494.26745,1.163E4,4.971E7,,0.5,4.971E7,2.416E5,18.1562,494.26497,494.26879,0.02,17.9803,18.1562,ESTIMATED,494.26789,1.059E4,7.863E6,,0.5,7.863E6,1.048E7,18.0805,494.26525,494.26869,0.1706,17.786,18.1557,ESTIMATED,494.26607,1.652E4,7.234E7,0.6169,0.7222,7.234E7,1.518E7,17.9221,494.26564,494.26871,0.2123,17.7518,18.1497,ESTIMATED,494.26757,1.275E6,7.542E7,1.829,1.3389,7.542E7,2.273E6,18.1535,494.26491,494.26821,0.0362,17.9042,18.1566,ESTIMATED,494.26778,1.513E4,5.463E7,0.038,0.5153,5.463E7
599,1.992E7,18.0639,204.13818,204.13901,1,10,0,0.763,3.29,0.00067,0.0643,0,17.86,18.2597,204.13856,5.121E6,1.009E8,1.009E8,1.768E7,18.0936,204.13829,204.13912,0.202,17.8625,18.2597,ESTIMATED,204.13843,5.269E6,8.346E7,0.8896,0.8345,8.346E7,1.818E7,18.0462,204.13818,204.13901,0.1822,17.862,18.2572,ESTIMATED,204.13843,5.686E6,9.239E7,1.2715,1.0698,9.239E7,1.992E7,18.0607,204.13826,204.13903,0.1935,17.8615,18.2548,ESTIMATED,204.13836,6.735E6,1.005E8,1.0052,0.9174,1.005E8,1.892E7,18.0669,204.13817,204.13895,0.2267,17.8612,18.2581,ESTIMATED,204.13885,6.22E6,9.464E7,0.9995,0.955,9.464E7,1.726E7,18.0635,204.13827,204.13909,0.202,17.8604,18.2594,ESTIMATED,204.13836,5.335E6,8.385E7,3.3057,0.9694,8.385E7,1.827E7,18.0583,204.13813,204.13897,0.1974,17.8623,18.2594,ESTIMATED,204.13858,5.121E6,9.107E7,1.0834,0.8594,9.107E7,1.901E7,18.0744,204.13807,204.13891,0.1937,17.8621,18.2589,ESTIMATED,204.13834,5.772E6,9.248E7,1.0439,0.9033,9.248E7,1.708E7,18.0293,204.13824,204.13908,0.2102,17.861,18.2582,ESTIMATED,204.13838,6.123E6,7.931E7,1.53,1.174,7.931E7,1.922E7,18.0795,204.13837,204.13919,0.1795,17.8612,18.2577,ESTIMATED,204.13901,5.263E6,1.009E8,0.9786,0.908,1.009E8,1.844E7,18.0664,204.13817,204.13898,0.1833,17.86,18.2573,ESTIMATED,204.13889,6.003E6,9.397E7,1.1441,0.9518,9.397E7
