,Compound Name,/home/zzy/peakformer/resources/paper/qe/SA1_Area,/home/zzy/peakformer/resources/paper/qe/SA2_Area,/home/zzy/peakformer/resources/paper/qe/SA3_Area,/home/zzy/peakformer/resources/paper/qe/SA4_Area,/home/zzy/peakformer/resources/paper/qe/SA5_Area,/home/zzy/peakformer/resources/paper/qe/SB1_Area,/home/zzy/peakformer/resources/paper/qe/SB2_Area,/home/zzy/peakformer/resources/paper/qe/SB3_Area,/home/zzy/peakformer/resources/paper/qe/SB4_Area,/home/zzy/peakformer/resources/paper/qe/SB5_Area,mz,RT,formula,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
405,406,629895.363,748802.543,601105.103,613020.95,756406.005,741097.293,622281.774,620444.758,618590.578,620583.334,525.1956,28.76,C29H32O7S,0.94,0.498,1/1,669845.9927999999,11.388344692566584,644599.5473999999,8.371042130839024,0.9623100747464829,1.0237341220707266
406,407,375366.638,383092.905,395385.027,405425.697,415706.069,478795.934,477233.097,488000.684,515356.006,523380.133,548.2226,7.98,C25H31N7O6,1.4,0.0,2/1,394995.2672,4.130653264008047,496553.17079999996,4.313380913849716,1.257111697362636,0.8979369266875972
407,408,1055244.148,1063825.713,1021967.081,999583.61,996255.989,914227.275,926505.216,888588.945,938184.023,912194.328,539.2545,4.01,C28H35ClN6O3,0.95,0.284,1/1,1027375.3081999999,3.0296746443665943,915939.9574,2.0215999213609654,0.8915339409945147,0.938456779994226
408,409,1144415.886,1136113.505,1092980.051,1048381.834,1043378.829,1055119.147,1024079.44,1143217.455,1057134.006,1085540.288,398.1717,3.55,C21H23N3O5,1.01,0.867,1/1,1093054.021,4.328832150199939,1073018.0672,4.181444030933435,0.9816697496966621,0.9719502472244179
409,410,2887020.664,3282166.408,2899017.517,2869045.492,2847559.956,2720694.719,2787714.136,2789909.455,2820202.954,2906981.101,393.1651,4.69,C18H19F3N6O,0.96,0.48,1/1,2956962.0074,6.182992239986047,2805100.473,2.408978759892414,0.9486427170792334,0.9881694969575349
410,411,2933933.697,3085011.083,2677689.667,2689602.535,3003669.081,3158325.763,2860896.097,2840591.641,2812389.007,2857408.942,358.1444,28.24,C23H19NO3,0.98,0.565,1/1,2877981.2126,6.439674357643653,2905922.2899999996,4.900154597037985,1.0097085683803881,1.0303148656942736
411,412,137641.731,151929.217,163449.928,143090.423,160074.057,146815.422,151429.744,170905.98,159898.539,151756.305,606.403,3.51,C35H51N5O4,1.03,0.2,1/1,151237.0712,7.235126651613726,156161.198,6.07932384246349,1.0325589933799246,1.0024844595921598
412,413,3395468.254,3185980.348,3032208.108,2859886.343,2930558.017,2820836.045,2798217.935,3257560.698,2840912.441,2892002.914,261.1351,3.51,C13H16N4O2,1.07,0.37,1/1,3080820.214,6.958168319858612,2921906.0066,6.530287776053463,0.9484182145138313,0.8863721630970386
413,414,283831.971,280777.989,302229.845,308729.141,324800.726,359786.085,422135.041,465821.009,441240.741,407277.752,580.2813,5.58,C30H38ClN7O3,1.43,0.018,1/1,300073.9344,6.070090090149585,419252.1256,9.49602068706645,1.3971627573661058,0.9770368932630111
414,415,2835211.134,2745802.587,3272755.936,2781860.331,3086945.518,2634038.433,2989110.777,2554207.511,2373856.341,2118888.771,495.9274,11.92,C17H13Br2N5OS,0.85,0.165,1/1,2944515.1012000004,7.705565140363717,2534020.3666,12.718858058959349,0.8605900392792319,1.012458869740273
415,416,2385208.853,2442837.679,2467844.98,2429924.305,2456547.682,2729674.046,2445506.912,2578052.309,2673626.328,2687088.943,310.1354,6.79,C18H16FN3O,1.02,0.653,1/1,2436472.6998,1.3137910272011772,2622789.7076000003,4.329327353382299,1.076469975557409,1.0553627211347147
416,417,2173050.707,2311242.368,2115076.502,2120287.334,2140627.432,2248973.46,2318103.322,2360185.53,2364991.251,2445333.753,407.1632,4.81,C21H19FN6O2,1.15,0.008,1/1,2172056.8685999997,3.7323265029164143,2347517.4632,3.0577337214549343,1.0807808474706713,0.9398094325831925
417,418,800082.676,1015292.871,803515.102,789816.979,1048230.322,977416.047,758423.491,756812.286,744558.075,747062.84,351.132,31.56,C18H17F3N2O2,0.91,0.456,1/1,891387.5900000001,14.44602323522497,796854.5478000001,12.6892585039347,0.8939484425624548,0.9823609258928074
418,419,1208087.002,1183804.848,1171928.926,1200701.4,1195442.413,1177700.6,1377434.915,1207225.376,1189734.337,1203921.91,324.0194,17.41,C15H11Cl2NO3,1.08,0.247,1/1,1191992.9178,1.1985009409166343,1231203.4276,6.708154794118344,1.0328949184298586,0.9563841837313505
419,420,647771.631,618576.146,610066.945,584159.071,563468.434,552183.678,573610.427,596357.436,665350.225,665483.357,529.2255,3.69,C26H34ClN6O2P,1.05,0.714,1/1,604808.4454,5.3566788722640135,610597.0245999999,8.585778345234507,1.0095709298440294,0.9614961236609804
420,421,6520407.842,6430824.857,6710013.682,6612171.178,7950838.011,8311096.997,8206235.286,6587873.699,6123270.214,6156709.331,365.1977,20.53,C21H24N4O2,1.13,0.417,1/1,6844851.114,9.159276634383522,7077037.105400001,15.469104620756525,1.033921262498333,0.9149745685825956
421,422,887897.609,941149.712,1077338.194,952845.02,1004982.564,902803.622,993121.707,1065674.255,1110034.947,1127224.188,570.3564,11.77,C33H43N7O2,1.08,0.091,1/1,972842.6197999999,7.371720209291244,1039771.7437999999,8.891929785316774,1.0687974834138738,0.9896272994572906
422,423,656625.271,711961.062,641502.75,638031.928,625716.446,606293.955,614163.041,627902.576,660662.418,685588.074,373.1237,3.99,C20H16N6S,0.98,0.623,1/1,654767.4913999999,5.164843402516404,638922.0127999999,5.220023456193687,0.9757998391671526,0.9957141215991353
423,424,1118588.633,1231113.146,1133788.012,1140326.521,1146033.153,1282066.594,1212714.562,1203259.693,1192683.904,1263736.229,308.1973,4.87,C16H25N3O3,0.96,0.366,1/1,1153969.893,3.8412186509043913,1230892.1964000002,3.2117282605000597,1.0666588477451728,1.1111029664012217
424,425,837640.15,838828.605,835643.356,786594.945,800257.774,776829.352,802368.227,806700.4,877772.443,832829.049,525.2655,3.99,C27H36N6O3S,1.16,0.126,1/1,819792.966,2.997783911736084,819299.8942,4.668222284695284,0.9993985410701852,0.8615504664398149
425,426,2668722.274,2539329.14,2539448.385,2584587.582,2564353.917,2548203.924,2945065.061,2615737.317,2542800.351,2637241.167,476.1245,17.37,C18H23F2N5O4S2,1.0,0.955,1/1,2579288.2596,2.072811729473827,2657809.5640000002,6.237958984109882,1.0304430123727921,1.0304430123727921
426,427,193624.077,192187.656,195920.011,195306.318,196478.306,223766.866,194610.691,202867.998,209887.856,209696.1,613.2143,7.22,C28H36O15,1.07,0.033,1/1,194703.2736,0.9074873545312973,208165.9022,5.154411824316475,1.0691443361535757,0.9992003141622202
427,428,4436265.037,4847702.213,4322702.474,4277011.371,4247946.269,4334681.008,4379466.698,4548126.673,4665928.616,4764108.665,271.1445,4.97,C16H18N2O2,1.15,0.239,1/1,4426325.4728,5.562760196780343,4538462.332,4.033824202135687,1.0253340744798565,0.8915948473737884
428,429,90087.717,99607.693,93310.533,89296.642,89166.8,92955.408,86380.277,85127.473,83459.661,86286.259,468.1606,4.88,C24H23ClFN5O2,0.87,0.015,1/1,92293.877,4.789327821905244,86841.8156,4.162849194212269,0.9409271603142212,1.0815254716255416
429,430,65164.367,61974.513,63198.947,64347.669,75708.555,61477.453,62471.773,62034.748,64582.058,68869.399,959.5238,9.71,C48H78O19,1.0,0.978,1/1,66078.81019999999,8.347569680539085,63887.0862,4.731326846091404,0.9668316667118199,0.9668316667118199
430,431,4298502.808,4197355.708,4225065.72,4155871.978,4574076.742,3701388.706,3662271.504,3740044.886,3658462.223,3674443.238,412.3216,9.81,C27H41NO2,0.83,0.006,1/1,4290174.5912,3.8927113004305665,3687322.1114000008,0.920067268116513,0.8594806651839836,1.0355188737156429
431,432,4205780.747,4649087.187,4195134.329,4124426.668,4185535.773,3844437.229,4089962.61,4011811.252,4086335.933,4119357.546,213.1026,4.08,C13H12N2O,0.93,0.037,1/1,4271992.940800001,4.989616314291055,4030380.914,2.760603355571923,0.9434427841646303,1.0144546066286346
433,434,2269408.812,2005041.254,1979440.658,1987734.205,1963691.27,2205131.969,1986924.907,1963412.414,2019544.978,2139272.494,432.0224,6.24,C15H15FIN3O3,0.97,0.09,1/1,2041063.2397999999,6.296597731620271,2062857.3524,5.061805725908055,1.0106778232908333,1.0419359002998283
434,435,731515.959,983798.314,773881.529,751017.895,715092.605,883562.439,698683.374,701027.334,712033.891,701695.161,421.2743,32.17,C28H36O3,0.94,0.396,1/1,791061.2604,13.900063955369129,739400.4397999999,10.921308404193175,0.9346942857827751,0.9943556231731651
435,436,7468700.47,6846532.425,6270768.023,6135733.344,6118111.079,3575403.543,3426607.942,4062488.721,4392584.995,4616536.638,363.1458,4.31,C17H19FN4O4,0.54,0.001,1/2,6567969.0682,8.898865951682994,4014724.3678,12.738121858446002,0.6112581113145018,1.1319594653972256
436,437,588282.166,588205.099,577969.817,585827.85,586142.438,562778.278,543816.087,531667.641,509377.394,504553.215,633.2536,8.3,C34H34F2N4O6,0.88,0.294,1/1,585285.474,0.7251445445963719,530438.5229999999,4.5597206715417595,0.9062902575982945,1.0298752927253347
437,438,1799667.389,1749212.964,1753880.828,1770569.242,1998311.488,1938756.982,1925547.296,1732532.829,1688663.532,1814504.484,546.1429,19.8,C25H22F3N5O4S,1.05,0.455,1/1,1814328.3822,5.772385457016178,1820001.0246,6.153684903637747,1.0031265797612234,0.9553586473916413
438,439,2610175.313,2513833.718,2569865.981,2896202.371,2449801.837,2455330.313,2647341.136,2664966.72,2554369.284,2594163.303,329.0901,25.7,C18H11F3N2O,1.04,0.37,1/1,2607975.8439999996,6.597312014683669,2583234.1511999997,3.2446985824079495,0.9905130667306902,0.9524164103179713
439,440,177043.242,192317.516,183199.726,183652.346,187454.436,183346.666,189104.093,210028.758,196330.806,197400.587,563.3466,3.61,C30H42N8O3,1.09,0.018,1/1,184733.45320000002,3.057169559924735,195242.18199999997,5.145261845989931,1.0568859002956155,0.9696200920143261
440,441,178056.744,222449.846,225779.216,217212.838,203528.954,197860.501,197398.289,194169.345,197182.718,179567.46,609.2975,0.58,C37H40N2O6,0.91,0.096,1/1,209405.5196,9.298248180510203,193235.66259999998,4.025122152471022,0.9227820879273517,1.0140462504696173
441,442,2175650.485,2594430.987,2215769.943,2183897.085,2137276.763,2028290.199,2065091.592,2366672.245,2045054.274,2022552.3,192.077,3.32,C9H9N3O2,1.05,0.539,1/1,2261405.0526,8.324639471591015,2105532.1220000004,6.977694995603696,0.9310725292575126,0.8867357421500119
442,443,86670.008,136726.451,105527.835,101171.159,102411.669,93932.524,92944.204,88554.946,93640.813,92437.853,401.3059,33.31,C26H40O3,0.95,0.433,1/1,106501.42439999999,17.26836144480063,92302.068,2.3563826435710262,0.866674493040865,0.9122889400430158
443,444,278345.002,274613.598,330561.683,276409.768,275129.41,266039.581,320212.508,277926.194,272153.656,272036.256,359.2223,14.14,C22H30O4,1.0,0.962,1/1,287011.8922,8.49706103219706,281673.639,7.792728272588493,0.9814005853238997,0.9814005853238997
444,445,3008678.855,3091841.575,3049232.969,3053079.173,2946761.043,2765004.626,2913917.761,3101127.733,3167348.649,3114078.355,560.2081,23.93,C28H37N3O3S3,0.92,0.054,1/1,3029918.723,1.8159964863839269,3012295.4248,5.5827550259219025,0.9941835739466467,1.0806343195072245
445,446,8825232.129,8593025.855,8656800.755,8611844.012,8642008.628,9331108.841,8616110.781,8668905.477,9002169.393,9113086.022,435.2035,7.83,C24H26N4O4,1.05,0.081,1/1,8665782.2758,1.0681639804613146,8946276.1028,3.3765086152596013,1.0323679753394341,0.9832075955613658
446,447,551119.374,792020.796,631044.196,621393.443,621410.717,702479.759,594530.804,585438.654,597366.973,583567.332,486.9446,30.77,C16H14Br2N4O4,0.95,0.612,1/1,643397.7052,13.841615480641265,612676.7044,8.249190334703716,0.9522519266828123,1.0023704491398024
447,448,27445.19,29589.079,28605.295,28085.05,26765.631,28140.805,30576.087,32508.66,33679.696,32582.632,168.034,0.91,C5H5N5S,0.93,0.534,1/1,28098.049,3.8505152181543085,31497.576,6.933669678719364,1.1209880088115727,1.2053634503350243
448,449,436544.481,399847.988,390451.531,386531.709,401172.968,370940.82,362373.352,385363.666,373882.932,381269.093,126.0551,0.63,C6H7NO2,0.97,0.589,1/1,402909.7354,4.912643201093813,374765.9726,2.399979796733009,0.9301487148925317,0.9589162009201359
449,450,485926.616,489499.403,542349.222,467056.999,511938.142,449687.015,515371.703,496735.768,528560.724,560264.518,459.0061,11.65,C17H15BrClFN4O3,1.08,0.091,1/1,499354.0764,5.7758701101915655,510123.94560000004,8.03092273341299,1.0215676004442447,0.9458959263372635
450,451,541504.916,518282.542,528511.887,668304.719,517861.69,508722.82,518209.303,520124.681,526025.953,523333.887,465.1014,26.06,C21H16F4N4O2S,0.95,0.511,1/1,554893.1508000001,11.55663121820531,519283.32879999996,1.2746817469760623,0.935825803672904,0.985079793339899
451,452,838626.58,870706.447,819578.219,784798.006,789953.451,763159.732,773368.677,841618.536,794261.136,813681.026,377.1615,3.54,C21H20N4O3,0.97,0.588,1/1,820732.5406000001,4.332504537256494,797217.8214,3.956681955310646,0.9713491082212854,1.00139083321782
452,453,489222.157,485852.384,497383.415,474421.139,472234.376,302640.646,296331.008,281957.48,285173.118,282008.619,542.2177,4.26,C27H32ClN5O5,0.55,0.0,1/2,483822.69419999997,2.1673735531331615,289622.17419999995,3.234371098754687,0.5986122140857608,1.0883858437922924
453,454,1552871.489,1525953.299,1543671.707,1546134.081,1560610.305,1728327.883,1601643.342,1629573.978,1688255.576,1763422.134,524.0375,6.61,C19H17N5O7S3,1.12,0.002,1/1,1545848.1762,0.8358914282566213,1682244.5825999998,3.9899042847575865,1.088234024854426,0.9716375221914517
454,455,3924737.514,4915659.889,4376099.337,4308152.782,4078151.678,4307882.153,3981799.302,3956849.655,3958815.552,3974907.049,392.2588,32.18,C26H33NO2,0.94,0.275,1/1,4320560.24,8.758684867403982,4036050.7421999997,3.7741213188178406,0.9341498597413375,0.9937764465333377
455,456,635991.693,1013590.136,928579.773,1007714.643,1024148.556,822343.786,694309.882,850547.61,896830.369,704229.543,248.0504,1.93,C8H10FN3O3S,0.86,0.093,1/1,922004.9602,17.822844737294623,793652.238,11.369923760504019,0.8607895534833588,1.0009180854457662
456,457,1865632.849,1740952.927,1827473.041,1801810.685,1825215.336,1907444.754,1746924.79,1771421.873,1865245.096,1957383.022,587.2879,5.88,C33H38N4O6,0.99,0.712,1/1,1812216.9675999999,2.5349987614411087,1849683.9070000001,4.825125850456673,1.0206746433069873,1.0309844881888761
457,458,2470391.97,2710856.032,2402381.083,2405361.275,2702468.553,2514614.324,2208683.678,2059263.36,1967210.753,1949547.944,433.1941,27.78,C23H26F2N2O4,0.84,0.06,1/1,2538291.7826,6.150316713673643,2139864.0118,10.902166392156845,0.8430331085136769,1.003610843468663
458,459,4755.62,8145.647,4494.001,4285.253,8882.655,8093.544,3811.858,5134.775,4770.666,4790.636,469.2588,31.37,C28H36O6,0.87,0.525,1/1,6112.6352,36.21983174481152,5320.2958,30.57353183754542,0.8703767893755544,1.0004330912362693
459,460,221881.488,241531.006,236954.678,225562.578,229804.325,224105.968,227616.6,225290.062,252945.397,249442.884,522.32,3.95,C28H39N7O3,0.99,0.876,1/1,231146.815,3.490586297271188,235880.1822,5.973844020013739,1.0204777522026423,1.0307856082854971
460,461,16169340.377,16296105.756,15981319.584,16079692.217,15961399.081,15597503.743,17183951.259,15775329.451,15517128.012,15486387.866,494.2667,18.1,C29H31N7O,1.04,0.319,1/1,16097571.403,0.8615812783833456,15912060.0662,4.523687251058806,0.9884758183606859,0.9504575176545056
461,462,850125.96,877564.974,849077.511,848025.771,836622.805,870567.439,897563.237,911425.366,912659.436,927099.946,448.2466,4.66,C24H29N7O2,1.07,0.085,1/1,852283.4042,1.7769792534709905,903863.0848000001,2.361768403251357,1.060519400408149,0.991139626549672
462,463,575097.866,551165.52,537686.136,550698.059,551606.038,511079.024,542467.739,538389.014,518771.951,536454.123,136.062,0.58,C5H5N5,0.96,0.07,1/1,553250.7238,2.447014197278511,529432.3702,2.58625863870121,0.9569483552838327,0.996821203420659
463,464,531476.27,510418.395,499666.49,499937.096,488052.32,473345.878,460666.208,479932.302,489611.153,508016.515,608.2283,24.86,C35H28F3N5O2,1.05,0.126,1/1,505910.1142,3.2291136815104036,482314.4112,3.692335417607367,0.9533598907440067,0.9079618007085778
464,465,7758329.491,7822321.007,6920931.799,7160762.97,7144526.27,7716966.152,7551382.162,7598160.261,7589997.913,7666031.578,344.1864,4.5,C20H25NO4,0.74,0.443,1/1,7361374.3074,5.481540108302445,7624507.6132,0.8676457087732119,1.0357451332878815,1.3996555855241644
465,466,35895.299,45318.99,36879.507,35490.459,43758.919,43231.14,35552.358,34921.506,35528.684,35742.964,343.1227,31.6,C12H22O11,0.9,0.308,1/1,39468.6348,11.879273071621062,36995.3304,9.459467083813022,0.9373349391856847,1.0414832657618718
466,467,11965323.541,11940276.062,12237386.586,12046364.708,12082547.301,10922063.16,8915129.942,8282961.647,7954144.06,8309184.842,384.1746,6.31,C21H25N3O2S,0.74,0.005,1/1,12054379.6396,0.9754094839895808,8876696.7302,13.460559816877545,0.7363876861019913,0.9951184947324208
467,468,1531100.881,1346590.11,1254615.105,1257772.147,1230671.784,1306069.969,1221806.791,1344712.434,1264751.033,1329606.265,358.1681,3.75,C18H20FN5O2,1.02,0.794,1/1,1324150.0054000001,9.34983338490636,1293389.2984,3.8756068579441125,0.9767694695657174,0.9576171270252132
468,469,683795.843,665185.682,610537.864,608432.632,576212.42,583509.088,632848.853,627124.241,666778.478,771569.573,416.1894,4.99,C26H26ClN3,0.82,0.104,1/1,628832.8881999999,7.050306820109633,656366.0466,10.799027392365302,1.0437845394486478,1.2729079749373755
469,470,1318621.7,1285356.519,1327271.341,1307571.369,1501765.498,1453202.609,1329053.601,1373758.422,1384617.637,1442969.314,311.1391,21.19,C18H18N2O3,1.04,0.573,1/1,1348117.2854,6.476764104864953,1396720.3166,3.6824667130215385,1.036052524306577,0.9962043502947856
470,471,660841.412,544649.88,642363.956,613052.198,583791.12,444146.891,437866.224,439003.617,428261.124,475928.013,468.2152,16.62,C22H30FN3O7,1.11,0.279,1/1,608939.7132,7.611689814202411,445041.1738,4.08848848926948,0.730846033117618,0.6584198496555116
471,472,1538092.089,1590553.829,1447234.987,1410865.597,1458832.118,1430626.833,1418333.964,1676943.142,1477717.068,1572404.709,296.1397,3.4,C17H17N3O2,1.09,0.108,1/1,1489115.724,4.921352328676724,1515205.1432,7.182371643457053,1.0175200750213824,0.9335046559829195
472,473,115277.281,116585.637,116190.923,152313.343,115057.116,117225.165,120185.951,120254.422,117844.323,125019.805,305.2478,25.7,C20H32O2,0.92,0.415,1/1,123084.86000000002,13.284657800530281,120105.9332,2.5523007592350657,0.9757977804906305,1.0606497614028592
473,474,2261094.486,2201781.921,2078341.353,2028859.416,2036615.686,2037060.216,2068931.817,2369249.704,2139659.005,2200422.243,199.0869,3.38,C12H10N2O,1.07,0.077,1/1,2121338.5724,4.920547702172919,2163064.597,6.080427297927212,1.0196696676065211,0.9529623061743188
474,475,5381749.698,5880902.511,5463819.401,5593285.636,5794761.685,5741035.908,6723758.68,5876476.397,5806812.456,6014698.817,318.1605,16.58,C20H19N3O,1.08,0.097,1/1,5622903.7862,3.7772382365028125,6032556.4516,6.622316592146088,1.072854290412258,0.9933836022335721
475,476,2227086.388,2416960.219,2207168.929,2205010.956,2247503.082,2241406.408,2240911.928,2244042.019,2297988.96,2270505.815,196.0893,4.49,C11H14ClN,1.07,0.01,1/1,2260745.9148000004,3.937009979886151,2258971.0259999996,1.1095662060158356,0.9992149100930001,0.9338457103672898
476,477,1928669.28,1840934.572,2224576.676,1920248.836,2165076.204,2175553.944,2278326.196,2000705.316,1932183.932,2020255.629,283.1081,20.88,C16H14N2O3,1.06,0.538,1/1,2015901.1136,8.343876294859678,2081405.0034000003,6.801330359129178,1.0324936026663645,0.974050568553174
477,478,16730.176,29629.967,15219.889,16350.79,14449.453,28693.862,16086.407,15072.809,14115.26,14386.812,361.2741,32.52,C23H36O3,1.0,0.99,1/1,18476.054999999997,34.10148897707521,17671.030000000002,35.13517762103592,0.9564287397932083,0.9564287397932083
478,479,1052085.093,1155106.723,1056472.06,1048751.112,1053368.906,1044105.446,1080469.454,1080615.814,1111882.504,1111195.623,378.9846,4.47,C13H18Br2N2O,1.05,0.127,1/1,1073156.7788,4.276630458364608,1085653.7681999998,2.5720309475220207,1.011645073345177,0.9634714984239781
479,480,300031.725,328255.158,299325.234,298471.599,292421.097,305292.123,309840.412,356649.222,327141.26,338746.677,428.1573,3.59,C20H21N5O6,1.05,0.401,1/1,303700.96259999997,4.627697734992144,327533.9388,6.442982392365424,1.0784751421133627,1.0271191829651074
480,481,1693055.233,1875512.715,1731235.624,1717653.321,1955529.397,1963709.07,1801766.267,1848247.351,1838275.735,1886483.989,479.0273,28.96,C21H17Cl3N4OS,1.05,0.396,1/1,1794597.258,6.395531436074202,1867696.4824,3.2964187525188393,1.0407329410953554,0.9911742296146242
481,482,301962.388,290439.174,295712.267,295097.192,293116.704,269446.014,270595.625,275717.872,267227.401,272759.016,545.2394,8.44,C29H36O10,0.93,0.21,1/1,295265.54500000004,1.446704866029999,271149.1856,1.1957912518020193,0.9183231507760243,0.9874442481462626
482,483,258036.865,397064.857,271856.863,276628.058,284017.397,272271.897,266224.034,266029.496,264023.649,269170.268,417.3371,34.31,C27H44O3,0.9,0.222,1/1,297520.808,18.972775611788144,267543.86879999994,1.2028596825717852,0.8992442263063494,0.9991602514514992
483,484,211774.17,236997.972,222685.937,210726.386,214879.725,220976.211,224258.745,232375.42,236333.686,237978.784,366.1023,3.92,C17H17ClFN3O3,1.04,0.381,1/1,219412.83800000005,4.962903961964607,230384.56920000003,3.2414377786119317,1.0500049646137843,1.0096201582824849
484,485,445093.11,493493.349,447491.829,439229.667,447618.41,454934.133,451099.806,505628.576,470926.568,482377.5,358.1567,3.57,C19H20FN3O3,1.06,0.109,1/1,454585.27300000004,4.8428100611731955,472993.3166,4.683376210268272,1.0404941486082853,0.9815982534040426
485,486,6761038.157,8361538.035,6678641.878,6605420.617,8074319.272,7796246.917,6545549.671,6430872.673,6480698.507,6435238.685,515.1369,31.37,C25H21F3N4O3S,0.94,0.534,1/1,7296191.5918,11.640571795500602,6737721.2906,8.809084767301117,0.9234572866990431,0.9824013688287694
486,487,792248.616,846476.617,771882.296,763311.949,771599.769,769342.263,770447.45,761609.245,809396.823,818390.326,218.0815,3.8,C12H11NO3,0.99,0.748,1/1,789103.8494,4.283321560453615,785837.2213999999,3.3126593252966714,0.9958603319417542,1.005919527213893
487,488,1866164.77,2011793.207,1786436.669,1779877.603,1754204.113,1758879.769,1771140.181,1811641.343,1872103.642,1955669.615,412.2713,4.18,C23H33N5O2,1.01,0.758,1/1,1839695.2724,5.703693366605595,1833886.9100000001,4.425728311529696,0.996842758424648,0.9869730281432159
488,489,1918051.26,2014896.04,1852954.567,1837065.853,1833694.672,1860269.483,1880085.328,1915219.292,1977416.333,2087975.612,413.1977,4.27,C25H24N4O2,1.01,0.794,1/1,1891332.4784,4.071692556597648,1944193.2096000002,4.72600195660603,1.027948936426407,1.0177712241845613
489,490,4583467.144,4486034.236,4507266.832,4301301.882,4478102.842,4288275.898,4368611.768,4450190.952,4449985.56,4457747.914,348.1599,26.5,C22H21NO3,1.03,0.2,1/1,4471234.5872,2.3198908985071878,4402962.4184,1.675773564968413,0.9847308014221742,0.9560493217691011
490,491,3011903.699,2885657.047,2859110.548,2683388.798,2829091.957,2754858.721,2769699.654,2740831.255,2733019.48,2701774.937,521.1688,26.26,C27H28N4O3S2,0.97,0.336,1/1,2853830.4098,4.1345826171581805,2740036.8093999997,0.9328634448406368,0.9601260116896803,0.9898206306079178
491,492,458856.038,476495.432,483029.215,474089.75,478258.059,537324.117,477129.668,504683.427,517808.034,527483.884,462.1587,7.87,C26H24ClN3O3,1.09,0.047,1/1,474145.6988,1.9304677699230066,512885.826,4.552099903976662,1.0817051115259426,0.9923900105742592
492,493,1441149.975,1566149.962,1401083.093,1392418.337,1340807.282,1383961.875,1462304.911,1426823.261,1487831.921,1456802.049,367.25,3.87,C22H30N4O,1.04,0.537,1/1,1428321.7298,5.94598901755037,1443544.8034,2.753317943683508,1.0106580144251756,0.9717865523318996
493,494,9988892.041,11004882.596,9899642.596,9702062.67,9164843.344,10349310.336,9396976.733,9275149.704,9295595.647,9279014.642,430.1702,30.22,C24H23N5OS,1.01,0.781,1/1,9952064.649400001,6.7306746006172276,9519209.412400002,4.902815411496165,0.9565059862200457,0.9470356299208373
494,495,5224537.214,5035088.318,4986495.737,5018356.999,5113381.748,4874116.687,5294325.922,4774523.302,4634500.286,4646759.757,285.1059,17.54,C16H16N2OS,0.99,0.881,1/1,5075572.0032,1.8812074159868324,4844845.190800001,5.570235563246475,0.9545417122928149,0.9641835477705202
495,496,3059811.288,3005991.952,2998725.013,3397360.169,2946746.755,2848956.687,2864171.001,2894587.728,2917129.419,2981646.482,331.0574,25.69,C16H14N2O2S2,0.95,0.218,1/1,3081727.0354000004,5.87120947151844,2901298.2634000005,1.7967338628504754,0.9414520592098512,0.9910021675893171
496,497,428026.267,416752.247,515637.941,418469.901,419546.656,400167.26,505588.845,433519.867,432846.114,440771.0,263.0819,13.48,C16H10N2O2,1.07,0.595,1/1,439686.60240000003,9.706907371742448,442578.61720000004,8.713724549405645,1.0065774458084784,0.9407265848677367
497,498,920585.652,938109.715,1082594.589,924833.437,938331.074,942316.43,1113305.203,989647.866,1028936.623,1075611.396,323.1031,13.3,C18H14N2O4,1.05,0.355,1/1,960890.8934000001,7.127921652126133,1029963.5036,6.573913087609914,1.0718839263379785,1.0208418346075985
498,499,4738597.746,5080559.863,4634874.759,4550708.262,4530317.266,5162118.885,5274443.221,5379453.042,5662664.802,5799275.914,411.1757,4.97,C18H21F3N6O2,1.3,0.023,1/1,4707011.5792000005,4.766999730748793,5455591.1728,4.899038705194899,1.1590350015087976,0.8915653857759981
499,500,1563083.597,1961993.795,1593955.586,1604970.414,1969190.957,1911307.837,1556244.324,1559690.977,1568596.031,1561331.402,600.1922,31.52,C31H29N5O6S,0.9,0.209,1/1,1738638.8698,11.94974986486713,1631434.1142,9.5939569547623,0.938339837293335,1.0425998192148167
500,501,1629605.527,1615919.025,1643305.731,1654653.855,1639296.406,1561662.493,1681805.298,1731902.585,1802050.937,1824219.096,394.2354,8.96,C21H27N7O,0.96,0.483,1/1,1636556.1088,0.8932438939273254,1720328.0818,6.1148744148145315,1.05118796266718,1.094987461111646
501,502,1238660.829,1513688.239,1215375.458,1197684.026,1499427.498,1408363.01,1117649.144,1139162.537,1141107.571,1156703.371,361.0511,27.44,C18H14Cl2N2O2,0.91,0.361,1/1,1332967.21,11.944081273821162,1192597.1266,10.180765243636014,0.8946935210806874,0.9831796934952609
502,503,3964958.537,4599324.868,3976616.499,3917528.337,4586900.13,4191462.338,3734357.255,3821230.624,3832539.465,3899259.65,353.1138,27.39,C19H16N2O5,0.97,0.686,1/1,4209065.6742,8.346517918790674,3895769.8663999997,4.50220573107649,0.9255664244631804,0.9541921901682272
503,504,6443288.432,6544040.107,7080395.76,6435230.067,7202563.77,5455913.018,5410050.568,5547079.781,5461767.523,5389091.509,326.1424,9.89,C19H20ClN3,0.76,0.009,1/1,6741103.627200002,5.496483872533411,5452780.4798,1.11798363126729,0.8088854260893298,1.0643229290649077
