rt,rt_range:min,rt_range:max,mz,datafile:SA2.mzML:area,datafile:SB2.mzML:area,datafile:SA1.mzML:area,datafile:SB1.mzML:area,datafile:SB3.mzML:area,datafile:SA3.mzML:area,datafile:SB5.mzML:area,datafile:SA4.mzML:area,datafile:SB4.mzML:area,datafile:SA5.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
11.7686,11.5505,12.0698,570.35722,936200.0,989600.0,878500.0,899900.0,1064000.0,1072000.0,1125000.0,947500.0,1107000.0,1001000.0,11.77,422.0,1.08,1/1,967040.0,7.55343448767994,1037100.0,8.943969792098901,1.0724478821972203,0.9930072983307595
3.9867,3.8881,4.2898,373.12347,707000.0,595100.0,638800.0,589900.0,616500.0,627400.0,665400.0,628700.0,640700.0,613900.0,3.99,423.0,0.98,1/1,643160.0,5.717105749730474,621520.0,5.098373463344898,0.9663536289570247,0.9860751315888008
4.8688,4.68,5.1692,308.19698,1223000.0,1208000.0,1114000.0,1273000.0,1198000.0,1123000.0,1256000.0,1134000.0,1183000.0,1139000.0,4.87,424.0,0.96,1/1,1146600.0,3.819850148031214,1223600.0,3.1750335423039564,1.0671550671550671,1.1116198616198616
3.9841,3.7503,4.2492,525.2661,819000.0,797900.0,831500.0,773100.0,802800.0,804500.0,813000.0,766700.0,869800.0,785800.0,3.99,425.0,1.16,1/1,801500.0,3.225136379243128,811320.0,4.416703834415987,1.012252027448534,0.8726310581452881
17.3687,17.071,17.6694,476.12364,2553000.0,2938000.0,2681000.0,2543000.0,2608000.0,2538000.0,2628000.0,2580000.0,2536000.0,2560000.0,17.37,426.0,1.0,1/1,2582400.0,2.2131177551806616,2650600.0,6.245983279659207,1.026409541511772,1.026409541511772
7.217,7.0609,7.3566,613.21543,191700.0,194200.0,192500.0,222300.0,201900.0,194700.0,209200.0,194300.0,208900.0,196000.0,7.22,427.0,1.07,1/1,193840.0,0.8932487417677231,207300.0,5.0128235082086015,1.0694387123400744,0.9994754320935274
4.9716,4.6703,5.2696,271.14462,4853000.0,4380000.0,4447000.0,4327000.0,4559000.0,4336000.0,4757000.0,4284000.0,4652000.0,4268000.0,4.97,428.0,1.15,1/1,4437600.0,5.465829366895581,4535000.0,3.9880414300493423,1.0219488011537767,0.8886511314380668
4.8762,4.7421,5.088,468.16099,99060.0,83590.0,89430.0,89210.0,83530.0,89420.0,84190.0,87230.0,84050.0,86280.0,4.88,429.0,0.87,1/1,90284.0,5.643760403571123,84914.0,2.848063255386277,0.9405210225510611,1.081058646610415
9.7069,9.5814,9.8513,959.52218,61190.0,61580.0,64250.0,61230.0,61340.0,62930.0,68480.0,64160.0,62700.0,75490.0,9.71,430.0,1.0,1/1,65604.0,8.632325873915327,63066.0,4.887498419162996,0.9613133345527711,0.9613133345527711
9.8122,9.5101,10.1093,412.32179,4179000.0,3662000.0,4263000.0,3699000.0,3745000.0,4206000.0,3667000.0,4136000.0,3663000.0,4559000.0,9.81,431.0,0.83,1/1,4268600.0,3.9530603255504158,3687200.0,0.9692431934010337,0.8637960923956333,1.0407181836091968
4.0773,3.8194,4.3785,213.1024,4683000.0,4101000.0,4229000.0,3864000.0,4019000.0,4209000.0,4118000.0,4129000.0,4094000.0,4200000.0,4.08,432.0,0.93,1/1,4290000.0,5.195991906598469,4039200.0,2.600550118876714,0.9415384615384615,1.0124069478908189
8.5837,8.3673,8.7536,361.16561,43020.0,43000.0,43980.0,36480.0,40830.0,46030.0,62760.0,47170.0,50840.0,47500.0,8.58,433.0,0.97,1/1,45540.0,4.325728035137148,46782.0,22.101548483849744,1.0272727272727273,1.0590440487347705
6.2373,5.9444,6.5397,432.02196,2001000.0,1977000.0,2266000.0,2203000.0,1957000.0,1975000.0,2081000.0,1983000.0,2003000.0,1963000.0,6.24,434.0,0.97,1/1,2037600.0,6.3027236340114134,2044200.0,4.915606336216148,1.0032391048292109,1.0342671183806298
32.1656,32.1012,32.3695,421.27431,978600.0,696500.0,719800.0,878600.0,699200.0,770800.0,700600.0,749600.0,710100.0,714600.0,32.17,435.0,0.94,1/1,786680.0,13.943590781223458,737000.0,10.762886668530907,0.936848527991051,0.9966473702032458
4.3102,4.0101,4.6087,363.14545,7134000.0,3702000.0,7280000.0,4021000.0,3696000.0,6220000.0,3924000.0,6249000.0,3845000.0,6179000.0,4.31,436.0,0.54,1/2,6612400.0,8.254322928492586,3837600.0,3.675769600211739,0.5803641642973807,1.0747484524025568
8.3075,8.0636,8.6,633.25316,564200.0,535300.0,553900.0,553200.0,523800.0,559300.0,499600.0,564700.0,503500.0,570300.0,8.3,437.0,0.88,1/1,562480.0,1.0986999782135751,523080.0,4.265982643386123,0.9299530649978666,1.0567648465884847
19.8004,19.5,20.0999,546.14325,1744000.0,1920000.0,1795000.0,1932000.0,1725000.0,1748000.0,1807000.0,1764000.0,1682000.0,1992000.0,19.8,438.0,1.05,1/1,1808600.0,5.7762431824404725,1813200.0,6.199951760650988,1.0025434037376977,0.9548032416549501
25.7034,25.4004,25.9997,329.0897,2511000.0,2639000.0,2586000.0,2451000.0,2642000.0,2562000.0,2460000.0,2889000.0,2510000.0,2447000.0,25.7,439.0,1.04,1/1,2599000.0,6.565995654975193,2540400.0,3.7044527151800026,0.9774528664871104,0.9398585254683753
3.6088,3.5411,3.7534,563.34615,174400.0,180200.0,163200.0,177900.0,205700.0,167400.0,179000.0,172600.0,189500.0,176200.0,3.61,440.0,1.09,1/1,170760.0,3.1355414897223004,186460.0,6.274643811475109,1.0919419067697353,1.0017815658437939
0.5809,0.5601,0.6367,609.2978,220600.0,194000.0,175400.0,196300.0,188900.0,222300.0,176700.0,213100.0,196700.0,195400.0,0.58,441.0,0.91,1/1,205360.0,9.665467964962195,190520.0,4.370451361223336,0.927736657576938,1.0194908325021297
3.3234,3.0202,3.5083,192.07709,2555000.0,2049000.0,2165000.0,2021000.0,2357000.0,2191000.0,2012000.0,2159000.0,2035000.0,2096000.0,3.32,442.0,1.05,1/1,2233200.0,8.205547302676926,2094800.0,7.029089814862926,0.938026150814974,0.8933582388714038
33.3081,33.2226,33.4702,401.30616,130700.0,90500.0,84910.0,91280.0,86530.0,104100.0,91420.0,98650.0,91460.0,99800.0,33.31,443.0,0.95,1/1,103632.0,16.167738354644214,90238.0,2.337320738666872,0.8707542071946889,0.9165833759944094
14.1343,13.9145,14.3641,359.22215,276100.0,320000.0,282100.0,266100.0,277800.0,330200.0,281200.0,280700.0,276600.0,275300.0,14.14,444.0,1.0,1/1,288880.0,8.058959304313138,284340.0,7.286198592675457,0.9842841318194406,0.9842841318194406
23.9294,23.6303,24.2293,560.2086,3078000.0,2922000.0,2986000.0,2767000.0,3098000.0,3040000.0,3105000.0,3041000.0,3166000.0,2940000.0,23.93,445.0,0.92,1/1,3017000.0,1.7938427746416716,3011600.0,5.453227942383677,0.9982101425256877,1.085011024484443
7.8282,7.5426,8.1292,435.20331,8304000.0,8458000.0,8422000.0,9133000.0,8532000.0,8390000.0,9039000.0,8334000.0,8884000.0,8390000.0,7.83,446.0,1.05,1/1,8368000.0,0.571118697196392,8809200.0,3.4217194563500484,1.0527246653919695,1.0025949194209234
30.7695,30.6066,31.0687,486.94494,792600.0,596800.0,550700.0,704800.0,584800.0,634600.0,599300.0,621600.0,599600.0,621800.0,30.77,447.0,0.95,1/1,644260.0,13.85467269003779,617060.0,8.009112227859102,0.9577810200850588,1.0081905474579567
0.6241,0.5198,0.8172,126.05518,379000.0,333200.0,230400.0,197800.0,347200.0,344600.0,358000.0,358100.0,354800.0,389200.0,0.63,449.0,0.97,1/1,340260.0,18.76215162455787,318200.0,21.364290969369577,0.935167225063187,0.9640899227455536
11.6517,11.3914,11.9483,459.00651,488600.0,523100.0,486600.0,453300.0,496800.0,540600.0,560800.0,466900.0,528600.0,512900.0,11.65,450.0,1.08,1/1,499120.0,5.681002002069594,512520.0,7.8383940000124195,1.0268472511620452,0.9507844918167084
26.0603,25.8798,26.3596,465.10178,506300.0,519600.0,541400.0,512700.0,519400.0,527700.0,542800.0,670100.0,531600.0,512800.0,26.06,451.0,0.95,1/1,551660.0,12.25257429662779,525220.0,2.276746171436538,0.9520719283616721,1.0021809772228127
3.5351,3.4635,3.6813,377.16152,867000.0,770300.0,834900.0,761300.0,840500.0,815000.0,811700.0,779200.0,792300.0,789000.0,3.54,452.0,0.97,1/1,817020.0,4.34344156485804,795220.0,4.026974172483149,0.9733176666421874,1.003420274888853
4.2627,4.1896,4.5475,542.21821,448500.0,233900.0,455300.0,279600.0,238300.0,469800.0,239700.0,441600.0,216000.0,434800.0,4.26,453.0,0.55,1/2,450000.0,2.9896529382786263,241500.0,9.651453556249926,0.5366666666666666,0.9757575757575756
6.6107,6.3725,6.8492,524.03741,1522000.0,1596000.0,1549000.0,1724000.0,1624000.0,1542000.0,1759000.0,1544000.0,1681000.0,1558000.0,6.61,454.0,1.12,1/1,1543000.0,0.8597860765665327,1676800.0,4.035870752235842,1.0867141931302657,0.9702805295805943
32.1746,32.127,32.4674,392.25937,3270000.0,2646000.0,2451000.0,2654000.0,2599000.0,2845000.0,2529000.0,2823000.0,2553000.0,2696000.0,32.18,455.0,0.94,1/1,2817000.0,10.569840750020667,2596200.0,2.1281582439673032,0.921618743343983,0.9804454716425351
1.9075,1.6059,2.0781,248.05027,908900.0,833600.0,582900.0,796100.0,803400.0,900500.0,755900.0,879000.0,830300.0,825700.0,1.93,456.0,0.86,1/1,819400.0,16.61181256460921,803860.0,3.9062974148317746,0.9810349035879912,1.1407382599860363
5.8789,5.5805,6.1676,587.28731,1735000.0,1739000.0,1861000.0,1903000.0,1757000.0,1822000.0,1925000.0,1797000.0,1848000.0,1814000.0,5.88,457.0,0.99,1/1,1805800.0,2.547768748836674,1834400.0,4.57649238373163,1.0158378557979844,1.0260988442403882
27.7818,27.6134,28.0794,433.19437,2714000.0,2211000.0,2484000.0,2516000.0,2082000.0,2400000.0,1976000.0,2411000.0,2006000.0,2710000.0,27.78,458.0,0.84,1/1,2543800.0,6.16826218443571,2158200.0,10.177259923823405,0.8484157559556569,1.0100187570900678
31.3733,31.3463,31.4001,469.25876,6052.0,4005.0,4477.0,8189.0,5178.0,3676.0,4668.0,2256.0,4829.0,9003.0,31.37,459.0,0.87,1/1,5092.8,50.67696624936766,5373.8,30.339006614956382,1.0551759346528433,1.21284590189982
3.948,3.8761,4.0611,522.31945,236700.0,216400.0,218900.0,219600.0,220700.0,232900.0,246600.0,220500.0,242200.0,223400.0,3.95,460.0,0.99,1/1,226480.0,3.4792686834442486,229100.0,6.172755157538555,1.011568350406217,1.0217862125315322
18.1032,17.8009,18.3996,494.26649,14600000.0,17160000.0,13070000.0,15550000.0,15810000.0,14820000.0,14440000.0,14800000.0,15880000.0,15110000.0,18.1,461.0,1.04,1/1,14480000.0,5.586457401898488,15768000.0,6.151274653576434,1.0889502762430938,1.0470675733106671
4.6591,4.5316,4.9582,448.24595,870000.0,894200.0,846300.0,865100.0,907400.0,846100.0,925100.0,840400.0,908600.0,824000.0,4.66,462.0,1.07,1/1,845360.0,1.952200354519492,900080.0,2.490717738570877,1.064729819248604,0.9950745974286019
0.576,0.5539,0.7968,136.06202,525100.0,499100.0,500700.0,469800.0,510200.0,511100.0,486600.0,518600.0,487400.0,528900.0,0.58,463.0,0.96,1/1,516880.0,2.1850124118967096,490620.0,3.0832137951088865,0.9491951710261569,0.9887449698189135
24.8635,24.5715,25.1598,608.22938,508500.0,459800.0,529100.0,472300.0,476700.0,498600.0,497600.0,498000.0,483800.0,486600.0,24.86,464.0,1.05,1/1,504160.0,3.16436519632306,478040.0,2.92715306604522,0.9481910504601714,0.9030390956763537
31.5936,31.5588,31.6425,343.12271,45000.0,35000.0,34550.0,42940.0,34650.0,35930.0,35460.0,34690.0,35400.0,42340.0,31.6,466.0,0.9,1/1,38502.0,12.571894358616738,36690.0,9.564387276944563,0.9529375097397538,1.058819455266393
6.3087,6.0472,6.6099,384.17476,11950000.0,8901000.0,11990000.0,10890000.0,8246000.0,12250000.0,8259000.0,12050000.0,7908000.0,12070000.0,6.31,467.0,0.74,1/1,12062000.0,0.9568256041289013,8840800.0,13.579603478275736,0.7329464433758912,0.9904681667241774
3.7457,3.5962,3.887,358.16777,1247000.0,1124000.0,1298000.0,1136000.0,1207000.0,1120000.0,1216000.0,1133000.0,1163000.0,1122000.0,3.75,468.0,1.02,1/1,1184000.0,7.003772348470773,1169200.0,3.5271590942004063,0.9875,0.9681372549019608
4.9888,4.7716,5.2897,416.18903,671900.0,588500.0,638800.0,551200.0,564100.0,573100.0,667800.0,573600.0,576900.0,566500.0,4.99,469.0,0.82,1/1,604780.0,7.8882349063866775,589700.0,7.772185136733032,0.9750653130063824,1.189104040251686
21.1897,20.8902,21.4894,311.13923,1270000.0,1318000.0,1304000.0,1440000.0,1364000.0,1309000.0,1431000.0,1294000.0,1375000.0,1487000.0,21.19,470.0,1.04,1/1,1332800.0,6.564890237575928,1385600.0,3.6389452720256696,1.0396158463385354,0.999630621479361
16.6209,16.32,16.9358,468.21577,601200.0,612800.0,626400.0,545900.0,548800.0,624100.0,596700.0,594900.0,569700.0,607300.0,16.62,471.0,1.11,1/1,610780.0,2.2825823675533723,574780.0,5.117506043141608,0.9410589737712434,0.8478008772713903
3.3968,3.3009,3.5463,296.14001,1581000.0,1415000.0,1524000.0,1421000.0,1662000.0,1441000.0,1571000.0,1401000.0,1469000.0,1451000.0,3.4,472.0,1.09,1/1,1479600.0,4.8665555110325345,1507600.0,7.068426375392621,1.0189240335225738,0.9347926913051134
25.7003,25.5413,25.997,305.24754,116500.0,119700.0,114500.0,116100.0,118300.0,115300.0,123300.0,151800.0,116500.0,114900.0,25.7,473.0,0.92,1/1,122600.0,13.328255000435405,118780.0,2.4504714816940756,0.9688417618270799,1.0530888715511737
3.3833,3.2278,3.5617,199.08691,2216000.0,2080000.0,2263000.0,2037000.0,2377000.0,2073000.0,2204000.0,2016000.0,2145000.0,2034000.0,3.38,474.0,1.07,1/1,2120400.0,5.2772408425816115,2168600.0,6.117940596799265,1.0227315600830031,0.9558238879280403
16.5805,16.2805,16.8792,318.16017,4996000.0,6495000.0,3728000.0,5484000.0,5728000.0,4768000.0,5452000.0,4831000.0,5638000.0,5156000.0,16.58,475.0,1.08,1/1,4695800.0,11.96177788878767,5759400.0,7.4030570693548405,1.2265002768431363,1.1356484044843855
4.4875,4.2256,4.7153,196.08926,2468000.0,2241000.0,2225000.0,2226000.0,2242000.0,2216000.0,2281000.0,2203000.0,2299000.0,2181000.0,4.49,476.0,1.07,1/1,2258600.0,5.2342779802378665,2257800.0,1.3613239618296853,0.9996457982821216,0.9342484096094594
20.8852,20.5804,21.1798,283.10776,1841000.0,2263000.0,1962000.0,2160000.0,1985000.0,2213000.0,2005000.0,1902000.0,1920000.0,2148000.0,20.88,477.0,1.06,1/1,2013200.0,7.960372994132891,2066600.0,6.810658448295288,1.0265249354261872,0.9684197504020633
32.5148,32.48,32.5946,361.27437,26990.0,14590.0,15020.0,25890.0,13170.0,14120.0,13450.0,15020.0,12130.0,12340.0,32.52,478.0,1.0,1/1,16698.0,35.073127959484516,15846.0,35.86171444161905,0.9489759252605102,0.9489759252605102
4.467,4.2727,4.6444,378.98428,1149000.0,1076000.0,1048000.0,1039000.0,1075000.0,1051000.0,1109000.0,1043000.0,1109000.0,1047000.0,4.47,479.0,1.05,1/1,1067600.0,4.27068745182157,1081600.0,2.6920308192050877,1.013113525665043,0.964870024442898
3.5935,3.5264,3.6889,428.15675,326600.0,307000.0,300200.0,304000.0,355500.0,297000.0,335100.0,298300.0,322400.0,292300.0,3.59,480.0,1.05,1/1,302880.0,4.482536976915421,324800.0,6.538085305278507,1.0723718964606446,1.0213065680577567
28.957,28.7512,29.26,479.02774,1882000.0,1804000.0,1698000.0,1967000.0,1847000.0,1736000.0,1884000.0,1720000.0,1839000.0,1962000.0,28.96,481.0,1.05,1/1,1799600.0,6.448463124421854,1868200.0,3.3250420333387884,1.038119582129362,0.9886853163136781
8.4419,8.2655,8.6147,545.23999,286700.0,267900.0,297100.0,266800.0,273300.0,292100.0,271500.0,291100.0,264900.0,289500.0,8.44,482.0,0.93,1/1,291300.0,1.3152931040623423,268880.0,1.2819948323191026,0.9230346721592859,0.9925104001712751
34.3059,34.0351,34.5103,417.33685,394100.0,264400.0,256400.0,270500.0,261800.0,270400.0,267300.0,275000.0,260600.0,281900.0,34.31,483.0,0.9,1/1,295560.0,18.903208509433515,264920.0,1.5271081496294094,0.8963323859791582,0.9959248733101758
3.9156,3.6578,4.0114,366.10266,233600.0,221200.0,210400.0,217400.0,191100.0,217200.0,236200.0,209800.0,233100.0,175900.0,3.92,484.0,1.04,1/1,209380.0,10.046336050086008,219800.0,8.129839504404138,1.0497659757378928,1.0093903612864352
3.5742,3.5008,3.6237,358.15691,428800.0,393900.0,336700.0,391600.0,436400.0,387200.0,430200.0,372000.0,421700.0,379900.0,3.57,485.0,1.06,1/1,380920.0,8.675109362643884,414760.0,5.008876575694551,1.0888375511918513,1.0272052369734446
31.373,31.2719,31.6698,515.1371,8428000.0,6589000.0,6732000.0,7763000.0,6484000.0,6695000.0,6544000.0,6651000.0,6565000.0,8309000.0,31.37,486.0,0.94,1/1,7363000.0,12.485436980786929,6789000.0,8.040526172238456,0.9220426456607361,0.9808964315539747
3.798,3.6847,3.922,218.08158,841600.0,765600.0,783800.0,761600.0,753000.0,760900.0,811300.0,757900.0,803300.0,763800.0,3.8,487.0,0.99,1/1,781600.0,4.483409869937911,778960.0,3.3917177910392655,0.9966223132036848,1.0066892052562473
4.1759,3.88,4.3634,412.27119,1984000.0,1742000.0,2038000.0,1751000.0,1772000.0,1777000.0,1875000.0,1778000.0,1816000.0,1742000.0,4.18,488.0,1.01,1/1,1863800.0,7.323540819399393,1791200.0,3.0633009155549016,0.9610473226741066,0.9515320026476304
4.2701,3.9701,4.4553,413.19729,1970000.0,1824000.0,1913000.0,1839000.0,1872000.0,1821000.0,2006000.0,1809000.0,1912000.0,1792000.0,4.27,489.0,1.01,1/1,1861000.0,4.131799166907495,1890600.0,3.8524308667835463,1.015905427189683,1.0058469576135476
26.4989,26.2018,26.8071,348.15977,3192000.0,4354000.0,1771000.0,4284000.0,4404000.0,3903000.0,3745000.0,3786000.0,4302000.0,4485000.0,26.5,490.0,1.03,1/1,3427400.0,30.15367222087047,4217800.0,6.364374429559041,1.2306121258096516,1.1947690541841278
26.2647,26.1122,26.5598,521.16799,2889000.0,2771000.0,3017000.0,2756000.0,2743000.0,2862000.0,2704000.0,2685000.0,2735000.0,2833000.0,26.26,491.0,0.97,1/1,2857200.0,4.170971003624537,2741800.0,0.9174093143010249,0.9596108077838443,0.9892894925606643
7.8768,7.5988,8.1699,462.15834,460500.0,472000.0,438900.0,529200.0,499500.0,468200.0,512700.0,460800.0,510800.0,466100.0,7.87,492.0,1.09,1/1,458900.0,2.5424410306336966,504840.0,4.199270868554848,1.1001089561996078,1.0092742717427594
3.8678,3.7679,4.1486,367.25019,1552000.0,1442000.0,1435000.0,1373000.0,1416000.0,1384000.0,1453000.0,1382000.0,1472000.0,1318000.0,3.87,493.0,1.04,1/1,1414200.0,6.187223468055991,1431200.0,2.6777265202812224,1.0120209305614483,0.9730970486167771
30.2169,29.92,30.5191,430.16997,11010000.0,9379000.0,9999000.0,10340000.0,9241000.0,9908000.0,9231000.0,9703000.0,9251000.0,9171000.0,30.22,494.0,1.01,1/1,9958200.0,6.727521760425955,9488400.0,5.057192384048937,0.9528227993010785,0.9433889101990877
17.5391,17.2413,17.8399,285.10593,5005000.0,5258000.0,5193000.0,4844000.0,4746000.0,4954000.0,4625000.0,4987000.0,4611000.0,5084000.0,17.54,495.0,0.99,1/1,5044600.0,1.897990290488241,4816800.0,5.488349503162102,0.9548428022043373,0.9644876789942801
25.6964,25.3914,25.9899,331.05769,3004000.0,2867000.0,3062000.0,2847000.0,2892000.0,3001000.0,2979000.0,3393000.0,2917000.0,2945000.0,25.69,496.0,0.95,1/1,3081000.0,5.818091670937017,2900400.0,1.765731606946368,0.9413826679649464,0.9909291241736279
13.4744,13.245,13.7787,263.08212,406300.0,502900.0,420200.0,394900.0,427700.0,510700.0,436000.0,413200.0,427000.0,412800.0,13.48,497.0,1.07,1/1,432640.0,10.150039329439368,437700.0,9.06718953176712,1.0116956360946745,0.9455099402753967
13.2975,13.0001,13.5998,323.10311,918100.0,1089000.0,907400.0,921600.0,973000.0,1057000.0,1057000.0,907500.0,1008000.0,918600.0,13.3,498.0,1.05,1/1,941720.0,6.867622399911448,1009720.0,6.576328086295065,1.0722082997069193,1.0211507616256374
4.9676,4.8248,5.2696,411.17612,5085000.0,5285000.0,4744000.0,5172000.0,5392000.0,4640000.0,5809000.0,4549000.0,5670000.0,4533000.0,4.97,499.0,1.3,1/1,4710200.0,4.793713424486057,5465600.0,4.874648524144541,1.1603753556112266,0.8925964273932512
31.5161,31.4752,31.7019,600.19114,1963000.0,1555000.0,1564000.0,1909000.0,1558000.0,1594000.0,1557000.0,1605000.0,1567000.0,1973000.0,31.52,500.0,0.9,1/1,1739800.0,12.006369206540453,1629200.0,9.604755078119206,0.9364294746522589,1.0404771940580655
8.9586,8.6627,9.2599,394.23536,1650000.0,1680000.0,1661000.0,1561000.0,1729000.0,1678000.0,1851000.0,1683000.0,1809000.0,1662000.0,8.96,501.0,0.96,1/1,1666800.0,0.8087121572956377,1726000.0,6.597238993659669,1.0355171586273098,1.0786637069034477
27.4364,27.2289,27.7398,361.05161,1512000.0,1122000.0,1237000.0,1409000.0,1137000.0,1215000.0,1163000.0,1198000.0,1158000.0,1500000.0,27.44,502.0,0.91,1/1,1332400.0,11.943332578268954,1197800.0,9.952299267525829,0.8989792854998498,0.9878893247251097
27.3944,27.1577,27.6898,353.11414,4605000.0,3737000.0,3968000.0,4194000.0,3826000.0,3980000.0,3903000.0,3919000.0,3840000.0,4590000.0,27.39,503.0,0.97,1/1,4212400.0,8.364077436785264,3900000.0,4.479664035960976,0.9258380020890704,0.9544721671021345
9.8927,9.5908,10.1899,326.14262,6478000.0,5411000.0,6299000.0,5451000.0,5549000.0,7022000.0,5324000.0,6382000.0,5458000.0,7159000.0,9.89,504.0,0.76,1/1,6668000.0,5.906486389720031,5438600.0,1.499793388742376,0.815626874625075,1.073193256085625
13.4596,13.1669,13.7597,342.18161,1700000.0,1965000.0,1780000.0,1642000.0,1776000.0,1897000.0,1874000.0,1687000.0,1839000.0,1671000.0,13.46,505.0,1.05,1/1,1747000.0,5.367696833437967,1819200.0,6.614535240946311,1.0413279908414426,0.9917409436585167
31.3901,31.2901,31.5408,521.26703,5011000.0,3921000.0,4580000.0,4267000.0,4004000.0,4510000.0,3944000.0,4410000.0,3947000.0,4905000.0,31.39,506.0,0.86,1/1,4683200.0,5.567493177990575,4016600.0,3.567121556427429,0.8576614280833618,0.9972807303294905
21.3957,21.1005,21.7021,455.24883,1850000.0,1591000.0,1583000.0,1867000.0,2071000.0,1814000.0,1561000.0,1854000.0,2044000.0,1960000.0,21.4,507.0,1.11,1/1,1812200.0,7.683760491887472,1826800.0,13.259101042764904,1.0080565059044255,0.9081590143283113
31.2693,31.1529,31.5199,309.0903,2914000.0,2759000.0,2677000.0,2950000.0,2751000.0,2661000.0,2829000.0,2603000.0,2829000.0,2908000.0,31.27,508.0,1.11,1/1,2752600.0,5.3480982434153,2823600.0,2.826569868503939,1.0257937949574947,0.9241385540157608
12.7742,12.5687,12.9864,451.15292,271200.0,330000.0,278500.0,331300.0,267300.0,341200.0,266500.0,276000.0,264900.0,273600.0,12.78,509.0,1.04,1/1,288100.0,10.346367533114067,292000.0,12.087682798464392,1.013536966331135,0.9745547753183991
25.8307,25.6671,26.1298,356.0038,400300.0,415800.0,384400.0,394800.0,438400.0,402900.0,450000.0,474200.0,444600.0,400400.0,25.83,510.0,1.07,1/1,412440.0,8.558418857846334,428720.0,5.3650705371813565,1.039472408107846,0.9714695402877064
31.7368,31.6676,32.0399,555.02148,13470000.0,11740000.0,12180000.0,12460000.0,11620000.0,12200000.0,11430000.0,11760000.0,11340000.0,13160000.0,31.74,512.0,0.92,1/1,12554000.0,5.774255162517897,11718000.0,3.784080373597,0.9334076788274653,1.014573563942897
4.3803,4.2906,4.5735,397.23507,1833000.0,1600000.0,1732000.0,1586000.0,1581000.0,1684000.0,1602000.0,1675000.0,1582000.0,1681000.0,4.38,513.0,0.9,1/1,1721000.0,3.8706893069361494,1590200.0,0.6326135751457321,0.9239976757699012,1.026664084188779
13.3929,13.0917,13.6895,427.05648,1482000.0,1694000.0,1464000.0,1385000.0,1503000.0,1719000.0,1559000.0,1427000.0,1522000.0,1436000.0,13.39,514.0,1.01,1/1,1505600.0,8.056208174058995,1532600.0,7.260002380584979,1.017933049946865,1.0078545048978862
26.2958,26.0004,26.6379,449.1872,3733000.0,4340000.0,3912000.0,4118000.0,4337000.0,3682000.0,3882000.0,3846000.0,4243000.0,3757000.0,26.3,515.0,1.17,1/1,3786000.0,2.4330896385853853,4184000.0,4.5784728839204885,1.1051241415742208,0.944550548354035
3.5117,3.456,3.6066,472.23055,326700.0,310100.0,328600.0,303300.0,343400.0,317100.0,332600.0,307900.0,326100.0,307800.0,3.51,516.0,1.02,1/1,317620.0,3.125459405592638,323100.0,5.067659180118407,1.0172533215792456,0.9973071780188683
5.9604,5.8249,6.1724,325.17749,297200.0,324300.0,318700.0,380100.0,332600.0,310800.0,358600.0,319400.0,334300.0,316900.0,5.96,517.0,1.13,1/1,312600.0,2.959442142121225,345980.0,6.636633381079349,1.1067818298144594,0.9794529467384597
8.2358,7.915,8.4497,402.14756,2187000.0,2105000.0,2348000.0,2286000.0,2097000.0,2162000.0,1596000.0,2219000.0,2012000.0,2166000.0,8.24,518.0,0.97,1/1,2216400.0,3.47213865766728,2019200.0,12.716988141928711,0.9110268904529868,0.93920297984844
7.2247,6.9325,7.5285,417.16771,3127000.0,2780000.0,3183000.0,3026000.0,3067000.0,3057000.0,3202000.0,3037000.0,3229000.0,3006000.0,7.23,519.0,0.94,1/1,3082000.0,2.3314087825035297,3060800.0,5.851857392545897,0.9931213497728748,1.0565120742264626
3.3901,3.3379,3.6624,341.15171,421400.0,393800.0,411900.0,390300.0,1388000.0,399000.0,1349000.0,399300.0,1315000.0,398700.0,3.37,520.0,0.99,1/1,406060.0,2.5208975948811863,967220.0,54.35085853500132,2.381963256661577,2.4060234915773506
25.7284,25.4961,26.0299,346.13628,6864000.0,6801000.0,6973000.0,6677000.0,6729000.0,6851000.0,6581000.0,7912000.0,6509000.0,6768000.0,25.73,521.0,0.94,1/1,7073600.0,6.70546426884118,6659400.0,1.7442789498628795,0.9414442433838498,1.0015364291317552
15.7833,15.4803,16.0796,555.14087,927400.0,1041000.0,933600.0,921100.0,953700.0,1038000.0,975600.0,931200.0,971500.0,941700.0,15.78,522.0,1.03,1/1,954380.0,4.928598614859828,972580.0,4.510659605681798,1.0190699721285024,0.9893883224548566
3.7346,3.5147,3.8829,373.15251,1276000.0,1287000.0,1225000.0,1198000.0,1303000.0,1119000.0,1434000.0,1140000.0,1383000.0,1185000.0,3.73,523.0,1.05,1/1,1189000.0,5.34938983526851,1321000.0,6.898903555188552,1.111017661900757,1.058112058953102
8.4363,8.2455,8.7389,458.16616,247400.0,207900.0,247500.0,192700.0,198700.0,232200.0,197400.0,228000.0,202500.0,222700.0,8.44,524.0,1.01,1/1,235560.0,4.824295369307366,199840.0,2.855703564680954,0.84836135167261,0.8399617343293168
