,Compound Name,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,rt,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
495,496,25.857,25.884,25.854,25.805,25.816,25.865,25.827,25.815,4.125,3.545,5.405,4.111,4.062,3.737,4.986,2.842,C8H12N4S3,261.0315,25.83,1.45,1/1,0.058,3.8745,23.432519859231554,4.328749999999999,17.0128739663367,1.117240934314105,0.7705109891821413
496,497,31.335,31.351,31.323,31.335,31.349,31.335,31.341,31.346,14775.835,14817.502,16799.74,15338.814,21063.584,19998.572,15238.753,14286.506,C25H21F3N4O3S,515.1372,31.28,1.08,1/1,0.447,14779.649,2.6362002215730653,18300.1775,14.642881077862105,1.2382010898905653,1.1464824906394122
497,498,4.132,4.128,4.064,4.052,4.043,4.0,4.086,4.069,5631.361,5775.414,6847.837,6815.6,6745.604,6741.381,6023.504,6325.702,C23H33N5O2,412.2705,4.14,1.15,1/1,0.129,5938.99525,5.126399416531796,6787.605500000001,0.7755054385050134,1.1428878479065967,0.9938155199187798
498,499,4.366,4.366,4.268,4.246,4.234,4.222,4.332,4.313,4367.906,4489.34,4602.293,5092.629,5311.235,5382.908,4718.275,4958.652,C25H24N4O2,413.1973,4.29,1.2,1/1,0.052,4633.54325,5.631044999346412,5097.26625,6.911993293121162,1.1000795665390628,0.9167329721158857
499,500,26.515,26.549,26.933,27.009,27.081,27.139,26.669,26.722,6195.85,6077.293,5975.093,6479.837,6875.551,7454.358,6206.491,6028.247,C22H21NO3,348.1595,26.78,1.2,1/1,0.015,6126.970249999999,1.4378198644173101,6696.20975,9.341216009891909,1.0929071754510316,0.9107559795425263
500,501,26.311,26.315,26.31,26.312,26.342,26.356,26.295,26.294,10558.411,11435.891,11430.58,10835.084,11648.87,12641.48,9701.564,10548.713,C27H28N4O3S2,521.1677,26.32,1.11,1/1,0.158,10561.14475,6.704777319958054,11639.003499999999,6.457741767771857,1.1020588937577056,0.9928458502321671
501,502,8.244,8.193,8.009,7.958,7.933,7.886,8.135,8.104,1943.051,1718.713,1894.83,1981.415,2108.963,2364.271,1823.095,1869.984,C26H24ClN3O3,462.1573,8.0,1.16,1/1,0.121,1838.7107500000002,5.112298508548966,2087.3697500000003,9.796151071218896,1.135235517603843,0.978651308279175
502,503,3.861,3.861,3.931,3.954,3.967,3.99,3.869,3.87,2528.645,2407.229,3041.684,2884.893,3135.903,3158.162,2412.963,2252.959,C22H30N4O,367.2488,3.86,1.26,1/1,0.026,2400.4489999999996,4.712554821651751,3055.1605,4.066323486019597,1.2727454322087244,1.0101154223878765
503,504,15.863,15.857,15.865,15.855,15.918,15.935,15.85,15.875,2033.608,1912.618,2320.888,2137.994,2071.756,2350.998,1880.918,1863.062,C14H10F3N5O2,338.0857,15.86,1.37,1/1,0.02,1922.5514999999998,3.9958030727028073,2220.4089999999997,6.155358839773123,1.1549282294908614,0.843013306197709
504,505,30.252,30.27,30.358,30.38,30.401,30.419,30.305,30.322,18935.763,19032.19,17871.36,21356.981,17896.018,19147.943,18514.447,20485.367,C24H23N5OS,430.1698,30.29,1.12,1/1,0.27,19241.941749999998,4.463655018638335,19068.0755,8.591438613248963,0.990964204535127,0.8847894683349348
505,506,18.045,18.033,18.081,18.105,18.118,18.123,18.01,17.992,9315.396,8526.385,4616.048,4569.526,5855.496,6421.723,7920.69,7379.788,C16H16N2OS,285.1058,18.04,0.71,1/1,0.063,8285.56475,10.030529499751552,5365.6982499999995,17.185596022771787,0.6475959589839666,0.91210698448446
506,507,25.869,25.865,25.854,25.86,25.864,25.88,25.848,25.85,4731.09,4703.201,5437.106,5539.277,5549.405,5666.065,4380.388,4824.464,C16H14N2O2S2,331.0568,25.83,1.22,1/1,0.05,4659.78575,4.149305416947331,5547.96325,1.6881324462507064,1.1906047933641584,0.9759055683312774
507,508,4.024,4.039,4.071,4.076,4.108,4.125,4.029,4.023,1769.967,1826.418,2447.098,2567.35,2649.688,2751.072,1914.598,1984.618,C23H22N6O2,415.1872,4.03,1.25,1/1,0.015,1873.9002500000001,5.059932709852401,2603.802,4.942165332695841,1.3895093935763123,1.1116075148610498
508,509,13.909,13.918,13.907,13.928,13.94,13.962,13.931,13.915,1007.212,1097.021,1211.009,1221.416,1223.842,1280.841,920.672,1005.011,C16H10N2O2,263.0815,13.92,1.32,1/1,0.012,1007.479,7.1482480787643725,1234.277,2.5551647207947887,1.2251143696295406,0.9281169466890459
509,510,13.708,13.722,13.763,13.775,13.775,13.79,13.713,13.716,1516.471,1507.707,2209.825,2262.205,2429.035,2477.995,1734.163,1776.823,C18H14N2O4,323.1025,13.74,1.4,1/1,0.002,1633.7910000000002,8.669996657437483,2344.765,5.499061418659258,1.435168268156698,1.0251201915404986
510,511,5.038,5.045,5.069,5.058,5.078,5.123,5.041,5.045,7985.208,8194.45,11806.183,11239.428,12860.607,12224.346,8478.199,9081.922,C18H21F3N6O2,411.1751,5.02,1.5,1/1,0.0,8434.94475,5.646607282169063,12032.641,5.682878017821455,1.4265227996899446,0.9510151997932964
511,512,24.638,24.653,24.657,24.663,24.67,24.68,24.635,24.658,1111.036,1111.159,1334.701,1273.393,1304.695,1388.046,1218.048,1177.963,C17H11F6N7O,444.0999,24.62,1.09,1/1,0.13,1154.5515,4.571260548223966,1325.20875,3.6824357939837937,1.1478125921624112,1.0530390753783587
512,513,31.44,31.433,31.444,31.439,31.436,31.431,31.429,31.426,3066.218,3369.069,3418.531,3371.832,3404.143,3525.35,3414.848,3230.876,C31H29N5O6S,600.1912,31.42,1.08,1/1,0.159,3270.25275,4.797804538411777,3429.964,1.9394172870180426,1.0488375860245052,0.9711459129856529
513,514,9.076,9.079,9.18,9.155,9.164,9.183,9.135,9.145,4649.533,4661.129,5570.113,5417.331,4952.807,4790.989,4371.732,4633.99,C21H27N7O,394.235,9.11,1.13,1/1,0.005,4579.096,3.028743167532642,5182.8099999999995,7.145315725684669,1.1318413066683903,1.0016294749277792
514,515,27.56,27.554,27.543,27.554,27.575,27.566,27.546,27.543,4029.508,4103.815,4194.828,3924.856,3500.854,3594.36,4093.632,4087.585,C18H14Cl2N2O2,361.0507,27.52,1.02,1/1,0.673,4078.635,0.8196140225869222,3803.7245000000003,8.357840393040235,0.932597425364123,0.9143112013373755
515,516,10.21,10.174,9.901,9.848,9.8,9.724,10.102,10.054,16579.156,15364.1,13624.461,13168.915,13462.463,16243.444,15320.929,15256.745,C19H20ClN3,326.1419,9.94,0.88,1/1,0.236,15630.2325,4.057210096141127,14124.820749999999,10.088228575951169,0.9036859016652503,1.0269157973468754
516,517,13.795,13.785,13.825,13.8,13.814,13.8,13.788,13.8,3415.678,3583.32,4605.981,4872.09,4875.02,4779.601,3716.493,3973.903,C19H23N3O3,342.1811,13.75,1.28,1/1,0.0,3672.3485,6.4187406935829205,4783.173,2.637657902519758,1.3024834108200787,1.0175651647031865
517,518,31.329,31.349,31.345,31.363,31.384,31.378,31.342,31.338,18847.824,19438.723,19354.133,21267.728,18902.564,18403.033,19443.789,17795.255,C31H32N6O2,521.2672,31.31,0.92,1/1,0.231,18881.397750000004,4.111230710194949,19481.8645,6.4282511084915575,1.031802028533613,1.121523944058275
518,519,21.748,21.691,21.304,21.214,21.117,21.013,21.583,21.513,6756.844,8166.454,9251.291,10054.385,9504.878,9142.854,8881.758,9274.089,C25H34N4O2S,455.2475,21.35,1.27,1/1,0.039,8269.78625,13.397830050473768,9488.351999999999,4.286388349307767,1.1473515412807678,0.9034264104572974
519,520,31.237,31.255,31.287,31.294,31.312,31.303,31.258,31.263,9909.951,10393.745,12133.763,13035.414,11783.317,11905.187,9828.575,10196.403,C17H13ClN4,309.0906,31.22,1.2,1/1,0.04,10082.1685,2.5870496312919298,12214.420250000001,4.636141218598437,1.2114874146370398,1.0095728455308666
520,521,26.078,26.09,26.085,26.076,26.084,26.101,26.084,26.079,574.512,668.55,712.868,792.361,805.719,802.743,597.625,612.402,C16H10BrN3O2,356.0027,26.03,1.17,1/1,0.117,613.27225,6.524820831566236,778.4227500000001,5.662305627620153,1.2692939391925855,1.0848666146945176
521,522,4.057,4.082,4.143,4.181,4.189,4.158,4.096,4.068,1273.88,1191.817,1078.877,1674.427,1934.317,2336.527,1200.816,1106.054,C23H30N8O3S,499.226,4.06,1.16,1/1,0.491,1193.14175,5.758826675548624,1756.037,30.02464399223245,1.4717756712477792,1.2687721303860167
522,523,31.706,31.728,31.733,31.746,31.751,31.737,31.715,31.709,33292.758,33351.979,33875.866,33572.136,27654.884,33262.252,30480.408,29209.908,C22H21Cl2IN4O,555.0219,31.65,0.98,1/1,0.9,31583.763249999996,6.56549563104929,32091.2845,9.249210996263853,1.0160690556721421,1.0368051588491247
523,524,4.413,4.427,4.459,4.434,4.445,4.476,4.419,4.416,3546.455,3482.077,3802.29,4257.396,4240.728,4358.646,3423.938,3478.52,C21H28N6O2,397.2345,4.4,1.14,1/1,0.099,3482.7475000000004,1.4390441461103858,4164.765,5.935595207550752,1.1958274322212563,1.0489714317730319
524,525,13.705,13.699,13.427,13.363,13.259,13.206,13.616,13.566,2209.568,2209.277,2442.999,2729.7,2689.253,2675.633,2154.589,2266.875,C18H17Cl2FN4OS,427.0553,13.45,1.22,1/1,0.031,2210.0772500000003,2.074450368462389,2634.39625,4.921337407758411,1.191992836449495,0.9770433085651599
525,526,26.298,26.338,26.666,26.724,26.784,26.85,26.436,26.481,8269.845,8803.183,9913.68,9608.891,10323.614,10477.224,8220.608,8308.271,C22H24N8OS,449.1868,26.53,1.2,1/1,0.012,8400.47675,3.2243131696218925,10080.85225,3.912718619790325,1.200033349297705,1.000027791081421
526,527,16.799,16.765,16.412,16.341,16.257,16.198,16.664,16.596,1677.592,1662.08,847.853,827.656,872.246,718.139,1551.829,1695.521,C22H29N7O5,472.2292,16.48,0.55,1/2,0.004,1646.7555,3.9315296960622415,816.4735000000001,8.333892336824885,0.49580736180932755,0.9014679305624137
527,528,8.346,8.383,8.658,8.719,8.81,8.892,8.426,8.491,4064.975,4021.764,4292.9,4874.435,3944.275,4422.633,4117.226,4002.026,C21H16FN7O,402.1474,8.55,1.07,1/1,0.233,4051.49775,1.261242564569153,4383.56075,8.772938249131371,1.081960553970442,1.011178087822843
528,529,7.315,7.343,7.609,7.661,7.754,7.847,7.394,7.445,5645.535,5769.286,7156.824,7103.27,7039.711,6949.394,6202.784,6177.327,C22H20N6O3,417.1669,7.51,1.25,1/1,0.063,5948.733,4.763848869445466,7062.29975,1.2630826330365321,1.1871939369274096,0.9497551495419276
529,530,25.868,25.864,25.885,25.882,25.902,25.908,25.862,25.871,9588.984,8900.672,10089.531,10033.925,9972.383,10547.669,8630.485,9117.891,C18H17F2N3O2,346.1363,25.85,1.1,1/1,0.309,9059.508000000002,4.474836446717468,10160.877,2.581102550921282,1.1215705091269856,1.019609553751805
530,531,16.07,16.046,15.802,15.764,15.712,15.682,15.962,15.905,771.91,871.236,840.056,869.454,1000.63,852.534,719.196,724.1,C30H27BrN4O2,555.1387,15.84,1.09,1/1,0.298,771.6105,9.142586399223841,890.6685,8.341036632306544,1.1542980558196136,1.0589890420363428
531,532,3.782,3.746,3.837,3.825,3.853,3.846,3.743,3.764,1046.52,1007.935,2220.042,2305.415,2517.994,2486.274,1132.916,1161.057,C19H16N8O,373.1515,3.76,1.44,1/1,0.017,1087.107,6.6082841137767145,2382.43125,6.007912050163246,2.1915333541224555,1.5218981625850385
532,533,8.618,8.614,8.728,8.727,8.767,8.77,8.638,8.682,392.541,379.376,298.989,375.956,478.344,574.23,312.224,253.024,C25H23N5O2S,458.1645,8.65,1.2,1/1,0.32,334.29125,19.322550288348587,431.87975,27.788707672463826,1.2919265760022136,1.0766054800018448
533,534,28.417,28.413,28.425,28.422,28.428,28.426,28.417,28.42,1296.036,1295.383,1342.58,1398.712,1420.852,1335.116,1279.678,1255.802,C19H18N2O5S2,419.0728,28.41,1.07,1/1,0.392,1281.7247499999999,1.4717574319129374,1374.315,3.05969754377169,1.0722387938596023,1.0020923307099086
534,535,7.861,7.895,8.356,8.436,8.582,8.692,8.017,8.065,661.231,593.965,676.687,701.967,666.368,857.273,532.823,616.61,C13H9Cl2N5,306.0306,8.21,1.2,1/1,0.011,601.15725,8.890268191830623,725.57375,12.274980127301422,1.2069616560392478,1.0058013800327066
535,536,6.02,6.023,5.893,5.848,5.829,5.821,5.957,5.93,803.297,848.267,785.181,881.439,805.359,659.754,834.078,722.435,C19H17N3O3,336.134,5.87,0.92,1/1,0.11,802.0192499999999,7.017135843832822,782.9332499999999,11.748941620506233,0.9762025662102249,1.0610897458806792
536,537,9.771,9.727,9.474,9.441,9.402,9.365,9.674,9.633,4904.043,4575.92,4699.424,5223.733,5557.047,5560.599,4393.697,3664.985,C24H25N5O3S,464.1748,9.52,1.28,1/1,0.17,4384.66125,11.955284106575851,5260.20075,7.715598963096933,1.1996823585858543,0.9372518426451987
537,538,4.42,4.458,4.555,4.545,4.572,4.608,4.473,4.471,583.546,606.111,886.309,964.882,882.479,789.157,643.919,643.675,C29H29N7O2,508.2454,4.48,1.4,1/1,0.026,619.31275,4.8013103592872675,880.70675,8.16193038080408,1.4220710779811976,1.0157650557008555
538,539,8.691,8.685,8.785,8.812,8.881,8.906,8.702,8.725,2629.314,3042.288,3723.42,4051.995,4206.852,4222.236,2956.597,3170.792,C26H24F4N6O,513.2039,8.74,1.28,1/1,0.044,2949.74775,7.832791273199266,4051.12575,5.717027421567726,1.3733804017648628,1.072953438878799
539,540,8.261,8.293,8.516,8.594,8.67,8.738,8.326,8.376,4970.504,5374.309,5887.698,5952.341,6844.532,7510.606,5827.624,5818.562,C21H17FN2O2,349.1349,8.44,1.16,1/1,0.102,5497.74975,7.462498872961946,6548.79425,11.845636946177532,1.191177217551599,1.026876911682413
540,541,7.364,7.375,7.511,7.536,7.577,7.621,7.386,7.423,1792.495,1812.198,2243.867,2424.607,2313.847,2357.297,1731.41,1904.211,C26H29N5O2,444.2392,7.45,1.26,1/1,0.002,1810.0785,3.95352667558578,2334.9045,3.2503651853531075,1.2899465409925592,1.0237670960258407
541,542,13.124,13.106,12.883,12.844,12.783,12.752,13.059,13.006,11627.479,11730.497,15419.929,15824.393,16637.408,14454.176,11951.565,12254.443,C22H19ClN4O5,455.1119,12.89,1.49,1/1,0.039,11890.996,2.3334192789592265,15583.976499999999,5.823536569623057,1.310569484675632,0.8795768353527731
542,543,32.995,33.09,32.95,33.109,33.049,33.012,32.957,33.079,5160.871,7404.885,5109.845,7778.472,6028.725,6333.388,4272.745,7059.205,C25H52NO4P,462.3703,33.01,0.93,1/1,0.539,5974.4265,25.163761479726155,6312.6075,17.536503088722057,1.0566047636538838,1.1361341544665415
543,544,14.746,14.714,14.54,14.503,14.456,14.439,14.647,14.622,17571.358,16834.836,19392.139,19488.493,18453.047,19314.113,18738.477,18210.628,C20H19N5,330.1715,14.53,1.16,1/1,0.003,17838.82475,4.608031101810965,19161.948,2.4942766881516993,1.0741709876375125,0.9260094721013039
544,545,32.2,32.194,32.193,32.19,32.195,32.209,32.185,32.19,12709.068,11836.558,12974.989,12573.931,11504.613,11415.097,12393.981,11533.617,C18H25NO3Si,332.168,32.14,1.03,1/1,0.691,12118.306,4.382724103955282,12117.1575,6.4149252323889625,0.9999052260274661,0.9707817728422001
545,546,3.933,3.945,4.044,4.058,4.076,4.111,3.962,3.967,2114.509,2179.985,2714.028,2850.695,2997.399,3068.33,2630.689,2451.465,C25H23N5O2,426.1921,3.96,1.21,1/1,0.004,2344.1620000000003,10.253186457327242,2907.613,5.423635505665481,1.2403635073002632,1.025093807686168
546,547,29.761,29.783,29.776,29.78,29.784,29.776,29.756,29.764,3782.033,4143.349,4710.959,4298.018,4143.225,4755.398,4007.902,4097.898,C21H18F3N3O3S2,482.0816,29.75,1.13,1/1,0.296,4007.7955,4.009386973106705,4476.9,6.7712149330904525,1.11704801305356,0.9885380646491683
547,548,19.477,19.458,19.416,19.432,19.402,19.38,19.454,19.432,28103.528,26521.679,30077.387,28824.454,30116.246,29415.631,27634.374,30179.226,C32H36N6O4,569.2876,19.37,1.06,1/1,0.429,28109.701749999997,5.446068271130274,29608.4295,2.0724494918463234,1.0533170989621048,0.9936953763793441
548,549,14.954,14.953,14.993,15.0,15.01,15.024,14.969,14.956,1412.354,1403.03,1638.09,1651.422,1632.973,1745.033,1456.436,1428.974,C16H13FN2O2,285.1035,14.96,1.2,1/1,0.002,1425.1985,1.643764232731681,1666.8795,3.1603665655056803,1.1695770799646505,0.9746475666372089
549,550,9.427,9.401,9.272,9.242,9.24,9.229,9.342,9.317,12774.422,10923.211,19248.253,19644.973,19265.112,19601.673,15358.331,18039.044,C16H14IN3O2,408.0206,9.27,1.39,1/1,0.079,14273.752,21.71737644396472,19440.00275,1.0932523337717999,1.3619406271035113,0.9798134007938931
550,551,4.77,4.773,4.69,4.673,4.655,4.636,4.715,4.707,6399.357,6718.427,7636.946,7902.912,8360.041,8238.335,6650.647,6819.873,C16H15N3O2,282.1237,4.67,1.3,1/1,0.022,6647.076,2.6957725661673417,8034.558499999999,4.083239006443259,1.2087357659217375,0.9297967430167211
551,552,15.145,15.141,15.152,15.14,15.144,15.152,15.147,15.142,1871.904,1937.176,1773.994,1869.984,2154.975,2245.47,1976.353,1898.847,C12H21N3O2,240.1703,15.11,0.97,1/1,0.632,1921.07,2.3715245024040605,2011.1057499999997,11.183723078781084,1.046867500923964,1.079244846313365
552,553,31.259,31.262,31.23,31.23,31.223,31.225,31.239,31.223,1228.911,1316.345,1518.035,1492.26,1343.782,1372.282,1309.386,1315.647,C24H16F3NO4,440.11,31.2,1.14,1/1,0.077,1292.5722500000002,3.2923514032636962,1431.58975,6.033414489835933,1.1075510479201451,0.9715360069474959
553,554,30.631,30.631,30.631,30.628,30.63,30.638,30.634,30.628,6604.008,6696.387,7500.989,7374.79,7049.843,7051.614,6655.98,6486.083,C19H16ClNO4,358.0844,30.59,1.1,1/1,0.024,6610.6145,1.3799966467451452,7244.308999999999,3.166475408519208,1.0958601503687744,0.9962365003352494
554,555,4.239,4.278,4.397,4.419,4.433,4.445,4.339,4.349,687.458,643.313,877.022,920.139,905.397,1026.322,809.61,796.438,C22H19FN4O2,391.1563,4.32,1.29,1/1,0.023,734.20475,11.12235790357629,932.22,6.997979899219561,1.2697003117999441,0.9842638075968559
555,556,27.69,27.683,27.677,27.698,27.713,27.686,27.663,27.658,1105.757,1163.656,1216.077,1172.208,1321.35,1379.33,1203.864,1225.92,C22H24Cl2N2O4,451.1183,27.67,1.24,1/1,0.007,1174.79925,4.490507389987201,1272.24125,7.462411893854403,1.082943532692926,0.8733415586233274
556,557,6.295,6.282,6.215,6.201,6.194,6.201,6.229,6.221,9350.351,9806.669,11003.288,10336.129,11255.837,10399.131,9023.957,9759.758,C18H24N6O,341.2086,6.19,1.17,1/1,0.171,9485.18375,3.895848878635269,10748.59625,4.210357496285495,1.1331985265968094,0.9685457492280423
557,558,5.448,5.448,5.474,5.474,5.487,5.519,5.444,5.443,162.158,184.906,207.569,244.813,205.416,222.142,191.329,188.055,C9H11NOS,182.0631,5.4,1.26,1/1,0.091,181.61200000000002,7.285747162080525,219.985,8.247337504209245,1.211291104112063,0.961342146120685
558,559,3.868,3.865,3.842,3.826,3.817,3.809,3.856,3.843,3269.897,3021.835,4137.775,3893.695,4293.752,4543.549,3150.469,3007.636,C16H15N3O3,298.1184,3.82,1.39,1/1,0.022,3112.4592500000003,3.9538199421057096,4217.19275,6.469745722890025,1.3549391048252277,0.9747763344066387
559,560,24.398,24.422,24.428,24.431,24.433,24.448,24.422,24.405,9018.345,9048.205,9214.345,8874.995,8995.861,9549.145,8127.344,8545.615,C25H27N5O5,478.2084,24.39,1.01,1/1,0.924,8684.87725,5.0340973364244,9158.586500000001,3.2300990513759285,1.0545441502929707,1.0441031191019512
560,561,22.354,22.368,22.45,22.486,22.493,22.52,22.406,22.413,4853.685,4269.68,4904.341,5075.136,5921.161,6015.871,4719.819,5186.074,C15H12N2O,237.1024,22.42,1.14,1/1,0.026,4757.3145,7.979539201530692,5479.1272500000005,10.41578785957046,1.1517269354380502,1.010286785471974
561,562,28.972,29.051,29.398,29.495,29.554,29.64,29.164,29.223,991.792,1068.985,1546.4,1349.527,1363.12,1265.734,1188.876,1269.011,C29H24ClN3O3S,530.1298,29.27,1.24,1/1,0.069,1129.6660000000002,10.915401412524924,1381.1952500000002,8.561865633623158,1.2226580688451276,0.9860145716492965
562,563,31.578,31.586,31.645,31.666,31.673,31.691,31.605,31.633,31889.012,32347.909,33784.573,30990.833,31803.336,31024.771,27165.065,26802.091,C32H36N2O3,497.2799,31.58,1.3,1/1,0.026,29551.01925,10.064739282536785,31900.87825,4.108569922539064,1.0795187123706402,0.8303990095158771
563,564,3.492,3.485,3.474,3.468,3.473,3.469,3.476,3.485,3954.817,3766.169,4457.846,4419.744,4628.126,5582.525,4324.907,4362.955,C15H23N5O2S,338.1645,3.46,1.27,1/1,0.027,4102.2119999999995,7.068378199035575,4772.06025,11.480421490877301,1.1632895252610058,0.9159760041425242
564,565,5.618,5.602,5.543,5.515,5.515,5.507,5.565,5.557,3241.925,3156.497,4130.185,4437.115,4264.26,4530.7,3367.907,3542.654,C17H16N4O2S,341.1067,5.51,1.38,1/1,0.018,3327.2457500000005,5.0437564721673995,4340.565,4.111693819592334,1.304551970650199,0.9453275149639123
565,566,27.206,27.222,27.199,27.222,27.244,27.221,27.191,27.209,146.805,164.758,170.869,177.281,177.26,187.247,144.214,131.6,C15H14O3S2,307.0456,27.19,1.26,1/1,0.045,146.84425,9.305883359198118,178.16424999999998,3.797322762935477,1.213287207364265,0.962926355051004
566,567,27.541,27.542,27.539,27.541,27.562,27.564,27.539,27.548,5408.028,5221.139,5677.613,5515.886,4996.872,4877.316,4905.749,5196.511,C27H24N2O5,457.1759,27.51,1.05,1/1,0.076,5182.856750000001,4.003180840061556,5266.9217499999995,7.397154989644343,1.016219819311039,0.9678283993438466
567,568,16.798,16.791,16.802,16.813,16.845,16.855,16.785,16.8,14271.334,14847.447,14997.708,14608.079,15689.23,16220.53,13576.474,13934.507,C19H17NO3,308.1283,16.78,1.1,1/1,0.107,14157.4405,3.8175220874488733,15378.88675,4.665033142593096,1.0862759232503925,0.9875235665912658
568,569,26.34,26.35,26.367,26.379,26.39,26.396,26.339,26.361,16330.524,16129.503,17572.913,16357.708,16082.949,16920.477,14602.065,14587.881,C20H24FN5O3,402.1935,26.33,1.07,1/1,0.3,15412.493250000001,6.148059807217346,16733.511749999998,3.939969646366211,1.085710889119124,1.0146830739431065
569,570,9.401,9.42,9.7,9.831,9.93,9.964,9.539,9.591,44711.015,43072.317,43340.45,37249.233,40001.35,46749.153,41379.34,41816.709,C24H30ClN7O2S,516.1946,9.59,0.94,1/1,0.522,42744.84525,3.4959397719777368,41835.0465,9.836941382819203,0.9787155914431577,1.0411867994076145
570,571,13.05,13.056,13.06,13.073,13.064,13.062,13.01,13.051,1137.029,1187.071,1308.083,1345.855,1357.969,1327.346,1222.762,1054.064,C11H10N2O2S,235.0535,13.02,1.17,1/1,0.135,1150.2315,6.3571224823082515,1334.8132500000002,1.6347072822295698,1.1604735655387632,0.9918577483237293
571,572,12.628,12.671,12.962,13.034,13.108,13.169,12.748,12.783,10011.148,9839.741,10893.436,11229.94,10830.328,11167.143,12081.081,11216.857,C24H28N8O2,461.2409,12.85,1.04,1/1,0.679,10787.206750000001,9.808756128005445,11030.211749999999,1.7927075758153537,1.0225271477252438,0.9831991805050421
572,573,21.269,21.264,21.268,21.271,21.28,21.267,21.306,21.277,807.696,876.133,1031.386,1011.366,1053.124,1053.993,864.294,909.413,C17H12BrFN2O3,391.0085,21.25,1.13,1/1,0.056,864.384,4.8988144015537225,1037.4672500000001,1.9568632244540993,1.200238840607878,1.062158266024671
573,574,25.599,25.592,25.407,25.363,25.335,25.314,25.514,25.483,4980.431,4948.964,5636.084,5358.644,6483.512,6427.773,5095.543,5301.511,C34H36FN5O2,566.2918,25.4,1.2,1/1,0.012,5081.61225,3.1400418510263455,5976.50325,9.45695824841437,1.1761037552599571,0.980086462716631
574,575,13.141,13.115,12.908,12.869,12.839,12.816,13.008,12.982,12563.417,13145.559,15486.885,16971.06,16510.711,17134.278,13092.192,13514.375,C22H18FN3O2,376.1458,12.96,1.36,1/1,0.013,13078.88575,2.9939098123702172,16525.733500000002,4.4850468020908805,1.2635429206956719,0.9290756769821116
575,576,21.655,21.649,21.648,21.694,21.668,21.68,21.663,21.683,2088.367,2015.014,2323.159,2481.575,2586.906,2567.301,2134.494,2152.387,C22H30N4O6,447.2234,21.62,1.13,1/1,0.014,2097.5655,2.921839700526973,2489.73525,4.823851044284588,1.1869642449782856,1.0504108362639697
576,577,31.335,31.347,31.326,31.33,31.34,31.346,31.344,31.34,1574.834,1607.336,1774.212,1670.651,1395.727,1511.805,1482.6,1591.643,C18H13ClF6N2O3,455.0587,31.28,1.03,1/1,0.502,1564.1032500000001,3.5760304618498893,1588.09875,10.55421135728511,1.0153413785183298,0.9857683286585727
577,578,4.592,4.606,4.72,4.75,4.763,4.812,4.623,4.629,5034.206,5241.675,4943.884,4516.453,5269.593,5970.447,6342.075,6386.884,C19H21F3N6,391.1853,4.64,0.86,1/1,0.099,5751.210000000001,12.404772144671169,5175.09425,11.852944210366134,0.8998270363975579,1.0463105074390209
578,579,8.69,8.688,8.783,8.81,8.882,8.907,8.702,8.726,2630.335,3041.44,3704.869,4105.087,4164.586,4221.612,3003.861,3151.232,C28H25FN6O3,513.2046,8.74,1.27,1/1,0.034,2956.7169999999996,7.6569162349233055,4049.0385000000006,5.787216787480029,1.3694372846640381,1.0782970745386127
579,580,10.652,10.62,10.381,10.331,10.282,10.233,10.564,10.51,18108.764,19024.079,19390.927,19384.757,19234.298,18778.971,18945.82,18803.181,C23H24N6,385.2137,10.4,1.0,1/1,0.938,18720.461,2.2324556274522096,19197.238250000002,1.5007207324743606,1.025468243009614,1.025468243009614
580,581,4.973,4.983,5.075,5.074,5.104,5.165,5.0,4.997,3087.44,2927.972,3930.487,3694.809,4257.628,4214.377,2946.645,2974.452,C18H17N3O4S,372.101,5.02,1.29,1/1,0.0,2984.1272500000005,2.3951288269060766,4024.32525,6.54201562719669,1.3485769583049783,1.0454084948100606
581,582,14.415,14.394,14.163,14.109,14.05,13.992,14.317,14.276,34024.224,34795.754,31524.027,33141.645,36214.761,35142.152,26586.325,34254.524,C21H27N3O3,370.2127,14.16,1.06,1/1,0.37,32415.206749999998,12.029398241409108,34005.64625,6.139577825401884,1.0490646107015806,0.9896835950014912
