,Compound Name,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,rt,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
471,472,24.856,24.896,25.08,25.124,25.175,25.242,24.927,24.972,886.436,956.693,1219.585,1029.395,1030.767,1043.242,1148.084,1137.086,C35H28F3N5O2,608.2268,25.18,1.19,0.01,1/1,1032.07475,12.679998259896227,1080.7472500000001,8.58368030008457,1.0471598593028268,0.8799662683217032
472,473,4.391,4.8,4.766,4.779,4.764,4.76,4.784,4.331,2776.049,15942.862,17010.191,16384.814,18344.758,17092.406,16222.201,2626.634,C20H25NO4,344.187,4.55,1.09,0.234,1/1,9391.9365,82.2696795645191,17208.04225,4.77128608368328,1.8322145012373112,1.680930735080102
473,474,31.553,31.551,31.54,31.575,31.56,31.527,31.555,31.546,14.463,15.992,15.571,9.43,9.147,21.463,11.622,3.432,C12H22O11,343.1235,31.67,1.53,0.142,1/1,11.37725,49.20132377401249,13.90275,42.05660436839701,1.2219780702718144,0.7986784773018395
474,475,6.364,6.374,6.482,6.494,6.503,6.55,6.378,6.399,18622.164,22613.871,18255.097,20015.838,19368.337,21536.977,21056.395,20983.665,C21H25N3O2S,384.1744,6.42,0.87,0.34,1/1,20819.02375,7.907773673823988,19794.06225,6.924888002888179,0.9507680325308241,1.0928368190009472
475,476,4.987,4.989,5.26,5.292,5.36,5.496,5.069,5.087,2139.48,1799.146,2144.406,2526.239,2792.561,2212.288,1225.97,1458.032,C26H26ClN3,416.1883,5.33,1.24,0.19,1/1,1655.6570000000002,24.118294238248552,2418.8735,12.383612352779101,1.4609750087125533,1.178205652187543
476,477,21.61,21.584,21.596,21.605,21.622,21.611,21.618,21.619,968.518,1075.551,1235.252,1226.993,1281.581,1301.035,1064.38,1174.041,C18H18N2O3,311.139,21.45,1.24,0.002,1/1,1070.6225,7.848862547688242,1261.21525,2.838793824722719,1.178020497420893,0.9500165301781395
477,478,16.944,17.076,16.877,16.938,16.97,16.772,16.853,16.938,1074.394,875.996,1137.243,901.669,1090.022,1566.12,1317.225,1058.125,C22H30FN3O7,468.2137,16.96,1.04,0.205,1/1,1081.435,16.746557760345212,1173.7635,23.911895099926085,1.0853759125606255,1.0436306851544475
478,479,25.872,25.861,25.864,25.863,25.867,25.884,25.856,25.848,2464.25,2541.43,2719.642,2556.794,2622.818,2750.769,2290.765,2352.833,C20H32O2,305.2476,26.0,1.13,0.152,1/1,2412.3195,4.645821478644592,2662.50575,3.3456716177462225,1.1037119046627115,0.9767361988165589
479,480,3.376,3.365,3.349,3.365,3.346,3.341,3.337,3.326,5179.684,5394.849,4823.534,5088.32,5441.997,5017.294,5193.826,5445.369,C12H10N2O,199.0867,3.35,1.16,0.014,1/1,5303.432,2.572272931506737,5092.786249999999,5.07197208306717,0.9602812386394318,0.8278286539995102
480,481,17.199,17.138,16.762,16.694,16.628,16.472,17.023,16.944,9925.62,9587.674,9970.918,8963.891,9817.436,9813.051,9800.232,9376.97,C20H19N3O,318.1601,16.79,0.93,0.003,1/1,9672.624,2.496393385505634,9641.324,4.745707167167989,0.9967640631952612,1.0717893152637217
481,482,4.549,4.503,4.423,4.39,4.382,4.378,4.483,4.45,4318.81,4080.928,4332.406,4187.92,3841.732,4053.673,4212.707,4130.175,C11H14ClN,196.0887,4.55,0.9,0.115,1/1,4185.655000000001,2.4869668598099604,4103.93275,5.082681646772747,0.9804756364296626,1.0894173738107362
482,483,21.38,21.37,21.33,21.322,21.308,21.284,21.383,21.373,2535.025,2536.841,3092.057,3200.286,3284.943,3366.201,2629.961,2658.636,C16H14N2O3,283.1076,21.3,1.12,0.167,1/1,2590.11575,2.457610279473821,3235.8717500000002,3.627835965123772,1.249315498737846,1.1154602667302196
483,484,32.551,32.547,32.551,32.543,32.547,32.537,32.549,32.557,802.8,781.265,813.2,980.899,879.195,885.555,875.161,693.069,C23H36O3,361.2734,32.55,1.1,0.24,1/1,788.07375,9.51640012783432,889.71225,7.75912797411696,1.1289707974666077,1.0263370886060068
484,485,4.549,4.537,4.463,4.437,4.412,4.398,4.5,4.48,649.227,682.6,887.527,957.644,929.047,979.902,794.418,785.143,C13H18Br2N2O,378.9834,4.48,1.15,0.126,1/1,727.847,10.015745458223725,938.53,4.247852094443178,1.2894605597055424,1.121270051917863
485,486,3.646,3.655,3.646,3.643,3.646,3.649,3.634,3.643,127.019,148.177,150.432,199.524,190.35,197.548,118.27,121.456,C20H21N5O6,428.1557,3.75,1.44,0.022,1/1,128.7305,10.455194608883032,184.4635,12.483575589010213,1.4329432418890629,0.9950994735340715
486,487,3.256,3.277,3.26,3.274,3.244,3.25,3.272,3.269,1799.903,1855.92,1780.369,1794.708,1706.615,1662.934,1647.087,1765.536,C11H12N2O2,205.0969,3.09,1.05,0.21,1/1,1767.1115,4.994710300131676,1736.1565,3.5842832269579445,0.9824827126075519,0.9356978215310018
487,488,29.039,29.059,29.168,29.18,29.199,29.214,29.102,29.123,1946.868,2051.489,2445.153,2573.942,2821.915,3008.532,2109.736,2298.229,C21H17Cl3N4OS,479.0259,28.99,1.25,0.038,1/1,2101.5805,7.013875492726804,2712.3855,9.2850383071939,1.2906407820209598,1.0325126256167678
488,489,8.62,8.616,8.624,8.629,8.644,8.646,8.595,8.612,405.222,392.904,398.775,450.582,431.499,431.276,394.63,384.834,C29H36O10,545.238,8.77,1.01,0.869,1/1,394.3975,2.1259785669468196,428.033,5.023462849060127,1.0852832484992934,1.0745378698012806
489,490,34.419,34.429,34.422,34.412,34.43,34.448,34.411,34.43,1370.138,1358.196,1580.644,1486.879,1475.853,1462.874,1283.975,1345.558,C27H44O3,417.336,34.55,1.22,0.018,1/1,1339.46675,2.8617103075318133,1501.5625,3.571351400652777,1.1210151353141091,0.9188648650115648
490,491,20.718,20.759,21.201,21.288,21.394,21.502,20.884,20.964,7019.842,7374.931,7645.447,7690.805,7664.479,7674.694,6758.023,6382.363,C20H28O6,365.1963,21.03,1.01,0.644,1/1,6883.78975,6.088456324568551,7668.85625,0.24775307002609742,1.1140456824672775,1.1030155271953244
491,492,3.947,3.934,3.877,3.873,3.861,3.84,3.917,3.9,334.109,375.125,445.264,464.934,452.313,473.449,362.72,372.413,C17H17ClFN3O3,366.1014,3.95,1.34,0.003,1/1,361.09175,5.195380084349117,458.99,2.7483238401475747,1.2711173822165698,0.9485950613556491
492,493,4.645,4.66,4.955,4.973,5.062,5.185,4.717,4.739,204.735,199.469,190.864,167.965,142.521,134.664,169.177,155.006,C14H25N3O9,380.1688,4.76,0.91,0.037,1/1,182.09675,13.130573276877136,159.0035,16.073244471160592,0.8731814269063013,0.9595400295673641
493,494,4.657,4.659,4.95,4.994,5.073,5.185,4.731,4.743,343.503,345.426,472.722,441.282,491.994,447.787,336.39,315.647,C16H16O5,289.1077,4.73,1.41,0.003,1/1,335.2415,4.06539456481458,463.44625,5.0411306935961155,1.3824250577568709,0.9804433033736674
494,495,3.582,3.559,3.555,3.529,3.563,3.567,3.54,3.545,2239.942,2207.696,2203.202,2274.01,2247.262,2376.73,2384.605,2453.257,C19H20FN3O3,358.1569,3.53,1.34,0.012,1/1,2321.375,5.03263307628743,2275.301,3.237033080395783,0.9801522804372408,0.7314569256994333
495,496,25.882,25.868,25.857,25.82,25.834,25.87,25.853,25.849,4.125,3.545,5.405,4.111,4.062,3.737,4.986,2.842,C8H12N4S3,261.0315,25.77,1.45,0.058,1/1,3.8745,23.432519859231554,4.328749999999999,17.0128739663367,1.117240934314105,0.7705109891821413
496,497,31.319,31.334,31.331,31.339,31.335,31.32,31.325,31.324,14766.31,14817.502,16811.48,15338.695,21037.902,19993.43,15226.952,14286.506,C25H21F3N4O3S,515.1372,31.31,1.08,0.447,1/1,14774.3175,2.606143096678513,18295.37675,14.58089564644679,1.2383229716025799,1.1465953440764627
497,498,4.116,4.094,4.051,4.05,4.03,3.99,4.082,4.075,5629.267,5777.348,6880.523,6801.584,6840.877,6755.376,6022.298,6325.472,C23H33N5O2,412.2705,3.97,1.15,0.129,1/1,5938.5962500000005,5.12935111585602,6819.59,0.7857311646095589,1.1483505045489495,0.9985656561295214
498,499,4.367,4.366,4.284,4.267,4.241,4.232,4.348,4.313,4371.522,4491.335,4604.81,5097.806,5311.235,5383.303,4722.032,4958.652,C25H24N4O2,413.1973,4.48,1.2,0.052,1/1,4635.885249999999,5.602643666599421,5099.2885,6.887909286259672,1.0999600346018057,0.9166333621681715
499,500,26.539,26.574,26.91,26.981,27.072,27.155,26.679,26.731,6198.598,6082.344,5971.256,6468.701,6875.551,7464.094,6207.487,6028.247,C22H21NO3,348.1595,26.97,1.2,0.015,1/1,6129.169,1.4388418802056535,6694.900500000001,9.443363725116434,1.0923015012312438,0.9102512510260365
500,501,26.326,26.311,26.32,26.323,26.343,26.353,26.308,26.309,10572.602,11435.891,11449.603,10849.995,11648.87,12641.534,9739.647,10583.5,C27H28N4O3S2,521.1677,26.4,1.11,0.158,1/1,10582.91,6.54381199440204,11647.5005,6.392779109988222,1.100595252156543,0.9915272541950837
501,502,8.236,8.189,8.007,7.955,7.933,7.887,8.133,8.097,1941.307,1714.882,1893.837,1982.578,2108.963,2364.271,1822.31,1870.042,C26H24ClN3O3,462.1573,8.01,1.16,0.121,1/1,1837.1352499999998,5.173505486294098,2087.4122500000003,9.801348925733947,1.1362322126256086,0.9795105281255247
502,503,3.84,3.859,3.934,3.938,3.969,3.999,3.872,3.875,2525.526,2406.5,3038.268,2882.759,3132.176,3159.512,2412.733,2252.288,C22H30N4O,367.2488,3.78,1.26,0.026,1/1,2399.26175,4.677137484767562,3053.17875,4.091365494754823,1.2725492539528045,1.0099597253593686
503,504,15.879,15.869,15.89,15.865,15.91,15.921,15.869,15.88,2033.608,1912.618,2321.95,2139.37,2072.756,2350.725,1880.974,1863.12,C14H10F3N5O2,338.0857,15.99,1.37,0.02,1/1,1922.58,3.9944390840169026,2221.20025,6.132246238754256,1.1553226653767332,0.8433012156034548
504,505,30.264,30.282,30.357,30.372,30.403,30.415,30.304,30.312,18951.914,19052.535,17872.764,21352.115,17878.448,19149.054,18514.957,20482.051,C24H23N5OS,430.1698,30.36,1.12,0.27,1/1,19250.36425,4.434390620565561,19063.095250000002,8.602198581541455,0.9902719243351462,0.8841713610135233
505,506,18.009,17.995,18.033,18.07,18.075,18.084,17.963,17.962,9315.396,8526.613,4607.511,4563.968,5847.782,6406.03,7909.462,7375.634,C16H16N2OS,285.1058,17.91,0.71,0.063,1/1,8281.776249999999,10.073580997645717,5356.322749999999,17.151467202849233,0.6467601379595349,0.9109297717739929
506,507,25.871,25.859,25.862,25.858,25.872,25.886,25.847,25.853,4731.09,4704.314,5439.31,5539.743,5553.282,5671.468,4380.388,4824.464,C16H14N2O2S2,331.0568,25.99,1.22,0.05,1/1,4660.064,4.150862109405725,5550.95075,1.7128121650395036,1.1911747885865944,0.9763727775299954
507,508,4.045,4.06,4.078,4.09,4.104,4.115,4.051,4.053,1770.771,1827.43,2448.474,2568.866,2649.833,2751.072,1915.068,1984.392,C23H22N6O2,415.1872,4.16,1.25,0.015,1/1,1874.41525,5.0327694798982145,2604.56125,4.9144709442753145,1.389532682259174,1.1116261458073393
508,509,13.958,13.975,13.947,13.977,13.971,14.006,13.969,13.949,1009.331,1097.752,1212.914,1224.734,1224.537,1282.401,921.498,1005.429,C16H10N2O2,263.0815,14.1,1.32,0.012,1/1,1008.5025,7.137780553781554,1236.1465,2.5342941850996104,1.2257247750997147,0.9285793750755413
509,510,13.722,13.724,13.767,13.771,13.765,13.803,13.722,13.719,1516.533,1507.883,2207.753,2261.703,2427.687,2480.95,1734.091,1776.512,C18H14N2O4,323.1025,13.83,1.4,0.002,1/1,1633.7547499999998,8.658498439776318,2344.52325,5.566327711050016,1.43505213986371,1.025037242759793
510,511,5.028,5.046,5.067,5.072,5.09,5.098,5.037,5.038,7982.106,8199.707,11802.958,11247.639,12867.838,12212.735,8483.21,9075.357,C18H21F3N6O2,411.1751,5.07,1.5,0.0,1/1,8435.095000000001,5.614496177310262,12032.7925,5.675147817230544,1.4265153504495205,0.9510102336330136
511,512,24.631,24.648,24.666,24.662,24.672,24.676,24.621,24.656,1110.82,1111.159,1335.176,1273.65,1305.316,1387.736,1217.266,1177.998,C17H11F6N7O,444.0999,24.59,1.09,0.13,1/1,1154.31075,4.550703171396229,1325.4695,3.6606379305690253,1.148277879245255,1.0534659442617018
512,513,31.495,31.477,31.477,31.481,31.463,31.475,31.468,31.468,3068.719,3382.865,3419.577,3379.431,3404.143,3525.193,3419.46,3243.118,C31H29N5O6S,600.1912,31.59,1.08,0.159,1/1,3278.5405,4.85542971158311,3432.0860000000002,1.8716282252215932,1.0468334919150764,0.9692902702917373
513,514,9.101,9.105,9.187,9.173,9.179,9.194,9.145,9.156,4655.51,4664.028,5573.378,5470.251,4972.474,4812.758,4372.546,4634.035,C21H27N7O,394.235,9.26,1.13,0.005,1/1,4581.52975,3.053409680990302,5207.21525,7.133695612554695,1.1365669403325387,1.0058114516217158
514,515,27.564,27.565,27.552,27.563,27.577,27.564,27.553,27.553,4029.508,4103.815,4196.998,3926.023,3500.854,3593.57,4093.632,4087.585,C18H14Cl2N2O2,361.0507,27.34,1.02,0.673,1/1,4078.635,0.8196140225869222,3804.36125,8.388296065089078,0.9327535437713842,0.9144642585993963
515,516,10.216,10.181,9.928,9.851,9.798,9.725,10.087,10.058,16579.156,15363.987,13627.78,13160.644,13447.354,16243.444,15298.405,15245.256,C19H20ClN3,326.1419,9.75,0.88,0.236,1/1,15621.701,4.097811293656612,14119.805499999999,10.118874239828425,0.9038583890448293,1.0271118057327606
516,517,13.804,13.802,13.811,13.804,13.806,13.807,13.793,13.788,3415.261,3587.945,4600.631,4875.988,4870.552,4777.221,3712.852,3964.402,C19H23N3O3,342.1811,13.7,1.28,0.0,1/1,3670.1150000000002,6.295078500167896,4781.098,2.6890977491257275,1.3027106780032778,1.0177427171900608
517,518,31.338,31.359,31.347,31.354,31.35,31.344,31.346,31.353,18904.154,19486.144,19402.797,21312.067,18821.523,18339.467,19393.518,17841.822,C31H32N6O2,521.2672,31.43,0.92,0.231,1/1,18906.409499999998,3.989433677323479,19468.9635,6.694623651071129,1.029754671292823,1.1192985557530684
518,519,21.769,21.717,21.308,21.236,21.133,21.001,21.591,21.505,6768.289,8173.792,9251.148,10050.343,9504.286,9139.902,8884.113,9274.798,C25H34N4O2S,455.2475,21.54,1.27,0.039,1/1,8275.248,13.331112236369346,9486.419750000001,4.276546717662057,1.1463607797615252,0.9026462832767914
519,520,31.25,31.274,31.294,31.294,31.308,31.296,31.27,31.28,9908.838,10393.004,12134.332,13038.636,11785.983,11905.485,9828.575,10198.768,C17H13ClN4,309.0906,31.08,1.2,0.04,1/1,10082.29625,2.589989069145015,12216.109,4.642054321184807,1.211639560779619,1.009699633983016
520,521,26.08,26.09,26.085,26.081,26.089,26.103,26.069,26.078,574.512,668.55,713.096,792.361,805.719,802.471,597.551,612.402,C16H10BrN3O2,356.0027,26.07,1.17,0.117,1/1,613.25375,6.526593111377091,778.41175,5.641459993135628,1.269314292819245,1.0848840109566196
521,522,4.042,4.069,3.934,4.175,4.169,3.846,4.067,4.08,1273.687,1193.502,1203.358,1689.13,1937.138,865.499,1202.943,1110.755,C23H30N8O3S,499.226,4.01,1.16,0.491,1/1,1195.22175,5.582087149094439,1423.78125,33.78638456838914,1.1912276947771407,1.026920426532018
522,523,31.723,31.728,31.738,31.739,31.764,31.738,31.727,31.726,33320.753,33355.917,33875.866,33554.251,27710.327,33264.124,30494.378,29236.526,C22H21Cl2IN4O,555.0219,31.84,0.98,0.9,1/1,31601.8935,6.54971310439143,32101.142,9.151866878457765,1.0157980565310114,1.036528629113277
523,524,4.443,4.453,4.46,4.451,4.463,4.479,4.448,4.444,3547.794,3483.584,3802.29,4258.931,4247.618,4359.141,3427.435,3482.645,C21H28N6O2,397.2345,4.54,1.14,0.099,1/1,3485.3645,1.4118032050670724,4166.995,5.957497212828279,1.1955693586710945,1.0487450514658725
524,525,13.731,13.715,13.462,13.38,13.293,13.232,13.627,13.568,2210.861,2209.828,2444.878,2731.001,2691.576,2676.324,2154.711,2267.175,C18H17Cl2FN4OS,427.0553,13.59,1.22,0.031,1/1,2210.64375,2.0770634208613505,2635.94475,4.910738076514496,1.1923878508239965,0.9773670908393414
525,526,26.291,26.336,26.662,26.725,26.784,26.842,26.429,26.482,8270.097,8803.183,9912.628,9608.891,10323.614,10473.513,8220.824,8305.11,C22H24N8OS,449.1868,26.52,1.2,0.012,1/1,8399.8035,3.2278493654019607,10079.6615,3.9023464294978307,1.1999877735235116,0.9999898112695931
526,527,16.803,16.751,16.394,16.33,16.26,16.185,16.645,16.607,1677.592,1662.08,847.853,827.656,872.246,718.139,1551.829,1695.521,C22H29N7O5,472.2292,16.45,0.55,0.004,1/2,1646.7555,3.9315296960622415,816.4735000000001,8.333892336824885,0.49580736180932755,0.9014679305624137
527,528,8.34,8.361,8.646,8.705,8.789,8.89,8.41,8.472,4064.975,4021.347,4292.067,4874.225,3933.659,4422.633,4116.163,4001.962,C21H16FN7O,402.1474,8.46,1.07,0.233,1/1,4051.11175,1.2526457048553272,4380.646000000001,8.870807174082005,1.0813441520096305,1.0106020112239538
528,529,7.283,7.328,7.598,7.658,7.735,7.842,7.381,7.451,5633.724,5764.966,7152.165,7099.391,7014.369,6941.295,6195.718,6174.164,C22H20N6O3,417.1669,7.33,1.25,0.063,1/1,5942.143,4.8058156028604335,7051.805,1.3188994954646855,1.1867444119066135,0.9493955295252908
529,530,25.875,25.887,25.895,25.899,25.917,25.914,25.866,25.886,9600.681,8914.197,10101.133,10064.33,9992.588,10552.558,8641.985,9137.798,C18H17F2N3O2,346.1363,26.0,1.1,0.309,1/1,9073.66525,4.470543069009067,10177.65225,2.495355943027632,1.1216693551704477,1.019699413791316
530,531,16.07,16.03,15.822,15.762,15.718,15.684,15.925,15.901,772.198,871.236,840.966,869.454,1000.55,852.534,716.79,724.385,C30H27BrN4O2,555.1387,15.97,1.09,0.298,1/1,771.1522500000001,9.218342947860586,890.8760000000001,8.311588133445811,1.1552530644888865,1.0598651967787949
531,532,4.048,4.037,3.843,3.838,3.859,3.846,4.033,4.044,697.496,658.608,2226.321,2314.561,2519.702,2486.274,734.828,611.51,C19H16N8O,373.1515,3.96,1.44,0.017,1/1,675.6105,7.824551648635163,2386.7145,5.852319902772668,3.5326782221413078,2.4532487653759083
532,533,8.638,8.639,8.745,8.742,8.769,8.778,8.651,8.7,392.837,380.095,299.343,376.479,478.62,575.886,312.709,253.024,C25H23N5O2S,458.1645,8.85,1.2,0.32,1/1,334.66625,19.361086968038844,432.582,27.85437929532276,1.2925773064956505,1.0771477554130422
533,534,28.424,28.416,28.426,28.43,28.441,28.44,28.42,28.423,1296.858,1295.383,1342.88,1398.668,1421.544,1335.639,1280.155,1255.802,C19H18N2O5S2,419.0728,28.43,1.07,0.392,1/1,1282.0494999999999,1.4865070954553288,1374.68275,3.059605656568567,1.0722540354331094,1.0021065751711302
534,535,7.861,7.92,8.344,8.452,8.592,8.695,8.024,8.057,661.231,594.033,676.687,702.505,666.529,857.201,532.902,616.524,C13H9Cl2N5,306.0306,8.32,1.2,0.011,1/1,601.1725,8.882561680017504,725.7305,12.256019816867001,1.2071917793977602,1.0059931494981336
535,536,6.016,6.013,5.906,5.863,5.862,5.842,5.97,5.956,803.373,848.296,785.795,882.078,804.976,659.676,835.037,723.098,C19H17N3O3,336.134,6.05,0.92,0.11,1/1,802.451,6.998381872008716,783.13125,11.776348839880386,0.9759240751148668,1.0607870381683333
536,537,9.781,9.726,9.491,9.445,9.419,9.368,9.669,9.631,4906.705,4575.92,4703.138,5222.947,5556.94,5561.044,4393.697,3664.519,C24H25N5O3S,464.1748,9.66,1.28,0.17,1/1,4385.21025,11.978717464145992,5261.017249999999,7.683959359613722,1.1997183601402006,0.9372799688595317
537,538,4.412,4.46,4.565,4.551,4.578,4.605,4.479,4.48,584.344,606.111,886.891,964.882,882.479,789.07,643.716,643.675,C29H29N7O2,508.2454,4.38,1.4,0.026,1/1,619.4614999999999,4.739618962493871,880.8305,8.16676617630546,1.42192936929898,1.0156638352135572
538,539,8.685,8.681,8.781,8.832,8.882,8.911,8.712,8.74,2628.99,3042.288,3724.371,4055.421,4206.852,4222.859,2958.261,3172.103,C26H24F4N6O,513.2039,8.72,1.28,0.044,1/1,2950.4105,7.8508801603497576,4052.37575,5.708203333393487,1.3734955695148183,1.0730434136834517
539,540,8.256,8.27,8.533,8.584,8.662,8.744,8.317,8.378,4971.42,5373.098,5891.361,5950.793,6840.648,7508.217,5826.798,5817.883,C21H17FN2O2,349.1349,8.29,1.16,0.102,1/1,5497.29975,7.450944289863306,6547.75475,11.815129797078193,1.1910856325416856,1.0267979590876601
540,541,7.386,7.398,7.525,7.54,7.566,7.626,7.411,7.464,1793.248,1813.078,2243.867,2424.607,2310.537,2357.297,1729.835,1904.357,C26H29N5O2,444.2392,7.63,1.26,0.002,1/1,1810.1295,3.986265036369146,2334.077,3.2653769934710954,1.289453047420088,1.0233754344603874
541,542,13.113,13.096,12.877,12.832,12.774,12.733,13.02,12.982,11627.66,11724.227,15412.362,15824.393,16633.973,14444.46,11934.529,12247.113,C22H19ClN4O5,455.1119,12.93,1.49,0.039,1/1,11883.38225,2.307850384428599,15578.797,5.845779222021321,1.31097331317437,0.8798478611908523
542,543,32.98,33.104,32.911,33.075,32.999,32.989,32.956,33.07,5241.633,7464.931,4589.99,7124.423,5533.744,5902.387,3965.26,7110.792,C25H52NO4P,462.3703,32.9,0.93,0.539,1/1,5945.654,27.608039636212734,5787.6359999999995,18.118752469069126,0.9734229405209249,1.0466913338934676
543,544,14.735,14.708,14.538,14.51,14.472,14.447,14.652,14.616,17562.575,16834.836,19390.716,19501.562,18452.351,19324.7,18743.361,18203.658,C20H19N5,330.1715,14.6,1.16,0.003,1/1,17836.1075,4.618298338800557,19167.33225,2.5157785809252102,1.0746365063117052,0.9264107813031942
544,545,32.211,32.21,32.199,32.202,32.204,32.208,32.194,32.205,12726.58,11852.718,12982.368,12582.578,11509.276,11415.097,12393.981,11541.112,C18H25NO3Si,332.168,32.19,1.03,0.691,1/1,12128.59775,4.386813401395938,12122.32975,6.438472426672212,0.999483204890689,0.9703720435831932
545,546,3.919,3.93,4.044,4.058,4.083,4.128,3.961,3.966,2119.849,2190.876,2713.033,2850.457,2997.009,3070.453,2630.689,2449.889,C25H23N5O2,426.1921,3.9,1.21,0.004,1/1,2347.82575,10.050263398995718,2907.738,5.460723582226326,1.2384811777449838,1.0235381634256064
546,547,29.765,29.786,29.794,29.796,29.792,29.784,29.766,29.791,3776.893,4143.349,4712.05,4298.397,4143.225,4757.625,4008.38,4099.013,C21H18F3N3O3S2,482.0816,29.6,1.13,0.296,1/1,4006.9087499999996,4.07566148491673,4477.82425,6.7896597884330525,1.1175258857591903,0.9889609608488411
547,548,19.467,19.443,19.404,19.412,19.387,19.365,19.433,19.411,28092.17,26513.839,30063.174,28807.985,30112.866,29417.936,27614.224,30162.615,C32H36N6O4,569.2876,19.44,1.06,0.429,1/1,28095.712,5.439290470791374,29600.49025,2.080706365438739,1.053559000391234,0.9939235852747491
548,549,14.965,14.965,14.99,14.993,15.008,15.026,14.973,14.961,1412.58,1404.539,1638.09,1651.445,1632.973,1745.318,1456.95,1429.043,C16H13FN2O2,285.1035,14.97,1.2,0.002,1/1,1425.7779999999998,1.6236085997358072,1666.9565,3.16854054687613,1.1691557170891964,0.9742964309076637
549,550,9.431,9.39,9.288,9.261,9.245,9.24,9.332,9.316,12787.35,10923.211,19257.531,19660.287,19265.112,19613.677,15345.557,18033.831,C16H14IN3O2,408.0206,9.38,1.39,0.079,1/1,14272.48725,21.679566691631543,19449.15175,1.1195491308005265,1.3627023383748338,0.980361394514269
550,551,4.765,4.767,4.694,4.673,4.651,4.635,4.721,4.702,6396.475,6718.427,7636.946,7902.912,8359.371,8240.384,6651.806,6818.856,C16H15N3O2,282.1237,4.68,1.3,0.022,1/1,6646.391,2.7113094531638846,8034.903249999999,4.085611695626764,1.2089122126579672,0.9299324712753594
551,552,15.15,15.159,15.167,15.148,15.159,15.159,15.16,15.147,1871.904,1937.975,1774.027,1874.822,2153.687,2245.691,1980.048,1898.847,C12H21N3O2,240.1703,15.25,0.97,0.632,1/1,1922.1934999999999,2.453096791037234,2012.05675,11.118367649531585,1.0467503661832174,1.0791240888486777
552,553,31.243,31.234,31.236,31.228,31.231,31.226,31.241,31.231,1228.911,1313.922,1518.035,1494.182,1344.953,1375.861,1310.771,1315.647,C24H16F3NO4,440.11,31.22,1.14,0.077,1/1,1292.31275,3.2744408570562524,1433.25775,5.973628037368901,1.1090641564899828,0.9728632951666517
553,554,30.638,30.624,30.629,30.629,30.626,30.642,30.637,30.632,6604.372,6692.358,7498.129,7374.79,7049.083,7051.614,6661.107,6486.083,C19H16ClNO4,358.0844,30.61,1.1,0.024,1/1,6610.98,1.3746965418951547,7243.404,3.1551420326615003,1.0956626702848897,0.9960569729862633
554,555,4.28,4.285,4.414,4.41,4.438,4.452,4.307,4.356,704.048,652.864,881.77,920.232,905.691,1026.322,807.615,796.625,C22H19FN4O2,391.1563,4.47,1.29,0.023,1/1,740.288,10.06737507037527,933.5037500000001,6.842850003023695,1.2610007861805137,0.97751998928722
555,556,27.689,27.689,27.67,27.711,27.716,27.695,27.661,27.669,1105.757,1163.656,1216.077,1172.208,1321.35,1379.33,1204.536,1227.366,C22H24Cl2N2O4,451.1183,27.63,1.24,0.007,1/1,1175.3287500000001,4.538824024458775,1272.24125,7.462411893854403,1.082455653365069,0.8729481075524751
556,557,6.274,6.284,6.221,6.209,6.2,6.206,6.234,6.225,9341.889,9813.933,11004.733,10340.2,11261.106,10406.164,9023.957,9765.019,C18H24N6O,341.2086,6.04,1.17,0.171,1/1,9486.1995,3.9426408640550874,10753.05075,4.201154142971081,1.1335467644339547,0.9688433884050895
557,558,5.451,5.443,5.476,5.471,5.477,5.491,5.44,5.45,162.158,184.906,207.677,244.813,205.416,221.837,191.329,187.945,C9H11NOS,182.0631,5.21,1.26,0.091,1/1,181.5845,7.2770744828468725,219.93574999999998,8.232867551485558,1.211203324072264,0.9612724794224317
558,559,3.858,3.863,3.835,3.819,3.804,3.787,3.852,3.849,3269.042,3022.389,4139.265,3893.939,4294.086,4544.363,3150.998,3010.368,C16H15N3O3,298.1184,3.92,1.39,0.022,1/1,3113.19925,3.9137256544654044,4217.9132500000005,6.471375642021285,1.3548484729976729,0.9747111316530022
