,Compound Name,/home/zzy/peakformer/resources/paper/qe-shift/SA1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA5_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB5_Area,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
416,417,2173050.707,2309883.816,2115408.647,2118436.4,2144071.145,2247760.53,2316439.318,2361608.935,2363638.981,2442989.785,C21H19FN6O2,407.1632,4.73,1.15,0.008,1/1,2172170.143,3.7019348699588983,2346487.5098,3.0498206400764323,1.080250328162254,0.9393481114454383
417,418,800031.39,1015222.096,803370.875,789816.979,1048230.322,977416.047,758423.491,756715.907,744558.075,747062.84,C18H17F3N2O2,351.132,31.49,0.91,0.456,1/1,891334.3324,14.448758153940883,796835.2720000001,12.690764008428717,0.8939802305768337,0.9823958577767403
418,419,1209116.76,1185245.161,1172639.949,1201597.284,1196214.235,1178783.937,1377976.208,1207704.043,1190754.996,1204586.185,C15H11Cl2NO3,324.0194,17.48,1.08,0.247,1/1,1192962.6778000002,1.199206798789965,1231961.0738000001,6.691590404441006,1.0326903739117126,0.956194790658993
419,420,647918.529,618576.146,610066.945,584230.266,563468.434,552183.678,573610.427,596565.979,665350.225,665483.357,C26H34ClN6O2P,529.2255,3.79,1.05,0.714,1/1,604852.0639999999,5.362476106833328,610638.7331999999,8.582886111871746,1.00956708184433,0.961492458899362
420,421,6520176.567,6429965.633,6708922.554,6611204.095,7950712.223,8311889.249,8209787.338,6590490.383,6127094.204,6160117.015,C21H24N4O2,365.1977,20.65,1.13,0.417,1/1,6844196.214399999,9.164022047655893,7079875.637800001,15.452991669588572,1.0344349308548664,0.9154291423494394
421,422,887462.51,942102.879,1078079.867,953384.452,1005440.305,903302.1,994124.493,1066412.791,1110947.766,1127357.954,C33H43N7O2,570.3564,11.89,1.08,0.091,1/1,973294.0026,7.400017444676656,1040429.0207999998,8.881153463173284,1.0689771210144718,0.9897936305689553
422,423,655944.801,711828.353,640822.594,637865.97,624579.076,604661.076,614006.057,626910.241,658286.556,683187.788,C20H16N6S,373.1237,3.83,0.98,0.623,1/1,654208.1588000001,5.210158465723627,637410.3435999999,5.1209842611684415,0.9743234397583607,0.9942075915901639
423,424,1118588.633,1231113.146,1133788.012,1140326.521,1146033.153,1282066.594,1212714.562,1203259.693,1192683.904,1263736.229,C16H25N3O3,308.1973,4.87,0.96,0.366,1/1,1153969.893,3.8412186509043913,1230892.1964000002,3.2117282605000597,1.0666588477451728,1.1111029664012217
424,425,835107.3,839366.781,834867.754,785417.99,801152.23,776829.352,801981.183,806700.4,877652.863,832562.382,C27H36N6O3S,525.2655,3.81,1.16,0.126,1/1,819182.4110000001,2.972773214951498,819145.2359999999,4.665919637097494,0.9999546193869632,0.8620298442991062
425,426,2668447.196,2539763.663,2539924.058,2584009.603,2564500.262,2548311.304,2944670.109,2615409.997,2542643.73,2637072.943,C18H23F2N5O4S2,476.1245,17.39,1.0,0.955,1/1,2579328.9564,2.060825704170623,2657621.6166000003,6.233297104489604,1.0303538872022258,1.0303538872022258
426,427,193624.077,192163.928,195884.34,195306.318,196472.308,223766.866,194610.691,202867.998,209887.856,209656.414,C28H36O15,613.2143,7.2,1.07,0.033,1/1,194690.19419999997,0.9079951379811438,208157.96500000003,5.153935632677701,1.069175393528885,0.9992293397466214
427,428,4436394.029,4847992.465,4324050.476,4277187.888,4250411.128,4335859.03,4379934.161,4550224.532,4665141.105,4762933.319,C16H18N2O2,271.1445,5.13,1.15,0.239,1/1,4427207.197199999,5.5506316984583925,4538818.4294,4.013722002548309,1.0252103023934793,0.8914872194725908
428,429,90087.717,99607.693,93310.533,89296.642,89131.678,93038.551,86380.277,85127.473,83546.246,86286.259,C24H23ClFN5O2,468.1606,4.82,0.87,0.015,1/1,92286.8526,4.7964486945228995,86875.7612,4.1786810421671365,0.9413666058863946,1.0820305814786146
429,430,65164.367,61974.513,63198.947,64347.669,75708.555,61477.453,62471.773,62034.748,64582.058,68869.399,C48H78O19,959.5238,9.56,1.0,0.978,1/1,66078.81019999999,8.347569680539085,63887.0862,4.731326846091404,0.9668316667118199,0.9668316667118199
430,431,4295998.211,4194605.73,4221351.967,4151690.111,4570091.55,3700923.966,3660441.469,3742148.441,3657255.446,3672278.632,C27H41NO2,412.3216,9.67,0.83,0.006,1/1,4286747.513800001,3.8925938281280636,3686609.5908,0.9629709367498563,0.8600015697056982,1.0361464695249376
431,432,4204533.115,4651179.131,4195706.25,4123130.44,4186810.904,3846302.223,4094724.178,4012411.778,4089312.61,4121996.036,C13H12N2O,213.1026,4.18,0.93,0.037,1/1,4272271.968,5.0142957077469905,4032949.3649999998,2.7772678002355087,0.9439823576793414,1.0150347932035928
433,434,2268474.248,2005041.254,1979725.054,1987734.205,1963819.774,2205066.557,1985847.883,1962289.06,2017752.346,2137054.129,C15H15FIN3O3,432.0224,6.08,0.97,0.09,1/1,2040958.9070000001,6.273963729238267,2061601.9949999999,5.075752715318272,1.010114406482756,1.0413550582296454
434,435,731515.959,984814.711,774368.148,751694.877,715596.915,884387.727,699020.21,701530.645,712987.547,701759.341,C28H36O3,421.2743,32.0,0.94,0.396,1/1,791598.122,13.925744248880015,739937.0939999999,10.937497956662872,0.9347383140962024,0.9944024618044708
435,436,7472614.104,6788208.889,6087368.915,6157220.1,5993902.376,3685196.052,3489540.206,4219127.794,4369696.268,4675210.228,C17H19FN4O4,363.1458,4.39,0.54,0.001,1/2,6499862.876800001,9.64765694748905,4087754.1096,11.995556420152392,0.6288985147964344,1.1646268792526564
436,437,587722.448,585239.651,575874.24,580961.181,584135.936,561040.462,541120.69,529424.144,506767.444,505401.719,C34H34F2N4O6,633.2536,8.13,0.88,0.294,1/1,582786.6912,0.7831021697225894,528750.8918000001,4.46003990163905,0.907280313336023,1.0310003560636625
437,438,1799998.867,1748995.421,1753361.61,1770698.371,1998174.861,1938923.325,1925814.213,1732290.049,1688893.921,1814357.818,C25H22F3N5O4S,546.1429,19.93,1.05,0.455,1/1,1814245.8260000001,5.773979174910985,1820055.8652,6.158381010375434,1.003202454219123,0.955430908780117
438,439,2610676.556,2513548.307,2568591.237,2895377.919,2448899.896,2454788.15,2648367.135,2666018.983,2556511.606,2596254.289,C18H11F3N2O,329.0901,25.78,1.04,0.37,1/1,2607418.783,6.597748240766026,2584388.0325999996,3.2644755316852487,0.9911672223310818,0.9530454060875786
439,440,177043.242,192527.838,182892.622,182964.899,186881.171,183346.666,188461.147,209520.039,195307.417,197058.897,C30H42N8O3,563.3466,3.44,1.09,0.018,1/1,184461.9544,3.0982883066014844,194738.8332,5.092418014358172,1.0557127285863779,0.9685437876939246
440,441,178056.744,222449.846,225779.216,217212.838,203528.954,197860.501,197398.289,194169.345,197182.718,179567.46,C37H40N2O6,609.2975,0.41,0.91,0.096,1/1,209405.5196,9.298248180510203,193235.66259999998,4.025122152471022,0.9227820879273517,1.0140462504696173
441,442,2175922.034,2595464.87,2217422.391,2183715.635,2137434.102,2029746.084,2067148.359,2368901.461,2045054.274,2023359.186,C9H9N3O2,192.077,3.51,1.05,0.539,1/1,2261991.8064,8.33663173363018,2106841.8728,6.999255280184435,0.9314100373126798,0.8870571783930283
442,443,86844.042,136794.777,105649.421,101276.764,102294.284,93904.304,92911.72,88721.989,93667.612,92534.962,C26H40O3,401.3059,33.26,0.95,0.433,1/1,106571.85759999999,17.23700770928689,92348.1174,2.27556012000154,0.8665338062006345,0.9121408486322469
443,444,278345.002,274613.598,330561.683,276409.768,275129.41,266039.581,320212.508,277938.116,272153.656,272059.759,C22H30O4,359.2223,14.09,1.0,0.962,1/1,287011.8922,8.49706103219706,281680.724,7.791436576641239,0.9814252707121799,0.9814252707121799
444,445,3011190.428,3094566.27,3052012.773,3055316.131,2949560.627,2768862.284,2919735.154,3102989.71,3169802.011,3115172.5,C28H37N3O3S3,560.2081,24.06,0.92,0.054,1/1,3032529.2458000006,1.8126614863220365,3015312.3318,5.534500910040972,0.994322589296098,1.0807854231479326
445,446,8841847.942,8635048.752,8687408.159,8651457.119,8658771.271,9341477.351,8646235.35,8693584.63,9022210.848,9150890.139,C24H26N4O4,435.2035,8.01,1.05,0.081,1/1,8694906.6486,0.9695093497967313,8970879.6636,3.319294892564121,1.0317396179341884,0.9826091599373223
446,447,551367.947,792588.84,631469.295,621789.3,621652.71,702976.305,594866.244,585540.836,597817.734,583958.196,C16H14Br2N4O4,486.9446,30.96,0.95,0.612,1/1,643773.6184,13.851940096143666,613031.8630000001,8.25851147675987,0.952247568832653,1.0023658619291085
447,448,27445.19,29589.079,28605.295,28085.05,26765.631,28140.805,30576.087,32508.66,33679.696,32582.632,C5H5N5S,168.034,1.01,0.93,0.534,1/1,28098.049,3.8505152181543085,31497.576,6.933669678719364,1.1209880088115727,1.2053634503350243
448,449,436382.645,399650.19,389848.802,386298.7,400901.883,370780.239,362146.788,385286.856,373925.625,381219.026,C6H7NO2,126.0551,0.58,0.97,0.589,1/1,402616.444,4.938199429413047,374671.7068,2.4173366279504527,0.9305921613077482,0.9593733621729363
449,450,485910.421,489458.961,542263.046,466983.499,511882.004,449675.326,515245.79,496735.768,528560.724,560264.518,C17H15BrClFN4O3,459.0061,11.48,1.08,0.091,1/1,499299.58619999996,5.774034365295281,510096.42520000006,8.031417967746137,1.0216239694532319,0.9459481198641035
450,451,541788.051,519022.67,528970.941,670320.898,518408.877,510013.86,518209.303,520236.087,526290.589,523333.887,C21H16F4N4O2S,465.1014,26.17,0.95,0.511,1/1,555702.2874,11.655930656976944,519616.74520000006,1.1899903963979575,0.9350631749801936,0.9842770262949407
451,452,838626.58,870706.447,819578.219,784868.608,789953.451,763231.846,773427.251,841618.536,794261.136,813614.113,C21H20N4O3,377.1615,3.56,0.97,0.588,1/1,820746.6610000001,4.330257865102372,797230.5763999999,3.9516961238229364,0.9713479375336744,1.0013896263233757
452,453,492366.234,486426.937,492102.721,473192.232,475418.336,302426.583,296734.608,280002.069,274770.168,293751.287,C27H32ClN5O5,542.2177,4.23,0.55,0.0,1/2,483901.292,1.8825406940264184,289536.943,4.030299095686614,0.5983388508911028,1.0878888198020051
453,454,1552958.238,1526452.268,1543906.676,1546398.489,1560980.037,1729175.55,1602188.479,1629974.294,1688596.942,1763885.521,C19H17N5O7S3,524.0375,6.77,1.12,0.002,1/1,1546139.1416000002,0.8304015127967745,1682764.1572,3.9917228315312503,1.0883652783400952,0.9717547128036563
454,455,4270801.448,5278597.134,4434465.594,4657359.209,4350259.837,4668450.659,4385324.834,4298374.394,4319780.884,4377916.033,C26H33NO2,392.2588,32.02,0.94,0.275,1/1,4598296.6444,8.846541378665192,4409969.3608,3.383095045545671,0.9590441204289522,1.0202597025839917
455,456,635991.693,1013590.136,928579.773,1007714.643,1024148.556,822343.786,694309.882,850547.61,896830.369,704229.543,C8H10FN3O3S,248.0504,1.93,0.86,0.093,1/1,922004.9602,17.822844737294623,793652.238,11.369923760504019,0.8607895534833588,1.0009180854457662
456,457,1864099.025,1740117.458,1826112.974,1801398.22,1824165.714,1906956.678,1745605.932,1770099.508,1864076.697,1956043.074,C33H38N4O6,587.2879,5.68,0.99,0.712,1/1,1811178.6782000002,2.5207489450715093,1848556.3778000001,4.835427161672369,1.020637223731646,1.0309466906380262
457,458,2470250.189,2710620.386,2402183.47,2406024.103,2702688.395,2514088.69,2208490.99,2059263.36,1967416.26,1949547.944,C23H26F2N2O4,433.1941,27.77,0.84,0.06,1/1,2538353.3086,6.146639684333687,2139761.4488000004,10.890383435280402,0.8429722692859338,1.0035384158165879
458,459,4755.62,8145.647,4494.001,4285.253,8882.655,8093.544,3811.858,5134.775,5295.012,4790.636,C28H36O6,469.2588,31.19,0.87,0.525,1/1,6112.6352,36.21983174481152,5425.164999999999,29.4733186950449,0.8875329252431094,1.020152787635758
459,460,221881.488,241531.006,236954.678,225562.578,229804.325,224105.968,227616.6,225290.062,252945.397,249529.772,C28H39N7O3,522.32,3.8,0.99,0.876,1/1,231146.815,3.490586297271188,235897.55980000002,5.9822829926976935,1.0205529321267093,1.0308615476027367
460,461,16153919.131,16284802.152,15966754.952,16065114.753,15954225.0,15582117.123,17172376.997,15762795.628,15496128.564,15478759.318,C29H31N7O,494.2667,17.95,1.04,0.319,1/1,16084963.197600001,0.8577985901946462,15898435.526000002,4.5350345793377835,0.9884035997279851,0.9503880766615241
461,462,850125.96,877438.379,849077.511,847968.215,836577.21,870613.946,897975.304,911671.047,913074.469,927099.946,C24H29N7O2,448.2466,4.72,1.07,0.085,1/1,852237.4550000001,1.7727388191278015,904086.9424,2.3630498134350764,1.06083924978397,0.9914385511999719
462,463,575097.866,551656.281,537744.777,550732.329,551637.96,511097.866,542484.564,538389.014,518785.313,536459.896,C5H5N5,136.062,0.68,0.96,0.07,1/1,553373.8426,2.4398176633651425,529443.3306,2.5854177514902292,0.9567552526740989,0.9966200548688531
463,464,531606.685,510445.302,499703.484,499961.925,488154.533,473397.782,460682.519,480063.799,489558.689,507936.437,C35H28F3N5O2,608.2283,24.89,1.05,0.126,1/1,505974.3858,3.232499116737085,482327.84520000004,3.6818607964977907,0.9532653405713172,0.907871752925064
464,465,7784756.386,7826866.541,6937986.595,7176679.011,7172011.926,7726892.445,7545169.41,7596054.87,7589981.991,7676779.946,C20H25NO4,344.1864,4.68,0.74,0.443,1/1,7379660.0918,5.435067509050521,7626975.7324,0.9608200530713299,1.03351314796664,1.396639389144108
465,466,35895.299,45318.99,36879.507,35490.459,43758.919,43231.14,35552.358,34921.506,35528.684,35742.964,C12H22O11,343.1227,31.55,0.9,0.308,1/1,39468.6348,11.879273071621062,36995.3304,9.459467083813022,0.9373349391856847,1.0414832657618718
466,467,11967230.122,11938204.927,12241395.365,12045302.015,12084679.969,10924017.846,8910838.021,8282961.647,7952465.947,8304647.643,C21H25N3O2S,384.1746,6.22,0.74,0.005,1/1,12055362.479600001,0.9907495003229868,8874986.2208,13.481934489546548,0.7361857626278918,0.9948456251728268
467,468,1531468.786,1381039.344,1266217.6,1315328.175,1284737.403,1308895.396,1229488.461,1350261.853,1263435.751,1338923.619,C18H20FN5O2,358.1681,3.9,1.02,0.794,1/1,1355758.2616,7.927804593419896,1298201.016,3.9302253167438397,0.9575460852939419,0.9387706718568057
468,469,683795.843,670629.499,610135.487,607113.974,575298.918,581771.035,630689.312,621783.404,661118.397,764439.572,C26H26ClN3,416.1894,4.88,0.82,0.104,1/1,629394.7442,7.304071805671998,651960.344,10.578210067082518,1.0358528570629906,1.2632351915402324
469,470,1316802.395,1283354.283,1325027.561,1305157.663,1499058.03,1451031.012,1327892.869,1371262.975,1382508.151,1439784.111,C18H18N2O3,311.1391,21.38,1.04,0.573,1/1,1345879.9864,6.467973050485405,1394495.8236000002,3.6506704017490614,1.0361219705257965,0.9962711255055735
470,471,674578.159,532740.605,626825.726,593465.82,520105.799,469620.691,469343.709,533396.505,559806.99,562574.367,C22H30FN3O7,468.2152,16.42,1.11,0.279,1/1,589543.2218,10.954932874279272,518948.45239999995,8.974012423646558,0.8802551419648939,0.7930226504188232
471,472,1538253.631,1591049.858,1447837.154,1411549.717,1459528.759,1431229.566,1419670.335,1678233.141,1480091.885,1574197.458,C17H17N3O2,296.1397,3.59,1.09,0.108,1/1,1489643.8238000001,4.91008930792837,1516684.477,7.181813658110471,1.0181524286329202,0.9340847969109359
472,473,115277.281,116571.101,116148.829,152230.271,115100.52,117166.1,120185.951,120254.422,117844.323,125052.247,C20H32O2,305.2478,25.52,0.92,0.415,1/1,123065.6004,13.25704371499577,120100.60859999999,2.574843903261734,0.975907225168017,1.0607687230087142
473,474,2262943.951,2203257.889,2079163.029,2029895.855,2037004.154,2038629.06,2071033.175,2372026.464,2140414.331,2203152.381,C12H10N2O,199.0869,3.54,1.07,0.077,1/1,2122452.9755999995,4.9420267540582055,2165051.0822000005,6.097876443260726,1.0200702239765567,0.9533366579220155
474,475,5383471.344,5876688.072,5458222.395,5582709.11,5796718.487,5749625.073,6723771.671,5888802.294,5798995.835,6017462.288,C20H19N3O,318.1605,16.59,1.08,0.097,1/1,5619561.8816,3.781440271055625,6035731.4322,6.59201305753438,1.0740572947443918,0.9944974951336961
475,476,2227499.195,2417043.576,2207872.047,2205785.105,2247694.522,2242070.515,2242024.233,2244042.019,2298133.878,2270505.815,C11H14ClN,196.0893,4.69,1.07,0.01,1/1,2261178.889,3.9258027164312126,2259355.292,1.0980103125812402,0.9991935193589188,0.9338257190270268
476,477,1925227.029,1837836.448,2220511.147,1916246.442,2161940.708,2173811.337,2276468.349,1998264.195,1930288.428,2017811.431,C16H14N2O3,283.1081,20.71,1.06,0.538,1/1,2012352.3548,8.351903373498255,2079328.7480000001,6.81657756027914,1.0332826371287531,0.9747949406875029
477,478,16730.176,29556.132,15219.889,16330.243,14449.453,28656.002,16086.407,15120.727,14141.461,14510.477,C23H36O3,361.2741,32.54,1.0,0.99,1/1,18457.1786,33.96873673226185,17703.014799999997,34.835756091779096,0.959139811325226,0.959139811325226
478,479,1052725.58,1155548.502,1056526.657,1048991.512,1053368.906,1044267.276,1080772.865,1080679.076,1112090.134,1111334.437,C13H18Br2N2O,378.9846,4.66,1.05,0.127,1/1,1073432.2314,4.2836816312285695,1085828.7576,2.57193943559879,1.011548494480953,0.9633795185532885
479,480,300031.725,328255.158,299325.234,298471.599,292421.097,305292.123,309840.412,356649.222,327210.698,338746.677,C20H21N5O6,428.1573,3.6,1.05,0.401,1/1,303700.96259999997,4.627697734992144,327547.8264,6.442617575079367,1.0785208699894981,1.0271627333233315
480,481,1693199.225,1875921.735,1730723.333,1716413.643,1957832.97,1966559.027,1805475.253,1846911.947,1838789.415,1885386.032,C21H17Cl3N4OS,479.0273,29.01,1.05,0.396,1/1,1794818.1812,6.457610874691751,1868624.3348,3.3012388446302507,1.0411217996190867,0.9915445710657969
481,482,300643.333,288906.885,294102.068,294182.88,291559.626,268589.601,269915.21,275565.258,267177.093,272975.143,C29H36O10,545.2394,8.52,0.93,0.21,1/1,293878.9584,1.483226675391332,270844.461,1.2551052326716254,0.9216190994911325,0.9909882790227231
482,483,258053.787,397221.622,271763.344,276637.638,284106.824,272450.708,266224.034,266106.709,263751.349,269255.235,C27H44O3,417.3371,34.29,0.9,0.222,1/1,297556.64300000004,18.994211312937622,267557.60699999996,1.2563200754365862,0.8991820995910346,0.9990912217678162
483,484,211774.17,236997.972,223075.083,210726.386,214879.725,220976.211,224258.745,232375.42,236333.686,237978.784,C17H17ClFN3O3,366.1023,3.97,1.04,0.381,1/1,219490.66720000003,4.9750810530723335,230384.56920000003,3.2414377786119317,1.0496326433327277,1.0092621570506997
484,485,445093.11,493803.163,447644.635,439728.118,447734.67,455440.093,451099.806,505628.576,471223.242,482632.944,C19H20FN3O3,358.1567,3.6,1.06,0.109,1/1,454800.7392,4.8469558938159585,473204.93220000004,4.663933698332661,1.0404664975531333,0.9815721675029558
485,486,6776421.606,8373391.535,6691686.829,6612405.585,8081396.219,7809520.213,6548757.111,6435757.404,6487276.991,6442309.442,C25H21F3N4O3S,515.1369,31.53,0.94,0.534,1/1,7307060.354799999,11.61136430753161,6744724.2321999995,8.85059234589069,0.9230420859695512,0.9819596659250545
486,487,792347.426,846476.617,771882.296,763345.074,771278.255,769342.263,770447.45,761609.245,809530.949,818608.603,C12H11NO3,218.0815,3.62,0.99,0.748,1/1,789065.9336,4.288340617355031,785907.702,3.324907564590814,0.9959975060821712,1.0060580869516882
487,488,1877324.526,2017451.281,1777771.19,1779812.395,1765183.309,1773377.979,1778429.833,1802005.049,1857107.396,1960757.589,C23H33N5O2,412.2713,4.09,1.01,0.758,1/1,1843508.5402,5.811561866113743,1834335.5691999998,4.25672868357464,0.9950241776482333,0.9851724531170626
488,489,1918580.566,2007272.292,1854461.957,1835851.995,1836573.706,1860491.981,1879870.756,1916657.396,1974814.401,2084259.415,C25H24N4O2,413.1977,4.45,1.01,0.794,1/1,1890548.1031999998,3.8885228406085686,1943218.7898000001,4.635273562354066,1.0278600086984555,1.0176831769291639
489,490,4582319.253,4485177.721,4506980.793,4301857.341,4480214.787,4289396.847,4368600.369,4451096.907,4450792.26,4459532.207,C22H21NO3,348.1599,26.66,1.03,0.2,1/1,4471309.979,2.3075150498159585,4403883.718,1.6793531438783802,0.9849202445554714,0.9562332471412344
490,491,3012683.005,2886351.488,2859110.548,2683965.538,2830192.148,2756465.662,2770063.081,2739760.189,2733375.282,2702835.835,C27H28N4O3S2,521.1688,26.24,0.97,0.336,1/1,2854460.5454,4.135161213305055,2740500.0097999997,0.9300893066071009,0.9600763318366234,0.9897694142645603
491,492,458110.138,476288.404,482709.542,473642.262,477692.593,537400.682,476744.496,504579.273,517808.034,527030.942,C26H24ClN3O3,462.1587,7.92,1.09,0.047,1/1,473688.5878,1.9658643268844131,512712.6854,4.574465661204587,1.0823834447463545,0.993012334629683
492,493,1440251.673,1563784.071,1400102.636,1391864.598,1339888.45,1384107.35,1462202.951,1426032.599,1487211.574,1455336.648,C22H30N4O,367.25,3.78,1.04,0.537,1/1,1427178.2856,5.907358358207581,1442978.2244000002,2.7353853391149285,1.011070753359562,0.9721834166918865
493,494,9978137.548,10999040.059,9902575.968,9696602.162,9164428.497,10357097.02,9397245.666,9269700.521,9291986.308,9276182.016,C24H23N5OS,430.1702,30.1,1.01,0.781,1/1,9948156.846800001,6.7147098820591875,9518442.3062,4.955285410180001,0.9568046074044131,0.9473312944598149
494,495,5223519.255,5032935.762,4986907.314,5017432.228,5113714.938,4874116.687,5293711.635,4774900.217,4635341.123,4647043.858,C16H16N2OS,285.1059,17.53,0.99,0.881,1/1,5074901.8994,1.8797333621874814,4845022.704,5.5597893007694354,0.9547027312139416,0.9643461931453955
495,496,3061257.497,3005064.211,2998577.346,3396382.604,2946853.175,2848357.429,2864348.694,2894587.728,2916330.97,2980018.773,C16H14N2O2S2,331.0574,25.63,0.95,0.218,1/1,3081626.9666,5.859274996740347,2900728.7188,1.7775327334776607,0.941297811266369,0.9908398013330201
496,497,428466.223,417111.289,515637.941,419132.28,419435.335,400543.722,505779.881,433983.177,433423.593,441153.797,C16H10N2O2,263.0819,13.51,1.07,0.595,1/1,439956.6136,9.667646143121726,442976.834,8.68479515566375,1.0068648141808498,0.9409951534400465
497,498,917544.161,935436.159,1078777.123,921489.228,934918.664,939083.639,1109358.583,986197.615,1024161.392,1072724.133,C18H14N2O4,323.1031,13.13,1.05,0.355,1/1,957633.067,7.1203985479958956,1026305.0724,6.585718615762361,1.0717101442780483,1.0206763278838555
498,499,4738597.746,5083723.442,4641164.082,4551933.731,4534408.447,5163908.299,5276268.086,5383252.956,5667228.028,5803592.099,C18H21F3N6O2,411.1757,5.16,1.3,0.023,1/1,4709965.489600001,4.75988540155687,5458849.8936,4.918116932289669,1.1589999768901913,0.8915384437616856
499,500,1563968.254,1964349.33,1595635.233,1606513.153,1969939.154,1913088.179,1557637.029,1560655.187,1570284.357,1562394.898,C31H29N5O6S,600.1922,31.71,0.9,0.209,1/1,1740081.0248,11.946408610820274,1632811.93,9.599937068544138,0.9383539655503518,1.0426155172781686
500,501,1631931.341,1616953.502,1644299.584,1655112.09,1640678.01,1561662.493,1682355.406,1732927.736,1804901.336,1825311.322,C21H27N7O,394.2354,9.04,0.96,0.483,1/1,1637794.9054,0.8738152937896119,1721431.6586,6.157629073973997,1.0510666829675925,1.0948611280912424
501,502,1238660.829,1513688.239,1215186.063,1198146.182,1498854.079,1408601.72,1117830.632,1139311.472,1141788.454,1157043.66,C18H14Cl2N2O2,361.0511,27.45,0.91,0.361,1/1,1332907.0784,11.928655892546859,1192915.1876,10.175075540924377,0.8949725055342613,0.9834862698178696
502,503,3967385.2,4601076.668,3978870.809,3918519.393,4586459.477,4191869.118,3736852.491,3823253.168,3834490.586,3899700.79,C19H16N2O5,353.1138,27.31,0.97,0.686,1/1,4210462.3094,8.328771261297144,3897233.2305999994,4.480237795387245,0.9256069628979445,0.954233982369015
503,504,6447441.074,6548844.522,7081150.91,6438372.46,7205630.695,5458343.407,5412742.623,5549599.948,5463273.89,5388800.44,C19H20ClN3,326.1424,10.02,0.76,0.009,1/1,6744287.9322,5.479178162710531,5454552.061600001,1.1299869159928733,0.8087661909506754,1.0641660407245728
504,505,1811305.276,1726289.627,1927280.397,1716884.059,1699152.56,1671797.056,1997603.995,1806275.418,1873090.135,1905029.04,C19H23N3O3,342.1818,13.53,1.05,0.44,1/1,1776182.3838,5.341388906888058,1850759.1288000003,6.5629020484312806,1.0419870986674518,0.9923686653975731
505,506,4586574.638,5021004.543,4516542.284,4418051.653,4914352.861,4280054.645,3930976.997,4011946.085,3958807.724,3960886.446,C31H32N6O2,521.2669,31.26,0.86,0.048,1/1,4691305.195800001,5.585348717063578,4028534.379399999,3.564772038071812,0.858723577184157,0.9985157874234384
506,507,1758861.861,1921277.718,1857008.037,1902284.372,1988991.881,1870672.456,1597973.443,2087858.206,2162607.943,2137473.239,C25H34N4O2S,455.2485,21.56,1.11,0.323,1/1,1885684.7737999998,4.524861741156265,1971317.0574,12.09233300503215,1.045411770190749,0.9418124055772513
507,508,2682360.76,2916909.927,2663289.398,2612151.619,2923125.978,2949902.981,2761569.384,2750941.987,2829017.661,2828653.314,C17H13ClN4,309.0905,31.4,1.11,0.133,1/1,2759567.5364,5.389227608648336,2824017.0653999997,2.8069113300901174,1.0233549381016698,0.9219413856771799
508,509,278917.83,271633.486,342648.296,277129.273,274850.96,332186.896,330771.016,268266.938,265510.826,267018.061,C23H27ClO7,451.1527,12.96,1.04,0.712,1/1,289035.969,10.411699596284556,292750.7474,12.082245438733239,1.012852304897734,0.9738964470170519
509,510,406859.15,421865.426,423806.865,495291.084,420742.701,414043.343,435822.114,458483.879,464471.188,470152.518,C16H10BrN3O2,356.0036,25.92,1.07,0.239,1/1,433713.04520000005,8.086069796824733,448594.60839999997,5.193967393129985,1.0343120027508914,0.9666467315428892
510,511,609883.741,665946.037,603495.742,605949.485,595946.136,608507.826,627557.193,617060.435,644527.43,665572.088,C23H30N8O3S,499.2245,3.85,0.98,0.731,1/1,616244.2282,4.5834988884394665,632644.9944,3.601656902027839,1.0266140686589558,1.047565376182608
511,512,12124851.309,13478806.543,12148014.984,11706311.564,13113055.932,12403164.359,11703588.482,11575003.719,11298567.843,11382859.893,C22H21Cl2IN4O,555.0217,31.71,0.92,0.138,1/1,12514208.066399997,5.963095513178499,11672636.8592,3.7540349821579215,0.9327507419778666,1.0138595021498549
512,513,1741362.033,1838307.628,1699691.884,1679744.233,1687325.952,1588399.832,1603577.133,1583304.535,1587720.29,1606329.593,C21H28N6O2,397.2353,4.55,0.9,0.01,1/1,1729286.3460000001,3.783426345890517,1593866.2766,0.6496299517533974,0.9216901991314282,1.0241002212571424
513,514,1479195.383,1488742.998,1727420.35,1422287.907,1434541.796,1387009.104,1693337.317,1489127.501,1513524.039,1552694.135,C18H17Cl2FN4OS,427.0565,13.54,1.01,0.889,1/1,1510437.6868,8.246484232349626,1527138.4192,7.287465362527497,1.0110568827472664,1.0010464185616499
514,515,4190737.158,3787728.01,3684297.341,3841721.255,3750673.739,4123076.573,4355371.539,4381777.5,4345653.153,4277903.03,C22H24N8OS,449.1876,26.12,1.17,0.06,1/1,3851031.5006,5.150486548394158,4296756.359,2.429124081652698,1.1157416807238671,0.9536253681400575
