id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height
628,3.058E6,23.7609,310.10776,310.10802,1,10,0,0.899,1.33,0.00041,0.0178,0,23.6601,23.8597,310.10776,5.87E6,2.044E7,2.044E7,2.915E6,23.7678,310.10776,310.10802,0.175,23.6621,23.8573,ESTIMATED,310.10791,7.365E6,1.986E7,0.8461,0.9231,1.986E7,2.913E6,23.7508,310.10757,310.10783,0.1823,23.6631,23.8577,ESTIMATED,310.10767,8.431E6,1.914E7,1.2193,1.1096,1.914E7,2.89E6,23.7601,310.10784,310.10813,0.1793,23.6622,23.8583,ESTIMATED,310.10794,6.745E6,1.979E7,1.0039,1.002,1.979E7,2.738E6,23.7521,310.10762,310.10787,0.1747,23.6623,23.8566,ESTIMATED,310.10774,7.691E6,1.864E7,1.1646,1.0823,1.864E7,2.877E6,23.7686,310.10782,310.10807,0.172,23.6623,23.8591,ESTIMATED,310.10794,6.678E6,1.963E7,0.8518,0.9259,1.963E7,2.823E6,23.7677,310.10778,310.10808,0.1679,23.6614,23.8577,ESTIMATED,310.10794,5.87E6,1.947E7,0.8462,0.9231,1.947E7,3.058E6,23.7612,310.10745,310.1077,0.1757,23.6601,23.8597,ESTIMATED,310.10756,7.416E6,2.044E7,0.9745,0.9872,2.044E7,2.79E6,23.7618,310.10746,310.10776,0.1799,23.6623,23.859,ESTIMATED,310.10758,7.573E6,1.939E7,0.9779,0.9889,1.939E7,2.97E6,23.7534,310.10742,310.10768,0.1702,23.6625,23.8596,ESTIMATED,310.10753,8.345E6,2.015E7,1.1699,1.085,2.015E7,2.887E6,23.7658,310.10773,310.10795,0.1694,23.6619,23.8578,ESTIMATED,310.10783,7.836E6,1.948E7,0.8856,0.9428,1.948E7
629,2.686E6,23.9243,560.20853,560.20912,0.1,1,0,0.944,0,0,0,0,23.8066,24.0296,560.20863,6.05E3,2.779E7,2.779E7,2.686E6,23.8805,560.20853,560.20912,0.1073,23.8093,24.0046,ESTIMATED,560.2088,1.364E6,2.514E7,1.4777,1.4112,2.514E7,9.903E5,24.0022,560.20772,560.20898,0.0318,23.8066,24.0022,ESTIMATED,560.20848,1.016E4,2.678E7,,0.5,2.678E7,1.319E6,23.8067,560.20854,560.20938,0.0539,23.8067,24.0026,ESTIMATED,560.20897,2.18E5,2.38E7,,,2.38E7,1.547E6,23.9966,560.20762,560.20932,0.2387,23.8072,24.0033,ESTIMATED,560.2086,3.406E4,2.625E7,0.0737,0.5321,2.625E7,2.219E6,23.8323,560.2086,560.20927,0.0851,23.809,24.0042,ESTIMATED,560.20894,3.873E5,2.65E7,4.8103,3.2942,2.65E7,4.847E5,23.8081,560.20678,560.20929,0.0265,23.8081,24.0026,ESTIMATED,560.20884,1.286E5,1.372E7,,,1.372E7,1.738E5,24.006,560.20803,560.20932,0.0145,23.8564,24.006,ESTIMATED,560.20837,9.203E3,8.247E6,,0.5,8.247E6,1.179E6,24.0005,560.20737,560.20949,0.038,23.8068,24.0038,ESTIMATED,560.20839,8.818E3,2.779E7,0.0446,0.519,2.779E7,6.803E5,24.004,560.20747,560.2089,0.0286,23.8223,24.004,ESTIMATED,560.20827,6.05E3,2.19E7,,0.5,2.19E7,2.599E6,23.9062,560.20846,560.20906,0.103,23.8311,24.0296,ESTIMATED,560.20869,1.982E6,2.486E7,1.3421,1.5131,2.486E7
630,3.264E6,23.9913,231.14913,231.14928,1,10,0,0.835,3.25,0.00075,0.0543,0,23.8903,24.0896,231.14945,8.368E6,2.163E7,2.163E7,3.216E6,23.9787,231.14913,231.14928,0.1824,23.8904,24.0875,ESTIMATED,231.1492,8.691E6,2.163E7,1.2325,1.1163,2.163E7,3.118E6,23.9956,231.14901,231.15,0.1837,23.8923,24.0881,ESTIMATED,231.14974,9.811E6,2.056E7,0.8954,0.9477,2.056E7,3.045E6,23.9955,231.14916,231.15018,0.1858,23.8933,24.0886,ESTIMATED,231.14955,8.368E6,1.991E7,0.9103,0.9551,1.991E7,3.018E6,23.9699,231.14901,231.14999,0.1881,23.8911,24.0885,ESTIMATED,231.14921,8.481E6,1.933E7,1.5069,1.2534,1.933E7,3.163E6,24.0241,231.14913,231.14932,0.2095,23.8929,24.0892,ESTIMATED,231.14922,8.699E6,2.083E7,0.496,0.748,2.083E7,3.068E6,24.0026,231.14923,231.1502,0.1805,23.8932,24.0872,ESTIMATED,231.14989,8.818E6,1.991E7,0.7729,0.8864,1.991E7,3.264E6,23.9856,231.14888,231.1499,0.1929,23.8933,24.0883,ESTIMATED,231.14914,1.037E7,2.053E7,1.1117,1.0558,2.053E7,3.145E6,23.9939,231.14897,231.14994,0.1796,23.8929,24.0896,ESTIMATED,231.14973,8.831E6,2.092E7,0.9467,0.9734,2.092E7,3.144E6,23.9805,231.1489,231.1499,0.1931,23.8905,24.0868,ESTIMATED,231.14969,9.559E6,2.058E7,1.1806,1.0903,2.058E7,3.23E6,23.986,231.14909,231.14923,0.1874,23.8903,24.0881,ESTIMATED,231.14916,9.64E6,2.132E7,1.0666,1.0333,2.132E7
631,3.027E6,24.1374,478.20999,478.21047,1,10,0,0.899,1.3,0.00062,0.0224,0,24.0404,24.2399,478.21007,3.257E6,2.419E7,2.419E7,2.739E6,24.1482,478.20999,478.21047,0.1278,24.041,24.2366,ESTIMATED,478.21025,3.824E6,2.231E7,0.7225,0.912,2.231E7,2.909E6,24.1285,478.20966,478.21017,0.1276,24.0412,24.2391,ESTIMATED,478.20992,4.359E6,2.346E7,1.3676,1.1336,2.346E7,2.802E6,24.1428,478.21011,478.21059,0.1197,24.0414,24.2386,ESTIMATED,478.21033,3.794E6,2.316E7,0.8725,0.9725,2.316E7,2.84E6,24.1258,478.20978,478.21026,0.1465,24.0407,24.2382,ESTIMATED,478.21001,4.342E6,2.246E7,1.3214,1.1607,2.246E7,2.772E6,24.1449,478.21011,478.21051,0.1249,24.0406,24.2374,ESTIMATED,478.2103,3.257E6,2.284E7,0.7854,0.9437,2.284E7,2.861E6,24.1477,478.21002,478.21056,0.1231,24.042,24.2399,ESTIMATED,478.21036,4.099E6,2.357E7,0.817,0.9361,2.357E7,3.027E6,24.1317,478.20959,478.20993,0.1252,24.0425,24.2383,ESTIMATED,478.20978,4.152E6,2.419E7,1.1948,1.0974,2.419E7,2.896E6,24.1404,478.20953,478.21013,0.1336,24.0427,24.239,ESTIMATED,478.20981,3.893E6,2.277E7,1.2769,1.0052,2.277E7,2.947E6,24.1377,478.20948,478.20997,0.1305,24.0404,24.239,ESTIMATED,478.20973,4.43E6,2.329E7,1.0411,1.0206,2.329E7,2.743E6,24.1264,478.20994,478.21049,0.1224,24.0433,24.2384,ESTIMATED,478.21018,4.509E6,2.292E7,1.3476,1.1738,2.292E7
632,3.087E3,24.288,369.07197,369.07442,1,10,0,0.909,1.05,0.00039,0.0346,0,24.1996,24.386,369.07365,4.359E3,3.608E4,3.608E4,3.057E3,24.2809,369.07197,369.07442,0.1114,24.2256,24.3852,ESTIMATED,369.07368,5.057E3,3.027E4,1.8865,1.4433,3.027E4,2.755E3,24.2785,369.07168,369.07399,0.1128,24.2175,24.3621,ESTIMATED,369.07355,5.884E3,3.003E4,1.3704,1.1852,3.003E4,2.88E3,24.2807,369.07205,369.07464,0.0952,24.2213,24.3715,ESTIMATED,369.07383,5.303E3,3.482E4,0.994,1.2657,3.482E4,3.053E3,24.2787,369.07306,369.07416,0.0841,24.213,24.386,ESTIMATED,369.07364,4.359E3,3.33E4,1.8094,1.3167,3.33E4,2.93E3,24.2825,369.07201,369.07457,0.0945,24.2124,24.3667,ESTIMATED,369.07384,4.43E3,2.954E4,1.3466,1.1009,2.954E4,2.058E3,24.2866,369.07208,369.07414,0.0735,24.2498,24.3466,ESTIMATED,369.0738,6.029E3,3.249E4,1.6313,1.3157,3.249E4,3.066E3,24.2864,369.07305,369.07388,0.099,24.2028,24.3585,ESTIMATED,369.07346,4.584E3,3.472E4,0.8714,0.9304,3.472E4,3.087E3,24.2942,369.07311,369.07407,0.1171,24.2138,24.3535,ESTIMATED,369.07354,5.337E3,3.608E4,0.7659,0.8687,3.608E4,2.879E3,24.3132,369.07311,369.07422,0.094,24.1996,24.3525,ESTIMATED,369.07349,4.48E3,3.429E4,0.4404,0.6728,3.429E4,2.727E3,24.2985,369.07219,369.07432,0.0926,24.2238,24.3682,ESTIMATED,369.07368,4.776E3,2.975E4,0.9333,0.9666,2.975E4
633,2.281E6,24.4477,371.1066,371.1069,1,10,0,0.896,1.2,0.00045,0.05,0,24.35,24.55,371.1066,2.532E6,1.74E7,1.74E7,2.05E6,24.4461,371.1066,371.1069,0.142,24.3524,24.5488,ESTIMATED,371.10675,4.147E6,1.531E7,1.0966,1.0483,1.531E7,2.226E6,24.4359,371.10626,371.10666,0.137,24.3512,24.5476,ESTIMATED,371.1065,3.213E6,1.706E7,1.3183,1.1592,1.706E7,2.068E6,24.4671,371.10663,371.10695,0.1484,24.3535,24.5499,ESTIMATED,371.10678,3.459E6,1.549E7,0.728,0.864,1.549E7,2.11E6,24.4348,371.10643,371.10677,0.1444,24.3533,24.5477,ESTIMATED,371.10657,2.956E6,1.598E7,1.3842,1.1921,1.598E7,2.023E6,24.4614,371.10664,371.10695,0.1474,24.3521,24.55,ESTIMATED,371.10676,3.233E6,1.494E7,0.81,0.905,1.494E7,2.056E6,24.4761,371.10663,371.107,0.148,24.35,24.5472,ESTIMATED,371.10679,2.865E6,1.59E7,0.4715,0.7819,1.59E7,2.281E6,24.446,371.1062,371.10661,0.1486,24.3512,24.5488,ESTIMATED,371.10639,3.12E6,1.649E7,1.0844,1.0422,1.649E7,2.168E6,24.4411,371.10627,371.10657,0.141,24.3535,24.5471,ESTIMATED,371.10642,2.532E6,1.74E7,1.8702,1.1054,1.74E7,2.229E6,24.4262,371.10618,371.10654,0.145,24.3525,24.5481,ESTIMATED,371.10635,2.776E6,1.669E7,1.875,1.327,1.669E7,2.046E6,24.442,371.10656,371.10686,0.1399,24.3535,24.5471,ESTIMATED,371.1067,4.559E6,1.585E7,1.1887,1.0944,1.585E7
634,7.872E5,24.4701,384.08374,384.08408,1,10,0,0.898,1.25,0.00048,0.0351,0,24.3703,24.5698,384.08375,9.385E5,6.229E6,6.229E6,7.495E5,24.4714,384.08374,384.08408,0.1357,24.3708,24.5683,ESTIMATED,384.08391,1.24E6,5.847E6,0.9624,0.9812,5.847E6,7.194E5,24.4707,384.08339,384.08381,0.1323,24.373,24.5698,ESTIMATED,384.08363,1.127E6,5.658E6,1.0138,1.0069,5.658E6,7.643E5,24.4671,384.08381,384.08411,0.152,24.3715,24.5695,ESTIMATED,384.08394,1.089E6,6.228E6,1.0308,1.0352,6.228E6,7.072E5,24.4628,384.08355,384.08393,0.139,24.3715,24.5697,ESTIMATED,384.08371,1.218E6,5.39E6,1.1714,1.0857,5.39E6,7.602E5,24.4892,384.08377,384.08414,0.1288,24.3703,24.5696,ESTIMATED,384.08392,9.385E5,5.926E6,0.6139,0.838,5.926E6,7.872E5,24.4826,384.08379,384.08419,0.1354,24.3703,24.5668,ESTIMATED,384.08395,1.013E6,6.229E6,0.75,0.875,6.229E6,6.679E5,24.4669,384.08335,384.08373,0.1319,24.3728,24.5683,ESTIMATED,384.08353,1.195E6,5.24E6,1.0771,1.0385,5.24E6,7.226E5,24.455,384.08335,384.08375,0.133,24.3715,24.569,ESTIMATED,384.08355,1.049E6,5.612E6,1.664,1.1836,5.612E6,7.038E5,24.4541,384.08331,384.08369,0.133,24.3705,24.5672,ESTIMATED,384.08347,1.066E6,5.51E6,1.3527,1.1763,5.51E6,7.195E5,24.4814,384.08363,384.08401,0.1283,24.3719,24.5694,ESTIMATED,384.08385,1.197E6,5.721E6,0.8034,0.9017,5.721E6
635,5.707E5,24.4935,444.10067,444.10116,1,10,0,0.908,1.12,0.0005,0.0196,0,24.3901,24.5894,444.10084,3.9E5,4.891E6,4.891E6,5.48E5,24.4932,444.10067,444.10116,0.1114,24.3924,24.5882,ESTIMATED,444.10099,5.153E5,4.891E6,0.9589,0.9716,4.891E6,5.573E5,24.4983,444.10046,444.10096,0.1237,24.3909,24.5856,ESTIMATED,444.10072,6.144E5,4.83E6,0.7815,0.9064,4.83E6,5.485E5,24.4828,444.10084,444.10124,0.1186,24.3923,24.589,ESTIMATED,444.10104,3.934E5,4.587E6,1.1963,1.0875,4.587E6,5.541E5,24.4935,444.10055,444.10104,0.1106,24.3932,24.5886,ESTIMATED,444.10083,7.116E5,4.891E6,0.9784,0.9737,4.891E6,5.507E5,24.5017,444.10066,444.10123,0.1153,24.3914,24.5891,ESTIMATED,444.10102,3.9E5,4.788E6,0.8262,0.8807,4.788E6,5.584E5,24.5021,444.10084,444.10141,0.1153,24.3927,24.5868,ESTIMATED,444.10104,4.925E5,4.759E6,0.7725,0.8876,4.759E6,5.707E5,24.4948,444.10039,444.10084,0.1165,24.3907,24.5874,ESTIMATED,444.10061,5.418E5,4.887E6,0.6656,0.9449,4.887E6,5.644E5,24.4825,444.10033,444.1009,0.1277,24.3928,24.5878,ESTIMATED,444.10064,7.372E5,4.751E6,0.8806,1.0871,4.751E6,5.67E5,24.4923,444.10029,444.10082,0.1175,24.3919,24.5894,ESTIMATED,444.10054,7.648E5,4.687E6,0.9351,0.983,4.687E6,5.409E5,24.494,444.10061,444.10127,0.1201,24.3901,24.5857,ESTIMATED,444.10093,4.72E5,4.614E6,0.8932,0.9407,4.614E6
636,8.017E6,24.5198,561.19545,561.19608,0.7,7,0,0.872,1.13,0.00064,0.1185,0,24.4201,24.6314,561.19552,8.027E4,9.18E7,9.18E7,8.017E6,24.4901,561.19545,561.19608,0.0827,24.4204,24.618,ESTIMATED,561.19574,2.109E6,9.18E7,1.2902,1.2699,9.18E7,7.228E6,24.5666,561.19497,561.19563,0.0891,24.4254,24.6198,ESTIMATED,561.19535,2.113E5,8.766E7,0.7385,0.8213,8.766E7,5.806E6,24.4454,561.19555,561.19619,0.0745,24.4331,24.6292,ESTIMATED,561.1958,7.354E5,8.72E7,7.7771,5.0553,8.72E7,7.602E6,24.5571,561.19509,561.19584,0.0887,24.4216,24.6171,ESTIMATED,561.19547,3.5E5,8.69E7,0.7704,0.8349,8.69E7,7.502E6,24.4614,561.19548,561.19615,0.0857,24.4214,24.6176,ESTIMATED,561.19577,1.157E6,9.034E7,2.3537,1.9283,9.034E7,3.923E6,24.4321,561.19541,561.19618,0.0412,24.4321,24.6314,ESTIMATED,561.19582,5.492E5,8.209E7,,,8.209E7,6.325E6,24.5962,561.19324,561.19559,0.1289,24.4355,24.6309,ESTIMATED,561.1952,8.027E4,8.461E7,0.4604,0.7026,8.461E7,7.382E6,24.5565,561.1947,561.19554,0.091,24.4211,24.6191,ESTIMATED,561.19526,2.379E5,8.484E7,0.8893,0.8843,8.484E7,6.877E6,24.5799,561.19371,561.19542,0.1034,24.4201,24.6179,ESTIMATED,561.19513,1.292E5,8.597E7,0.471,0.708,8.597E7,7.981E6,24.5128,561.19534,561.19603,0.0876,24.4221,24.6183,ESTIMATED,561.19565,3.779E6,8.679E7,1.1086,1.0818,8.679E7
637,8.899E5,24.5515,285.06715,285.06741,1,10,0,0.9,1.27,0.00036,0.0345,0,24.4506,24.6499,285.06715,1.487E6,7.36E6,7.36E6,8.589E5,24.5585,285.06715,285.06741,0.133,24.4525,24.6474,ESTIMATED,285.06727,1.687E6,6.845E6,0.8386,0.9193,6.845E6,8.677E5,24.5444,285.06691,285.06716,0.1304,24.4534,24.6487,ESTIMATED,285.06707,1.533E6,6.981E6,1.145,1.0725,6.981E6,8.48E5,24.5434,285.06721,285.06743,0.1314,24.4516,24.6468,ESTIMATED,285.06731,1.648E6,6.893E6,1.1276,1.0638,6.893E6,8.845E5,24.5508,285.06701,285.06725,0.1393,24.4524,24.6497,ESTIMATED,285.06713,1.638E6,6.919E6,1.0034,1.0017,6.919E6,8.783E5,24.55,285.0672,285.06742,0.3818,24.4522,24.6475,ESTIMATED,285.06731,1.737E6,6.832E6,0.997,0.9985,6.832E6,8.776E5,24.5472,285.06719,285.06743,0.1263,24.4508,24.6494,ESTIMATED,285.06729,1.628E6,7.36E6,1.0594,1.0297,7.36E6,8.899E5,24.5779,285.06688,285.06712,0.1341,24.453,24.6499,ESTIMATED,285.06698,1.487E6,6.948E6,0.5765,0.7883,6.948E6,8.751E5,24.5471,285.06691,285.06715,0.1203,24.4515,24.6478,ESTIMATED,285.06701,1.637E6,7.318E6,1.0525,1.0262,7.318E6,8.819E5,24.5481,285.06685,285.06709,0.1328,24.4506,24.6498,ESTIMATED,285.06695,1.659E6,6.95E6,1.0428,1.0214,6.95E6,8.558E5,24.5471,285.0671,285.06733,0.1303,24.4521,24.6482,ESTIMATED,285.06722,1.576E6,7.158E6,1.0635,1.0317,7.158E6
638,3.829E6,24.5653,517.22483,517.22572,0.3,3,0,0.895,0.16,0.00008,0.1063,0,24.4609,24.6597,517.22561,6.245E3,4.433E7,4.433E7,3.792E6,24.5141,517.22483,517.22572,0.0859,24.462,24.6572,ESTIMATED,517.22548,7.824E5,4.309E7,1.8776,1.5935,4.309E7,2.691E6,24.639,517.22477,517.22807,2.3647,24.4638,24.6584,ESTIMATED,517.22568,8.024E3,4.174E7,0.2569,0.6113,4.174E7,1.805E6,24.4609,517.22487,517.22862,0.04,24.4609,24.6327,ESTIMATED,517.22621,3.046E5,3.924E7,,,3.924E7,3.27E6,24.6203,517.2249,517.22817,0.0822,24.4628,24.6597,ESTIMATED,517.22547,3.738E4,4.362E7,0.5104,0.7247,4.362E7,2.901E6,24.4738,517.22435,517.22852,0.3976,24.4614,24.6578,ESTIMATED,517.22557,3.179E5,4.128E7,8.182,5.2124,4.128E7,6.418E5,24.4634,517.22493,517.22852,0.0241,24.4634,24.5997,ESTIMATED,517.22637,2.686E5,2.032E7,,,2.032E7,1.2E6,24.6594,517.22423,517.22791,0.0274,24.4948,24.6594,ESTIMATED,517.22506,7.092E3,3.959E7,,0.5,3.959E7,2.864E6,24.6286,517.22436,517.22794,0.0942,24.4618,24.6575,ESTIMATED,517.2253,6.606E3,4.224E7,0.3991,0.6691,4.224E7,2.266E6,24.6466,517.22438,517.22784,0.0688,24.4645,24.6595,ESTIMATED,517.22554,6.245E3,4.392E7,0.1839,0.5779,4.392E7,3.829E6,24.5471,517.22498,517.22813,0.0848,24.462,24.6581,ESTIMATED,517.2254,1.837E6,4.433E7,1.2053,1.1196,4.433E7
639,2.959E6,24.6969,416.98973,416.99195,0.4,4,0,0.863,1.14,0.00048,0.119,0,24.5915,24.8049,416.99146,1.101E4,2.99E7,2.99E7,2.803E6,24.6409,416.98973,416.99195,0.098,24.5916,24.7883,ESTIMATED,416.99168,4.821E5,2.929E7,2.0526,1.6803,2.929E7,6.562E5,24.765,416.99109,416.99182,0.0866,24.6103,24.8049,ESTIMATED,416.99131,1.275E4,8.309E6,0.4747,0.6771,8.309E6,9.104E5,24.6055,416.99142,416.9921,0.0306,24.6055,24.8045,ESTIMATED,416.99175,1.423E5,2.479E7,,,2.479E7,6.728E5,24.7453,416.99107,416.99161,0.083,24.6044,24.789,ESTIMATED,416.99141,1.487E4,8.395E6,0.5256,0.7355,8.395E6,1.566E6,24.6078,416.99145,416.99201,0.0507,24.6078,24.8021,ESTIMATED,416.99176,2.075E5,2.889E7,,,2.889E7,3.429E5,24.6066,416.99137,416.99203,0.0232,24.6066,24.8038,ESTIMATED,416.99172,1.034E5,1.059E7,,,1.059E7,3.874E5,24.787,416.99087,416.99145,0.0638,24.6499,24.8037,ESTIMATED,416.99115,1.627E4,7.262E6,0.2073,0.6041,7.262E6,6.121E5,24.7598,416.99074,416.9919,0.0752,24.6034,24.7894,ESTIMATED,416.9912,1.435E4,8.324E6,0.3442,0.6541,8.324E6,5.983E5,24.7764,416.99036,416.99153,0.085,24.6179,24.8028,ESTIMATED,416.99112,1.101E4,8.378E6,0.3197,0.6333,8.378E6,2.959E6,24.6745,416.98961,416.99187,0.0959,24.5915,24.7897,ESTIMATED,416.99151,8.854E5,2.99E7,1.0369,1.1392,2.99E7
640,6.717E5,24.7828,367.00838,367.00874,1,10,0,0.899,1.41,0.00052,0.0293,0,24.6901,24.8896,367.00843,5.759E5,5.913E6,5.913E6,6.248E5,24.7788,367.00838,367.00874,0.113,24.6933,24.8878,ESTIMATED,367.00857,7.524E5,5.516E6,1.5003,1.1366,5.516E6,6.558E5,24.7817,367.00804,367.00844,0.1094,24.6921,24.889,ESTIMATED,367.00831,6.702E5,5.802E6,1.0489,1.0985,5.802E6,6.486E5,24.7854,367.00845,367.0088,0.1167,24.6921,24.889,ESTIMATED,367.00865,7.167E5,5.606E6,1.1794,1.0559,5.606E6,6.561E5,24.7857,367.00814,367.00858,0.1107,24.6934,24.8891,ESTIMATED,367.0084,6.138E5,5.913E6,1.0171,1.0596,5.913E6,6.47E5,24.799,367.00839,367.00876,0.1133,24.6931,24.8871,ESTIMATED,367.00861,8.078E5,5.53E6,0.8679,0.9162,5.53E6,6.681E5,24.7812,367.00846,367.00881,0.116,24.6907,24.8895,ESTIMATED,367.00864,6.662E5,5.889E6,1.1483,1.0984,5.889E6,6.706E5,24.787,367.00793,367.00837,0.1134,24.6912,24.8878,ESTIMATED,367.0082,7.817E5,5.744E6,0.7877,1.0264,5.744E6,6.717E5,24.7697,367.00796,367.00844,0.1152,24.6901,24.8896,ESTIMATED,367.00822,5.759E5,5.786E6,1.323,1.2663,5.786E6,6.59E5,24.7764,367.00793,367.0083,0.1094,24.6919,24.8875,ESTIMATED,367.00814,6.701E5,5.86E6,2.1001,1.1572,5.86E6,6.263E5,24.7832,367.0083,367.00867,0.1116,24.691,24.888,ESTIMATED,367.00853,7.571E5,5.476E6,1.1989,1.0677,5.476E6
