id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height
1069,1.401E7,25.6505,338.25053,338.25156,0.1,1,10,0.944,0,0,0,0,25.4688,26.4677,338.25124,8.677E3,1.638E8,1.638E8,8.985E6,25.6696,338.25021,338.25282,0.08,25.5167,26.4677,ESTIMATED,338.25119,2.029E4,1.052E8,1.1989,1.1499,1.052E8,1.435E4,25.9681,338.25119,338.25158,0.0599,25.9617,26.0286,ESTIMATED,338.25132,1.24E5,3.123E5,9.39,5.195,3.123E5,1.399E7,25.5685,338.25053,338.25156,0.0811,25.4688,26.278,ESTIMATED,338.25138,7.924E4,1.605E8,1.189,1.1764,1.605E8,7.493E6,25.7004,338.24994,338.25269,0.1393,25.5443,26.4667,ESTIMATED,338.25106,8.677E3,8.863E7,1.264,1.1748,8.863E7,1.211E7,25.5031,338.25071,338.25319,0.076,25.4695,26.4665,ESTIMATED,338.25141,5.948E4,1.585E8,2.6191,2.1451,1.585E8,1.339E7,25.5244,338.25069,338.25306,0.0739,25.4688,26.4651,ESTIMATED,338.25138,7.362E4,1.624E8,1.6786,1.5342,1.624E8,7.884E6,25.6833,338.2503,338.25266,0.0784,25.5255,26.1687,ESTIMATED,338.25102,1.047E4,9.203E7,1.1098,1.1019,9.203E7,7.84E6,25.6635,338.25004,338.25272,0.0771,25.5092,26.4651,ESTIMATED,338.25109,1.587E4,9.031E7,1.3739,1.2114,9.031E7,1.401E7,25.578,338.25051,338.25258,0.0759,25.4704,26.4647,ESTIMATED,338.25133,7.043E4,1.638E8,1.7136,1.3984,1.638E8,7.636E6,25.6461,338.25021,338.25286,0.0789,25.4918,26.3873,ESTIMATED,338.2512,9.397E3,8.868E7,1.4488,1.2308,8.868E7
1070,6.909E5,25.9867,438.08766,438.0904,1,10,0,0.903,1.43,0.00063,0.0187,0,25.7726,26.2271,438.08982,7.578E3,6.32E6,6.32E6,6.909E5,25.9873,438.08811,438.09067,0.1072,25.7905,26.1557,ESTIMATED,438.08966,1.446E4,6.32E6,0.9854,1.0193,6.32E6,6.744E5,25.9938,438.0877,438.09064,0.1184,25.7955,26.2175,ESTIMATED,438.09009,8.889E3,5.939E6,0.9668,1.0198,5.939E6,6.092E5,25.9871,438.08766,438.0904,0.1045,25.8117,26.2271,ESTIMATED,438.08998,1.155E4,5.432E6,1.1199,1.0885,5.432E6,6.275E5,25.9869,438.08844,438.08994,0.1023,25.8044,26.1819,ESTIMATED,438.08956,8.513E3,5.73E6,1.0887,1.0558,5.73E6,6.606E5,25.9899,438.08768,438.09171,0.0994,25.7902,26.2163,ESTIMATED,438.0901,8.768E3,6.027E6,1.0428,1.0445,6.027E6,6.418E5,25.9942,438.08765,438.09029,0.1011,25.8243,26.2049,ESTIMATED,438.09005,2.405E4,5.775E6,1.2222,1.0328,5.775E6,6.28E5,25.9835,438.08875,438.08977,0.1047,25.7726,26.1564,ESTIMATED,438.08947,1.002E4,5.681E6,1.066,1.036,5.681E6,6.313E5,25.9829,438.08889,438.0902,0.1066,25.7811,26.1668,ESTIMATED,438.08957,7.578E3,5.566E6,1.0381,1.023,5.566E6,5.944E5,25.9861,438.0876,438.0903,0.1018,25.7863,26.2045,ESTIMATED,438.08992,7.944E3,5.43E6,1.0877,4.3036,5.43E6,6.174E5,25.9756,438.08895,438.09,0.1651,25.7871,26.1716,ESTIMATED,438.08977,1.791E4,5.509E6,1.2828,1.1386,5.509E6
1071,5.401E4,25.9961,974.29955,974.31009,1,10,0,0.905,1.36,0.00132,0.0817,0,25.8964,26.1665,974.3024,4.3E3,7.863E5,7.863E5,5.401E4,26.0253,974.30057,974.30945,0.0738,25.9563,26.1496,ESTIMATED,974.30216,4.3E3,7.863E5,1.5408,1.4723,7.863E5,4.542E4,25.9584,974.30062,974.31049,0.0622,25.8964,26.1089,ESTIMATED,974.30298,7.354E3,6.331E5,2.0501,1.8037,6.331E5,4.294E4,25.9774,974.29955,974.31009,0.0653,25.9184,26.1014,ESTIMATED,974.3028,4.984E3,5.848E5,2.3082,1.674,5.848E5,3.191E4,26.0402,974.30078,974.30913,0.0629,25.9833,26.1665,ESTIMATED,974.30198,6.396E3,4.584E5,2.403,1.7401,4.584E5,4.435E4,25.9636,974.30027,974.31035,0.1052,25.907,26.11,ESTIMATED,974.30293,8.216E3,6.038E5,2.101,1.6976,6.038E5,4.209E4,25.9744,974.29978,974.30465,0.0555,25.9074,26.0913,ESTIMATED,974.30279,8.785E3,6.373E5,1.9375,1.4907,6.373E5,5.056E4,26.019,974.30044,974.30886,0.0611,25.9549,26.1472,ESTIMATED,974.30166,4.574E3,7.017E5,2.2965,1.7364,7.017E5,4.82E4,26.0091,974.29997,974.30918,0.0646,25.955,26.1453,ESTIMATED,974.30195,1.922E4,6.09E5,2.4966,1.8511,6.09E5,3.831E4,25.9796,974.29852,974.31006,0.0721,25.9302,26.0956,ESTIMATED,974.30245,9.421E3,5.333E5,2.8241,1.7502,5.333E5,4.764E4,26.0138,974.29759,974.30348,0.0667,25.9476,26.1252,ESTIMATED,974.30225,1.437E4,6.581E5,2.0438,1.4556,6.581E5
1072,3.864E3,25.9933,442.07914,442.08383,0.2,2,0,0.929,0.25,0.00011,0.0412,0,25.9334,26.0305,442.08257,1.741E4,7.574E4,7.574E4,1.438E3,25.9806,442.08068,442.08351,0.0528,25.9738,26.0036,ESTIMATED,442.08312,1.741E4,6.995E4,3.3817,2.1908,6.995E4,8.288E2,25.9906,442.08139,442.08386,0.0283,25.9874,26.0064,ESTIMATED,442.08206,4.516E4,6.933E4,4.9505,2.9753,6.933E4,2.082E3,25.9871,442.07914,442.08383,0.0359,25.9645,26.0107,ESTIMATED,442.08166,3.007E4,6.035E4,1.0441,1.0221,6.035E4,3.864E3,26.0173,442.08041,442.08825,0.0668,25.9396,26.0305,ESTIMATED,442.08316,2.191E4,6.053E4,0.1701,0.5851,6.053E4,2.46E3,26.003,442.07891,442.08387,0.0379,25.9636,26.0127,ESTIMATED,442.08217,2.995E4,7.574E4,0.2464,0.6232,7.574E4,1.469E3,26.0042,442.08099,442.08386,0.0259,25.9976,26.0272,ESTIMATED,442.08289,4.562E4,6.793E4,3.447,2.2235,6.793E4,2.119E3,25.9729,442.08046,442.08577,0.0467,25.9694,26.0254,ESTIMATED,442.08292,2.625E4,5.094E4,14.7412,7.8706,5.094E4,3.451E3,25.9761,442.08085,442.0834,0.066,25.9334,26.0188,ESTIMATED,442.08328,2.098E4,5.641E4,0.999,0.9995,5.641E4,6.546E2,26.0024,442.08089,442.08372,0.0159,25.9991,26.0163,ESTIMATED,442.08222,3.691E4,5.627E4,4.2123,2.6061,5.627E4,1.419E3,25.9985,442.08059,442.08606,0.0199,25.9722,26.0017,ESTIMATED,442.08221,3.54E4,6.615E4,0.122,0.561,6.615E4
1073,2.012E6,26.0043,461.15703,461.16064,1,10,6,0.895,2.36,0.00109,0.2812,0,25.7599,26.4783,461.15998,4.574E3,2.901E7,2.901E7,2.012E6,26.0284,461.15794,461.16085,0.0621,25.8171,26.3236,ESTIMATED,461.16004,7.238E3,2.901E7,1.2858,1.1702,2.901E7,1.838E6,25.8804,461.15923,461.16115,0.0634,25.7599,26.1285,ESTIMATED,461.16047,1.935E4,2.622E7,1.1985,1.1234,2.622E7,1.652E6,25.9516,461.15703,461.16064,0.0633,25.8183,26.2493,ESTIMATED,461.15983,7.964E3,2.356E7,1.0104,1.0417,2.356E7,1.558E6,26.0562,461.15734,461.16054,0.0624,25.9286,26.3428,ESTIMATED,461.15987,4.574E3,2.243E7,1.3436,1.2348,2.243E7,2.787E3,26.1616,461.15944,461.16108,0.0324,26.1552,26.2099,ESTIMATED,461.16018,1.496E4,7.059E4,7.5082,4.2541,7.059E4,1.709E6,25.9208,461.15786,461.16135,0.065,25.7987,26.2495,ESTIMATED,461.16016,1.206E4,2.429E7,1.0969,1.0928,2.429E7,1.839E6,26.0318,461.15722,461.1603,0.062,25.9123,26.4783,ESTIMATED,461.15983,7.234E3,2.677E7,1.6051,1.3201,2.677E7,1.795E6,26.0348,461.15622,461.16083,0.0663,25.8856,26.3118,ESTIMATED,461.15996,1.462E4,2.467E7,0.9825,1.0304,2.467E7,1.607E6,25.9667,461.15752,461.16059,0.0637,25.8367,26.3718,ESTIMATED,461.15938,9.091E3,2.251E7,1.0949,1.103,2.251E7,1.71E6,26.0106,461.15755,461.16063,0.0657,25.8381,26.3126,ESTIMATED,461.16004,7.307E3,2.431E7,1.3821,1.2334,2.431E7
1074,1.823E6,25.7712,449.1604,449.16699,0.1,1,10,0.944,0,0,0,0,25.5476,26.1414,449.16408,6.805E3,1.72E7,1.72E7,1.823E6,25.7435,449.16105,449.16459,0.1027,25.5579,26.0158,ESTIMATED,449.16393,1.333E4,1.72E7,1.0727,1.0584,1.72E7,1.736E6,25.7382,449.16192,449.16559,0.1002,25.5559,26.1414,ESTIMATED,449.1644,1.442E4,1.575E7,1.0914,1.1211,1.575E7,1.644E6,25.745,449.1604,449.16699,0.1212,25.5716,26.0634,ESTIMATED,449.16426,1.205E4,1.514E7,1.0414,1.0294,1.514E7,1.641E6,25.7523,449.16131,449.16431,0.1018,25.5476,25.9725,ESTIMATED,449.1638,6.805E3,1.483E7,0.9962,1.0029,1.483E7,1.703E6,25.7354,449.16191,449.16521,0.1036,25.5581,26.0604,ESTIMATED,449.16439,1.613E4,1.555E7,1.2227,1.1185,1.555E7,3.207E3,26.0304,449.16315,449.16454,0.0164,26.0009,26.0588,ESTIMATED,449.16423,2.208E4,7.524E4,0.967,0.9835,7.524E4,1.642E6,25.7445,449.16128,449.16643,0.1015,25.5482,25.997,ESTIMATED,449.16375,8.592E3,1.504E7,1.005,0.9969,1.504E7,1.646E6,25.743,449.16053,449.16495,0.1025,25.5509,26.0155,ESTIMATED,449.16384,1.112E4,1.536E7,1.0099,1.0283,1.536E7,1.643E6,25.7448,449.16101,449.16519,0.0983,25.5689,26.0956,ESTIMATED,449.16419,2.117E4,1.511E7,1.0234,1.0066,1.511E7,1.636E6,25.7352,449.16158,449.16428,0.1037,25.5591,25.9822,ESTIMATED,449.16401,2.02E4,1.478E7,1.2044,1.1218,1.478E7
1075,6.699E5,26.082,465.09882,465.10318,1,10,8,0.842,4.39,0.00204,0.2329,0,25.8798,26.5578,465.10173,4.925E3,7.357E6,7.357E6,6.699E5,26.0475,465.09972,465.1032,0.071,25.8936,26.3562,ESTIMATED,465.10238,5.837E3,7.357E6,2.539,1.1342,7.357E6,5.452E5,26.0646,465.10004,465.10343,0.0903,25.9061,26.4149,ESTIMATED,465.10242,8.84E3,5.456E6,1.2205,0.9946,5.456E6,5.209E5,26.0666,465.09882,465.10318,0.0871,25.8939,26.3869,ESTIMATED,465.10038,5.245E3,5.214E6,1.1453,1.1548,5.214E6,5.419E5,26.0498,465.09946,465.10299,0.0994,25.8847,26.3724,ESTIMATED,465.10196,4.925E3,5.011E6,1.383,1.2888,5.011E6,5.315E5,26.0831,465.10005,465.10347,0.1132,25.9037,26.3549,ESTIMATED,465.1019,7.406E3,5.143E6,0.8036,0.909,5.143E6,5.225E5,26.0557,465.09987,465.10337,0.0883,25.9074,26.436,ESTIMATED,465.10124,6.374E3,5.294E6,1.6373,1.2491,5.294E6,5.063E5,26.0575,465.09961,465.10251,0.0889,25.8798,26.2106,ESTIMATED,465.1021,5.242E3,5.159E6,1.0291,1.1253,5.159E6,5.285E5,26.0577,465.09962,465.10315,0.7099,25.882,26.3758,ESTIMATED,465.10221,5.011E3,5.11E6,1.2247,1.0616,5.11E6,5.182E5,26.0569,465.09876,465.10323,0.0853,25.8989,26.4953,ESTIMATED,465.10095,5.959E3,5.175E6,1.3598,1.1881,5.175E6,1.339E4,26.2805,465.09902,465.1033,0.0581,26.271,26.5578,ESTIMATED,465.10176,2.043E4,1.005E5,29.1256,15.0628,1.005E5
1076,3.346E6,25.7355,331.0561,331.05816,0.1,1,13,0.944,0,0,0,0,25.5949,26.2648,331.05768,1.318E4,3.016E7,3.016E7,3.346E6,25.6916,331.05675,331.05813,0.1395,25.5956,26.1648,ESTIMATED,331.05761,2.389E4,3.016E7,1.2474,1.2085,3.016E7,2.941E6,25.6999,331.05634,331.05818,0.1105,25.595,26.2648,ESTIMATED,331.05791,1.689E4,2.481E7,0.9663,1.101,2.481E7,2.822E6,25.7014,331.0561,331.05816,0.1121,25.5974,26.2461,ESTIMATED,331.05782,1.795E4,2.376E7,0.9789,1.1108,2.376E7,3.02E6,25.7004,331.05645,331.05796,0.108,25.5968,26.1665,ESTIMATED,331.05749,2.455E4,2.621E7,1.0915,1.1175,2.621E7,2.876E6,25.6937,331.05706,331.05818,0.1077,25.5961,26.2582,ESTIMATED,331.0579,1.543E4,2.527E7,1.2398,1.179,2.527E7,3.678E3,26.0945,331.05741,331.05793,0.034,26.0715,26.1239,ESTIMATED,331.0577,3.95E4,8.999E4,1.2741,1.1371,8.999E4,2.954E6,25.6833,331.0567,331.05762,0.1112,25.5961,26.1564,ESTIMATED,331.05745,2.757E4,2.488E7,1.3814,1.2989,2.488E7,2.947E6,25.6908,331.05595,331.05794,0.1143,25.5949,26.1607,ESTIMATED,331.05752,2.544E4,2.528E7,1.1433,1.193,2.528E7,2.805E6,25.7042,331.05619,331.05806,0.1103,25.5962,26.2522,ESTIMATED,331.05776,1.318E4,2.392E7,0.939,1.0616,2.392E7,2.895E6,25.6948,331.05669,331.05794,0.1084,25.5965,26.1468,ESTIMATED,331.05765,2.53E4,2.455E7,1.1113,1.1506,2.455E7
1077,5.572E6,26.1111,694.285,694.29103,1,10,1,0.89,1.95,0.00135,0.1814,0,25.89,26.6095,694.28653,6.471E3,7.902E7,7.902E7,5.572E6,26.1557,694.28526,694.29041,0.0638,26.0284,26.497,ESTIMATED,694.28734,1.251E4,7.902E7,1.4563,1.2469,7.902E7,4.984E6,26.0159,694.28567,694.29117,0.0645,25.89,26.4767,ESTIMATED,694.28698,1.138E4,6.98E7,1.3604,1.2307,6.98E7,5.009E6,26.0761,694.285,694.29103,0.0626,25.9516,26.525,ESTIMATED,694.28604,1.43E4,7.126E7,1.513,1.2677,7.126E7,5.075E6,26.1973,694.28449,694.29059,0.0655,26.0627,26.6084,ESTIMATED,694.28599,1.539E4,7.083E7,0.982,1.043,7.083E7,5.139E6,26.0381,694.28517,694.29088,0.0618,25.907,26.4006,ESTIMATED,694.28693,9.151E3,7.625E7,1.2425,1.8127,7.625E7,5.062E6,26.0557,694.28524,694.29125,0.063,25.9175,26.6078,ESTIMATED,694.28665,6.471E3,7.081E7,1.2108,1.1338,7.081E7,5.137E6,26.1687,694.28449,694.29041,0.0615,26.0382,26.6095,ESTIMATED,694.28653,1.005E4,7.455E7,1.2686,1.1675,7.455E7,5.088E6,26.1607,694.28488,694.29045,0.0744,26.0284,26.607,ESTIMATED,694.28638,1.234E4,7.235E7,1.1412,1.1483,7.235E7,4.866E6,26.1019,694.28397,694.29081,0.0665,25.9667,26.6072,ESTIMATED,694.28602,1.306E4,6.942E7,1.0952,1.0859,6.942E7,5.089E6,26.1406,694.28519,694.29054,0.0588,26.0106,26.5219,ESTIMATED,694.28644,8.746E3,7.821E7,1.4028,1.2355,7.821E7
1078,4.351E6,26.2958,449.18666,449.18992,0.2,2,9,0.939,0.05,0.00002,0.0279,0,25.8954,26.6877,449.1872,5.931E3,3.595E7,3.595E7,3.851E6,26.1785,449.18634,449.18981,0.1184,25.9598,26.6205,ESTIMATED,449.18704,2.948E4,3.065E7,1.0004,1.0417,3.065E7,4.072E6,26.5223,449.18685,449.19003,0.1144,26.3001,26.6176,ESTIMATED,449.18754,9.02E3,3.419E7,0.9629,0.9273,3.419E7,4.345E6,26.3805,449.18666,449.18992,0.1172,26.1526,26.6185,ESTIMATED,449.1874,9.932E3,3.505E7,1.0715,1.0507,3.505E7,4.194E6,26.1068,449.18613,449.19456,0.1082,25.8954,26.4767,ESTIMATED,449.18686,1.319E4,3.546E7,1.1618,1.1113,3.546E7,4.283E6,26.4827,449.18654,449.19002,0.1118,26.2677,26.6186,ESTIMATED,449.1875,1.551E4,3.595E7,1.0272,1.031,3.595E7,4.351E6,26.4457,449.18678,449.19001,0.111,26.2145,26.6178,ESTIMATED,449.18749,1.255E4,3.59E7,1.0038,1.0096,3.59E7,3.805E6,26.1348,449.18591,449.19448,0.1308,25.9295,26.6877,ESTIMATED,449.18684,5.931E3,2.8E7,1.4177,1.213,2.8E7,3.695E6,26.1791,449.18602,449.18952,0.1294,25.955,26.6206,ESTIMATED,449.18691,3.021E4,2.797E7,1.5863,1.0278,2.797E7,4.123E6,26.3193,449.18663,449.18989,0.1166,26.1176,26.6208,ESTIMATED,449.18728,1.637E4,3.278E7,1.4058,1.1893,3.278E7,3.759E6,26.2081,449.18609,449.18977,0.115,25.9789,26.6184,ESTIMATED,449.1871,1.048E4,2.95E7,1.0887,1.0854,2.95E7
1079,3.136E6,25.8275,331.0561,331.05816,0.3,3,11,0.909,0.97,0.00032,0.0237,0,25.6296,26.2648,331.05764,1.318E4,3.016E7,3.016E7,3.136E6,25.6916,331.05675,331.05813,0.1395,25.63,26.1648,ESTIMATED,331.05761,2.389E4,3.016E7,1.9065,1.6043,3.016E7,2.759E6,25.6999,331.05634,331.05818,0.1105,25.6296,26.2648,ESTIMATED,331.05791,1.689E4,2.481E7,1.4874,1.3965,2.481E7,2.643E6,25.7014,331.0561,331.05816,0.1121,25.6318,26.2461,ESTIMATED,331.05782,1.795E4,2.376E7,1.4996,1.4121,2.376E7,2.842E6,25.7004,331.05645,331.05796,0.108,25.632,26.1665,ESTIMATED,331.05749,2.455E4,2.621E7,1.6017,1.4349,2.621E7,2.702E6,25.6937,331.05706,331.05818,0.1077,25.63,26.2582,ESTIMATED,331.0579,1.543E4,2.527E7,1.8716,1.5412,2.527E7,3.496E3,26.1304,331.05718,331.05811,0.0783,26.1239,26.1887,ESTIMATED,331.05761,3.712E4,7.644E4,8.9296,4.9648,7.644E4,3.471E3,26.141,331.0567,331.05762,0.0117,26.0966,26.1564,ESTIMATED,331.05733,2.757E4,7.658E4,0.3474,0.6737,7.658E4,3.479E3,26.1173,331.05595,331.05758,0.0506,26.1012,26.1607,ESTIMATED,331.05729,2.544E4,8.175E4,2.7052,1.8526,8.175E4,2.631E6,25.7042,331.05619,331.05806,0.1103,25.6297,26.2522,ESTIMATED,331.05776,1.318E4,2.392E7,1.3695,1.3145,2.392E7,2.699E6,25.6948,331.05669,331.05794,0.1084,25.6308,26.1468,ESTIMATED,331.05765,2.53E4,2.455E7,1.6915,1.4986,2.455E7
1080,2.402E6,26.1413,478.15586,478.15781,1,10,3,0.901,1.4,0.00067,0.0267,0,25.9295,26.6387,478.15671,3.59E3,2.271E7,2.271E7,2.402E6,26.1341,478.15538,478.15698,0.1003,25.9352,26.4896,ESTIMATED,478.15658,4.84E3,2.271E7,1.1743,1.1166,2.271E7,2.087E6,26.1414,478.15461,478.1599,0.0942,25.9424,26.5355,ESTIMATED,478.157,9.424E3,2.014E7,1.0611,1.078,2.014E7,2.064E6,26.1398,478.15586,478.15781,0.1759,25.9548,26.5146,ESTIMATED,478.15695,1.163E4,2.084E7,1.2156,1.1186,2.084E7,2.22E6,26.1353,478.15533,478.15927,0.099,25.9432,26.5915,ESTIMATED,478.15636,4.764E3,2.087E7,1.3012,1.247,2.087E7,2.057E6,26.1584,478.15614,478.15888,0.1,25.957,26.536,ESTIMATED,478.15698,2.419E4,1.877E7,0.7914,0.9312,1.877E7,2.036E6,26.153,478.15584,478.15824,0.1004,25.958,26.5617,ESTIMATED,478.15697,1.157E4,1.949E7,0.9565,1.0081,1.949E7,2.091E6,26.1316,478.15511,478.15921,0.0933,25.9295,26.6331,ESTIMATED,478.15633,3.59E3,1.958E7,1.2531,1.1316,1.958E7,2.116E6,26.1422,478.1552,478.15746,0.0943,25.9334,26.6373,ESTIMATED,478.15642,5.196E3,2.034E7,0.9892,1.0201,2.034E7,2.052E6,26.1366,478.15434,478.15811,0.0957,25.9437,26.5834,ESTIMATED,478.15688,8.557E3,1.95E7,1.2126,1.1113,1.95E7,2.109E6,26.1406,478.15532,478.15729,0.0941,25.9404,26.6387,ESTIMATED,478.15665,5.871E3,2.078E7,1.0651,1.0722,2.078E7
1081,4.962E5,25.8625,356.0021,356.0045,0.1,1,10,0.944,0,0,0,0,25.6637,26.6421,356.00377,8.284E3,3.641E6,3.641E6,4.962E5,25.8272,356.00273,356.00432,0.108,25.6825,26.3627,ESTIMATED,356.00368,2.23E4,3.641E6,2.2073,1.8904,3.641E6,4.811E5,25.8318,356.00306,356.00497,0.1169,25.6637,26.6415,ESTIMATED,356.004,8.284E3,3.2E6,1.9887,1.7891,3.2E6,4.388E5,25.8283,356.0021,356.0045,0.1156,25.6702,26.4193,ESTIMATED,356.00387,8.393E3,2.934E6,1.9277,1.7797,2.934E6,4.166E5,25.8387,356.0019,356.00444,0.112,25.6913,26.6314,ESTIMATED,356.00355,1.329E4,2.69E6,1.6559,1.8105,2.69E6,4.754E5,25.8355,356.00311,356.00508,0.152,25.6706,26.6011,ESTIMATED,356.00401,9.985E3,3.204E6,1.7312,1.6191,3.204E6,4.697E5,25.8438,356.00231,356.00517,0.1053,25.6809,26.6211,ESTIMATED,356.00398,1.163E4,3.372E6,1.683,1.5795,3.372E6,4.322E5,25.8196,356.00187,356.00411,0.3789,25.6894,26.6397,ESTIMATED,356.00354,2.213E4,2.774E6,2.3985,2.0798,2.774E6,1.749E4,26.1422,356.0026,356.004,0.0654,26.136,26.3277,ESTIMATED,356.00337,4.638E4,1.952E5,29.9787,15.4894,1.952E5,4.164E5,25.8229,356.00222,356.00458,0.1151,25.6791,26.3946,ESTIMATED,356.00391,1.021E4,2.903E6,2.3002,1.9668,2.903E6,4.308E5,25.8346,356.00207,356.00483,0.1113,25.6765,26.6421,ESTIMATED,356.00376,1.726E4,2.862E6,1.8858,1.7281,2.862E6
