Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML,Compound formula,mz_y,rt_y,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
515,361.0507,27.52,2980210.8957388164,3096855.073845089,3053887.9922803547,3027175.8620327464,27.52,3378491.676309905,2932372.7586810114,3424443.860813399,2986619.1788103106,C18H14Cl2N2O2,361.0507,27.52,1.02,1/1,0.673,3039532.4559742515,1.6076858435806813,3180481.868653656,8.074809154687106,1.0463720702841537,1.0258549708668174
516,326.1419,9.94,13989801.203918075,14096860.272025308,6581875.539220379,11732074.76274676,9.94,10413508.224836202,12988964.49422955,5353799.564000706,9808207.03550328,C19H20ClN3,326.1419,9.94,0.88,1/1,0.236,11600152.94447763,30.33351829108568,9641119.829642434,32.91650458735144,0.8311200615878246,0.9444546154407097
517,342.1811,13.75,2842712.464301416,2968449.9626491023,2573133.314473984,2664265.56483125,13.75,3831594.112716793,3828460.170877807,3653107.1954501793,3854909.665424236,C19H23N3O3,342.1811,13.75,1.28,1/1,0.0,2762140.326563938,6.420731436834191,3792017.786117254,2.4619010103401453,1.3728548653552546,1.0725428635587926
518,521.2672,31.31,19381754.70312224,18761695.16955813,19389742.07678794,19224863.772379715,31.31,21431728.49946031,16566110.372018443,20807532.22274774,16143186.78789604,C31H32N6O2,521.2672,31.31,0.92,1/1,0.231,19189513.930462006,1.5380377041436832,18737139.470530633,14.774027422018914,0.9764259552602184,1.0613325600654546
519,455.2475,21.35,1159637.9336177842,2183231.3789244625,3069.162895429599,24507.60780539298,21.35,9764980.125187786,2995717.391941065,11635347.018566187,432544.1078680843,C25H34N4O2S,455.2475,21.35,1.27,1/1,0.039,842611.5208107673,123.94000474154873,6207147.16089078,86.14846983037464,7.366558618754958,5.800439857287368
520,309.0906,31.22,7337493.674094347,8551917.465997718,8328515.613486327,7546049.095885379,31.22,5987684.073398691,5690485.957005462,6647853.717122251,4842607.485587518,C17H13ClN4,309.0906,31.22,1.2,1/1,0.04,7940993.962365944,7.427290644107683,5792157.808278481,12.929072129694182,0.7293995985551363,0.6078329987959469
521,356.0027,26.03,464851.0421355824,502560.9269693595,413123.3527273733,405249.262399586,26.03,552857.2653994457,585406.601515017,565026.4512341565,589353.5707138135,C16H10BrN3O2,356.0027,26.03,1.17,1/1,0.117,446446.1460579753,10.260654915147832,573160.9722156082,3.0060484061283455,1.2838300370078182,1.0972906299212122
522,499.226,4.06,1104936.3121093365,897097.3902930866,1198369.8583367798,999938.1954188804,4.06,1681759.0790594243,2088808.1570984027,1183188.6801519091,1835692.71933864,C23H30N8O3S,499.226,4.06,1.16,1/1,0.491,1050085.439039521,12.406407423997704,1697362.1589120943,22.48522280391191,1.6164038618272971,1.3934516050235322
523,555.0219,31.65,18498564.54631416,16288695.723141637,20508101.083443098,17129275.782894127,31.65,21305880.86600536,15602892.562477164,22405017.38533381,20803606.853128284,C22H21Cl2IN4O,555.0219,31.65,0.98,1/1,0.9,18106159.283948258,10.174277850844229,20029349.416736156,15.106811579474513,1.1062174535542098,1.1287933199532754
524,397.2345,4.4,3229755.22371985,3162062.8814505306,3143189.266264172,2622168.890949924,4.4,3516643.2326098746,3022181.1354873185,2823121.5421345634,2372289.37601206,C21H28N6O2,397.2345,4.4,1.14,1/1,0.099,3039294.065596119,9.230964275678726,2933558.8215609547,16.170227209603773,0.9652105910934862,0.8466759570995493
525,427.0553,13.45,497046.2704096119,640731.4659125123,4706.461913101621,28702.7945650482,13.45,3101721.6675452995,2301429.8698068024,2854604.612303322,701852.7276678812,C18H17Cl2FN4OS,427.0553,13.45,1.22,1/1,0.031,292796.74820006854,110.76058428807897,2239902.2193308263,48.15278259414387,7.650024233876727,6.270511667112071
526,449.1868,26.53,10140873.74329261,9855660.060063098,2161174.94769289,5771122.292088832,26.53,2450768.863560604,99603.60259268845,2256747.621631334,4367.296400670389,C22H24N8OS,449.1868,26.53,1.2,1/1,0.012,6982207.760784358,54.18670165839345,1202871.8460463241,110.7229533972985,0.17227671923517748,0.14356393269598125
527,472.2292,16.48,521869.7216380808,817859.2326669869,1107.8652522428251,10689.228049081112,16.48,973152.1429902776,418775.0388517874,1058551.9911580677,93961.8898758858,C22H29N7O5,472.2292,16.48,0.55,1/2,0.004,337881.5119015979,118.96306627823341,636110.2657190047,72.22409684711064,1.8826430074228526,3.422987286223368
528,402.1474,8.55,4564410.229325734,4534700.363342212,2372189.9273426235,3172495.629908354,8.55,5747922.301548023,2986707.703588285,5398212.07774702,228707.17646785115,C21H16FN7O,402.1474,8.55,1.07,1/1,0.233,3660949.0374797303,29.415994235183064,3590387.3148377948,71.17029620342628,0.9807258385955266,0.9165662042948847
529,417.1669,7.51,1765685.9006631211,568594.1759299731,408275.8372238512,1060482.994757821,7.51,7321280.747136948,2376072.210353957,7904268.73917969,57448.82648258805,C22H20N6O3,417.1669,7.51,1.25,1/1,0.063,950759.7271436916,64.16448021824345,4414767.6307882955,86.51763275713485,4.6434104272078365,3.714728341766269
530,346.1363,25.85,6105620.847208937,6353613.402742516,7008266.937301617,6594031.793963292,25.85,7229252.639833847,7084619.079984005,6797580.245009859,7657924.694991767,C18H17F2N3O2,346.1363,25.85,1.1,1/1,0.309,6515383.24530409,5.899247975376628,7192344.164954869,4.984492310932201,1.1039019339558718,1.003547212687156
531,555.1387,15.84,1013077.5663452976,983870.9120484348,757859.1960010121,967010.7596304097,15.84,1179593.8750794504,1245869.5254986624,1075731.9371151133,1002897.6228796176,C30H27BrN4O2,555.1387,15.84,1.09,1/1,0.298,930454.6085062885,12.534381588695068,1126023.2401432109,9.581688690631355,1.2101861067149529,1.1102624832247272
532,373.1515,3.76,614074.4114708555,487019.8313399274,776701.6534772962,890481.6533353373,3.76,1406823.1800932677,1873666.3872354303,1168365.3570583533,1020604.2885531464,C19H16N8O,373.1515,3.76,1.44,1/1,0.017,692069.3874058542,25.66668236665774,1367364.8032350494,27.290342763882425,1.9757625869863507,1.3720573520738546
533,458.1645,8.65,314473.071256413,224103.37573462128,336610.71809809166,339502.3125381749,8.65,302455.91334633465,416312.2678886975,244177.077934062,470939.8595971328,C25H23N5O2S,458.1645,8.65,1.2,1/1,0.32,303672.3694068252,17.851908511154154,358471.2796915567,28.89905132496422,1.1804540544527389,0.9837117120439491
534,419.0728,28.41,1167957.8352895605,1043694.4846015164,1248369.0102947466,1113238.563731477,28.41,1396425.474554765,1370143.4359503472,1330999.1127281338,1159518.9044078789,C19H18N2O5S2,419.0728,28.41,1.07,1/1,0.392,1143314.9734793252,7.5700496292789925,1314271.7319102813,8.111960736345925,1.149527262737321,1.0743245446143186
535,306.0306,8.21,312379.53448496014,552174.2220498121,7602.746320931786,26839.1656594266,8.21,497968.9945755985,30935.26188256949,619252.074275149,3156.7698340920883,C13H9Cl2N5,306.0306,8.21,1.2,1/1,0.011,224748.91712878266,115.22945474687,287828.27514185227,110.0557620583744,1.280665904062731,1.0672215867189425
536,336.134,5.87,661380.1613711527,447253.0125587662,772452.6223266134,765584.9553282945,5.87,710210.6118691347,689878.2749381107,397352.88508116873,544304.3939511278,C19H17N3O3,336.134,5.87,0.92,1/1,0.11,661667.6878962067,22.928106569023253,585436.5414598854,24.859745780810687,0.8847893771589472,0.9617275838684208
537,464.1748,9.52,4879085.3138008965,4340751.574682196,3689949.113321969,4756291.476635962,9.52,5502485.229141845,6891538.377413891,3199318.528204977,5043408.866330939,C24H25N5O3S,464.1748,9.52,1.28,1/1,0.17,4416519.369610256,12.14448441573486,5159187.750272914,29.551520373684653,1.1681569395512912,0.9126226090244463
538,508.2454,4.48,538507.0684374971,545522.2039139185,386050.126806188,613237.1463489144,4.48,1205369.824351339,1013253.8232403588,997317.295024756,415977.19748411136,C29H29N7O2,508.2454,4.48,1.4,1/1,0.026,520829.1363766295,18.425106658654816,907979.5350251413,37.59509031248577,1.7433347553132088,1.2452391109380063
539,513.2039,8.74,2625968.049371431,2835703.2206744384,2266107.8749832357,2917325.878438644,8.74,4153013.685776227,4061295.315715808,3317312.589303164,2956938.083676944,C26H24F4N6O,513.2039,8.74,1.28,1/1,0.044,2661276.2558669373,10.920560151342345,3622139.9186180355,16.01975316074446,1.361053708961187,1.0633232101259273
540,349.1349,8.44,4765153.215115073,2502010.788303838,4789562.288601803,5380540.594338299,8.44,1217666.8718635754,33566.512568448816,1486166.1751081713,545.6443469583165,C21H17FN2O2,349.1349,8.44,1.16,1/1,0.102,4359316.721589753,29.143835525848495,684486.3009717885,113.74295893934432,0.1570168778014758,0.13535937741506535
541,444.2392,7.45,1537789.0412645875,906987.1247277856,1550498.4289665627,1826076.8930150457,7.45,2864771.724664206,2515899.7972165574,2546663.084303724,1442454.32371294,C26H29N5O2,444.2392,7.45,1.26,1/1,0.002,1455337.8719934954,26.729974042577954,2342447.232474357,26.48410713313728,1.6095556073626498,1.277425085208452
542,455.1119,12.89,12221049.903072271,9947353.283499718,9343625.869449642,11635091.44856789,12.89,20248200.54639597,20778606.90430705,19259832.767966542,14225689.262149466,C22H19ClN4O5,455.1119,12.89,1.49,1/1,0.039,10786780.12614738,12.625388679424852,18628082.370204758,16.113576109918746,1.7269363194907346,1.1590176640877414
543,462.3703,33.01,1294940.312905083,1128719.733086401,1008761.3312605136,1167897.7337687304,33.01,2072614.8042120312,2415430.349320316,2620226.6507824883,2597512.9492189754,C25H52NO4P,462.3703,33.01,0.93,1/1,0.539,1150079.777755182,10.254901231144661,2426446.1883834526,10.429640832392407,2.109806845851672,2.2686095116684646
544,330.1715,14.53,15845926.66180547,12528901.92667331,13648369.327042632,14296119.471094351,14.53,16319050.763269044,12415824.98916594,13557653.88602511,10828503.117064375,C20H19N5,330.1715,14.53,1.16,1/1,0.003,14079829.346653942,9.839108276197415,13280258.188881118,17.427488222091473,0.9432115874356928,0.8131134374445628
545,332.168,32.14,7069600.042017342,6852065.737876752,6516869.158578388,5356963.990678767,32.14,4911418.585058185,4551460.602803044,4590715.203171372,4108551.76859402,C18H25NO3Si,332.168,32.14,1.03,1/1,0.691,6448874.732287813,11.825586338007826,4540536.539906655,7.2689932083880695,0.7040819876952157,0.6835747453351608
546,426.1921,3.96,1837218.916115316,1371517.3917278857,1978630.76535992,2077910.96429812,3.96,3234208.0458017457,2974636.292497475,2923383.465296196,1498463.9040698456,C25H23N5O2,426.1921,3.96,1.21,1/1,0.004,1816319.5093753105,17.207823680168968,2657672.926916315,29.52554183641707,1.4632188407370974,1.2092717692042128
547,482.0816,29.75,3556050.788511659,4147237.409174467,3507411.885478656,4214603.884057791,29.75,4427643.89087159,4258840.652930543,4902689.568529282,5339466.205986178,C21H18F3N3O3S2,482.0816,29.75,1.13,1/1,0.296,3856325.991805643,9.759068376934605,4732160.079579398,10.31407820228353,1.227116195475908,1.0859435358193876
548,569.2876,19.37,38914133.96996209,39546263.040048204,37229943.36593329,35797891.59037028,19.37,30254284.36711017,31639408.054285303,28680004.63243321,27012652.023693062,C32H36N6O4,569.2876,19.37,1.06,1/1,0.429,37872057.991578475,4.471513786633503,29396587.269380435,6.792879786889467,0.7762078119947241,0.7322715207497397
549,285.1035,14.96,1049328.0949237049,918869.6381576604,1076839.7801219143,896866.4633382772,14.96,1010492.3852532712,992966.0621664769,1001205.953645056,1080575.540154162,C16H13FN2O2,285.1035,14.96,1.2,1/1,0.002,985475.9941353892,9.209828791811086,1021309.9853047417,3.9315950961284494,1.036362114737043,0.8636350956142025
550,408.0206,9.27,14928278.5865062,17433093.914358016,7972146.278959791,8930537.858455034,9.27,17241379.41064849,17776039.476691943,16024322.849181425,17252189.417679176,C16H14IN3O2,408.0206,9.27,1.39,1/1,0.079,12316014.159569759,37.30826299163784,17073482.788550258,4.349544594539227,1.3862831405795244,0.9973260004169241
551,282.1237,4.67,5289939.365195491,5714109.804708743,3347131.3029988343,3106041.039954314,4.67,6711462.351450315,7178471.665878149,4408976.555502069,6566646.14662419,C16H15N3O2,282.1237,4.67,1.3,1/1,0.022,4364305.378214346,30.445602455915218,6216389.17986368,19.833042197744597,1.4243708084440034,1.0956698526492334
552,240.1703,15.11,1369518.1807564849,1253719.0208584634,1271682.066024301,1265385.7340914432,15.11,1178785.5834485998,1319972.4150591572,1104668.0268908662,1375885.3526877763,C12H21N3O2,240.1703,15.11,0.97,1/1,0.632,1290076.2504326731,4.145613354115412,1244827.8445215998,10.036635008337958,0.9649257895446895,0.9947688552007109
553,440.11,31.2,713334.7593223128,763963.8306636383,513645.8076270353,400943.172618748,31.2,1034581.731870753,894304.6881005949,1061154.000175689,979854.9941997704,C24H16F3NO4,440.11,31.2,1.14,1/1,0.077,597971.8925579336,28.44469303097421,992473.8535867019,7.423925443790743,1.6597332850231712,1.4559063903712028
554,358.0844,30.59,5139237.751042743,4883603.106680692,5072803.136005014,4725564.402418018,30.59,5910295.048252007,5670336.66056914,5992504.171308843,5808078.412015344,C19H16ClNO4,358.0844,30.59,1.1,1/1,0.024,4955302.099036617,3.7854438922750866,5845303.5730363345,2.3765008909927214,1.179605896111308,1.0723689964648255
555,391.1563,4.32,411479.414479941,322303.9144541844,567631.1261337341,529270.3206342167,4.32,897380.9492963176,1054842.4258915724,678340.8642257279,1008734.0550929968,C22H19FN4O2,391.1563,4.32,1.29,1/1,0.023,457671.193925519,24.48589016333316,909824.5736266538,18.452097651436862,1.9879437152750272,1.541041639748083
556,451.1183,27.67,1089662.7394186573,1101133.6942609036,1020812.4070876352,1199061.893732702,27.67,953505.6337842578,959672.1871815654,1070943.742674488,1084803.8233021412,C22H24Cl2N2O4,451.1183,27.67,1.24,1/1,0.007,1102667.6836249745,6.65677581007687,1017231.3467356132,6.910639293030677,0.9225185083791584,0.7439665390154503
557,341.2086,6.19,6635655.590186333,6245094.3636656655,7859768.521097418,8440738.08608984,6.19,8624574.109394247,10172824.18914823,8729359.590122985,8977899.71042711,C18H24N6O,341.2086,6.19,1.17,1/1,0.171,7295314.1402598135,14.087600133508543,9126164.399773143,7.816335437643848,1.2509624978874627,1.0691987161431307
558,182.0631,5.4,82521.27930758157,78399.51942672297,88144.90687919364,79884.43474534486,5.4,179300.7593722965,153133.2319467995,181217.04409414483,153228.9041031294,C9H11NOS,182.0631,5.4,1.26,1/1,0.091,82237.53508971076,5.218140492937565,166719.98487909255,9.388799639650747,2.027297932716759,1.6089666132672689
559,298.1184,3.82,1803752.252354229,1559197.8036918745,1855977.8855553507,1832626.64906029,3.82,2563781.908165132,3028995.160741781,2060104.3791155291,2492203.532093383,C16H15N3O3,298.1184,3.82,1.39,1/1,0.022,1762888.6476654361,7.79763822353261,2536271.2450289563,15.6426926951225,1.4387018989473315,1.035037337372181
560,478.2084,24.39,7175726.312917041,7649766.496718749,8431165.709230175,8849487.334303394,24.39,8647299.786345363,8388298.572890682,9029328.961071745,8463023.811394904,C25H27N5O5,478.2084,24.39,1.01,1/1,0.924,8026536.46329234,9.397305192591153,8631987.782925673,3.3177085478968005,1.0754312052779222,1.0647833715622992
561,237.1024,22.42,2895610.099028409,3032219.9791432205,3011864.267017407,2902221.9235542547,22.42,3327801.214945494,3692841.0649438896,3055727.719510788,3702048.513752109,C15H12N2O,237.1024,22.42,1.14,1/1,0.026,2960479.067185823,2.419266080677587,3444604.62828807,9.069034019239798,1.1635294660476854,1.0206398824979697
562,530.1298,29.27,1535828.5014970412,1481678.8804798585,499697.4265376607,1048944.2391133464,29.27,119605.36288239907,3897.103830661178,435855.6762917878,41.7114702397412,C29H24ClN3O3S,530.1298,29.27,1.24,1/1,0.069,1141537.2619069768,42.06357728826196,139849.96361877196,146.5762203494707,0.12251020469112663,0.09879855217026341
563,497.2799,31.58,30825391.67463507,23032257.316081274,37489065.12113747,38818983.354389176,31.58,25784941.670288857,24024217.97729925,23200117.398864247,15165749.426981531,C32H36N2O3,497.2799,31.58,1.3,1/1,0.026,32541424.366560746,22.248786006031693,22043756.61835847,21.36828691776145,0.677406015485002,0.5210815503730785
564,338.1645,3.46,3651604.0469517857,3592018.693710291,3236179.021737991,3268242.757506715,3.46,3039923.9551219493,3378623.4922329523,2563453.802004881,3284487.8320807144,C15H23N5O2S,338.1645,3.46,1.27,1/1,0.027,3437011.129976696,6.260367208301626,3066622.2703601243,11.887841539100576,0.892235187606424,0.7025473918160818
565,341.1067,5.51,3204935.3192105293,3276727.9603699604,2387619.8739240943,2220539.025936725,5.51,3760979.061984031,3504405.400034132,3136747.280615717,3803463.168269727,C17H16N4O2S,341.1067,5.51,1.38,1/1,0.018,2772455.544860327,19.690339240395208,3551398.7277259016,8.62700015220395,1.2809578621773057,0.9282303349110912
566,307.0456,27.19,109832.33870543056,112751.67875186764,115537.35755299618,106257.18645778962,27.19,131209.72430392227,135972.86183596932,131024.75305072808,134217.8735629357,C15H14O3S2,307.0456,27.19,1.26,1/1,0.045,111094.640367021,3.580897709929678,133106.30318838885,1.8084155771787898,1.1981343361718295,0.9509002668030393
567,457.1759,27.51,4479441.397761252,4731130.721442029,5401232.261035601,5305787.0994545845,27.51,5403579.550184462,4365628.817038905,5594994.65246999,3965624.026591961,C27H24N2O5,457.1759,27.51,1.05,1/1,0.076,4979397.869923366,8.951795821404339,4832456.761571329,16.368178843201974,0.9704901853214838,0.9242763669728417
568,308.1283,16.78,10589693.7578723,11030940.175638124,10547910.418923492,11320950.187505314,16.78,11999326.873450749,12334744.962311383,13402103.730666274,11478526.357242778,C19H17NO3,308.1283,16.78,1.1,1/1,0.107,10872373.634984806,3.406634564726547,12303675.480917796,6.6046185254236045,1.1316457559301851,1.028768869027441
569,402.1935,26.33,11188064.030905643,10403175.114582658,12055597.754551811,12695587.813352032,26.33,18402527.17931441,18639326.90003137,18700444.199203838,19875315.6941136,C20H24FN5O3,402.1935,26.33,1.07,1/1,0.3,11585606.178348036,8.644530198967178,18904403.493165802,3.4907361887642248,1.6317146640540594,1.5249669757514572
570,516.1946,9.59,47138744.52619322,37288075.43405628,35061528.617425226,38149323.30483582,9.59,11513694.869211651,166626.03294676705,17853368.15802908,2619.889299223102,C24H30ClN7O2S,516.1946,9.59,0.94,1/1,0.522,39409417.970627636,13.485580634737884,7384077.237371679,119.41039984405319,0.18736834030066443,0.19932802159645152
571,235.0535,13.02,701645.0914444656,805017.3366587916,802506.2762385433,677597.0138374837,13.02,836829.5429910573,842051.1167297818,789283.3899396574,808944.5089171159,C11H10N2O2S,235.0535,13.02,1.17,1/1,0.135,746691.429544821,8.923950563970193,819277.139644403,3.017206748663593,1.09720978067718,0.9377861373309231
572,461.2409,12.85,15054095.38823878,11443726.53663676,5457713.8180333255,8513284.816860875,12.85,12275763.393635469,8230661.840577478,13072541.324127166,2249533.8828620613,C24H28N8O2,461.2409,12.85,1.04,1/1,0.679,10117205.139942436,40.51938593136684,8957125.110300543,55.24899615571389,0.8853359190017873,0.8512845375017185
573,391.0085,21.25,759070.1231398511,852401.8584756914,739338.2993716416,697533.8972443643,21.25,872784.5362222806,929843.4050852732,884730.2397344734,941461.482340032,C17H12BrFN2O3,391.0085,21.25,1.13,1/1,0.056,762086.0445578871,8.588059939149737,907204.9158455147,3.6976681932306583,1.1904232105074384,1.0534718677056978
574,566.2918,25.4,1938475.993842932,2709547.3546960475,2284.680109018664,10313.70639449244,25.4,7564463.855734688,8449701.716146817,7655187.984792989,8471765.095643977,C34H36FN5O2,566.2918,25.4,1.2,1/1,0.012,1165155.4337606227,117.98112268119579,8035279.663079618,6.132309330971792,6.896315659057758,5.746929715881465
575,376.1458,12.96,13606876.480221946,14709792.633917471,12069841.943426168,13139686.920991112,12.96,16577836.650614476,16309319.59114699,12229826.272699188,13093277.096741311,C22H18FN3O2,376.1458,12.96,1.36,1/1,0.013,13381549.494639173,8.179497306404166,14552564.902800491,15.217516420499846,1.087509701969151,0.7996394867420228
576,447.2234,21.62,1880095.578189772,1774601.708637548,1870248.471402448,1768535.7823972874,21.62,2995771.25076634,3172923.8906847546,2781106.746795262,3140267.0609949995,C22H30N4O6,447.2234,21.62,1.13,1/1,0.014,1823370.3851567637,3.290688760510206,3022517.237310339,5.90242297212658,1.6576540136415998,1.4669504545500884
577,455.0587,31.28,1010856.0736467632,1067087.2213578536,1095836.836946279,1084185.7464941717,31.28,1222633.4830855478,1034985.1093438565,1233696.1187841357,1130878.2641136786,C18H13ClF6N2O3,455.0587,31.28,1.03,1/1,0.502,1064491.469611267,3.537450131442383,1155548.2438318045,8.01776594645234,1.0855401633737747,1.0539224887124026
578,391.1853,4.64,4299882.69326633,3485166.530864513,3688920.677836615,4390570.9214123525,4.64,4776669.654030339,5860828.058405801,5596695.768857046,6533576.476329961,C19H21F3N6,391.1853,4.64,0.86,1/1,0.099,3966135.2058449527,11.273094892566524,5691942.489405787,12.76470319780007,1.4351357666822568,1.6687625193979732
579,513.2046,8.74,2747012.899899206,2760191.4899643767,2393599.015243148,2917325.878438644,8.74,4466339.698287626,4484033.418200808,3330190.3364503053,3017142.076484614,C28H25FN6O3,513.2046,8.74,1.27,1/1,0.034,2704532.3208863437,8.180948016173458,3824426.382355838,19.93130039171801,1.414080487343733,1.1134492026328606
580,385.2137,10.4,19615620.58447916,17212197.86480633,9498126.27465256,17973408.088523846,10.4,19941395.15501664,20621957.241758727,13800536.127834976,12103199.88096948,C23H24N6,385.2137,10.4,1.0,1/1,0.938,16074838.203115474,27.979872350933555,16616772.101394955,25.860702795237717,1.0337131790337055,1.0337131790337055
581,372.101,5.02,2602276.8162930706,2549243.5546532003,2269123.568773082,2542097.839933143,5.02,3428943.9070356134,3861475.941905037,3727179.8802203066,2325323.345369172,C18H17N3O4S,372.101,5.02,1.29,1/1,0.0,2490685.4449131237,6.027548110017689,3335730.768632532,20.90805176753105,1.3392822347138595,1.038203282723922
582,370.2127,14.16,28194009.412160862,35860529.21861484,23948195.502329253,30379594.81033008,14.16,31227079.57987694,39403166.92567825,18713219.474196974,29989021.731755875,C21H27N3O3,370.2127,14.16,1.06,1/1,0.37,29595582.235858757,16.74981129265379,29833121.92787701,28.52173846062031,1.0080261874939713,0.9509681014094069
583,487.1662,4.05,2947465.1685015764,1687441.3050191023,2522295.066547748,2281350.580206204,4.05,2115837.891556464,2657106.35809345,742052.2495552122,3158835.405226184,C25H28Cl2N4O2,487.1662,4.05,1.0,1/1,0.982,2359638.030068658,22.290848516741228,2168457.9761078274,48.050624099073914,0.9189790758054244,0.9189790758054244
584,360.0343,8.02,12126338.27448044,12433954.650989072,8854517.491921658,10702991.71274512,8.02,13048388.45650413,12849736.51263083,11126763.031327792,13677146.786236595,C16H14BrN3O2,360.0343,8.02,1.21,1/1,0.001,11029450.532534072,14.817503387552074,12675508.696674839,8.607684295246479,1.1492420823036753,0.9497868448790705
585,363.1613,22.41,1620664.9636326388,1755435.3042439627,1480071.544669673,1491407.79519721,22.41,1187217.1926363388,1424498.5390264872,1026923.1788396072,1539499.3555800244,C21H19FN4O,363.1613,22.41,1.07,1/1,0.277,1586894.9019358712,8.141473133786677,1294534.5665206143,17.841367030373455,0.8157657857123347,0.7623979305722753
586,429.147,17.85,10814449.561316142,11621020.40619274,10004453.378462736,11744052.255446017,17.85,10419659.405814806,8387088.870813083,13323215.478623165,9069706.895766124,C23H17FN6O2,429.147,17.85,0.85,1/1,0.133,11045993.900354408,7.3107006968608115,10299917.662754295,21.216964730948636,0.9324573013229552,1.0970085897917121
587,446.1704,5.74,511258.3079956636,599350.4779871162,382092.5391927062,396558.6445154586,5.74,683637.9010801087,519105.7698396611,614343.6861345324,83555.32891094791,C21H19F4N7,446.1704,5.74,1.4,1/1,0.06,472314.99242273613,21.70676916539901,475160.6714913126,56.74756225553362,1.006024960279113,0.7185892573422236
588,318.1124,21.95,18365.308439707434,48773.19728735964,16927.860567434873,15237.124576462153,21.95,348298.66574640706,327305.6195065615,283695.24674388004,311802.0010917755,C20H15NO3,318.1124,21.95,1.92,2/1,0.05,24825.872717741022,64.5133062555036,317775.383272156,8.559723283897862,12.80016968124822,6.666755042316782
589,348.1527,13.49,11929342.60881004,12456491.644884417,2765128.8391067814,5283759.311801337,13.49,13699250.866510676,6066648.6969842,13765168.701047124,1445995.971303252,C20H23ClFNO,348.1527,13.49,1.15,1/1,0.053,8108680.601150643,59.58619365390344,8744266.058961313,69.31039444307171,1.078383338680337,0.9377246423307278
590,344.1871,4.73,16233835.776600312,12354566.763921857,13306152.608451623,14174742.037676835,4.73,15428912.923023142,16932260.65120141,13568436.579519393,15746714.374719352,C21H21N5,344.1871,4.73,1.09,1/1,0.243,14017324.296662657,11.800462897539456,15419081.132115824,9.034796741312894,1.1000017411159495,1.0091759092806876
591,378.107,4.07,3933338.257675753,3458662.310674178,3434667.04883207,3486113.093161309,4.07,3548147.027563476,4394051.932837858,2525502.2898323066,4545105.009814497,C21H16FN3OS,378.107,4.07,1.33,1/1,0.015,3578195.1775858277,6.64282329849893,3753201.5650120345,24.742496387761705,1.048909122823278,0.788653475806976
592,384.1122,8.21,1827537.4855858197,1617989.3883036682,1447488.3639543063,1637918.7740164753,8.21,3117067.599475236,3037289.819387849,2939425.120908596,2944519.568997933,C18H17N5O3S,384.1122,8.21,1.6,1/1,0.001,1632733.5029650675,9.521796936671928,3009575.5271924036,2.8113225091924985,1.84327419124246,1.1520463695265375
593,324.0665,29.31,1807849.4971067172,1957924.8717567096,1808844.5116116896,1957329.339275627,29.31,1818851.363235292,1967160.6474885568,1898160.1848242152,1851408.734416576,C16H12F3NOS,324.0665,29.31,1.08,1/1,0.013,1882987.0549376858,4.5772065475621355,1883895.23249116,3.415785171491043,1.000482306849159,0.9263725063418139
594,252.102,25.76,2340824.751545825,2358939.712503089,2279905.0074688927,2226190.396647534,25.76,2327954.268597076,2802326.184361657,2789424.7806205773,2907564.1293741874,C16H13NO2,252.102,25.76,1.17,1/1,0.001,2301464.967041335,2.629105339755982,2706817.3407383743,9.533646992556012,1.1761279791358905,1.0052375890050347
595,334.0755,6.93,11140085.944997208,9684621.012682809,9819546.410528006,10634896.164203228,6.93,12872378.903059812,13578998.015419371,10522049.058441035,14203597.741158051,C16H13ClFN3O2,334.0755,6.93,1.19,1/1,0.055,10319787.383102812,6.680472195718365,12794255.929519568,12.579557279252873,1.2397790239814772,1.0418311125894768
596,465.2193,32.47,2643273.059095388,3055612.3561575627,2178872.546048084,2255910.788410996,32.47,3061064.090692756,2740616.5696122674,3460009.437426689,3732675.3895569886,C23H28N8OS,465.2193,32.47,0.96,1/1,0.776,2533417.187428008,15.911298805681678,3248591.3718221756,13.44414915788527,1.2822962550120818,1.3357252656375853
597,483.2316,32.47,62351731.98085803,60015756.48689538,57064836.78459583,51646690.10299079,32.47,60421392.45791831,55274741.60880911,62376180.733463466,58109804.07392938,C26H34N2O5Si,483.2316,32.47,1.0,1/1,0.988,57769753.838835016,7.996931575098837,59045529.71853007,5.181505987533674,1.0220838032866504,1.0220838032866504
