Compound Name,mz_x,rt,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,mz_y,RT,formula,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
387,251.1546,9.79,2052490102.9995244,1787092456.1082127,1750582933.1695113,1819747173.881988,1889916049.038396,1342007128.81958,1291182692.577216,1430361158.513868,1421795679.827994,1375472125.7072363,251.1546,9.79,C17H18N2,0.75,0.004,1/1,1859965743.0395265,6.409889316482291,1372163757.089179,4.206837800057187,0.7377360374642228,0.983648049952297
388,545.175,31.24,345662901.8951855,295042472.70972896,307154508.9822602,304633111.0024339,357992212.899807,294955506.19168246,298093881.74993885,278836963.0022234,289761838.1556841,313128135.0635683,545.175,31.24,C30H28N2O6S,0.94,0.25,1/1,322097041.49788314,8.648609525111253,294955264.8326194,4.244284498735188,0.9157341634091287,0.9741852802224774
389,376.0298,4.76,126342561.06009205,110201862.19146287,107896973.7950323,120937703.73243284,129148189.66993187,180163258.0665373,177048070.83547667,166977177.6405984,153432844.60030365,128934878.30929358,376.0298,4.76,C16H14BrN3O3,1.02,0.56,1/1,118905458.08979039,7.992786578158005,161311245.89044192,12.949670423118356,1.356634493335278,1.3300338169953707
390,601.1757,31.97,5190061.625829289,3588883.553154885,4589657.223140767,5486854.771864486,11758466.933274971,4842981.459545259,5515928.184734017,4119355.862186188,5096484.430493509,11517996.703773577,601.1757,31.97,C26H25F9N2O4,1.01,0.971,1/1,6122784.82145288,52.801047730146934,6218549.32814651,48.333567185597396,1.0156406781368654,1.0055848298384806
391,416.2226,29.49,805676180.550011,730143057.3775983,742103727.0207105,716165219.2543855,819541954.3620316,697356890.7033727,706636934.7555138,681670220.4803072,697687839.5312324,792643038.8890142,416.2226,29.49,C27H29NO3,0.94,0.22,1/1,762726027.7129474,6.124193946664875,715198984.871888,6.1822682615258335,0.9376879231674179,0.9975403437951255
392,443.1742,9.01,473602736.0764952,461715097.3406216,311577205.5827295,472371885.3247785,452671599.08095175,641634416.2033323,485963421.8863179,651063839.7141825,595942314.2426541,473623765.2936523,443.1742,9.01,C24H27ClN2O4,1.11,0.183,1/1,434387704.6811153,15.926128408047468,569645551.4680278,14.876503836857257,1.3113758638408182,1.1814196971538902
393,378.1618,27.61,385155511.9268032,305568675.8936309,326935846.6069385,311365540.0665021,368086985.1820138,324448777.125911,328391470.90264034,322961302.23285043,328293347.9330094,399175261.64576674,378.1618,27.61,C22H20FN3O2,1.03,0.761,1/1,339422511.9351777,10.418770839458759,340654031.9680356,9.628732030898608,1.0036282803572354,0.974396388696345
394,284.1066,4.03,102798309.97717646,76301346.25173149,82455686.59713635,99420512.91069716,110512753.02492157,108879239.64043894,85662081.73465462,101941753.80526696,103092937.21784528,84367226.53089723,284.1066,4.03,C12H17N3O3S,0.92,0.443,1/1,94297721.7523326,15.234779388990724,96788647.7858206,11.441882197424528,1.0264155484056154,1.1156690743539297
395,384.2087,20.96,526987948.6872754,451845849.2958271,493971548.64367527,525570188.3059209,452766423.2178325,460978494.6018831,481144435.6973087,470527014.17097056,521498100.03309816,483189798.9349058,384.2087,20.96,C22H26FN3O2,1.07,0.331,1/1,490228391.6301063,7.557789540911876,483467568.68763334,4.76741910906257,0.9862088302964424,0.9216904956041517
396,367.127,7.41,901374401.8449177,973887515.99785,937199509.718413,1017501750.1650397,1028823185.7135783,766303585.0617397,264908000.979268,1284025955.610051,1510492680.2033832,1672410649.8195925,367.127,7.41,C18H17F3N2O3,1.13,0.148,1/1,971757272.6879597,5.518122722298078,1099628174.334807,52.61077486268587,1.131587285468053,1.0014046774053569
397,312.171,4.9,203445894.79742265,245419061.144643,92128428.74835873,283296216.7216037,294150313.7947489,369456832.52511024,337097568.1470418,357619340.9962155,349176834.0285381,357385019.050391,312.171,4.9,C18H21N3O2,0.96,0.205,1/1,223687983.04135543,36.529848433313624,354147118.9494593,3.377576615474233,1.5832192419741413,1.6491867103897306
398,429.2181,9.95,534038254.0996577,500836914.76018834,442841594.4365319,585142678.7072798,498984884.65501976,570870609.6757116,496234106.7300888,568616080.4441651,507953083.0839653,350529525.4710848,429.2181,9.95,C27H28N2O3,0.94,0.349,1/1,512368865.3317355,10.193761011216452,498840681.08100307,17.97012010703327,0.9735967870686805,1.035741262839022
399,367.0083,24.79,104985676.21273996,103679385.4114764,102816956.72143152,106948517.15585507,106633368.51999792,103799991.68854298,106449495.76291892,103149592.7234254,101758085.77904764,101835269.12508318,367.0083,24.79,C18H11BrN2O2,0.96,0.002,1/1,105012780.80430019,1.7149828814310393,103398487.01580362,1.851898649495105,0.9846276445958998,1.0256537964540624
400,350.0698,19.73,160015957.9914982,168497943.91005638,166259461.44502428,175899796.30658337,178333395.62263894,124825317.45759492,65364927.98182169,185462007.8605455,232687512.4223216,240849116.64430588,350.0698,19.73,C19H12ClN3O2,1.0,0.96,1/1,169801311.05516022,4.367421356826595,169837776.47331792,43.84217980743415,1.0002147534546766,1.0002147534546766
401,229.1339,3.62,69783152.49185172,61701444.48595795,62668628.89775911,58345233.98058444,73930861.08108248,123965257.65316662,132733642.70985425,110977938.24903972,111643388.43380408,107120944.42410669,229.1339,3.62,C14H16N2O,1.06,0.481,1/1,65285864.187447146,9.772835769798059,117288234.29399428,9.125226661364385,1.7965333805988877,1.694842811885743
402,500.2781,5.47,307402007.800208,299710735.99361646,280201520.6953173,307514676.2156041,326641839.37962824,315599939.8278718,206735584.21469128,380287221.3465583,412235850.1854943,384641449.8033972,500.2781,5.47,C28H33N7O2,1.12,0.057,1/1,304294156.0168748,5.501260396317088,339900009.07560253,24.255637204036244,1.1170112943501722,0.9973315128126536
403,335.0465,21.38,43251400.38462365,37466894.49877472,33356381.449424397,37512385.189102605,37155398.22951308,23003338.3187072,17825125.710913606,28266255.760824066,29844748.216650024,35720443.24715731,335.0465,21.38,C15H12Cl2N4O,1.26,0.127,1/1,37748491.95028769,9.37159236139693,26931982.250850447,25.310868956235954,0.7134584948802224,0.5662369006985892
404,366.0302,17.56,171849151.03320202,169125687.95232645,170673303.22625992,173404030.15346447,173041815.29572946,178476517.83134103,180171481.19395787,175931448.10116845,197311931.6385308,166229632.37086713,366.0302,17.56,C17H13Cl2NO4,1.06,0.396,1/1,171618797.53219646,1.0248767913875945,179624202.22717306,6.270947825832413,1.046646432734006,0.987402295032081
405,509.1157,28.55,453841468.058994,393650692.0556086,397439044.4549988,398922502.126424,442289354.0680808,378465909.71609896,375170280.0686126,388059560.2781473,393658241.47690856,423607114.6806651,509.1157,28.55,C26H22Cl2N4O3,0.97,0.622,1/1,417228612.15282124,6.833100829071692,391792221.24408644,4.915359625342166,0.9390348835917849,0.9680771995791597
406,525.1956,28.76,117369252.2976574,95424153.35437948,98548075.87399152,93028989.83486596,113712917.02602588,94299465.99176157,95200676.93787885,94163389.1107582,95715087.83996044,116021909.19217671,525.1956,28.76,C29H32O7S,0.94,0.498,1/1,103616677.67738405,10.74657539704945,99080105.81450716,9.580583978120172,0.9562177444349089,1.0172529196116054
407,548.2226,7.98,58304810.278122544,55786443.833038166,45303448.77191429,52441919.70548837,49464932.287010655,81288973.98366688,78611317.76121756,80299330.7430355,74216263.25352752,75211766.93889737,548.2226,7.98,C25H31N7O6,1.4,0.0,2/1,52260310.97511481,9.813775116826646,77925530.53606896,3.9833881538248925,1.4911034603903401,1.0650739002788145
408,539.2545,4.01,141356502.5156656,121519599.03977875,144884890.0658143,136035408.08198908,146292359.42704257,93701009.42240275,120578368.62954389,111157349.18782948,154327371.23105648,136398945.1984859,539.2545,4.01,C28H35ClN6O3,0.95,0.284,1/1,138017751.82605806,7.271596272562768,123232608.73386368,18.879664181787746,0.8928750621091995,0.9398684864307364
409,398.1717,3.55,127822830.77320662,120786875.86146146,126171273.96822622,117023181.67547868,131652577.7894478,123278848.11319166,131520713.62371582,82614666.21891871,98817198.89831293,99163140.59734796,398.1717,3.55,C21H23N3O5,1.01,0.867,1/1,124691348.01356415,4.65046155135952,107078913.4902974,18.614987135776037,0.8587517513937628,0.8502492588057058
410,393.1651,4.69,402526289.87332994,400058705.2177456,438039466.1095815,403779939.6148766,454387463.88306856,498805843.1379696,466157641.3481852,519567196.6007421,517932378.2194781,487618165.5963736,393.1651,4.69,C18H19F3N6O,0.96,0.48,1/1,419758372.93972045,5.9244020388459395,498016244.9805497,4.4728668207866065,1.186435523591253,1.235870337074222
411,358.1444,28.24,526666183.1238845,476803038.8957316,533019227.7649072,483429880.90391386,549514594.1680561,458466269.0362789,471195712.5978303,459499942.2409638,470335621.1495279,528958164.7220821,358.1444,28.24,C23H19NO3,0.98,0.565,1/1,513886584.9712986,6.231258157094312,477691141.94933665,6.125768033425202,0.9295653086099076,0.9485360291937833
412,606.403,3.51,14518122.1073812,10537234.232560763,15211895.781392897,11428618.147676814,15928303.12111452,17120501.835776538,13049338.560715668,6447745.4010738,17416984.526888832,18910387.183910348,606.403,3.51,C35H51N5O4,1.03,0.2,1/1,13524834.67802524,17.70246630824569,14588991.501673037,34.56776681475379,1.0786816880931498,1.0472637748477183
413,261.1351,3.51,356690917.15932024,314779022.3260099,351153033.1138675,325978557.58133525,377184850.1459653,319357120.5604179,378485800.5073652,236003747.83305043,270151944.8338196,254076375.42184255,261.1351,3.51,C13H16N4O2,1.07,0.37,1/1,345157276.06529963,7.221895631555962,291614997.8312992,19.75768356315461,0.8448757075488367,0.7896034649989128
414,580.2813,5.58,1649613.0403548176,1474441.0494310008,890251.4888975071,1314698.371077947,925829.9586226773,67124639.1492402,26976013.78878236,94600848.0069324,80193108.69861856,35021828.34456471,580.2813,5.58,C30H38ClN7O3,1.43,0.018,1/1,1250966.78167679,26.77483695040014,60783287.597627655,47.73292752841167,48.589050075457656,33.97835669612424
415,495.9274,11.92,463689690.71614575,440848340.3464242,411786623.9916274,506271179.83889496,434994693.5797291,362819429.1012319,228134118.23274872,475113100.7935742,563300216.0917122,455547819.1317399,495.9274,11.92,C17H13Br2N5OS,0.85,0.165,1/1,451518105.6945642,7.917155939697143,416982936.67020136,30.540955563031723,0.9235132133378398,1.086486133338635
416,310.1354,6.79,378670068.1114063,436601121.6225361,223476916.7375729,477581094.7748201,458311487.7394962,543453840.9315081,264053415.35352543,564808565.0444233,550666704.5688142,633076469.7766128,310.1354,6.79,C18H16FN3O,1.02,0.653,1/1,394928137.79716635,26.022071521172446,511211799.13497674,27.906175550222102,1.2944425838746725,1.269061356739875
417,407.1632,4.81,377485324.9360315,357010490.19225085,410865673.76878536,396683370.96199626,452841096.80355626,412035255.3195671,421914471.60082,440925716.9807193,411365699.4386415,392589443.5270652,407.1632,4.81,C21H19FN6O2,1.15,0.008,1/1,398977191.332524,9.098490814388196,415766117.37336266,4.236920883611087,1.0420799143549189,0.9061564472651469
418,351.132,31.56,136213296.90421507,91933038.80384628,104200544.08903676,107990458.3280795,143380112.7980239,82934930.598436,88471766.54822879,81515299.1236246,76823988.80168085,119470304.7271193,351.132,31.56,C18H17F3N2O2,0.91,0.456,1/1,116743490.18464032,18.854866968688857,89843257.95981792,19.005334868409673,0.7695783106854415,0.8456904513026829
419,324.0194,17.41,190476287.824432,188873516.60998377,187505842.82767025,184862186.2148637,187935080.6190864,196715550.05842948,196651943.8943349,195859540.21587375,224536517.48724052,189966026.0889145,324.0194,17.41,C15H11Cl2NO3,1.08,0.247,1/1,187930582.81920722,1.0958529804965491,200745915.54895863,6.771251952486036,1.0681918426341497,0.9890665209575459
420,529.2255,3.69,88178004.41101012,90325904.76814316,130484580.25425032,72757353.55780339,102768716.75892568,117722931.6251002,111884942.61570056,104340292.15716776,110924428.80928372,90144939.7513799,529.2255,3.69,C26H34ClN6O2P,1.05,0.714,1/1,96902911.95002654,22.28010831721385,107003506.99172643,9.861727600029505,1.1042341745819655,1.0516515948399672
421,365.1977,20.53,1415475545.2944674,1211257328.8139164,837752248.6281985,1223272100.8306048,1105508649.8309538,982195313.363069,533903378.5245872,1400338325.253303,1767995008.901853,1590567452.419454,365.1977,20.53,C21H24N4O2,1.13,0.417,1/1,1158653174.6796281,18.242383953258432,1254999895.6924534,39.66686250058974,1.0831540646660425,0.9585434200584447
422,570.3564,11.77,147527028.67020306,131326074.04854564,119749350.2350159,153706578.34681904,124722064.6827422,178359288.18245864,183926398.90053484,159376942.61424533,152798757.13971066,127934006.8625986,570.3564,11.77,C33H43N7O2,1.08,0.091,1/1,135406219.19666517,10.814654028161701,160479078.7399096,13.894853015568614,1.1851677101095954,1.0973775093607365
423,373.1237,3.99,92865751.06692332,69996941.03634885,113335010.18550056,90906153.01024386,122651551.03757368,110354100.44279368,95354790.1778088,114418461.30113468,101288064.7049557,93908769.42031386,373.1237,3.99,C20H16N6S,0.98,0.623,1/1,97951081.26731806,21.06967541056964,103064837.20940134,8.792444312600605,1.0522072434108956,1.0736808606233628
424,308.1973,4.87,202854928.9940911,205077817.52428052,192375138.3124295,222457130.34564015,243312840.23903117,185014605.0062927,125907940.67911696,257400881.9962773,271261860.20126784,239618441.74918783,308.1973,4.87,C16H25N3O3,0.96,0.366,1/1,213215571.08309448,9.377661397990487,215840745.9264285,27.800477621570103,1.0123123035995854,1.0544919829162347
425,525.2655,3.99,106519880.85640514,106839812.6421994,97373036.46617796,120759950.04247478,128124385.38777104,135671353.00595176,85808916.11383703,129377828.1448621,124960386.96961328,77344758.6464308,525.2655,3.99,C27H36N6O3S,1.16,0.126,1/1,111923413.07900564,11.009166877638963,110632648.576139,24.3711889992988,0.9884674308318716,0.852127095544717
426,476.1245,17.37,420571008.5310029,434681204.5025079,461996441.70444965,443532168.7976832,455299927.4784383,415451119.1935641,424097095.1699008,422863025.24997646,491637938.9441225,415946829.5659855,476.1245,17.37,C18H23F2N5O4S2,1.0,0.955,1/1,443216150.20281637,3.7150282712771663,433999201.6247099,7.4789244075066055,0.9792043936713751,0.9792043936713751
427,613.2143,7.22,30077371.65928874,30186861.71852898,31293521.841641843,28726871.3680422,29603319.08955157,27977629.277505063,29886900.240232825,28479686.99221036,27267949.51027656,32544679.29220776,613.2143,7.22,C28H36O15,1.07,0.033,1/1,29977589.135410666,3.11583022202536,29231369.06248651,7.134953110654317,0.9751074020811537,0.9113153290478071
428,271.1445,4.97,644936851.69821,595568423.1744962,580845679.7334352,643458470.3266413,699124793.5077602,713252882.1101327,616848016.4900461,697952332.0974531,653672888.8651094,536235292.5634316,271.1445,4.97,C16H18N2O2,1.15,0.239,1/1,632786843.6881086,7.389253157778769,643592282.4252346,11.028001821388997,1.0170759535298617,0.8844138726346624
429,468.1606,4.88,16859863.81998305,16422401.8538756,16566539.793481825,18482530.35808773,18060285.12704878,17325765.76475798,16450019.21733661,18712779.01614399,15138617.450440723,14805439.117823403,468.1606,4.88,C24H23ClFN5O2,0.87,0.015,1/1,17278324.190495394,5.395150410632273,16486524.113300541,9.735539797203408,0.9541737920607826,1.0967514851273363
430,959.5238,9.71,9758022.877728188,8650396.85713716,8443532.586184155,8789240.025903093,8103582.792508234,7985932.90364271,8135248.684638265,7515183.230746804,7417909.031971914,7774042.663054012,959.5238,9.71,C48H78O19,1.0,0.978,1/1,8748955.027892167,7.090575403554696,7765663.302810741,3.9103858915186023,0.8876103806744193,0.8876103806744193
431,412.3216,9.81,783280424.567538,712960300.5836295,499564595.8283695,722278678.5291395,732832657.1202134,661141531.9575175,492609715.5570549,691452148.5587752,596410378.9913337,386651458.3456824,412.3216,9.81,C27H41NO2,0.83,0.006,1/1,690183331.325778,15.932926279485676,565653046.6820726,22.233423986834357,0.8195692666113882,0.9874328513390219
432,213.1026,4.08,720915255.7107106,556549625.9516468,509115958.0586859,634095610.9858321,746270895.2102971,578117425.8677526,618648951.8261865,503700202.93346095,544572975.6147325,369663594.4347274,213.1026,4.08,C13H12N2O,0.93,0.037,1/1,633389469.1834345,16.13007859205237,522940630.135372,18.27601341178705,0.8256225522813742,0.8877661852487894
433,361.1652,8.58,8213068.944515996,8419202.202978086,8889372.293484667,8372249.720539225,7484385.506138889,8868116.677604064,9027857.407172024,8570215.122116432,7920925.222923781,6635749.535742726,361.1652,8.58,C20H24O6,0.97,0.751,1/1,8275655.733531374,6.151417715314776,8204572.793111804,11.869458632663022,0.9914105972132752,1.0220727806322425
435,421.2743,32.17,75067476.90760648,65085837.80539245,88772510.89863229,81398198.25938419,111704588.46899904,67446517.49563947,71171339.12631011,70391393.01306427,73362726.02843782,96270999.2334772,421.2743,32.17,C28H36O3,0.94,0.396,1/1,84405722.46800289,20.807552850471225,75728594.97938578,15.41989922384921,0.8971974027956873,0.9544653221230717
436,363.1458,4.31,838285634.289358,815146548.7627971,788654945.3912907,825071890.5208092,990118329.2516783,462367610.7076522,427208127.1288307,425969855.2386341,369176065.6061952,310407690.5965935,363.1458,4.31,C17H19FN4O4,0.54,0.001,1/2,851455469.6431867,9.351377355970738,399025869.85558116,14.972045684065769,0.468639739930026,0.8678513702407888
437,633.2536,8.3,80492433.40715872,81987494.91278455,45186241.24393754,80287242.89179401,76953665.45489609,75307574.97940835,57286386.15738026,89061108.99276838,88043836.58184192,73610472.33157611,633.2536,8.3,C34H34F2N4O6,0.88,0.294,1/1,72981415.58211419,21.439004318763775,76661875.808595,16.880202815567902,1.050430101925603,1.1936705703700035
438,546.1429,19.8,313468163.47642505,278374541.08344305,285042085.1868199,272276364.29606,275557188.880342,268729773.4832236,285503359.0321652,269770076.3010178,300962058.18843746,305815317.2544423,546.1429,19.8,C25H22F3N5O4S,1.05,0.455,1/1,284943668.584618,5.833995804442514,286156116.8518573,5.997855525755134,1.0042550454735908,0.956433376641515
439,329.0901,25.7,364645157.1717256,505202483.6087964,387970485.08804256,446615134.7027651,442530333.1376288,542666115.314343,445464837.3977981,573950648.3286242,442972321.4951106,249222892.43998423,329.0901,25.7,C18H11F3N2O,1.04,0.37,1/1,429392718.74179167,12.82168334916406,450855362.995172,28.127720206484952,1.0499837172746438,1.009599728148696
440,563.3466,3.61,20498252.14979752,20370920.536272213,21163200.33304635,19320449.61782051,20842312.850717027,22783874.007252637,23045719.432634488,10998653.112820616,20501474.2878854,19545514.519649465,563.3466,3.61,C30H42N8O3,1.09,0.018,1/1,20439027.097530726,3.412942350010885,19375047.072048523,25.35808442409816,0.9479437049324747,0.8696731237912612
441,609.2975,0.58,36438100.22366083,35604356.94317525,30800786.57929248,40198901.72604233,37997761.970863,28192774.04849679,28972222.925408263,29563775.437690265,32521995.723546185,35535039.12239732,609.2975,0.58,C37H40N2O6,0.91,0.096,1/1,36207981.48860677,9.645229151109811,30957161.45150776,9.815054725818536,0.854981696818663,0.9395403261743549
442,192.077,3.32,323547477.1277665,318728321.67315406,353417054.8459398,322764998.2666898,394046784.745634,355590214.3303665,374460317.07163614,425306073.1963677,335876059.05239826,326329548.26640546,192.077,3.32,C9H9N3O2,1.05,0.539,1/1,342500927.3318368,9.336211056776254,363512442.3834348,10.784418542136011,1.0613473231015245,1.0108069743824042
443,401.3059,33.31,15390322.156101596,15825034.669309717,14705427.900210308,15224722.83636488,20446712.31368592,17496130.484018303,16996976.596478716,16517626.774401637,16780603.720994566,17194561.878643528,401.3059,33.31,C26H40O3,0.95,0.433,1/1,16318443.975134483,14.353707430495371,16997179.89090735,2.2107304454671692,1.0415931762125792,1.096413869697452
444,359.2223,14.14,46319191.74183511,44832796.505069904,44622740.8076099,55710597.233085744,47262283.33118294,46498729.45296861,48484233.92519397,45971593.91960837,51559456.03966053,45293233.97967948,359.2223,14.14,C22H30O4,1.0,0.962,1/1,47749521.92375672,9.594028725276361,47561449.463422194,5.322944571388063,0.9960612702963848,0.9960612702963848
445,560.2081,23.93,430815814.4472488,479265379.6001,264198927.4872761,488275211.5955416,452047223.2261776,629332612.6996871,461348744.0231615,643620277.4710748,525785534.5041511,342426544.6469745,560.2081,23.93,C28H37N3O3S3,0.92,0.054,1/1,422920511.27126884,21.65471594712212,520502742.6690098,23.965259500237515,1.2307342131608034,1.3377545795226125
446,435.2035,7.83,1190494546.4400108,1179678088.028268,971555896.5934812,1196114126.7839594,1173067532.5321102,1496313700.5975454,1394193296.4501565,1393539031.2696657,1266691727.1226518,1016729553.5500832,435.2035,7.83,C24H26N4O4,1.05,0.081,1/1,1142182038.0755658,8.388066483073043,1313493461.7980206,14.069250462059316,1.1499860950458416,1.095224852424611
447,486.9446,30.77,86807647.60427861,77936094.48864953,68615063.64409566,81516454.79710403,102129574.1771327,87471212.64774764,83921992.8951642,83467122.72025084,88838607.82675202,103384636.1570853,486.9446,30.77,C16H14Br2N4O4,0.95,0.612,1/1,83400966.94225211,14.860260229664627,89416714.4494,9.099548037327748,1.0721304287912303,1.128558346096032
448,168.034,0.91,3500573.6285139304,6152799.033750132,4023362.8954592063,5548993.709732238,4637465.757923908,4122680.8090359615,5598182.393006349,4494790.153408429,4100699.178248039,4232394.677981889,168.034,0.91,C5H5N5S,0.93,0.534,1/1,4772639.005075883,22.725315943254046,4509749.442336133,13.931757374329107,0.9449173586227332,1.0160401705620787
449,126.0551,0.63,73284968.7850949,70993602.16745582,94972153.8550637,72071620.99682221,72852610.35449381,63650432.38205456,65786021.68482428,69677892.56608607,65661656.65324608,75612387.36043788,126.0551,0.63,C6H7NO2,0.97,0.589,1/1,76834991.23178609,13.244386357287832,68077678.12932977,6.968500194577978,0.8860244146311105,0.9134272315784644
450,459.0061,11.65,83489579.8224026,75648315.40681668,75092697.59372215,89599037.76501548,75959190.70745884,104206614.76662382,93867208.16230442,100397396.08666366,100948467.91669464,70075222.18591322,459.0061,11.65,C17H15BrClFN4O3,1.08,0.091,1/1,79957764.25908315,7.999746834074761,93898981.82363996,14.735031083323285,1.174357270913476,1.0873678434384035
451,465.1014,26.06,88212309.28761098,105270507.97288918,83610066.35274723,83846658.82361552,84078418.06443901,91106293.51231244,95029006.30606188,91964390.23630412,90602193.86370318,91630685.76602627,465.1014,26.06,C21H16F4N4O2S,0.95,0.511,1/1,89003592.10026039,10.437232191932106,92066513.93688157,1.8846708899791467,1.0344134631461939,1.0888562769959935
452,377.1615,3.54,86695383.89387248,82780751.29179536,115941540.51022927,88684481.2392878,109754199.53772455,118833303.99781756,96977732.00010964,132361595.3965316,167320450.8605264,158785649.4238504,377.1615,3.54,C21H20N4O3,0.97,0.588,1/1,96771271.29458189,15.489355218456243,134855746.33576712,21.3771297278929,1.3935514593504936,1.4366509890211274
453,542.2177,4.26,67300134.61807457,63454779.85859543,70075858.6065509,74555675.91200525,64376593.36721858,31976122.62986818,35377145.67820137,32548762.02371958,36753879.96029234,35722147.65172203,542.2177,4.26,C27H32ClN5O5,0.55,0.0,1/2,67952608.47248894,6.644819699898065,34475611.5887607,6.0700437191181225,0.5073478761704692,0.9224506839463075
454,524.0375,6.61,236149799.41038945,236082609.93398616,238011518.29533768,230010253.5752492,227559341.63045025,249298730.23340565,271155983.54949474,250097038.816993,246046938.41467795,264542512.3218571,524.0375,6.61,C19H17N5O7S3,1.12,0.002,1/1,233562704.56908256,1.9325579530939552,256228240.66728568,4.280759604990311,1.0970426170566079,0.9795023366576855
455,392.2588,32.18,337355564.3515176,300843992.40442485,310193438.09347624,333738538.53587985,389960074.6677645,297087755.58225566,297459689.0912169,295501440.5800485,333257911.9444414,376850219.08216864,392.2588,32.18,C26H33NO2,0.94,0.275,1/1,334418321.6106126,10.367277369892003,320031403.2560262,11.092585152491619,0.9569792758802907,1.0180630594471178
456,248.0504,1.93,198661357.19253263,198337000.9254052,195345781.68914968,202841957.4442595,212381105.83334023,170267843.51301473,159370028.78460884,165080273.25626,167887828.63615546,170572296.9709035,248.0504,1.93,C8H10FN3O3S,0.86,0.093,1/1,201513440.61693746,3.2929804373045406,166635654.23218852,2.773957653324315,0.8269207935809647,0.9615358064894939
457,587.2879,5.88,241431692.8687607,252615166.33869004,244405778.2176354,261496437.11129963,238040552.2168859,284445982.54170275,259992393.2967358,272615946.93897384,262934426.7837653,235292293.5588708,587.2879,5.88,C33H38N4O6,0.99,0.712,1/1,247597925.3506543,3.820339843769144,263056208.6240097,6.92959872162436,1.0624330080773616,1.0731646546235976
458,433.1941,27.78,541225501.8254565,452678640.58284944,480288500.63172674,462360991.9303559,490055809.1328619,348806443.51591194,340019660.37381727,366493199.2281588,383936594.3277232,439464467.91276246,433.1941,27.78,C23H26F2N2O4,0.84,0.06,1/1,485321888.8206501,7.112224422648016,375744073.0716747,10.490431267672836,0.7742162093383971,0.9216859634980918
459,469.2588,31.37,965454.350910562,412574.7875597084,498993.6658338936,245078.88451747375,722392.741020889,844757.4039475971,1068125.4208662724,922701.5387990916,1017378.6428460096,1517917.9725106931,469.2588,31.37,C28H36O6,0.87,0.525,1/1,568898.8859685053,49.327620753800154,1074176.1957939328,24.44273466988334,1.888167163423484,2.170307084394809
460,522.32,3.95,40699397.937535085,28145582.314134628,32679858.498560224,35303386.22279845,42624843.665846296,39224511.99920675,47042901.85874627,36393256.59075359,38610606.71698679,37109261.975545965,522.32,3.95,C28H39N7O3,0.99,0.876,1/1,35890613.72777493,16.431372624353504,39676107.828247875,10.765323585471702,1.1054730946978328,1.1166394895937706
461,494.2667,18.1,2832135432.6746564,2815558438.2878275,2094106250.01126,2800518321.500237,2685847479.9362483,2744320011.3564568,1914225082.9584084,2989191659.9017906,2881483117.3947268,2181557837.9311314,494.2667,18.1,C29H31N7O,1.04,0.319,1/1,2645633184.482046,11.854495385875175,2542155541.9085026,18.452457273892602,0.9608873810698734,0.9239301741056475
462,448.2466,4.66,116813149.02872013,116175893.186488,124227918.79513957,118999971.37159976,132977964.22946602,110159163.6836696,102559851.21210484,113009001.10176042,133623159.30822168,126218431.37709132,448.2466,4.66,C24H29N7O2,1.07,0.085,1/1,121838979.3222827,5.733161482844042,117113921.33656958,10.73710725047287,0.9612188315102786,0.8983353565516622
463,136.062,0.58,53362697.5221232,49934914.27429061,47473305.6132811,50583111.81673374,52862105.49081899,69760460.41622816,67549624.05808663,62346186.68172122,71292467.27327737,70554250.44663692,136.062,0.58,C5H5N5,0.96,0.07,1/1,50843226.943449534,4.682612012579421,68300597.77519007,5.288094700649274,1.3433568614981406,1.3993300640605633
464,608.2283,24.86,75601238.67951255,88972254.22293185,80962917.23082325,89554906.23930214,88205383.85315704,84003028.78466256,71899429.95781766,89332933.22777641,66172899.05115934,39890453.48920791,608.2283,24.86,C35H28F3N5O2,1.05,0.126,1/1,84659340.04514536,7.253956233468243,70259748.90212478,27.509927409471942,0.82991137025942,0.7903917811994475
465,344.1864,4.5,220271331.2690572,209470469.83459052,187000474.33052385,210706324.42369783,216466042.9621713,218509411.03067392,169108849.49991524,214304679.3759086,219153317.30554348,198000845.42720324,344.1864,4.5,C20H25NO4,0.74,0.443,1/1,208782928.56400815,6.197300597107729,203815420.52784887,10.406728901470037,0.9762073074157672,1.319199064075361
466,343.1227,31.6,7995897.910471579,5641805.200206835,5827549.176368894,6393992.823868516,7895120.214724098,3305990.954480367,3446631.185750128,3111370.6666542874,4011276.422448549,5621347.588620584,343.1227,31.6,C12H22O11,0.9,0.308,1/1,6750873.065127986,16.675716619424136,3899323.363590783,26.13997343460172,0.5776028264748388,0.6417809183053765
