id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height
789,2.075E6,30.53,358.08385,358.08602,1,10,0,0.893,1.06,0.00038,0.0205,0,30.3609,30.7299,358.08429,5.352E3,2.325E7,2.325E7,2.075E6,30.531,358.08388,358.086,0.0831,30.3651,30.7272,ESTIMATED,358.08417,8.556E3,2.325E7,1.0988,1.1024,2.325E7,1.697E6,30.5178,358.08382,358.08599,0.081,30.3609,30.7295,ESTIMATED,358.08432,5.352E3,1.889E7,1.5337,1.3001,1.889E7,1.742E6,30.5309,358.08402,358.08616,0.0829,30.3727,30.7299,ESTIMATED,358.08439,7.754E3,1.925E7,1.2103,1.1453,1.925E7,1.766E6,30.5334,358.08372,358.08581,0.0859,30.3729,30.7282,ESTIMATED,358.08421,8.351E3,1.893E7,1.2036,1.0956,1.893E7,2.03E6,30.5213,358.08368,358.08573,0.0882,30.3669,30.7282,ESTIMATED,358.08452,8.667E3,2.155E7,1.3415,1.2054,2.155E7,1.745E6,30.532,358.08394,358.08616,0.086,30.3637,30.7276,ESTIMATED,358.08436,7.006E3,1.871E7,1.1613,1.1758,1.871E7,1.754E6,30.5298,358.08364,358.08572,0.0835,30.3652,30.7279,ESTIMATED,358.08414,8.031E3,1.887E7,1.1474,1.1587,1.887E7,1.767E6,30.5321,358.08385,358.08602,0.0821,30.3705,30.7275,ESTIMATED,358.08425,7.184E3,1.963E7,1.1597,1.176,1.963E7,1.806E6,30.5334,358.08365,358.08568,0.0791,30.3674,30.7293,ESTIMATED,358.08417,5.832E3,2.091E7,1.1201,1.0996,2.091E7,1.742E6,30.5383,358.08402,358.08608,0.0779,30.3706,30.7273,ESTIMATED,358.0844,1.738E4,2.006E7,1.0177,1.044,2.006E7
790,3.854E6,30.5541,439.22365,439.2245,1,10,0,0.869,1.26,0.00055,0.0106,0,30.3763,30.7595,439.22398,5.142E3,4.489E7,4.489E7,3.753E6,30.5563,439.22323,439.2243,0.0801,30.3785,30.7588,ESTIMATED,439.22406,8.314E3,4.489E7,1.0774,1.0674,4.489E7,3.3E6,30.5503,439.22323,439.22418,0.0802,30.3816,30.7581,ESTIMATED,439.22396,6.377E3,3.72E7,1.2508,1.1581,3.72E7,3.363E6,30.5567,439.22347,439.22445,0.0828,30.383,30.7586,ESTIMATED,439.22422,7.832E3,3.74E7,1.1544,1.1111,3.74E7,3.439E6,30.5527,439.22285,439.22414,0.0779,30.3763,30.7569,ESTIMATED,439.22383,6.22E3,3.929E7,1.2876,1.1527,3.929E7,3.854E6,30.5564,439.223,439.22455,0.078,30.3804,30.7572,ESTIMATED,439.22367,5.878E3,4.45E7,1.0454,1.0779,4.45E7,3.305E6,30.5577,439.22371,439.22469,0.0815,30.3808,30.7588,ESTIMATED,439.22421,7.132E3,3.706E7,1.1207,1.0793,3.706E7,3.396E6,30.5588,439.22316,439.224,0.0804,30.379,30.7595,ESTIMATED,439.22376,5.845E3,3.821E7,1.0272,1.042,3.821E7,3.301E6,30.5482,439.22365,439.2245,0.0804,30.3808,30.7594,ESTIMATED,439.22416,5.869E3,3.68E7,1.4628,1.2264,3.68E7,3.561E6,30.5527,439.22281,439.22617,0.0812,30.3777,30.7585,ESTIMATED,439.22369,6.877E3,4.004E7,1.2949,1.1715,4.004E7,3.313E6,30.5512,439.22353,439.22441,0.0812,30.3842,30.7591,ESTIMATED,439.22422,5.142E3,3.659E7,1.3224,1.1946,3.659E7
791,4.377E6,30.6131,556.99883,557.00367,1,10,0,0.869,1.29,0.00072,0.0135,0,30.4109,30.8098,557.00224,4.397E3,4.514E7,4.514E7,4.115E6,30.6101,557.00115,557.00299,0.0933,30.4123,30.8092,ESTIMATED,557.00233,5.821E3,4.4E7,1.0579,1.0536,4.4E7,3.757E6,30.6144,557.00171,557.00299,0.0905,30.4131,30.809,ESTIMATED,557.00222,4.846E3,3.87E7,1.0157,1.0236,3.87E7,3.76E6,30.6109,557.00199,557.00359,0.087,30.4143,30.8097,ESTIMATED,557.00253,5.233E3,3.887E7,1.0535,1.054,3.887E7,3.954E6,30.6069,557.00159,557.00277,0.0926,30.4109,30.8076,ESTIMATED,557.0021,4.538E3,3.962E7,1.3426,1.334,3.962E7,4.377E6,30.6204,557.00146,557.00275,0.093,30.4181,30.8075,ESTIMATED,557.00184,6.48E3,4.514E7,0.9201,0.9877,4.514E7,3.706E6,30.6178,556.99889,557.00398,0.0923,30.412,30.8098,ESTIMATED,557.00256,6.152E3,3.782E7,0.9034,0.9952,3.782E7,3.957E6,30.6098,557.00152,557.00331,0.0898,30.4209,30.8071,ESTIMATED,557.00195,7.848E3,4.088E7,1.1764,1.1154,4.088E7,3.698E6,30.6152,556.99883,557.00367,0.0886,30.4157,30.8071,ESTIMATED,557.00248,5.02E3,3.857E7,1.0037,1.0317,3.857E7,4.101E6,30.6138,557.0013,557.0027,0.0918,30.4225,30.809,ESTIMATED,557.00187,5.498E3,4.194E7,1.168,1.1237,4.194E7,3.723E6,30.6118,557.00218,557.00319,0.0883,30.4191,30.8069,ESTIMATED,557.00253,4.397E3,4.01E7,1.0936,1.0548,4.01E7
792,1.231E7,30.762,309.10499,309.1067,1,10,0,0.886,1.45,0.00045,0.0195,0,30.5632,30.96,309.10621,7.572E3,1.197E8,1.197E8,1.107E7,30.7588,309.105,309.10657,0.1011,30.5753,30.96,ESTIMATED,309.1061,1.459E4,1.032E8,1.2599,1.1529,1.032E8,1.042E7,30.7581,309.10485,309.10643,0.0983,30.5632,30.9593,ESTIMATED,309.1063,9.146E3,9.617E7,1.2722,1.1796,9.617E7,9.916E6,30.7617,309.10624,309.1067,0.0977,30.5727,30.9599,ESTIMATED,309.10651,1.215E4,9.317E7,1.228,1.2011,9.317E7,1.059E7,30.7695,309.10481,309.10638,0.1009,30.5655,30.9569,ESTIMATED,309.10623,7.572E3,1.006E8,1.0623,1.083,1.006E8,1.231E7,30.7634,309.10464,309.10644,0.1009,30.5659,30.9584,ESTIMATED,309.1061,1.182E4,1.197E8,1.0846,1.2115,1.197E8,9.813E6,30.75,309.10516,309.10666,0.0986,30.5673,30.9596,ESTIMATED,309.10634,1.015E4,9.04E7,1.5401,1.4268,9.04E7,1.065E7,30.7595,309.105,309.1063,0.1014,30.5748,30.9569,ESTIMATED,309.10619,1.891E4,9.841E7,1.2456,1.1794,9.841E7,9.937E6,30.7689,309.10499,309.1067,0.1046,30.5705,30.9568,ESTIMATED,309.10606,1.131E4,8.925E7,1.0741,1.2963,8.925E7,1.106E7,30.7647,309.10593,309.10631,0.0983,30.5782,30.9577,ESTIMATED,309.10611,1.124E4,1.057E8,1.2158,1.1536,1.057E8,9.765E6,30.7655,309.10504,309.10663,0.1009,30.5704,30.9565,ESTIMATED,309.1062,1.268E4,9.149E7,1.173,1.1311,9.149E7
793,7.869E5,30.7695,486.94254,486.94609,1,10,0,0.736,3.94,0.00192,0.0172,0,30.6066,30.9697,486.94494,1.176E4,9.29E6,9.29E6,6.997E5,30.7775,486.94272,486.94613,0.0782,30.6325,30.9667,ESTIMATED,486.94401,1.76E4,7.867E6,0.957,1.0241,7.867E6,6.174E5,30.7612,486.94303,486.9461,0.0795,30.6144,30.9697,ESTIMATED,486.94578,1.176E4,6.931E6,1.4047,1.2951,6.931E6,5.945E5,30.7649,486.94325,486.94644,0.0911,30.6303,30.967,ESTIMATED,486.9458,1.367E4,6.644E6,1.376,1.2261,6.644E6,6.173E5,30.7695,486.94268,486.94595,0.0788,30.6325,30.9674,ESTIMATED,486.94535,1.645E4,6.817E6,1.1979,1.1475,6.817E6,7.869E5,30.7634,486.94279,486.94584,0.0767,30.6172,30.9687,ESTIMATED,486.94547,1.263E4,9.29E6,1.37,1.223,9.29E6,5.948E5,30.7715,486.94212,486.94633,0.0779,30.6275,30.9667,ESTIMATED,486.9446,1.479E4,6.657E6,1.1597,1.1278,6.657E6,6.303E5,30.7721,486.94264,486.94581,0.0837,30.6066,30.9673,ESTIMATED,486.94475,1.214E4,6.908E6,1.0595,1.1694,6.908E6,5.921E5,30.7784,486.94254,486.94609,0.0763,30.6313,30.9672,ESTIMATED,486.94388,1.462E4,6.822E6,1.0998,1.0972,6.822E6,5.468E5,30.771,486.94285,486.94597,0.0797,30.6362,30.9681,ESTIMATED,486.94529,1.56E4,5.991E6,1.2302,1.1744,5.991E6,5.807E5,30.7655,486.94308,486.94634,0.0812,30.6247,30.967,ESTIMATED,486.94444,1.237E4,6.398E6,1.4107,1.2198,6.398E6
794,2.107E5,30.7783,413.0803,413.08282,1,10,0,0.87,1.3,0.00054,0.0172,0,30.6323,30.9786,413.08213,5.535E3,2.165E6,2.165E6,1.895E5,30.7775,413.07992,413.08304,0.0953,30.6325,30.9298,ESTIMATED,413.08224,9.247E3,2.105E6,0.7425,1.352,2.105E6,1.755E5,30.7706,413.0818,413.08295,0.097,30.6403,30.9523,ESTIMATED,413.08211,6.61E3,1.776E6,1.3761,1.2898,1.776E6,1.719E5,30.7744,413.08183,413.08326,0.086,30.6401,30.9459,ESTIMATED,413.08237,7.409E3,1.795E6,1.2777,1.1295,1.795E6,1.818E5,30.7726,413.08168,413.08286,0.0883,30.6325,30.9778,ESTIMATED,413.08201,7.368E3,1.847E6,1.4518,1.1799,1.847E6,2.107E5,30.779,413.08131,413.0827,0.1346,30.6428,30.9312,ESTIMATED,413.08184,8.603E3,2.165E6,0.7965,1.0777,2.165E6,1.716E5,30.7715,413.08202,413.08323,0.1098,30.634,30.9422,ESTIMATED,413.08237,8.32E3,1.769E6,1.3399,1.1694,1.769E6,1.838E5,30.7784,413.08155,413.0826,0.0999,30.6323,30.9638,ESTIMATED,413.08195,6.824E3,1.765E6,1.2089,1.1368,1.765E6,1.723E5,30.7879,413.0803,413.08282,0.091,30.6444,30.9778,ESTIMATED,413.08221,5.535E3,1.776E6,1.0417,1.0048,1.776E6,2.003E5,30.7867,413.08104,413.08242,0.0922,30.6362,30.9786,ESTIMATED,413.08184,8.989E3,1.999E6,1.1151,1.0814,1.999E6,1.717E5,30.7845,413.08006,413.08317,0.0958,30.6509,30.9322,ESTIMATED,413.08233,7.038E3,1.728E6,1.0443,1.0527,1.728E6
795,3.573E6,30.8919,529.22891,529.23016,1,10,0,0.864,1.31,0.00069,0.014,0,30.7199,31.0891,529.22954,8.084E3,4.28E7,4.28E7,3.33E6,30.8971,529.22838,529.23013,0.0737,30.7272,31.0882,ESTIMATED,529.22965,1.261E4,3.928E7,0.9634,1.0205,3.928E7,3.061E6,30.8851,529.22852,529.23271,0.075,30.7199,31.0874,ESTIMATED,529.22948,8.5E3,3.511E7,1.3297,1.1578,3.511E7,3.034E6,30.8888,529.22892,529.23016,0.0796,30.7331,31.0853,ESTIMATED,529.22981,9.127E3,3.504E7,1.1995,1.1192,3.504E7,3.286E6,30.8899,529.2277,529.23256,0.075,30.7314,31.087,ESTIMATED,529.22938,1.434E4,3.933E7,1.2895,1.1713,3.933E7,3.573E6,30.885,529.22781,529.23237,0.0803,30.7346,31.0891,ESTIMATED,529.22919,1.833E4,4.28E7,1.4033,1.2101,4.28E7,3.085E6,30.8948,529.22927,529.23032,0.079,30.7244,31.0873,ESTIMATED,529.22987,8.084E3,3.544E7,1.0279,1.0603,3.544E7,3.213E6,30.8927,529.22862,529.23245,0.0782,30.7343,31.0867,ESTIMATED,529.22925,1.374E4,3.763E7,1.1053,1.1044,3.763E7,3.093E6,30.893,529.22891,529.23016,0.0798,30.7308,31.088,ESTIMATED,529.22977,1.128E4,3.658E7,1.1127,1.1046,3.658E7,3.347E6,30.8938,529.22777,529.22949,0.0793,30.7389,31.0875,ESTIMATED,529.22917,3.249E4,3.891E7,1.1978,1.1227,3.891E7,3.075E6,30.899,529.22873,529.23027,0.0784,30.7273,31.0881,ESTIMATED,529.22986,1.006E4,3.467E7,0.9718,1.0157,3.467E7
796,2.3E6,31.0853,443.04951,443.05088,1,10,0,0.863,1.35,0.0006,0.013,0,30.8905,31.2898,443.05047,2.974E4,3.678E7,3.678E7,2.098E6,31.0851,443.04908,443.05101,0.0586,30.8907,31.2898,ESTIMATED,443.05063,3.888E4,3.243E7,1.1257,1.0915,3.243E7,2.3E6,31.0874,443.04952,443.05107,0.0566,30.8916,31.2886,ESTIMATED,443.05039,5.073E4,3.678E7,0.9556,1.0125,3.678E7,1.994E6,31.09,443.04918,443.05117,0.0562,30.892,31.2879,ESTIMATED,443.05073,4.243E4,3.175E7,0.996,1.0314,3.175E7,2.126E6,31.084,443.0491,443.05082,0.0557,30.8932,31.2885,ESTIMATED,443.05033,4.412E4,3.424E7,1.2541,1.1459,3.424E7,2.218E6,31.0799,443.04898,443.05055,0.0554,30.8914,31.287,ESTIMATED,443.05013,5.043E4,3.569E7,1.333,1.1508,3.569E7,1.963E6,31.0811,443.04915,443.05106,0.0567,30.8915,31.2879,ESTIMATED,443.05073,2.974E4,3.068E7,1.3671,1.2187,3.068E7,2.136E6,31.0867,443.04921,443.0506,0.0561,30.8927,31.2884,ESTIMATED,443.05026,5.996E4,3.408E7,1.0078,1.0825,3.408E7,2.047E6,31.0819,443.04951,443.05088,0.0601,30.893,31.2888,ESTIMATED,443.05064,3.816E4,3.327E7,1.3713,1.1963,3.327E7,2.174E6,31.0844,443.04872,443.05053,0.0553,30.8905,31.2871,ESTIMATED,443.05017,4.966E4,3.543E7,1.2695,1.1244,3.543E7,1.979E6,31.0929,443.04987,443.0513,0.06,30.8925,31.2895,ESTIMATED,443.05066,3.357E4,3.086E7,0.9297,1.012,3.086E7
797,9.719E6,31.094,356.12099,356.12337,1,10,0,0.776,3.15,0.00112,0.0096,0,30.9315,31.2898,356.12218,5.068E3,1.549E8,1.549E8,9.015E6,31.0942,356.12091,356.12311,0.0586,30.9431,31.2898,ESTIMATED,356.1215,8.725E3,1.442E8,1.0225,1.048,1.442E8,9.719E6,31.0915,356.12121,356.12311,0.057,30.9315,31.2886,ESTIMATED,356.12263,5.068E3,1.549E8,1.0955,1.0622,1.549E8,7.473E6,31.09,356.12118,356.12345,0.0579,30.9493,31.2879,ESTIMATED,356.12258,1.685E4,1.136E8,1.3355,1.1976,1.136E8,7.955E6,31.0916,356.12094,356.12344,0.0585,30.9396,31.2885,ESTIMATED,356.12188,6.496E3,1.223E8,1.2422,1.1261,1.223E8,9.404E6,31.0982,356.12092,356.12292,0.058,30.9379,31.287,ESTIMATED,356.1225,7.703E3,1.462E8,0.8938,0.9873,1.462E8,7.4E6,31.0996,356.12114,356.1233,0.0564,30.9422,31.2879,ESTIMATED,356.12234,6.95E3,1.168E8,0.9646,1.0062,1.168E8,7.885E6,31.0913,356.12087,356.1231,0.0595,30.943,31.2884,ESTIMATED,356.12203,9.582E3,1.198E8,1.1202,1.0935,1.198E8,7.695E6,31.0941,356.12099,356.12337,0.0586,30.9395,31.2888,ESTIMATED,356.12154,5.6E3,1.185E8,1.1535,1.1102,1.185E8,8.098E6,31.0937,356.12109,356.12284,0.0593,30.9372,31.2871,ESTIMATED,356.1225,5.757E3,1.23E8,1.0877,1.0753,1.23E8,7.545E6,31.0959,356.12107,356.12319,0.0574,30.953,31.2895,ESTIMATED,356.12233,2.391E4,1.176E8,1.1313,1.0914,1.176E8
798,2.775E4,31.1176,517.3535,517.35515,1,10,0,0.853,1.51,0.00078,0.0133,0,31.0696,31.1845,517.35432,1.19E4,6.361E5,6.361E5,2.775E4,31.1156,517.35331,517.35783,0.0318,31.0698,31.1814,ESTIMATED,517.35459,1.599E4,6.361E5,0.9904,1.0921,6.361E5,2.393E4,31.119,517.35364,517.35493,0.0448,31.0723,31.1625,ESTIMATED,517.35416,2.029E4,4.84E5,1.0786,0.9666,4.84E5,2.268E4,31.1146,517.35395,517.35535,0.0455,31.0698,31.1619,ESTIMATED,517.35475,1.689E4,4.948E5,1.5523,1.0294,4.948E5,2.077E4,31.1223,517.35295,517.35517,0.0437,31.0717,31.1696,ESTIMATED,517.35403,1.681E4,4.194E5,0.8567,1.0503,4.194E5,2.148E4,31.1103,517.35348,517.35473,0.0483,31.0829,31.1664,ESTIMATED,517.35402,7.903E4,4.945E5,2.9095,1.5206,4.945E5,2.007E4,31.1213,517.35325,517.35793,0.0432,31.0719,31.1845,ESTIMATED,517.35464,1.19E4,4.344E5,0.9263,1.0937,4.344E5,1.95E4,31.122,517.35316,517.3573,0.039,31.0776,31.1726,ESTIMATED,517.35403,1.402E4,4.735E5,0.9787,1.0292,4.735E5,1.925E4,31.1125,517.3535,517.35515,0.0374,31.0696,31.1729,ESTIMATED,517.35445,1.751E4,4.511E5,1.1762,1.4696,4.511E5,2.478E4,31.1152,517.35104,517.35474,0.0537,31.0722,31.1781,ESTIMATED,517.35396,1.838E4,5.482E5,1.2671,1.3388,5.482E5,1.836E4,31.1237,517.35378,517.35493,0.049,31.0727,31.1711,ESTIMATED,517.35453,3.703E4,3.71E5,0.9376,0.9658,3.71E5
799,3.987E5,31.2164,446.13413,446.13729,1,10,0,0.79,3.98,0.00178,0.0079,0,31.1469,31.371,446.13557,9.938E3,9.036E6,9.036E6,3.663E5,31.215,446.13384,446.13724,0.036,31.1499,31.3261,ESTIMATED,446.13466,1.438E4,8.643E6,1.9164,1.4801,8.643E6,3.854E5,31.2169,446.13383,446.13737,0.0401,31.1469,31.344,ESTIMATED,446.13598,1.168E4,9.036E6,1.5303,1.3759,9.036E6,3.226E5,31.2149,446.1341,446.13782,0.0376,31.1524,31.3565,ESTIMATED,446.13609,1.552E4,7.16E6,1.9513,1.6044,7.16E6,3.124E5,31.216,446.13411,446.13737,0.036,31.1602,31.3373,ESTIMATED,446.13567,1.237E4,7.277E6,1.9036,1.6713,7.277E6,3.987E5,31.2122,446.134,446.13736,0.0379,31.1507,31.3564,ESTIMATED,446.13639,1.232E4,9E6,1.9536,1.9724,9E6,3.189E5,31.2155,446.13401,446.1374,0.0389,31.1562,31.3639,ESTIMATED,446.13542,9.938E3,7.158E6,1.9846,1.5556,7.158E6,3.262E5,31.2158,446.13407,446.13777,0.0358,31.1505,31.3613,ESTIMATED,446.13554,1.389E4,7.772E6,1.7658,1.4558,7.772E6,3.229E5,31.2196,446.13413,446.13729,0.0372,31.1565,31.371,ESTIMATED,446.13461,1.013E4,7.402E6,1.6642,1.4639,7.402E6,3.339E5,31.2181,446.13393,446.13716,0.0347,31.1561,31.3525,ESTIMATED,446.13578,1.356E4,7.928E6,1.7356,1.427,7.928E6,3.088E5,31.2201,446.13435,446.13736,0.0369,31.1616,31.3521,ESTIMATED,446.13557,1.647E4,7.115E6,1.6599,1.4858,7.115E6
800,1.756E4,31.2297,383.27866,383.28114,1,10,0,0.84,2.96,0.00114,0.0191,0,31.1687,31.3061,383.27945,1.075E4,3.769E5,3.769E5,1.756E4,31.221,383.27832,383.28117,0.045,31.1753,31.2718,ESTIMATED,383.27898,1.666E4,3.718E5,1.5571,1.1374,3.718E5,1.71E4,31.2259,383.27854,383.28114,0.0473,31.1804,31.2826,ESTIMATED,383.27944,1.448E4,3.68E5,1.3479,1.1713,3.68E5,1.495E4,31.2331,383.27884,383.28128,0.0539,31.1839,31.3061,ESTIMATED,383.27969,1.63E4,2.728E5,1.7157,1.3443,2.728E5,1.442E4,31.2401,383.27843,383.28094,0.0553,31.179,31.2946,ESTIMATED,383.27946,1.075E4,2.801E5,0.8888,0.6071,2.801E5,1.718E4,31.2333,383.27861,383.28108,0.0237,31.1787,31.2931,ESTIMATED,383.28012,1.714E4,3.769E5,1.127,1.0825,3.769E5,1.187E4,31.2277,383.2791,383.28125,0.0548,31.1939,31.2667,ESTIMATED,383.27969,4.514E4,2.538E5,1.1502,1.0751,2.538E5,1.322E4,31.2279,383.27862,383.2809,0.0474,31.1819,31.2854,ESTIMATED,383.27928,1.959E4,3.089E5,1.6205,1.0036,3.089E5,1.421E4,31.2347,383.27866,383.28114,0.0489,31.1729,31.2918,ESTIMATED,383.27919,1.2E4,2.741E5,1.0692,1.018,2.741E5,1.275E4,31.2241,383.27822,383.28078,0.0411,31.1687,31.2509,ESTIMATED,383.27937,1.261E4,3.558E5,0.819,0.7562,3.558E5,1.247E4,31.2293,383.27866,383.28123,0.0489,31.1893,31.2713,ESTIMATED,383.27923,1.71E4,2.632E5,1.1459,1.047,2.632E5
801,2.37E6,31.2417,545.17335,545.17637,1,10,0,0.869,1.34,0.00073,0.0124,0,31.1742,31.4395,545.17517,1.28E4,5.807E7,5.807E7,2.245E6,31.2449,545.17331,545.17585,0.0374,31.1753,31.4274,ESTIMATED,545.17531,2.241E4,5.486E7,1.1161,1.1023,5.486E7,2.37E6,31.2349,545.17397,545.17569,0.0363,31.1742,31.3619,ESTIMATED,545.17516,2.39E4,5.807E7,1.7054,1.4059,5.807E7,2.111E6,31.2451,545.17374,545.1757,0.0377,31.1808,31.404,ESTIMATED,545.17543,4.821E4,5.047E7,1.0928,1.116,5.047E7,2.059E6,31.2431,545.17368,545.17819,0.0366,31.179,31.3822,ESTIMATED,545.17499,1.646E4,4.949E7,1.3034,1.1835,4.949E7,2.367E6,31.2362,545.17281,545.17504,0.0357,31.1818,31.4395,ESTIMATED,545.17474,4.868E4,5.59E7,1.6177,1.3962,5.59E7,2.057E6,31.2427,545.17403,545.17626,0.0365,31.1814,31.4232,ESTIMATED,545.17547,4.023E4,5.11E7,1.2928,1.2112,5.11E7,2.107E6,31.2398,545.17207,545.17582,0.0355,31.1788,31.4389,ESTIMATED,545.17493,1.376E4,5.285E7,1.3109,1.2345,5.285E7,2.008E6,31.2407,545.17335,545.17637,0.0362,31.1792,31.3888,ESTIMATED,545.17537,1.28E4,4.803E7,1.5992,1.3198,4.803E7,2.162E6,31.242,545.17225,545.176,0.0374,31.175,31.439,ESTIMATED,545.17481,1.577E4,5.181E7,1.2968,1.1887,5.181E7,2.007E6,31.2473,545.1731,545.17877,0.0404,31.1799,31.4385,ESTIMATED,545.17546,2.017E4,4.667E7,1.0679,1.1089,4.667E7
