rt,rt_range:min,rt_range:max,mz,datafile:SA4.mzML:area,datafile:SA1.mzML:area,datafile:SA2.mzML:area,datafile:SA3.mzML:area,datafile:SA5.mzML:area,datafile:SB3.mzML:area,datafile:SB4.mzML:area,datafile:SB5.mzML:area,datafile:SB2.mzML:area,datafile:SB1.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio,true p-value
20.6718,20.5994,21.1986,365.19825,138600,42940,76840,5154,249700,5318000,5819000,6093000,4487000,2605000,20.65,421,1.13,1/1,0.417,102646.8,93.2565710334215,4864400,28.8424847348971,47.3896896932004,41.9377784895579,6.47592594566062E-05
11.8613,11.8291,12.2063,570.35718,207000,236400,3490,197000,197800,136000,112400,88500,142700,158300,11.89,422,1.08,1/1,0.091,168338,55.5609353994697,127580,21.4690954661614,0.757879979564923,0.701740721819373,0.377077679453518
3.9867,3.8881,4.1297,373.12347,604800,626500,677900,610000,594900,564500,579400,584600,567700,563600,3.83,423,0.98,1/1,0.623,622820,5.27406594688415,571960,1.65591418469541,0.918339167014547,0.937080782667905,0.0104357368736162
4.8688,4.68,5.1692,308.19698,1134000,1114000,1223000,1123000,1139000,1198000,1183000,1256000,1208000,1273000,4.87,424,0.96,1/1,0.366,1146600,3.81985014803121,1223600,3.17503354230396,1.06715506715507,1.11161986161986,0.0186838245174029
3.9841,3.7503,4.1098,525.2661,754000,791200,808800,804500,782400,800200,869800,813000,796600,766900,3.81,425,1.16,1/1,0.126,788180,2.76686069501779,809300,4.6708828615411,1.02679590956381,0.885168887555005,0.310725484760782
17.3687,17.0909,17.69,476.12364,2581000,2681000,2553000,2538000,2561000,2609000,2538000,2630000,2940000,2544000,17.39,426,1,1/1,0.955,2582800,2.20867259557259,2652200,6.25079533521972,1.02687006349698,1.02687006349698,0.401909690012583
7.217,7.0609,7.3566,613.21543,194300,192500,191700,194700,196000,201900,208900,209200,194200,222300,7.2,427,1.07,1/1,0.033,193840,0.893248741767723,207300,5.0128235082086,1.06943871234007,0.999475432093527,0.0212509640879569
4.9716,4.8303,5.2862,271.14462,4022000,4420000,4473000,3992000,3864000,3837000,3787000,3702000,3693000,3833000,5.13,428,1.15,1/1,0.239,4154200,6.59552358422569,3770400,1.84226555009624,0.907611573828896,0.789227455503388,0.0161568595398029
4.8762,4.7421,5.088,468.16099,87230,89430,99060,89420,86280,83530,84050,84190,83590,89210,4.82,429,0.87,1/1,0.015,90284,5.64376040357112,84914,2.84806325538628,0.940521022551061,1.08105864661042,0.0659011378006287
9.7069,9.5814,9.8513,959.52218,64160,64250,61190,62930,75490,61340,62700,68480,61580,61230,9.56,430,1,1/1,0.978,65604,8.63232587391533,63066,4.887498419163,0.961313334552771,0.961313334552771,0.404422354978175
9.7452,9.4261,9.8212,412.32227,353500,6784,262100,402700,767500,3389000,3547000,3618000,2999000,2168000,9.67,431,0.83,1/1,0.006,358516.8,76.6740656252649,3144200,18.9545152427126,8.77002137696197,10.5662908156168,1.25206353841264E-05
4.122,4.0874,4.3933,213.10242,2180000,2654000,1786000,1771000,1371000,548400,405100,183500,517500,8531,4.18,432,0.93,1/1,0.037,1952400,24.8645121529426,332606.2,69.4224428576357,0.170357611145257,0.183180227037911,0.000146902674427275
8.5837,8.3673,8.7536,361.16561,47170,43980,43020,46030,47500,40830,50840,62760,43000,36480,8.63,433,0.97,1/1,0.751,45540,4.32572803513715,46782,22.1015484838497,1.02727272727273,1.05904404873477,0.798562411003722
6.2373,5.9444,6.467,432.02196,1983000,2266000,2001000,1975000,1961000,1940000,1899000,1392000,1919000,2188000,6.08,434,0.97,1/1,0.09,2037200,6.31835461294885,1867600,15.5584131879277,0.916748478303554,0.945101524024282,0.266933154206023
32.1656,32.1042,32.2999,421.27431,742800,723900,972000,765700,708600,693900,706200,695600,691800,872600,32,435,0.94,1/1,0.396,782600,13.8012920609969,732020,10.7623162835044,0.93536928188091,0.995073704128627,0.42213472404888
4.3287,4.232,4.6353,363.14544,4771000,25040,5456000,4725000,4715000,2422000,2444000,2143000,2526000,2863000,4.39,436,0.54,1/2,0.001,3938408,56.1085378017936,2479600,10.4200788837199,0.629594496050181,1.16591573342626,0.180773208496815
8.3075,8.0636,8.5942,633.25315,456800,552700,456700,460600,494100,491500,476500,478800,500900,509200,8.13,437,0.88,1/1,0.294,484180,8.5495337610201,491380,2.85613847166313,1.01487050270561,1.15326193489273,0.722180492081415
19.9098,19.8783,20.4115,546.14327,264900,283600,226800,236700,292200,355700,2317,358900,344500,317000,19.93,438,1.05,1/1,0.455,260840,10.9437318426734,275683.4,55.7537970292792,1.05690614936359,1.00657728510819,0.837175033834466
25.7034,25.4802,26.0798,329.0897,2825000,2268000,2406000,2496000,2423000,2661000,2547000,2576000,2646000,2453000,25.78,439,1.04,1/1,0.37,2483600,8.3708057026168,2576600,3.2525471981614,1.03744564342084,0.997543887904654,0.380684316210999
3.6088,3.5411,3.7387,563.34615,172600,163200,174400,167400,176200,204000,189500,179000,180200,177900,3.44,440,1.09,1/1,0.018,170760,3.1355414897223,186120,5.91277807952578,1.08995080815179,0.999954869864029,0.0229685350325379
0.5809,0.5601,0.6367,609.2978,213100,175400,220600,222300,195400,188900,196700,176700,194000,196300,0.41,441,0.91,1/1,0.096,205360,9.6654679649622,190520,4.37045136122334,0.927736657576938,1.01949083250213,0.161733407246753
3.3234,3.2101,3.5083,192.07709,1810000,2014000,2160000,1846000,1795000,2214000,1953000,1966000,1903000,1834000,3.51,442,1.05,1/1,0.539,1925000,8.19364224979292,1974000,7.28612068411436,1.02545454545455,0.976623376623376,0.62161544886925
33.3081,33.2226,33.4702,401.30616,98650,84910,130700,104100,99800,86530,91460,91420,90500,91280,33.26,443,0.95,1/1,0.433,103632,16.1677383546442,90238,2.33732073866687,0.870754207194689,0.916583375994409,0.114070886149362
14.1343,13.9145,14.3641,359.22215,280700,282100,276100,330200,275300,277800,276600,281200,320000,266100,14.09,444,1,1/1,0.962,288880,8.05895930431314,284340,7.28619859267546,0.984284131819441,0.984284131819441,0.752970708491482
24.0082,23.9271,24.5254,560.20856,3020000,3017000,3081000,3002000,2801000,164000,58700,6954,486500,1121000,24.06,445,0.92,1/1,0.054,2984200,3.57813629123191,367430.8,125.362617250352,0.123125393740366,0.133831949717789,1.69529754935473E-06
7.8282,7.5395,8.3095,435.20331,8613000,8777000,8595000,8670000,8655000,8537000,8651000,9047000,8571000,9354000,8.01,446,1.05,1/1,0.081,8662000,0.820971909377096,8832000,4.02949289884197,1.01962595243593,0.971072335653264,0.325514907250521
30.7695,30.6602,31.1027,486.94494,620100,549500,790100,632600,619800,583300,598900,598000,595400,702900,30.96,447,0.95,1/1,0.612,642420,13.8244917587724,615700,7.98209397661779,0.958407272500856,1.00884976052722,0.572347747059737
0.6197,0.5171,0.8172,126.05522,358200,230400,379000,344700,389200,347300,354900,358100,333300,142600,0.58,449,0.97,1/1,0.589,340300,18.7625053728074,307240,30.1170789879116,0.902850426094622,0.930773635149095,0.529282512005043
11.6517,11.3914,11.9259,459.00652,463500,485600,486700,538600,508300,427700,527300,558600,488200,437400,11.48,450,1.08,1/1,0.091,496540,5.71004434622416,487840,11.5617908941815,0.982478752970556,0.909702549046811,0.765829427968634
26.1875,26.0635,26.6607,465.10172,345200,3180,229800,3696,10540,296100,291600,301300,2841,273600,26.17,451,0.95,1/1,0.511,118483.2,134.71980126477,233088.2,55.4011742317781,1.96726793334414,2.07080835088857,0.247265963397481
3.5351,3.4635,3.6813,377.16152,779200,834900,867000,815000,789000,840500,792300,811700,770300,761300,3.56,452,0.97,1/1,0.588,817020,4.34344156485804,795220,4.02697417248315,0.973317666642187,1.00342027488885,0.337667232648727
4.2627,4.1896,4.5296,542.21821,441600,455300,458300,469800,434800,238300,216000,239700,233900,276700,4.23,453,0.55,1/2,0,451960,3.07265075136788,240920,9.18538826503497,0.533056022656872,0.96919276846704,9.05969092877745E-08
6.6107,6.4701,6.8492,524.03741,1451000,1464000,1390000,1431000,1456000,1596000,1655000,1741000,1549000,1659000,6.77,454,1.12,1/1,0.002,1438400,2.06269813796391,1640000,4.41852341816886,1.14015572858732,1.01799618623868,0.000425549369227464
32.097,32.022,32.1368,392.2594,1467000,1403000,1632000,1516000,1372000,1350000,1381000,1434000,1318000,1624000,32.02,455,0.94,1/1,0.275,1478000,6.94469443541789,1421400,8.51732599207031,0.9617050067659,1.02309043272968,0.448245868036072
1.9075,1.6059,2.0781,248.05027,879000,582900,908900,900500,825700,803400,830300,755900,833600,796100,1.93,456,0.86,1/1,0.093,819400,16.6118125646092,803860,3.90629741483177,0.981034903587991,1.14073825998604,0.809820815246735
5.8789,5.5016,6.1676,587.2873,1665000,1861000,1632000,1734000,1748000,1749000,1846000,1943000,1721000,1860000,5.68,457,0.99,1/1,0.712,1728000,5.11997452382891,1823800,4.91757192814402,1.05543981481481,1.06610082304527,0.127479799403098
27.7818,27.6134,28.07,433.19437,2410000,2484000,2714000,2400000,2710000,2081000,2005000,1976000,2210000,2516000,27.77,458,0.84,1/1,0.06,2543600,6.1770850781774,2157600,10.1893809103349,0.848246579650888,1.00981735672725,0.0127239170745095
31.3733,31.3463,31.4001,469.25876,2256,4477,6052,3676,9003,5178,4829,4668,4005,8189,31.19,459,0.87,1/1,0.525,5092.8,50.6769662493677,5373.8,30.3390066149564,1.05517593465284,1.21284590189982,0.842065685255676
3.948,3.8761,4.0611,522.31945,220500,218900,236700,232900,223400,220700,242200,246600,216400,219600,3.8,460,0.99,1/1,0.876,226480,3.47926868344425,229100,6.17275515753856,1.01156835040622,1.02178621253153,0.726812061307403
18.1005,17.6519,18.2816,494.26645,10280000,5822000,9358000,10630000,11660000,15510000,15890000,15600000,16340000,14070000,17.95,461,1.04,1/1,0.319,9550000,23.46475602606,15482000,5.51023361052785,1.62115183246073,1.55879983890455,0.000552567419784129
4.6591,4.5316,4.9701,448.24595,840400,846300,870000,846100,824000,907400,908600,925600,894200,865100,4.72,462,1.07,1/1,0.085,845360,1.95220035451949,900180,2.50601376507595,1.06484811204694,0.995185151445737,0.00233119340847371
0.576,0.5539,0.7968,136.06202,518600,500700,525100,511100,528900,510200,487400,486600,499100,469800,0.68,463,0.96,1/1,0.07,516880,2.18501241189671,490620,3.08321379510889,0.949195171026157,0.988744969818913,0.0144351178370072
24.8635,24.5931,25.1891,608.22938,498000,528200,508500,498600,486600,478200,486000,502200,460600,472300,24.89,464,1.05,1/1,0.126,503980,3.09594595803752,479860,3.24123534218733,0.952140957974523,0.906800912356688,0.0400548394009599
31.5936,31.5588,31.6425,343.12271,34690,34550,45000,35930,42340,34650,35400,35460,35000,42940,31.55,466,0.9,1/1,0.308,38502,12.5718943586167,36690,9.56438727694456,0.952937509739754,1.05881945526639,0.517074949041474
6.3087,6.0472,6.5198,384.17476,12020000,11960000,11920000,12210000,12050000,8140000,7762000,8072000,8821000,10870000,6.22,467,0.74,1/1,0.005,12032000,0.928101348081358,8733000,14.3774183634773,0.725814494680851,0.980830398217366,0.000381865858752467
3.7457,3.6005,3.887,358.16777,1133000,1298000,1247000,1120000,1122000,1207000,1163000,1209000,1124000,1136000,3.9,468,1.02,1/1,0.794,1184000,7.00377234847077,1167800,3.36770911092768,0.986317567567568,0.966978007419184,0.703382066184202
4.9888,4.7716,5.2647,416.18902,574300,638800,649100,582700,540700,483700,398300,635300,531700,510400,4.88,469,0.82,1/1,0.104,597120,7.65206898390885,511880,16.726265772329,0.857248124330118,1.045424541866,0.0851291659965467
21.1897,21.0803,21.581,311.13921,1180000,1204000,1148000,1166000,1352000,1255000,1250000,1300000,1182000,1306000,21.38,470,1.04,1/1,0.573,1210000,6.77484348162618,1258600,3.95578806961817,1.0401652892562,1.00015893197711,0.289999110280779
16.6209,16.1212,16.9285,468.21577,598700,632400,689400,628800,601800,551600,661300,591200,617400,552500,16.42,471,1.11,1/1,0.279,630220,5.78142937827126,594800,7.79625689814452,0.943797404081115,0.850267931604608,0.216129034597804
3.3968,3.3009,3.5463,296.14001,1401000,1524000,1581000,1441000,1451000,1662000,1469000,1571000,1415000,1421000,3.59,472,1.09,1/1,0.108,1479600,4.86655551103253,1507600,7.06842637539262,1.01892403352257,0.934792691305113,0.639443807119292
25.7003,25.5413,25.8196,305.24753,143100,107200,110300,109900,108800,113600,112100,119400,113700,110900,25.52,473,0.92,1/1,0.415,115860,13.1839410280034,113940,2.86457203845144,0.98342827550492,1.06894377772274,0.790388233713458
3.3833,3.2401,3.5617,199.08691,2016000,2262000,2214000,2073000,2034000,2376000,2145000,2204000,2080000,2037000,3.54,474,1.07,1/1,0.077,2119800,5.2436054013742,2168400,6.10040306221802,1.02292669119728,0.956006253455404,0.546909836092288
16.5805,16.2906,16.9058,318.16016,4889000,4124000,5067000,4822000,5219000,5737000,5621000,4995000,6514000,5501000,16.59,475,1.08,1/1,0.097,4824200,8.72892048026915,5673600,9.6673349540696,1.17607064383732,1.08895429984937,0.0251874655604485
4.4875,4.3903,4.7153,196.08925,1982000,2180000,2165000,1938000,1899000,1762000,1738000,1636000,1812000,1897000,4.69,476,1.07,1/1,0.01,2032800,6.44294246560804,1769000,5.43179767512115,0.870228256591893,0.81329743606719,0.00667204625140552
20.8852,20.495,21.0099,283.10776,1657000,1648000,1607000,1958000,1897000,1855000,1834000,1934000,2108000,1995000,20.71,477,1.06,1/1,0.538,1753400,9.21015550443725,1945200,5.72524213215187,1.10938747576138,1.04659195826545,0.0602699927524768
32.5148,32.48,32.5946,361.27437,15020,15020,26990,14120,12340,13170,12130,13450,14590,25890,32.54,478,1,1/1,0.99,16698,35.0731279594845,15846,35.861714441619,0.94897592526051,0.94897592526051,0.82126567009663
4.467,4.3604,4.6444,378.98428,1035000,1048000,1134000,1033000,1028000,966800,970800,924300,998600,1006000,4.66,479,1.05,1/1,0.127,1055600,4.21033982778665,973300,3.31292401985483,0.922034861690034,0.878128439704794,0.0100578128962939
3.5935,3.5264,3.6889,428.15675,298300,300200,326600,297000,292300,355500,322400,335100,307000,304000,3.6,480,1.05,1/1,0.401,302880,4.48253697691542,324800,6.53808530527851,1.07237189646064,1.02130656805776,0.0877136299345543
28.957,28.7102,29.3097,479.02773,1723000,1705000,1889000,1743000,1965000,1851000,1843000,1890000,1808000,1971000,29.01,481,1.05,1/1,0.396,1805000,6.39067237189056,1872600,3.32435691558761,1.03745152354571,0.98804907004353,0.282118326086211
8.4419,8.2221,8.6147,545.24001,291100,297100,286700,296800,289500,273300,264900,271500,267900,266800,8.52,482,0.93,1/1,0.21,292240,1.56726480603558,268880,1.2819948323191,0.92006569942513,0.989317956371107,1.69160931407175E-05
34.3059,34.0351,34.5103,417.33685,275000,256400,394100,270400,281900,261800,260600,267300,264400,270500,34.29,483,0.9,1/1,0.222,295560,18.9032085094335,264920,1.52710814962941,0.896332385979158,0.995924873310176,0.256100792295555
3.9156,3.671,4.0114,366.10266,209800,210400,233600,217200,175900,191100,233000,234700,221200,217400,3.97,484,1.04,1/1,0.381,209380,10.046336050086,219480,7.98037914034334,1.04823765402617,1.00792082117901,0.433243683806335
3.5742,3.5008,3.6237,358.15691,372000,336700,428800,387200,379900,436400,421700,430200,393900,391600,3.6,485,1.06,1/1,0.109,380920,8.67510936264388,414760,5.00887657569455,1.08883755119185,1.02720523697344,0.0885408315725375
31.5262,31.3292,31.9275,515.13724,27820,81100,59020,46570,8305000,70220,77100,6540000,6690000,7759000,31.53,486,0.94,1/1,0.534,1703902,216.572124611221,4227264,90.3830009166748,2.48093141506965,2.63928873943579,0.319139021787189
3.798,3.6847,3.9191,218.08158,757700,783800,841600,760900,763800,753000,803300,811300,765600,761600,3.62,487,0.99,1/1,0.748,781560,4.48797859705534,778960,3.39171779103927,0.996673320026613,1.00674072729961,0.897943139962294
4.1759,3.7903,4.3634,412.27119,1857000,2175000,2067000,1856000,1829000,1843000,1889000,1961000,1817000,1830000,4.09,488,1.01,1/1,0.758,1956800,7.92557834807779,1868000,3.13980263353644,0.954619787408013,0.945168106344567,0.265368512856025
4.2701,4.1502,4.4553,413.19728,1580000,1809000,1697000,1558000,1527000,1568000,1590000,1635000,1515000,1566000,4.45,489,1.01,1/1,0.794,1634200,7.15808029828692,1574800,2.75966321096138,0.963651939787052,0.954110831472328,0.318228206255936
26.5043,26.3487,26.9593,348.15978,2633000,646800,1723000,2554000,3725000,4453000,4447000,4445000,4376000,4294000,26.66,490,1.03,1/1,0.2,2256360,50.83442964236,4403000,1.55745575071485,1.95137300785336,1.8945369008285,0.0030907248143518
26.2647,26.1122,26.5397,521.16799,2683000,3015000,2887000,2860000,2831000,2740000,2733000,2702000,2769000,2754000,26.24,491,0.97,1/1,0.336,2855200,4.17389267006025,2739600,0.917855750900906,0.959512468478565,0.989188111833573,0.0665865837559198
7.8768,7.6204,8.22,462.15834,466200,446500,466600,473500,471200,500200,510800,511900,473700,532900,7.92,492,1.09,1/1,0.047,464800,2.2989970221328,505900,4.26057203455787,1.08842512908778,0.998555164300715,0.00508905833866398
3.8678,3.7679,4.0796,367.25019,1382000,1435000,1552000,1384000,1318000,1415000,1472000,1443000,1442000,1373000,3.78,493,1.04,1/1,0.537,1414200,6.18722346805599,1429000,2.6057197707363,1.01046528072408,0.971601231465466,0.736809085641166
30.2169,29.9571,30.3997,430.16997,9614000,9920000,10920000,9827000,9090000,9072000,9059000,9008000,9237000,10210000,30.1,494,1.01,1/1,0.781,9874200,6.75714244040975,9317200,5.435519780089,0.943590366814527,0.934247887935175,0.175356149716976
17.5391,17.2303,17.8298,285.10593,4984000,5191000,5003000,4953000,5082000,4743000,4609000,4623000,5254000,4841000,17.53,495,0.99,1/1,0.881,5042600,1.89708537889298,4814000,5.47506699460569,0.95466624360449,0.964309336974232,0.105760225740412
25.6964,25.3708,25.9297,331.0577,3383000,3054000,2996000,2993000,2938000,2884000,2909000,2971000,2859000,2838000,25.63,496,0.95,1/1,0.218,3072800,5.79913040093585,2892200,1.77979519967069,0.941226243165842,0.99076446649036,0.0611268892337253
13.4744,13.245,13.8087,263.08212,413500,420200,406300,510700,412800,427700,427100,436400,502900,396200,13.51,497,1.07,1/1,0.595,432700,10.1410031855304,438060,8.97771166734366,1.01238733533626,0.94615638816473,0.843900656644547
13.1443,12.7888,13.2048,323.10329,94560,87740,107900,127800,92460,84190,3424,1436,105900,103100,13.13,498,1.05,1/1,0.355,102092,15.8707648422377,59610,88.6870397232163,0.583885123222192,0.556081069735421,0.124127428400315
4.9676,4.8603,5.3929,411.17612,4553000,4729000,5044000,4615000,4513000,5410000,5690000,5825000,5297000,5187000,5.16,499,1.3,1/1,0.023,4690800,4.55430482503675,5481800,4.88933731589153,1.16862795258804,0.898944578913881,0.000863188513241808
31.5161,31.4752,31.7019,600.19114,1605000,1564000,1963000,1594000,1973000,1558000,1567000,1557000,1555000,1909000,31.71,500,0.9,1/1,0.209,1739800,12.0063692065405,1629200,9.60475507811921,0.936429474652259,1.04047719405807,0.371096807590343
8.9586,8.7402,9.3322,394.23535,1682000,1645000,1647000,1676000,1661000,1734000,1810000,1856000,1681000,1561000,9.04,501,0.96,1/1,0.483,1662200,1.00254681566461,1728400,6.67497532212732,1.03982673565155,1.08315284963703,0.239814630704027
27.4364,27.2289,27.7497,361.05161,1198000,1238000,1514000,1215000,1500000,1137000,1158000,1164000,1123000,1410000,27.45,502,0.91,1/1,0.361,1333000,11.9691947037834,1198400,9.96501042852355,0.899024756189047,0.987939292515437,0.169429484042328
27.3944,27.1577,27.6098,353.11414,3907000,3955000,4591000,3968000,4576000,3813000,3828000,3893000,3724000,4181000,27.31,503,0.97,1/1,0.686,4199400,8.36807689057561,3887800,4.49196898083483,0.92579892365576,0.954431880057485,0.113714436628626
10.0206,9.938,10.5373,326.14274,4779000,6096000,4994000,5111000,4268000,13570,118200,8852,636300,1383000,10.02,504,0.76,1/1,0.009,5049600,13.232628464113,431984.4,136.889977640165,0.0855482414448669,0.112563475585351,2.82653791590467E-06
13.4596,13.2304,13.8296,342.18161,1700000,1794000,1712000,1911000,1684000,1789000,1854000,1888000,1980000,1655000,13.53,505,1.05,1/1,0.44,1760200,5.36237692470636,1833200,6.60784685810543,1.04147255993637,0.991878628510829,0.318838635200114
31.3901,31.2901,31.5408,521.26703,4410000,4580000,5011000,4510000,4905000,4004000,3947000,3944000,3921000,4267000,31.26,506,0.86,1/1,0.048,4683200,5.56749317799058,4016600,3.56712155642743,0.857661428083362,0.997280730329491,0.00103959069118384
21.4038,21.2085,21.8596,455.24881,1894000,1745000,1912000,1850000,1985000,1679000,1056000,379300,1528000,1798000,21.56,507,1.11,1/1,0.323,1877200,4.7146037894931,1288060,45.1048684795622,0.686160238653313,0.618162377165147,0.0552852776871749
31.2887,31.1532,31.5228,309.09026,2603000,5191,2915000,2661000,2908000,2751000,2829000,2830000,2759000,2950000,31.4,508,1.11,1/1,0.133,2218438.2,56.1332592437358,2823800,2.82701298446486,1.27287746848211,1.14673645809199,0.309624035720117
12.7742,12.6605,12.9864,451.15293,270000,272600,264200,331700,267600,262200,258500,260300,321400,321500,12.96,509,1.04,1/1,0.712,281220,10.0947347732392,284780,11.763660451666,1.01265912808477,0.973710700081513,0.860653199237352
25.8773,25.8422,26.4409,356.00376,271000,246600,228800,9737,221700,261900,256700,259400,236200,228800,25.92,510,1.07,1/1,0.239,195567.4,54.002309493822,248600,6.05032595790635,1.27117300736217,1.18801215641324,0.298586942439924
31.7368,31.6676,32.0099,555.02148,11740000,12170000,13470000,12190000,13150000,11610000,11330000,11420000,11730000,12440000,31.71,512,0.92,1/1,0.138,12544000,5.82595481714759,11706000,3.75224651033838,0.933195153061224,1.01434255767524,0.0592103482372641
4.3803,4.2906,4.5735,397.23507,1675000,1732000,1833000,1684000,1681000,1581000,1582000,1602000,1600000,1586000,4.55,513,0.9,1/1,0.01,1721000,3.87068930693615,1590200,0.632613575145732,0.923997675769901,1.02666408418878,0.00247381547228338
13.3929,13.1345,13.835,427.05647,1433000,1487000,1489000,1726000,1441000,1414000,1516000,1508000,1668000,1379000,13.54,514,1.01,1/1,0.889,1515200,7.95957514102313,1497000,7.50842135007269,0.9879883843717,0.978206321160099,0.811238749041248
26.2922,25.8954,26.4864,449.18719,3826000,4187000,3778000,3669000,3728000,3489000,2402000,891200,4207000,3853000,26.12,515,1.17,1/1,0.06,3837600,5.31168855236538,2968440,45.2697149522888,0.773514696685428,0.661123672380708,0.19061223401381
3.5117,3.456,3.6066,472.23055,307900,328600,326700,317100,307800,343400,326100,332600,310100,303300,3.32,516,1.02,1/1,0.747,317620,3.12545940559264,323100,5.06765918011841,1.01725332157925,0.997307178018868,0.540096954488301
5.9604,5.8249,6.1724,325.17749,319400,318700,297200,310800,316900,332600,334300,358600,324300,380100,5.91,517,1.13,1/1,0.007,312600,2.95944214212122,345980,6.63663338107935,1.10678182981446,0.97945294673846,0.0166824148859224
8.3932,8.3494,8.8142,402.14766,12900,1703,7485,11430,1727,852600,1810000,2195000,218400,80270,8.36,518,0.97,1/1,0.267,7049,74.5700814859366,1031254,91.452011847567,146.297914597815,150.822592368882,0.0413102553985496
7.2247,7.0234,7.7174,417.16771,3029000,3006000,3100000,3043000,3002000,3080000,3254000,3252000,2782000,3017000,7.42,519,0.94,1/1,0.27,3036000,1.30199179025378,3077000,6.34749983750366,1.0135046113307,1.07819639503266,0.657713583963793
3.3901,3.3379,3.6624,341.15171,399300,411900,421400,371700,373800,1388000,1315000,1349000,393800,386900,3.23,520,0.99,1/1,0.837,395620,5.63999127172004,966540,54.4857505720839,2.44310196653354,2.4677797641753,0.0417219253336776
25.7284,25.4961,26.0699,346.13628,7924000,6983000,6874000,6861000,6777000,6739000,6520000,6591000,6811000,6685000,25.77,521,0.94,1/1,0.167,7083800,6.71056076720759,6669200,1.73579368023779,0.941472091250459,1.00156605452176,0.0947136867652353
15.7833,15.4304,16.0291,555.14087,925500,915200,920700,1033000,938000,953700,972500,978600,1041000,919900,15.73,522,1.03,1/1,0.645,946480,5.18699381777194,973140,4.5515932160159,1.02816752599104,0.998220899020428,0.393617897483773
3.9888,3.8221,4.0933,373.15279,316300,337100,326300,306100,278100,295200,317400,328800,283800,296400,3.92,523,1.05,1/1,0.422,312780,7.20946581713461,304320,6.00839502573358,0.972952234797621,0.926621175997735,0.532921790810925
8.4363,8.2814,8.8325,458.16616,227900,246000,246400,231800,222300,198700,207600,200500,207900,193100,8.58,524,1.01,1/1,0.93,234880,4.62887613402012,201560,3.11370608171983,0.858140326975477,0.849643888094531,0.000347790838969023
28.3072,28.1503,28.7498,419.07413,1681000,1718000,1962000,1685000,1946000,1633000,1668000,1665000,1590000,1822000,28.45,525,0.95,1/1,0.483,1798400,7.94476311244231,1675600,5.2322479186737,0.931717081850534,0.980754823000562,0.140046601398751
7.7885,7.3924,7.9884,306.03113,901900,981600,935600,918100,905600,716100,287500,51430,910000,1016000,7.8,526,1.1,1/1,0.101,928560,3.49387923095692,596206,69.2140997881723,0.642075902472646,0.583705365884223,0.110328764536836
5.8218,5.6209,6.0895,336.13453,2952000,3492000,2905000,2964000,2790000,2733000,2989000,3067000,2593000,2820000,5.79,527,0.86,1/1,0.123,3020600,9.0159512051265,2840400,6.7396683347826,0.940342978216248,1.09342206769331,0.260656121131513
9.3773,9.0224,9.589,464.17577,1002000,965100,1000000,1011000,1152000,1121000,1158000,1165000,1035000,1014000,9.29,528,0.95,1/1,0.286,1026020,7.07232162315,1098600,6.37843917773683,1.07073936180581,1.12709406505875,0.146313056660582
4.3839,4.2604,4.5099,508.24658,155000,164600,166500,159500,161300,156000,161000,170200,151900,147400,4.21,529,0.99,1/1,0.938,161380,2.7854874725335,157300,5.58717674322183,0.974718056760441,0.984563693697415,0.382417932638386
8.2364,8.1923,8.5495,349.1353,60780,43090,54450,61690,69070,1942000,3089000,3443000,804600,6582,8.26,530,0.82,1/1,0.209,57816,16.8278985945067,1857036.4,78.8300169062084,32.1197661546977,39.1704465301191,0.0251288686364091
7.2583,7.0913,7.6898,444.24051,991800,938600,1016000,1013000,1002000,1027000,1065000,1097000,1002000,1076000,7.39,531,1.09,1/1,0.031,992280,3.17419044887078,1053400,3.64130706247312,1.06159551739428,0.973940841646132,0.0249188863867723
12.9319,12.868,13.459,455.11322,1395000,2410000,1473000,1357000,962900,85580,6141,35540,7381,281600,12.99,532,1.1,1/1,0.033,1519580,35.2372588642023,83248.4,138.696285079261,0.0547838218455099,0.049803474405009,0.000377038609954849
31.7285,31.6204,32.22,462.37166,6269000,4394000,8220000,6397000,7461000,6038000,6159000,6176000,6396000,7491000,31.92,533,1.03,1/1,0.866,6548200,22.0901215672575,6452000,9.22187504856338,0.985308939861336,0.956610621224598,0.894010529791848
14.3535,14.0705,14.6699,330.17212,5881000,6013000,5935000,6706000,5952000,5722000,5789000,5868000,6420000,5758000,14.37,534,1.01,1/1,0.885,6097400,5.63290532407104,5911400,4.89514138218422,0.969495194673139,0.959896232349643,0.381497290939942
32.1761,32.0995,32.4798,332.16772,9198000,9311000,11090000,9477000,8852000,8624000,8782000,8470000,9071000,10510000,32.29,535,0.94,1/1,0.394,9585600,9.09291802576675,9091400,9.05894947483516,0.948443498581205,1.00898244529915,0.383723406819351
3.9304,3.8324,4.0824,426.19249,1062000,1081000,1170000,1069000,1065000,1069000,1121000,1153000,1096000,1053000,4.11,536,0.99,1/1,0.685,1089400,4.18874843540146,1098400,3.64825513617014,1.00826142830916,1.01844588718097,0.748871351835464
29.6778,29.5456,30.0741,482.0835,907700,925000,1101000,917400,1072000,854600,862800,857300,848600,1017000,29.82,537,0.91,1/1,0.297,984620,9.52321054944835,888060,8.13691582890739,0.901931709695111,0.991133746917704,0.105618700405281
