rt,rt_range:min,rt_range:max,mz,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:area,datafile:20170326-960MIX_SampleA_2.mzML:area,datafile:20170326-960MIX_SampleA_1.mzML:area,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:area,datafile:20170326-960MIX_SampleB_3.mzML:area,datafile:20170326-960MIX_SampleB_2.mzML:area,datafile:20170326-960MIX_SampleB_4.mzML:area,datafile:20170326-960MIX_SampleB_1.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio,true p-value
21.6091,21.3109,21.9005,311.13879,5891,6245,5709,6384,7273,6997,7929,6809,21.62,477,1.24,1/1,0.002,6057.25,5.14114887414336,7252,6.75555594914412,1.19724297329646,0.965518526851986,0.00624274445087535
16.9306,16.446,17.2394,468.21339,4645,6790,7230,9117,9298,8186,6820,8714,16.94,478,1.04,1/1,0.205,6945.5,26.4345714869382,8254.5,12.8256893283357,1.18846735296235,1.14275707015611,0.26290393801912
25.8121,25.5821,26.194,305.24743,12500,13650,13430,12750,14460,13900,15220,14900,25.81,479,1.13,1/1,0.152,13082.5,4.16960884532588,14620,3.91413839195165,1.11752340913434,0.988958769145433,0.00808118064726297
3.3411,3.1133,3.532,199.08652,30670,29330,28660,30200,28990,27130,27610,25610,3.34,480,1.16,1/1,0.014,29715,3.01534468304506,27335,5.10082262714621,0.919905771495877,0.793022216806791,0.0283531804864502
16.7152,16.2429,17.2394,318.16024,51750,35520,25520,51300,31970,52460,53690,55070,16.74,481,0.93,1/1,0.003,41022.5,31.1957631494282,48297.5,22.6452401247766,1.17734170272411,1.26595882013346,0.420622219649947
4.4661,4.2241,4.7991,196.08914,21540,22210,23120,21450,22080,23720,22760,23440,4.47,482,0.9,1/1,0.115,22080,3.49544585989174,23000,3.19103975525168,1.04166666666667,1.15740740740741,0.134798122906415
21.3097,20.9422,21.7439,283.10766,14610,15250,14800,15680,18110,17880,18390,17520,21.32,483,1.12,1/1,0.167,15085,3.17482533316869,17975,2.04786228865713,1.19158104076898,1.06391164354373,7.44257750461707E-05
32.5005,32.3995,32.6438,361.27299,5436,5428,4371,5205,5816,5449,5778,5032,32.5,484,1.1,1/1,0.24,5110,9.86623592257088,5518.75,6.59462405047172,1.07999021526419,0.981809286603807,0.236615034778863
4.4481,4.253,4.7126,378.98278,4429,3700,3752,4258,5363,5276,5775,4831,4.45,485,1.15,1/1,0.126,4034.75,9.01924969199389,5311.25,7.28899635779237,1.31637647933577,1.14467519942241,0.0029854095659613
3.5823,3.5195,3.6728,428.15532,748.8,793.7,739.7,801.7,1143,1087,1025,979.2,3.59,486,1.44,1/1,0.022,770.975,4.05373799302707,1058.55,6.76035126555807,1.37300171860307,0.953473415696574,0.000320919866682231
3.2822,2.8851,3.4247,205.09624,9548,10650,9539,9704,8917,9295,8456,9275,3.27,487,1.05,1/1,0.21,9860.25,5.39460238604651,8985.75,4.37979688390208,0.911310565147942,0.867914823950421,0.0383733332200466
29.0806,28.8573,29.5371,479.02583,11560,10870,10460,12290,14960,13900,15880,13500,29.08,488,1.25,1/1,0.038,11295,7.11608665770096,14560,7.37762265944391,1.28906595838867,1.03125276671093,0.00280200403798968
8.5866,8.4149,8.8345,545.23785,2421,2281,2407,2422,2609,2721,2516,2278,8.59,489,1.01,1/1,0.869,2382.75,2.86131888174846,2531,7.44140212213862,1.06221802539083,1.05170101523845,0.18929922301719
34.3864,34.1358,34.708,417.33553,6382,6966,6885,6636,7366,7587,7390,7938,34.39,490,1.22,1/1,0.018,6717.25,3.92945366861752,7570.25,3.49267467328978,1.12698649000707,0.923759418038583,0.00382524825456415
21.093,20.835,21.8281,365.19675,20320,3130,1362,31310,39540,41080,41640,42030,21.05,491,1.01,1/1,0.644,14030.5,102.250955795249,41072.5,2.66245745100819,2.92737250988917,2.89838862365264,0.00940978122919906
3.8907,3.702,4.0901,366.10053,2012,2009,1963,2038,2593,2541,2690,2448,3.9,492,1.34,1/1,0.003,2005.5,1.55483719340937,2568,3.93527022085284,1.28047868362004,0.955581107179138,4.06777253094528E-05
4.8497,4.5336,5.2611,380.16947,929,1108,1036,883.5,892.6,913.5,792.2,1030,4.85,493,0.91,1/1,0.037,989.125,10.2936571129635,907.075,10.7561595933429,0.91704789586756,1.0077449405138,0.288730346432893
4.8478,4.5336,5.3483,289.108,1841,1853,1808,1702,2649,2518,2480,2532,4.85,494,1.41,1/1,0.003,1801,3.81386446664617,2544.75,2.86431896804305,1.41296501943365,1.00210285066216,5.86109117420862E-06
3.5352,3.2974,3.6576,358.15763,11080,12040,10180,9874,10220,11290,11260,10630,3.54,495,1.34,1/1,0.012,10793.5,9.04244604556296,10850,4.7802036792221,1.00523463195442,0.750175098473445,0.92189774832067
31.2806,31.1752,31.5693,515.13823,83010,79630,82660,86890,114600,85550,108600,94620,31.28,497,1.08,1/1,0.447,83047.5,3.58524070008883,100842.5,13.0810477986573,1.21427496312351,1.12432866955881,0.0389660600698312
4.1401,3.6414,4.4737,412.27041,33230,32110,30810,35250,37990,38010,36400,37690,4.14,498,1.15,1/1,0.129,32850,5.72578922327913,37522.5,2.03214683185513,1.14223744292237,0.993249950367282,0.00367520203207237
4.288,4.0077,4.7418,413.19688,25360,24380,24720,26530,28520,27940,29050,25240,4.29,499,1.2,1/1,0.052,25247.5,3.74936601387629,27687.5,6.11635352411894,1.09664323200317,0.913869360002641,0.0455720055709718
26.8233,26.3687,27.2725,348.15925,32450,31960,73.27,32050,36760,35110,39040,32860,26.78,500,1.2,1/1,0.015,24133.3175,66.4701213503533,35942.5,7.26539496642044,1.48933108761363,1.24110923967802,0.196386750402872
26.3206,26.1231,26.6518,521.16829,53970,62080,58460,56590,64280,59850,68680,64370,26.32,501,1.11,1/1,0.158,57775,5.90222375622164,64295,5.60725729736366,1.11285157940286,1.00256899045302,0.0391772183914902
8.0015,7.6223,8.4879,462.15712,9875,9600,10480,10280,12210,11370,13330,10860,8,502,1.16,1/1,0.121,10058.75,3.93758526614599,11942.5,9.03955216028527,1.18727476078042,1.0235127248107,0.0168997649394984
3.8582,3.728,4.166,367.24855,13740,13250,13620,13330,16820,15160,17110,16240,3.86,503,1.26,1/1,0.026,13485,1.72589791666901,16332.5,5.27348925882342,1.21116054875788,0.961238530760222,0.000695323447241131
15.8578,15.5657,16.246,338.08541,10520,10590,11080,10650,13130,12860,10200,14580,15.86,504,1.37,1/1,0.02,10710,2.35595280022105,12692.5,14.3805845172422,1.18510737628385,0.865041880499158,0.0749163128946625
30.2787,29.9474,30.7887,430.17082,101600,108100,104900,113700,100300,119100,110800,96420,30.29,505,1.12,1/1,0.27,107075,4.81213013898977,106655,9.6410635883498,0.996077515759981,0.889354924785697,0.94415253818718
25.8374,25.5533,26.2525,331.05641,23160,25250,24930,25440,29710,29310,31010,28970,25.83,507,1.22,1/1,0.05,24695,4.23060851844234,29750,3.00096101485631,1.2046973071472,0.987456809137046,0.000322981400898134
4.0304,3.853,4.2042,415.18657,10860,9820,9863,11320,14500,13650,14290,13070,4.03,508,1.25,1/1,0.015,10465.75,7.11931654718258,13877.5,4.67269528344738,1.32599192604448,1.06079354083558,0.000454913797576961
13.9233,13.6933,14.3032,263.08105,5935,6314,5789,6384,7380,7329,8077,7316,13.92,509,1.32,1/1,0.012,6105.5,4.73073485127171,7525.5,4.89937785635126,1.23257718450577,0.933770594322556,0.000912535078695691
13.7434,13.3935,14.0658,323.10238,9423,8577,8516,9455,13010,12080,13480,11890,13.74,510,1.4,1/1,0.002,8992.75,5.73853292065947,12615,5.99547247434332,1.40279669733952,1.0019976409568,0.000216301584921966
5.0207,4.8369,5.4406,411.17499,47040,47980,46150,51210,69730,61570,65320,64390,5.02,511,1.5,1/1,0,48095,4.58882721838934,65252.5,5.18622760925669,1.35674186505874,0.904494576705825,0.000145762363046991
24.6135,24.4483,25.0164,444.09969,6535,6653,6411,6806,7229,7388,7594,7359,24.62,512,1.09,1/1,0.13,6601.25,2.55266673390154,7392.5,2.04371532804751,1.11986366218519,1.02739785521577,0.000426011879021216
31.4206,31.3675,31.5972,600.19065,19370,18080,15180,18340,18960,18520,19080,18950,31.42,513,1.08,1/1,0.159,17742.5,10.127411867689,18877.5,1.30072104140652,1.06397069184162,0.985158048001503,0.257270619599609
9.1042,8.8448,9.4294,394.23497,25370,26030,25370,24970,27690,29720,27040,29990,9.11,514,1.13,1/1,0.005,25435,1.72676951098862,28610,5.12421441434255,1.12482799292314,0.995423002586847,0.00601643206984705
27.522,27.3425,27.8211,361.05059,21330,21970,22310,21780,21610,22790,20950,22950,27.52,515,1.02,1/1,0.673,21847.5,1.87100801294107,22075,4.34401081513754,1.01041309074265,0.990601069355537,0.677756852793679
9.9306,9.492,10.437,326.14192,84840,85180,90120,83510,74250,73530,87880,76680,9.94,516,0.88,1/1,0.236,85912.5,3.37096711608367,78085,8.53892010728584,0.908889858868034,1.03282938507731,0.0747398488071351
13.7542,13.4759,14.2456,342.18107,20920,19690,18460,21760,26390,26250,26260,24480,13.75,517,1.28,1/1,0,20207.5,7.1367553560582,25845,3.52962544288946,1.27898057651862,0.999203575405171,0.0005782628341367
31.3078,31.2073,31.4831,521.26843,104200,103300,101000,99840,99420,112800,96920,108500,31.31,518,0.92,1/1,0.231,102085,1.97271269460107,104410,7.16980731195091,1.02277513836509,1.11171210691857,0.570559750501489
21.3242,20.851,21.7828,455.24739,44720,20410,14.47,51060,52920,54140,48160,51290,21.35,519,1.27,1/1,0.039,29051.1175,80.6706728550678,51627.5,5.01625436155357,1.77712612948538,1.39931191298061,0.103983606372204
31.226,31.134,31.4825,309.09072,51440,55640,53770,54830,63740,69420,66780,65470,31.22,520,1.2,1/1,0.04,53920,3.37913915592044,66352.5,3.60827203797254,1.23057307121662,1.02547755934718,0.000169785891036724
26.0314,25.8921,26.3246,356.00238,3691,3585,3275,3855,4279,4154,4279,3983,26.03,521,1.17,1/1,0.117,3601.5,6.78516984738279,4173.75,3.35802499737549,1.15889212827988,0.990506092546909,0.00663008762126886
31.6517,31.5647,31.967,555.02308,171200,187300,180400,169000,163100,188800,193200,185200,31.65,523,0.98,1/1,0.9,176975,4.78670715783881,182575,7.33350327928023,1.03164288741348,1.0526968238913,0.506145010759077
4.3996,4.2871,4.6999,397.23453,19510,18960,19380,19380,23170,22970,23690,20910,4.4,524,1.14,1/1,0.099,19307.5,1.24115053386733,22685,5.38516465227088,1.17493202123527,1.03064212389059,0.00162342557449106
13.4453,12.9627,13.9425,427.05491,12000,11920,12050,12970,14600,14610,14610,13460,13.45,525,1.22,1/1,0.031,12235,4.02874123874696,14320,4.0038597266115,1.1704127503065,0.959354713365982,0.00149374009936132
26.5257,26.0817,27.025,449.18673,43890,46680,44970,44450,55600,52340,57350,53770,26.53,526,1.2,1/1,0.012,44997.5,2.67847977541435,54765,3.97965328028494,1.21706761486749,1.01422301238958,0.000226959231244567
16.4736,15.9843,16.9259,472.22837,8592,8537,7432,9172,4885,4736,4383,4779,16.48,527,0.55,1/2,0.004,8433.25,8.61691823888987,4695.75,4.63608885799334,0.55681380250793,1.0123887318326,6.29923361745744E-05
8.5469,8.138,9.0482,402.14735,21930,21310,21660,21710,20990,26040,23030,23500,8.55,528,1.07,1/1,0.233,21652.5,1.18551539784236,23390,8.87382757599535,1.08024477543009,1.00957455647672,0.147664102238197
7.5019,7.0651,7.8013,417.16659,35210,31300,30950,35120,30960,38330,85.66,38630,7.51,529,1.25,1/1,0.063,33145,7.05130907182809,27001.415,67.7411321161995,0.814645195353749,0.651716156282999,0.529965948422687
25.8501,25.6409,26.1444,346.13645,46190,48240,50740,48320,54720,53860,56420,53740,25.85,530,1.1,1/1,0.309,48372.5,3.84698877720761,54685,2.26071367928369,1.13049770013954,1.02772518194504,0.00131774625016131
15.8524,15.443,16.1702,555.13794,4806,4900,4097,4200,6431,4736,5630,3681,15.84,531,1.09,1/1,0.298,4500.75,9.12531964596416,5119.5,23.103679681164,1.13747708715214,1.04355696069004,0.361141315987831
3.7586,3.59,3.9099,373.15135,4968,5029,4629,4815,9464,7569,8540,7959,3.76,532,1.44,1/1,0.017,4860.25,3.67311162094844,8383,9.82616850553139,1.72480839462991,1.19778360738188,0.000159340315674989
8.6549,8.4441,8.9749,458.16452,1923,2304,2281,1809,2692,2110,3258,1750,8.65,533,1.2,1/1,0.32,2079.25,12.0608535686695,2452.5,27.0161674036721,1.1795118432127,0.982926536010581,0.332582998896828
28.4048,28.262,28.7231,419.0726,6822,7067,6963,6644,7534,7707,7313,7193,28.41,534,1.07,1/1,0.392,6874,2.66626979927513,7436.75,3.07830127604115,1.0818664533023,1.01109014327318,0.00857924336008463
8.2116,7.8355,8.8294,306.03052,3044,1982,1367,3433,4041,4058,4469,3838,8.21,535,1.2,1/1,0.011,2456.5,38.696961892165,4101.5,6.45132164862301,1.66965194382251,1.39137661985209,0.015723615846209
5.8698,5.6823,6.2175,336.13351,4618,4580,4515,4208,4379,4647,3763,4181,5.87,536,0.92,1/1,0.11,4480.25,4.16083873664089,4242.5,8.77689082439534,0.946933764856872,1.02927583136617,0.297014798306365
9.5134,9.1212,10.0132,464.17436,24490,24570,25730,21050,31400,29400,30730,27160,9.52,537,1.28,1/1,0.17,23960,8.43512449781232,29672.5,6.30176364235209,1.23841819699499,0.967514216402337,0.00601491777695387
4.4789,4.2901,4.736,508.24508,3602,3617,3479,3530,4775,5196,4154,4719,4.48,538,1.4,1/1,0.026,3557,1.81021760269949,4711,9.08579771329061,1.32443070002811,0.94602192859151,0.00177454114338538
8.4419,8.038,8.9365,349.13516,30840,29430,27670,31040,36890,33030,41230,32590,8.44,540,1.16,1/1,0.102,29745,5.23742639393072,35935,11.1979239997576,1.20810220205076,1.041467415561,0.0284623360982453
7.4692,7.1227,7.8238,444.23894,115,9950,9655,10300,12680,12630,12650,11900,7.45,541,1.26,1/1,0.002,7505,65.7390491451024,12465,3.02628738288969,1.66089273817455,1.31816883982107,0.0918131776855386
12.8868,12.4483,13.3814,455.11179,65050,62740,62530,69880,92820,87620,78820,84210,12.89,542,1.49,1/1,0.039,65050,5.25196251458183,85867.5,6.85105568799658,1.32002305918524,0.885921516231706,0.000868991194290846
33.0156,32.5505,33.5085,462.36974,13210,12310,18080,36170,17170,14740,19170,19140,33.01,543,0.93,1/1,0.539,19942.5,55.7166337175412,17555,11.9456194157178,0.880280807321048,0.94653850249575,0.687528716269328
14.5299,14.1284,15.0298,330.17159,101700,90910,94960,98560,100900,107500,106800,106000,14.53,544,1.16,1/1,0.003,96532.5,4.81820276357096,105300,2.84583552968123,1.0908243337736,0.940365804977241,0.0193378013305319
32.1446,32.0469,32.4629,332.16785,65890,62320,66870,64080,61110,66000,62390,68730,32.14,545,1.03,1/1,0.691,64790,3.1050298265371,64557.5,5.371419441838,0.996411483253588,0.967389789566591,0.911445071392466
3.956,3.8008,4.325,426.19151,13820,11670,11800,12970,16200,15340,16620,14590,3.96,546,1.21,1/1,0.004,12565,8.12311750719311,15687.5,5.7693938602532,1.24850775964982,1.03182459475192,0.00377880391067546
29.747,29.6,30.0158,482.082,21260,22220,20100,21670,23900,23430,26310,25660,29.75,547,1.13,1/1,0.296,21312.5,4.21789649096916,24825,5.55448349727575,1.16480938416422,1.0308047647471,0.00527574961290659
19.3661,19.0189,19.8688,569.28858,159600,147900,156700,167000,167600,165400,163700,166500,19.37,548,1.06,1/1,0.429,157800,5.00459880084193,165800,1.00321471249495,1.05069708491762,0.99122366501662,0.0946921643408568
9.2659,8.9602,9.7655,408.02084,86960,60390,71220,100300,110600,107500,108800,106900,9.27,550,1.39,1/1,0.079,79717.5,21.9895584807188,108450,1.51045487939826,1.36042901495907,0.9787259100425,0.0171634136652544
4.6775,4.4687,5.0535,282.12363,36500,35790,36330,37090,44710,42360,43960,41010,4.67,551,1.3,1/1,0.022,36427.5,1.46986743379284,43010,3.84745646144429,1.18070139317823,0.908231840906331,0.000276238190743196
15.1124,14.731,15.5751,240.17,10690,10540,10170,10490,11600,9773,12260,9381,15.11,552,0.97,1/1,0.632,10472.5,2.08967913552983,10753.5,12.9649255913104,1.02683217951778,1.05858987579153,0.704246257862561
31.1932,31.1351,31.4263,440.10989,6875,7349,7000,7195,7202,7761,7437,8328,31.2,553,1.14,1/1,0.077,7104.75,2.94749951470809,7682,6.35051141977088,1.08124846053696,0.948463561874531,0.0725961897963719
30.5869,30.4065,30.9126,358.08441,35260,35050,34990,33910,38260,39550,37900,39520,30.59,554,1.1,1/1,0.024,34802.5,1.74170223557303,38807.5,2.19775079185665,1.11507793980318,1.01370721800289,0.000259603210700731
4.3239,4.1619,4.628,391.15635,4053,3775,3807,4000,5289,5285,5921,4982,4.32,555,1.29,1/1,0.023,3908.75,3.5380946821728,5369.25,7.35555778401555,1.37364886472658,1.06484408118339,0.000429941531316098
27.6578,27.5302,27.9014,451.11791,6530,6399,6116,6536,7871,7388,7849,7443,27.67,556,1.24,1/1,0.007,6395.25,3.07426357348201,7637.75,3.37493522354666,1.19428482076541,0.963132919972106,0.000257726924072836
6.1909,6.0138,6.6797,341.20914,48260,54200,52020,53260,62860,55880,57320,60220,6.19,557,1.17,1/1,0.171,51935,5.02088740326085,59070,5.25666846325326,1.13738326754597,0.972122450893992,0.0125292326466222
5.3939,5.2805,5.6389,182.06267,907.4,795.2,843.6,1224,898,1126,1256,1052,5.4,558,1.26,1/1,0.091,942.55,20.49520930659,1083,13.7953146296242,1.14901066256432,0.911913224257397,0.293818098280483
3.8146,3.5872,4.1479,298.1186,17140,16900,17450,16620,22690,21750,24070,21810,3.82,559,1.39,1/1,0.022,17027.5,2.0721407507605,22580,4.79309805445942,1.32609014828953,0.954021689416929,6.66927021330431E-05
24.3928,24.1295,24.8835,478.20839,45120,48980,48330,46760,49760,48510,52490,51550,24.39,560,1.01,1/1,0.924,47297.5,3.64720893685728,50577.5,3.52694741301212,1.06934827422168,1.05876066754622,0.0383573590220838
22.4112,22.0237,22.9187,237.10243,25470,24980,19560,27230,32150,28660,32090,28230,22.42,561,1.14,1/1,0.026,24310,13.6189232206955,30282.5,7.03096773685289,1.24568078979844,1.09270244719161,0.0229623114656131
29.2551,28.8647,29.7602,530.12963,6379,5932,5238,6623,7310,7552,7436,7797,29.27,562,1.24,1/1,0.069,6043,10.0641759676256,7523.75,2.75455762504864,1.24503557835512,1.00406095028639,0.00365653919128776
31.5781,31.4827,31.9528,497.2806,151100,163100,169300,144800,182200,199800,187300,204200,31.58,563,1.3,1/1,0.026,157075,7.09052164157755,193375,5.34295996482517,1.23109979309247,0.946999840840363,0.00306634276129705
3.4661,3.3147,3.7078,338.16453,23920,20800,21330,23390,25820,25050,29680,24160,3.46,564,1.27,1/1,0.027,22360,6.8261384677026,26177.5,9.28858922127352,1.170728980322,0.921833842773231,0.0375509797255272
5.5055,5.3469,5.8484,341.10625,18120,17230,17420,19010,22920,24590,24310,22340,5.51,565,1.38,1/1,0.018,17945,4.49471791594944,23540,4.60142033690848,1.31178601281694,0.950569574505029,0.000167364528906145
27.1868,27.0511,27.3722,307.04511,808.5,887.9,826.5,825.6,951.6,982.4,958.4,963.6,27.19,566,1.26,1/1,0.045,837.125,4.16285241668753,964,1.37076077253746,1.15156040017918,0.913936825539036,0.000492058454881322
27.5077,27.313,27.756,457.17614,26870,27390,28140,27620,28460,30870,29000,29760,27.51,567,1.05,1/1,0.076,27505,1.91568524575165,29522.5,3.53859250414308,1.07335029994546,1.02223838090044,0.0136563261468103
16.7725,16.4316,17.2714,308.12874,74540,80620,76560,76500,86170,79870,88550,82830,16.78,568,1.1,1/1,0.107,77055,3.31610331369411,84355,4.5054525730225,1.09473752514438,0.995215931949434,0.0188841923204359
26.3224,26.0944,26.8217,402.19299,81850,86210,88310,79990,93780,88210,99100,94380,26.33,569,1.07,1/1,0.3,84090,4.56104074708058,93867.5,4.75065665078011,1.11627422999168,1.04324694391745,0.0159119807050102
9.5778,9.0904,10.1132,516.19527,235800,237800,250500,229900,212700,207400,245100,242400,9.59,570,0.94,1/1,0.522,238500,3.63710006464644,226900,8.64153881343836,0.951362683438155,1.01208796110442,0.320788788359385
13.0336,12.7406,13.3814,235.05319,3560,6344,6484,6393,7370,7468,7381,7057,13.02,571,1.17,1/1,0.135,5695.25,25.0152554960565,7319,2.46049069616253,1.28510600939379,1.09838120461008,0.0644186112188143
12.841,12.3544,13.3466,461.24156,67300,54260,54380,61250,59150,60820,59530,59690,12.85,572,1.04,1/1,0.679,59297.5,10.5500959977981,59797.5,1.20122479511512,1.00843205868713,0.969646210276085,0.879033251625743
21.2561,20.9862,21.576,391.00792,5325,1911,4827,5188,6271,5733,6018,5773,21.25,573,1.13,1/1,0.056,4312.75,37.4444572923983,5948.75,4.18658305074046,1.37934032809692,1.2206551576079,0.092109780062442
25.4029,25.1345,25.8905,566.29127,28220,26530,26900,29940,36340,33210,37110,31880,25.4,574,1.2,1/1,0.012,27897.5,5.53031414595531,34635,7.19949473055622,1.24150909579711,1.03459091316426,0.00370969374629263
12.9597,12.5773,13.4508,376.14561,71880,69880,68380,75860,90120,93180,94930,84450,12.96,575,1.36,1/1,0.013,71500,4.53290719342131,90670,5.07168827104334,1.26811188811189,0.932435211846976,0.00048956020277772
21.6127,21.3242,22.1099,447.22302,11670,12000,11880,12150,14220,13940,14490,13000,21.62,576,1.13,1/1,0.014,11925,1.7000532438334,13912.5,4.66094007518714,1.16666666666667,1.03244837758112,0.00110041428452118
31.2806,31.2334,31.4362,455.05842,8137,8572,8291,8588,8549,9326,8912,9903,31.28,577,1.03,1/1,0.502,8397,2.62666910687439,9172.5,6.33765897806125,1.0923544122901,1.06053826435932,0.0468731516525158
4.6384,4.4621,5.0963,391.18522,32910,27570,27740,33280,28880,24570,32690,26940,4.64,578,0.86,1/1,0.099,30375,10.3545069952172,28270,12.1454925315228,0.930699588477366,1.08220882381089,0.400760885191393
8.7382,8.4855,9.2071,513.20455,16630,16940,15120,17720,22720,21850,22300,20100,8.74,579,1.27,1/1,0.034,16602.5,6.56248976716567,21742.5,5.29462652835706,1.30959192892637,1.03117474718612,0.000638705262898796
10.4006,9.9762,10.8994,385.21355,104100,103200,98440,102900,105800,106300,103000,105600,10.4,580,1,1/1,0.938,102160,2.47834453235381,105175,1.40678229109999,1.0295125293657,1.0295125293657,0.0854973435738351
5.0226,4.8101,5.4645,372.10072,16920,16650,17220,17090,23240,20210,22820,21280,5.02,581,1.29,1/1,0,16970,1.4506227018375,21887.5,6.39736468986428,1.28977607542722,0.999826415059864,0.000451485380203935
14.1482,13.6711,14.6579,370.21297,146100,193200,193200,190100,198200,127700,196800,175000,14.16,582,1.06,1/1,0.37,180650,12.7758896824265,174425,18.868414286258,0.965541101577636,0.910887831677015,0.767246707028682
4.0449,3.9345,4.4503,487.16559,18770,18700,17760,16550,16610,15010,18620,14490,4.05,583,1,1/1,0.982,17945,5.78305959976036,16182.5,11.4854088356653,0.901783226525495,0.901783226525495,0.148816654326982
8.0138,7.7518,8.5183,360.03443,70350,69530,68310,75710,80760,82600,80830,79710,8.02,584,1.21,1/1,0.001,70975,4.60168010900803,80975,1.47989636610584,1.14089468122578,0.9428881663023,0.00120566096512363
22.4078,22.0666,22.7903,363.16081,8375,7972,7849,8954,9409,8389,10020,8035,22.41,585,1.07,1/1,0.277,8287.5,6.00779373903212,8963.25,10.1984894221308,1.08153846153846,1.01078360891445,0.241827813502469
17.8322,17.4987,18.2951,429.14724,67580,70690,69010,72960,57680,63030,64950,74460,17.85,586,0.85,1/1,0.133,70060,3.30247323017833,65030,10.7625709880945,0.928204396231801,1.09200517203741,0.221300025349066
5.7392,5.425,6.1906,446.17045,2633,2088,2103,2633,3063,3236,3262,3039,5.74,587,1.4,1/1,0.06,2364.25,13.1283148645726,3150,3.65791805423189,1.33234641006662,0.951676007190441,0.00317000319671126
21.9492,21.7119,22.246,318.11192,855.3,74.19,485,1470,2672,2586,2536,2439,21.95,588,1.92,2/1,0.05,721.1225,82.16075715328,2558.25,3.80491287458759,3.54759420209465,1.84770531359096,0.000869538967267981
13.4795,12.9911,13.9385,348.15229,66320,52880,37580,68030,76700,74010,74050,70460,13.49,589,1.15,1/1,0.053,56202.5,25.16471176184,73805,3.46959633006777,1.31319781148525,1.14191114042196,0.0498341099693103
4.728,4.2473,5.0576,344.18759,91980,88560,110000,83170,99890,90600,92600,94560,4.73,590,1.09,1/1,0.243,93427.5,12.4463322078584,94412.5,4.22988436333061,1.01054293436087,0.927103609505383,0.877959380921067
4.061,3.978,4.4336,378.10652,24310,23400,22700,25170,30980,30200,32370,28730,4.07,591,1.33,1/1,0.015,23895,4.50145992881231,30570,4.97197974845432,1.27934714375392,0.961915145679642,0.000371797378752066
8.2135,7.8693,8.6983,384.11225,10950,9593,9393,12260,15970,15570,18310,14980,8.21,592,1.6,1/1,0.001,10549,12.6456607696526,16207.5,9.00484662512037,1.53640155464973,0.960250971656081,0.00123354926058178
29.3098,29.1426,29.6712,324.06622,12870,13300,13470,13640,15010,15000,13800,14490,29.31,593,1.08,1/1,0.013,13320,2.48164481007371,14575,3.91682002777141,1.09421921921922,1.0131659437215,0.00891631964305964
25.7665,25.5291,26.1793,252.10176,12240,12830,12930,12490,14430,13920,14750,13930,25.76,594,1.17,1/1,0.001,12622.5,2.51142171575314,14257.5,2.84464823764222,1.12953060011884,0.965410769332338,0.000713454184438083
6.9296,6.7127,7.4287,334.07572,74530,73400,75430,71220,84250,77000,86600,75290,6.93,595,1.19,1/1,0.055,73645,2.46794299781403,80785,6.79286170027872,1.09695159209722,0.921808060585902,0.0484406022742276
32.4704,32.3697,32.8994,465.21956,14730,16440,14830,17130,14950,17130,17740,17080,32.47,596,0.96,1/1,0.776,15782.5,7.55309698491415,16725,7.29912370808128,1.05971804213528,1.10387296055758,0.311587453826503
32.4686,32.3445,32.9693,483.23234,374500,391600,387200,369100,379000,379500,430100,384600,32.47,597,1,1/1,0.988,380600,2.7724059646643,393300,6.27090471932563,1.03336836573831,1.03336836573831,0.380272098481762
3.7475,3.5726,4.0492,376.08739,9176,8421,9079,9376,11780,12270,12970,11240,3.75,598,1.37,1/1,0.003,9013,4.58876221406011,12065,6.09618203148783,1.33862199045823,0.977096343400166,0.000354138528556233
18.8447,18.3533,19.3391,371.16098,70960,60500,30730,70290,37390,37120,33990,36980,18.85,599,0.55,1/2,0,58120,32.4767342031905,36370,4.38758655260413,0.625774260151411,1.13777138209347,0.0614039874634949
26.3474,26.1231,26.8477,283.03019,42000,47200,45930,43490,45410,45290,48380,46190,26.35,600,0.99,1/1,0.772,44655,5.25325336491362,46317.5,3.09110161898303,1.03722987347442,1.04770694290345,0.271829255669644
5.6914,5.552,5.9139,254.11877,1513,1252,1238,1601,2261,1969,2357,1953,5.69,602,1.56,1/1,0.016,1401,13.1170437912562,2135,9.59292056090294,1.52391149179158,0.976866340892037,0.00176985460296683
29.172,29.0959,29.5953,449.16788,22090,23940,22670,23310,26890,24560,26100,23690,29.17,603,1.05,1/1,0.194,23002.5,3.47487008587624,25310,5.72891547096629,1.10031518313227,1.04791922203073,0.0316888360673357
14.9784,14.754,15.4774,315.11352,7032,6199,6166,7087,8319,8387,9070,8140,14.99,604,1.27,1/1,0.008,6621,7.65764718850217,8479,4.80646035039678,1.28062226249811,1.00836398621899,0.00124596715670702
19.9737,19.4905,20.4761,532.27184,9280,9567,9082,9012,7924,8588,7978,8760,19.98,605,0.78,1/1,0.003,9235.25,2.6917211176196,8312.5,5.0991012603306,0.900083917598333,1.15395374051068,0.00944571779882487
27.0452,26.8769,27.4321,493.95193,6958,6748,6271,6806,7932,7907,8634,8103,27.05,606,1.18,1/1,0.114,6695.75,4.43100190471607,8144,4.1512754447393,1.21629391778367,1.03075755744379,0.000663546874696938
